placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Eden+Garage+Doors+Repair/data=!4m7!3m6!1s0x88d9abb07db02aed:0x1df0e6d1e8f71397!8m2!3d26.1279716!4d-80.1435126!16s%2Fg%2F11f5chpf34!19sChIJ7SqwfbCr2YgRlxP36NHm8B0,Eden Garage Doors Repair,4.9,326,Garage door supplier,"500 N Andrews Ave Suite 227, Fort Lauderdale, FL 33301, United States","4VH4+5H Fort Lauderdale, Florida, USA",https://www.edengaragedoors.com/,+1 954-526-9810,Closed ⋅ Opens 7 am Sun,https://lh3.googleusercontent.com/p/AF1QipNU8SQV6jHcW-pB4s8QFY17IVRZgg3J_mcDVelf=w408-h272-k-no,true,7 am–2 pm,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:27.520Z,,,
https://www.google.com/maps/place/Garage+Door+Pros%27/data=!4m7!3m6!1s0x88d9a8886855ce23:0xaaee8c16368618e4!8m2!3d26.1561484!4d-80.4482804!16s%2Fg%2F1pp2xbr71!19sChIJI85VaIio2YgR5BiGNhaM7qo,Garage Door Pros',5.0,477,Garage door supplier,,,https://www.garagefl.com/,+1 954-830-9661,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipPpGX5g0arjevHmxErPUfv6_cK4Okkoq2yNgoFL=w426-h240-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:33.449Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Garage+Door+Fort+Lauderdale+LLC/data=!4m7!3m6!1s0x88d90188f3493e01:0xe58924687022fb0!8m2!3d26.1257571!4d-80.141201!16s%2Fg%2F11p4bs6p4v!19sChIJAT5J84gB2YgRsC8Ch0aSWA4,Garage Door Fort Lauderdale LLC,5.0,5,Garage door supplier,"315 NE 3rd Ave #102, Fort Lauderdale, FL 33301, United States","4VG5+8G Fort Lauderdale, Florida, USA",https://garagedoorfortlauderdalellc.com/,+1 954-835-4777,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPEQxoMS5vhDpXiHkBHouiwXRx6H5DqpS72TgIr=w451-h240-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:38.423Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Fort+Lauderdale/data=!4m7!3m6!1s0x536722887a3838b:0x5ffa3d047bef82f0!8m2!3d28.185996!4d-83.2063184!16s%2Fg%2F11w1vkq0py!19sChIJi4OjhyhyNgUR8ILvewQ9-l8,ProLift Garage Doors of Fort Lauderdale,5.0,50,Garage door supplier,,,https://www.proliftdoors.com/fort-lauderdale/,+1 954-787-9249,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNRP3UFZy_1VaBxCaz4LzpXBQjP59z_DnIuvuEX=w532-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:43.276Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Atlantic+Ocean+Garage+Doors/data=!4m7!3m6!1s0x88d906309c16cc2d:0x99bce2054c8a88ac!8m2!3d26.1891396!4d-80.249544!16s%2Fg%2F11c1vqfktg!19sChIJLcwWnDAG2YgRrIiKTAXivJk,Atlantic Ocean Garage Doors,5.0,368,Garage door supplier,,,https://atlanticoceangrp.com/garage-door-repair/,+1 954-774-4049,Closes soon ⋅ 7 pm ⋅ Opens 7:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjPa6QvUvm0jD1qBW6fEyjN1MHIpliuzm_4ouPA_Ui67UyWXmh5wBlxDNSaSinr1KaFVcP7xBb5aq4pNU_TRk-5dzyHqCCnWW7a9wFwBgaOWTtnGRR19i3rOqCDbIYnmnqtBf8=w408-h306-k-no,true,7:30 am–7 pm,Closed,7:30 am–5 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:48.103Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Joes+Doors+Garage+Door+Services/data=!4m7!3m6!1s0x88d9abd35f147599:0x20f39250227587b4!8m2!3d26.2006254!4d-81.218159!16s%2Fg%2F11qn4_1m65!19sChIJmXUUX9Or2YgRtId1IlCS8yA,Joes Doors Garage Door Services,4.8,436,Garage door supplier,,,https://www.joesdoors.com/?utm_source=google&utm_medium=gmb&utm_campaign=seo,+1 954-799-9787,,https://lh3.googleusercontent.com/p/AF1QipO1PwBDu96yiEaJIzaQLQ6XzZCyswZg91Dgt88o=w426-h240-k-no,true,,,,,,,,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:53.488Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Master+Lift+Garage+Door+Service/data=!4m7!3m6!1s0x88d908e6a9ba4689:0x10b14257f08d146d!8m2!3d26.1443235!4d-80.2362126!16s%2Fg%2F11ggw11b3g!19sChIJiUa6qeYI2YgRbRSN8FdCsRA,Master Lift Garage Door Service,4.9,381,Garage door supplier,"1551 NW 65th Ave, Plantation, FL 33313, United States","4QV7+PG Plantation, Florida, USA",https://masterliftfl.com/,+1 954-770-0552,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMvm_Q_lpbPI6-Pk1-vCNuuAatolf5GrdyiXbeG=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:17:58.712Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sunshine+Garage+Doors/data=!4m7!3m6!1s0x88d9aa24c8148d07:0xe218316945317faf!8m2!3d26.0529175!4d-80.1769714!16s%2Fg%2F1s04cthk5!19sChIJB40UyCSq2YgRr38xRWkxGOI,Sunshine Garage Doors,5.0,146,Garage door supplier,"2706 SW 55th St, Fort Lauderdale, FL 33312, United States","3R3F+56 Fort Lauderdale, Florida, USA",https://sunshinegaragedoors.com/,+1 954-790-0592,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNwrkoW7uOL810AfOqLvHR8MCmFtqY3yrPDJJbE=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:03.594Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/EDL+Electronic+Door+Lift+%2F+Gate+Masters/data=!4m7!3m6!1s0x88d903bd9be85157:0xc4db911cd31a6415!8m2!3d26.207965!4d-80.1641816!16s%2Fg%2F1263g1wrr!19sChIJV1Hom70D2YgRFWQa0xyR28Q,EDL Electronic Door Lift / Gate Masters,4.7,268,Garage door supplier,"6601 NW 15th Ave, Fort Lauderdale, FL 33309, United States","6R5P+58 Fort Lauderdale, Florida, USA",http://www.edl-gm.com/,+1 954-972-9300,,https://lh3.googleusercontent.com/p/AF1QipMQspDgOAwtVfQ0KkKC4lkikCsvfXtEXngUPidE=w408-h306-k-no,true,,,,,,,,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:08.578Z,,,
"https://www.google.com/maps/place/The+Door+Doctor+of+South+Florida,+Inc./data=!4m7!3m6!1s0x88d902255a5fbea9:0x2f0ee6cf961db876!8m2!3d26.184614!4d-80.1312384!16s%2Fg%2F1thksh6m!19sChIJqb5fWiUC2YgRdrgdls_mDi8","The Door Doctor of South Florida, Inc.",4.8,283,Garage door supplier,"1188 NE 47th St, Oakland Park, FL 33334, United States","5VM9+RG Oakland Park, Florida, USA",https://www.thedoordoctor.net/,+1 954-491-0039,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipODVYpje1EBGbKuvsirKyRiiK-0erzZ9wjJUi2P=w408-h306-k-no,true,8 am–4 pm,8 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:13.755Z,Identifies as women-owned,,
https://www.google.com/maps/place/Rocket+Garage+Doors+Inc/data=!4m7!3m6!1s0x88d90365d71d5fbf:0xbd2e567668be137f!8m2!3d26.1764587!4d-80.1374059!16s%2Fg%2F11vzg44w41!19sChIJv18d12UD2YgRfxO-aHZWLr0,Rocket Garage Doors Inc,4.9,139,Garage door supplier,"700 NE 40th Ct, Oakland Park, FL 33334, United States","5VG7+H2 Oakland Park, Florida, USA",https://rocketgaragedoors.com/?utm_campaign=google&utm_medium=local&utm_source=google_business_profile,+1 954-839-6500,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPG3Y5yZx49n78BUrLQponerYK66M1zsfbRKweV=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:18.843Z,,,
