placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
"https://www.google.com/maps/place/Redemption+Psychiatry,+Phoenix/data=!4m7!3m6!1s0x872b73006a46a7cf:0x170e8f4429f97e82!8m2!3d33.5998293!4d-112.0134333!16s%2Fg%2F11frsvdrw7!19sChIJz6dGagBzK4cRgn75KUSPDhc","Redemption Psychiatry, Phoenix",4.1,203,Mental health clinic,"12424 N 32nd St Suite 100, Phoenix, AZ 85032, United States","HXXP+WJ Phoenix, Arizona, USA",http://redemptionpsychiatry.com/,+1 602-560-3505,"Closed · Opens 7 am Tue

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNZyOCBkgwz6KK_DVWlh1TjCYhSqHYo30vb59Y2=w408-h290-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:04:50.598Z,,
https://www.google.com/maps/place/Premier+Health+%26+Wellness+LLC/data=!4m7!3m6!1s0x872b73a271dea34b:0xa0c46e22faae2717!8m2!3d33.593747!4d-111.9783786!16s%2Fg%2F11b74tkr5g!19sChIJS6PecaJzK4cRFyeu-iJuxKA,Premier Health & Wellness LLC,4.5,58,Psychiatrist,"11801 N Tatum Blvd Ste# 127, Phoenix, AZ 85028, United States","H2VC+FJ Phoenix, Arizona, USA",http://www.premierhealthaz.com/,+1 602-795-9980,Closed · Opens 8:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jN4RTSC6g79N9wgv67EufA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.20728&pitch=0&thumbfov=100,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:04:56.497Z,,
https://www.google.com/maps/place/Marcann+Mental+Health+Services/data=!4m7!3m6!1s0x872b71e2f6a1cd45:0x1f14fd7fb03e8202!8m2!3d33.6399126!4d-111.9947437!16s%2Fg%2F11t1bttj8s!19sChIJRc2h9uJxK4cRAoI-sH_9FB8,Marcann Mental Health Services,4.5,15,Mental health clinic,"4045 E Bell Rd #139, Phoenix, AZ 85032, United States","J2Q4+X4 Phoenix, Arizona, USA",http://marcannmentalhealth.com/,+1 602-824-9309,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNFB99aowlY3WKclFYKwO8BSObJ4Jh_uX1QVuzL=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:01.232Z,,
https://www.google.com/maps/place/Sacred+Hearts+Psychiatry+%26+Addiction+Medicine/data=!4m7!3m6!1s0x872b77862cadff49:0x3f9079a0ab446f7e!8m2!3d33.6262506!4d-111.9422351!16s%2Fg%2F11vyr6h392!19sChIJSf-tLIZ3K4cRfm9Eq6B5kD8,Sacred Hearts Psychiatry & Addiction Medicine,5.0,30,Psychiatrist,"6424 E Greenway Pkwy, Scottsdale, AZ 85254, United States","J3G5+G4 Scottsdale, Arizona, USA",https://www.sacredheartspsychiatry.com/,+1 480-256-1067,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNUw0muHqooFu36wp-muQRn9miUDUlc23wGxekq=w408-h408-k-no,true,9 am–5 pm,8:30 am–6:30 pm,7:30 am–6 pm,7:30 am–7:30 pm,12:30–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:06.151Z,Identifies as women-owned,
"https://www.google.com/maps/place/Denova+Collaborative+Health,+Moon+Valley/data=!4m7!3m6!1s0x872b6da68c614479:0x7f6f0a9dda58f916!8m2!3d33.6080636!4d-112.0636421!16s%2Fg%2F11fnh5qc_3!19sChIJeURhjKZtK4cRFvlY2p0Kb38","Denova Collaborative Health, Moon Valley",4.9,1491,Medical clinic,"750 E Thunderbird Rd #1, Phoenix, AZ 85022, United States","JW5P+6G Phoenix, Arizona, USA",https://www.denova.com/location/moon-valley/,+1 602-230-7373,Closed · Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipOL-DKIiGVen9MOz8rypFf4m6gqBvGohXe6R2uI=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:11.033Z,,
https://www.google.com/maps/place/Serenity+Mental+Health+Centers+-+Desert+Ridge/data=!4m7!3m6!1s0x872b70e048afffff:0xd8c3ed4129c48146!8m2!3d33.6762148!4d-111.9783407!16s%2Fg%2F11ghr06hgw!19sChIJ__-vSOBwK4cRRoHEKUHtw9g,Serenity Mental Health Centers - Desert Ridge,4.3,482,Psychiatrist,"20950 N Tatum Blvd Ste. 380, Phoenix, AZ 85050, United States","M2GC+FM Phoenix, Arizona, USA",https://serenitymentalhealthcenters.com/arizona-psychiatry-clinics/desert-ridge/?utm_source=GMBSocialClimb&utm_medium=SerenityMentalHealthCenters-DesertRidge,+1 480-956-5670,"Closes soon · 7 pm · Opens 6 am Tue

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOT8vVQJVKKQ-by18ISXEtG7rD-A108nzGw1ng8=w408-h272-k-no,true,6 am–7 pm,6 am–7 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:15.784Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Transitions+Counseling+and+Consulting/data=!4m7!3m6!1s0x872b7140fc5e6981:0x1b51da0c8c94dc18!8m2!3d33.6374599!4d-111.9978394!16s%2Fg%2F11hz15zjtq!19sChIJgWle_EBxK4cRGNyUjAzaURs,Transitions Counseling and Consulting,4.7,120,Mental health clinic,"16620 North 40th Street Suites G1 / G4, 16620 N 40th St, Phoenix, AZ 85032, United States","J2P2+XV Phoenix, Arizona, USA",https://transitionscounselingandconsult.com/location/phoenix/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 602-363-0629,Open · Closes 8:30 pm,https://lh3.googleusercontent.com/p/AF1QipO3tqs3WphmPSi6KSiBysiOA54lgnttrzRZI6Zd=w408-h306-k-no,true,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:20.759Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Freedom+Psychiatry+Center/@33.5831955,-112.1108503,17z/data=!3m1!4b1!4m6!3m5!1s0x872b6d0b554d8c9b:0x775ffe0e3722b08f!8m2!3d33.5831955!4d-112.1108503!16s%2Fg%2F11qpjk5046",Freedom Psychiatry Center,4.8,130,Mental health clinic,"2432 W Peoria Ave Suite 1040, Phoenix, AZ 85029, United States","HVMQ+7M Phoenix, Arizona, USA",https://www.freedompsychiatrycenter.com/,+1 480-465-0045,Closes soon · 7 pm · Opens 9 am Tue,,true,9 am–7 pm,"9 am–1:30 pm, 2:15–7 pm","9 am–1:45 pm, 2–7 pm","12 am–10:45 pm, 11:45 pm–12 am","9 am–1:30 pm, 2:15–7 pm",Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:27.577Z,,
https://www.google.com/maps/place/Paradise+Valley+Behavioral+Health/data=!4m7!3m6!1s0x872b7227cf6eaaab:0x1e0815139de99c96!8m2!3d33.6235722!4d-112.0128908!16s%2Fg%2F11nnwg3x94!19sChIJq6puzydyK4cRlpzpnRMVCB4,Paradise Valley Behavioral Health,1.0,1,Mental health clinic,"3205 E Sunnyside Ln, Phoenix, AZ 85032, United States","JXFP+CR Phoenix, Arizona, USA",https://www.pvbehavioralhealth.com/locatoins,+1 602-400-2288,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=84ny0RoiJkhu3gH6lFrL9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.87247&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:30.362Z,,
https://www.google.com/maps/place/Alliance+Psychiatry/data=!4m7!3m6!1s0x9dc33a6ce839d8f:0x17fbe6325b939140!8m2!3d33.5969017!4d-111.9074326!16s%2Fg%2F11vrf_lzcm!19sChIJj52DzqYz3AkRQJGTWzLm-xc,Alliance Psychiatry,5.0,16,Psychiatrist,"8124 E Cactus Rd Ste 410, Scottsdale, AZ 85260, United States","H3WV+Q2 Scottsdale, Arizona, USA",https://alliancepsychiatryaz.com/,+1 480-256-2332,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOKYqvChIpBL87iunw5cFjeg8Ji6AEe0CBuJfVK=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-12-16T01:05:35.206Z,,
