placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/SERVPRO+of+San+Diego+City+SW/data=!4m7!3m6!1s0x80d9535a4cd4e3dd:0xd77af195823b0417!8m2!3d32.7179793!4d-117.1680637!16s%2Fg%2F11bv30gcwz!19sChIJ3ePUTFpT2YARFwQ7gpXxetc,SERVPRO of San Diego City SW,4.8,155,Water damage restoration service,"550 W B St 4th Floor, San Diego, CA 92101, United States","PR9J+5Q San Diego, California, USA",https://www.servpro.com/locations/ca/servpro-of-san-diego-city-sw?utm_medium=organic&utm_source=gbp,+1 619-269-5004,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7iHuWmW2KAd02hmBu-dK0LcXR-sjmIvSbuh4p9PXES8o1AvWQ5iQmJHw9TFRIFoiRd5WhnxgZGEwj0jluhIL92KDXhvevmWcG8cHTYqa9RazVWBcVxax6M659OFZsT_-jG42Dt8iiI-Q=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:30:48.269Z,,,
https://www.google.com/maps/place/Fast+Affordable+Restoration/data=!4m7!3m6!1s0x80d953041c747651:0xb3103e75e9459143!8m2!3d32.7139806!4d-117.1502149!16s%2Fg%2F11t3dxq24b!19sChIJUXZ0HART2YARQ5FF6XU-ELM,Fast Affordable Restoration,4.9,104,Water damage restoration service,"845 15th St Suite 325, San Diego, CA 92101, United States","PR7X+HW San Diego, California, USA",https://fastaffordablerestoration.com/,+1 619-343-3958,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq7BRVSKXicEhykG9FZQj3_q9ZLX-TGqofoVK-ufrZOhH7NBgul447QLrykK8qA2coYv2Ul6wtcsQ_gZ8OR7gVcxlCoH5jVqi1Dbqr391KKVD5RkSJiRo9qqAE3lpqYP5iUbjsHMg=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:30:54.392Z,,,
https://www.google.com/maps/place/RenewPro/data=!4m7!3m6!1s0x80d95336e4bb319b:0x647b9439a5ed2ff2!8m2!3d32.7110037!4d-117.1663443!16s%2Fg%2F11y41rvnq8!19sChIJmzG75DZT2YAR8i_tpTmUe2Q,RenewPro,5.0,19,Water damage restoration service,"500 W Harbor Dr UNIT 303, San Diego, CA 92101, United States","PR6M+CF San Diego, California, USA",https://renewprorestoration.com/?utm_source=GBP&utm_medium=GSC,+1 760-935-0600,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomMB7JmakuScJ0MRgzVVh0BQIbvSzH8h8E5lSNdlBq_Lo5N3fzcmnoPcIA5Aa5OxyT0uZ2kwi2Uqov7Vpcct18C5Ke24075LI41zNOafC6UgPTdYpoJr8vq869JjUJD9a9r3YF=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:30:59.158Z,,,
https://www.google.com/maps/place/Urgent+Mold+Removal+San+Diego/data=!4m7!3m6!1s0x80d9557eb87a5a59:0x7f56b426ab9da9b5!8m2!3d32.7287251!4d-117.1711194!16s%2Fg%2F11ybcbkyzd!19sChIJWVp6uH5V2YARtamdqya0Vn8,Urgent Mold Removal San Diego,4.9,14,Water damage restoration service,"2347 Kettner Blvd, San Diego, CA 92101, United States","PRHH+FH San Diego, California, USA",https://urgentmoldremoval.com/san-diego/,+1 619-789-1977,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdp5Wh7CP7t2yq51W3xGk06wKJEi8HFNhRbuPmTBNoi3JYM6vG-hfVHanx6ir6Zm_71hIombp0CntvyzXHXElpB2dC6einf8vUXlQwgKRrrmwwPC-GzNpMFWL3aBNBBxCQei7c=w448-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:04.014Z,,,
https://www.google.com/maps/place/Water+Mold+Fire+Restoration+of+San+Diego/data=!4m7!3m6!1s0x80d954af67257fdd:0x82b45bf3b3157287!8m2!3d32.7966713!4d-116.8460104!16s%2Fg%2F12hl817ps!19sChIJ3X8lZ69U2YARh3IVs_NbtII,Water Mold Fire Restoration of San Diego,5.0,19,Water damage restoration service,,,https://watermoldfire.net/san-diego-ca/,+1 619-905-5393,Closes soon · 11:30 pm · Opens 12 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUGXDNvNKwtg-febUo_ULQPV2JjU_4M-nfMmDNnq8s55NOkK0km8FDqs1qlaDwoadxiZIs4rKu5fybpyoRaBA7kTtkpJIejSpwm04vtgPaAM2Hol3b4tB-TzyG-GyazCRySI3B=w408-h306-k-no,true,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:08.636Z,,,
https://www.google.com/maps/place/Certified+Restoration/data=!4m7!3m6!1s0x80d9539ce707973f:0xf01c15c673d97200!8m2!3d32.7338862!4d-117.1067307!16s%2Fg%2F11h1b95t_!19sChIJP5cH55xT2YARAHLZc8YVHPA,Certified Restoration,4.9,209,Water damage restoration service,"4124 Poplar St, San Diego, CA 92105, United States","PVMV+H8 San Diego, California, USA",https://certifiedrestorationinc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 619-317-0439,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoz6Y3rDM7dHYSnnavZcL1LQOmN9g9vwnhwlep3Fs0udgIxbj9gAiSAhCivxrakNhul6M_AIXBE4-cY_4IXZr5NG1-PNeN6WDND-FLpf7T9uhhQ7KTsqlyfi5qruPqTQuB8lB47=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:13.348Z,,,
https://www.google.com/maps/place/Fadox+Construction/data=!4m7!3m6!1s0x80d9554be1ba2fbf:0x92fba51fc0fd130b!8m2!3d32.7159025!4d-117.1579516!16s%2Fg%2F11h3kws8sn!19sChIJvy-64UtV2YARCxP9wB-l-5I,Fadox Construction,4.9,29,Water damage restoration service,"702 Broadway, San Diego, CA 92101, United States","PR8R+9R San Diego, California, USA",http://www.fadoxconstruction.com/,+1 619-880-6554,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepyWkXvOX2vKxYmRGJj94zZ0i2qIPLWgw2gkFTu23f0fWMKdCZhSDbRJhRczF1_P-m6wKldz9isG4KCxRq2WVhwE193gh52WWpIrUkbmrxi5D0Ci_D2ZTi1eFbR10_PS6Uv1Eon=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:18.289Z,,,
https://www.google.com/maps/place/Water+Damage+Restoration+San+Diego/data=!4m7!3m6!1s0x80d9524b405affff:0xd5ae63af17ee30c1!8m2!3d32.6842538!4d-117.1075102!16s%2Fg%2F11ghr13_71!19sChIJ__9aQEtS2YARwTDuF69jrtU,Water Damage Restoration San Diego,4.8,45,Water damage restoration service,"3982 Marine Vw Ave, San Diego, CA 92113, United States","MVMR+PX San Diego, California, USA",,+1 858-384-8680,Closed · Opens 6 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqIdw2hMMJuIW4QHdGaqmpA4PdOkbBnuStfnwcY_qEJGUrAYAsi52D5SYNA_zpxPBfBfHA2feAFzR72_m7RqFw4RZ8CO6Kgj7UWmnxiNcG5gtZrSXnpi0kMxWU1YSdMIUqJqd03=w414-h240-k-no,true,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:23.035Z,,,
https://www.google.com/maps/place/Mission+Water+Damage+Restoration/data=!4m7!3m6!1s0x80dbfa577b0d148f:0x20070cecfe401bdf!8m2!3d32.9173924!4d-117.1358176!16s%2Fg%2F11b7j_gsvp!19sChIJjxQNe1f624AR3xtA_uwMByA,Mission Water Damage Restoration,4.4,7,Water damage restoration service,,,https://waterdamagesandiego.com/,+1 858-703-5663,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhXGQLYCRLcWJilTaTosxbTaPoOAjmGREBf1cATW8-bm648RQTy0E_dd-MDknx8Ji2_0p-_btYZ9X7udt-62rsKuKt0RhRL0B4V63N8hZgeqEab05EmlaA6KcU8kjZDLIluNvW=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:27.705Z,,,
https://www.google.com/maps/place/San+Diego+Water+Restoration+Pros/data=!4m7!3m6!1s0x22d6ac9a90097d3:0xa6a6c8ec70020b01!8m2!3d32.7466418!4d-117.2039929!16s%2Fg%2F11l78_rbhj!19sChIJ05cAqclqLQIRAQsCcOzIpqY,San Diego Water Restoration Pros,5.0,23,Water damage restoration service,"2701 Midway Dr, San Diego, CA 92110, United States","PQWW+MC San Diego, California, USA",http://sandiegowaterdamage.net/,+1 858-356-4469,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepR1pxksBugAWL1osoB0X4SoEvUipPQJ3ZuUJjbHGbjUEGZC1-6DCYmv2Eou7VCEIGdDZo2jLClWPWMWcIGNtXuQnV2fFOze9UYZ856NZ0QZ2XOcz9sTzEKR4tVFDMov-jLL4bMvd1lQze3=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-03-23T05:31:32.530Z,,,
