placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Penner+Property+Management/data=!4m7!3m6!1s0x87c0e01d53855555:0x989ee7d398692b29!8m2!3d39.0722556!4d-94.3812438!16s%2Fg%2F11hcd_jz4x!19sChIJVVWFUx3gwIcRKStpmNPnnpg,Penner Property Management,4.3,120,Property management company,"2620 Hub Dr N, Independence, MO 64055, United States","3JC9+WG Independence, Missouri, USA",http://pennerpropertymanagement.com/,+1 816-400-8380,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNL_Cicbkfl2hne2is6O5lgAop6toJRYnAOx8e5=w484-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:26.377Z,,
https://www.google.com/maps/place/One+Stop+Property+Management+LLC/data=!4m7!3m6!1s0x87c0e29564b75875:0xc343e6d9cbcf34cd!8m2!3d39.0498082!4d-94.41632!16s%2Fg%2F11clvqpmpm!19sChIJdVi3ZJXiwIcRzTTPy9nmQ8M,One Stop Property Management LLC,3.6,244,Property management company,"13905 East 39th St S Ste 200, Independence, MO 64055, United States","2HXM+WF Independence, Missouri, USA",http://www.onestoppm.com/,+1 816-545-9009,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipNLbbr4zNgFIjXkq55LsDs6N74__ZerutYUaPDD=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:31.352Z,,
https://www.google.com/maps/place/Forza+Property+Management/data=!4m7!3m6!1s0x87c0fd1332b15c59:0xbcbefaeeadc7437a!8m2!3d39.1024724!4d-94.3990292!16s%2Fg%2F11r9b5lm73!19sChIJWVyxMhP9wIcRekPHre76vrw,Forza Property Management,2.9,21,Property management company,"1203 E US Hwy 24, Independence, MO 64050, United States","4J22+X9 Independence, Missouri, USA",http://forzakc.com/,+1 816-898-9192,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZqT3eOMmJQBHv18PfhLqQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.79434&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:36.854Z,,
"https://www.google.com/maps/place/Laura+Lynne+Real+Estate,+LLC/data=!4m7!3m6!1s0x87c0e394d4d33a15:0x6d1be55753fe58b1!8m2!3d39.0909529!4d-94.4196204!16s%2Fg%2F11rxnhhrs5!19sChIJFTrT1JTjwIcRsVj-U1flG20","Laura Lynne Real Estate, LLC",4.2,65,Property management company,"317 W Kansas Ave Suite B, Independence, MO 64050, United States","3HRJ+95 Independence, Missouri, USA",http://lauralynnerealestate.com/,+1 816-406-3346,"Closes soon ⋅ 2 pm ⋅ Opens 8 am Fri

Updated by this business 9 weeks ago",Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uQk3LmUVIdCP0tMiPoNUGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.29324&pitch=0&thumbfov=100,true,8 am–2 pm,8 am–2 pm,Closed,Closed,8 am–2 pm,8 am–2 pm,8 am–2 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:41.357Z,,
https://www.google.com/maps/place/Alpine+Kc+Llc/data=!4m7!3m6!1s0x87c0e52ae3c18a1f:0x735dc4b8618f8b04!8m2!3d39.0958303!4d-94.4172449!16s%2Fg%2F11sqh7g6sf!19sChIJH4rB4yrlwIcRBIuPYbjEXXM,Alpine Kc Llc,3.6,14,Property management company,"502 N Liberty St, Independence, MO 64050, United States","3HWM+84 Independence, Missouri, USA",,+1 816-832-8739,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npA7LjdK_6l9wTAQ8SxNh7UFH_zxxiVfQTS8t96UNdc3hoOJSCrHfxzRr_vz4naGEjdXff1RVx_KD5rOtLvmseEbFQ-RUtyBP_hqkPHFfwzau5yjgC8c36P1xXw98BJCDASzsnB=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:46.096Z,,
https://www.google.com/maps/place/Legacy+Property+Management+Group+LLC/data=!4m7!3m6!1s0x87c0fcd31c09918d:0xa146e6f25afd31db!8m2!3d39.0715254!4d-94.4460768!16s%2Fg%2F1tzgk4qq!19sChIJjZEJHNP8wIcR2zH9WvLmRqE,Legacy Property Management Group LLC,2.8,8,Property management company,"2727 S Sterling Ave, Independence, MO 64052, United States","3HC3+JH Independence, Missouri, USA",,+1 816-254-5200,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NrVoJezgWel_M2jsTrdBMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.1932&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:48.669Z,,
https://www.google.com/maps/place/KC+Rent+Partners/data=!4m7!3m6!1s0x6e7822e91c7573eb:0x2090ef4682827fe7!8m2!3d39.0728028!4d-94.4473884!16s%2Fg%2F11vynzd3cc!19sChIJ63N1HOkieG4R53-CgkbvkCA,KC Rent Partners,3.7,3,Property management company,"11133 East 27th St S #10, Independence, MO 64052, United States","3HF3+42 Independence, Missouri, USA",http://kcrentpartners.com/,+1 816-599-3636,Open ⋅ Closes 5:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s8MvOPQw33DBTGq5AEefhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.11687&pitch=0&thumbfov=100,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:53.692Z,,
https://www.google.com/maps/place/STB+Management/data=!4m7!3m6!1s0x87c0fd6a79a6964b:0x5d514f79c8a22f32!8m2!3d39.092003!4d-94.4150402!16s%2Fg%2F11fll6pr64!19sChIJS5ameWr9wIcRMi-iyHlPUV0,STB Management,3.0,2,Property management company,"113 E Lexington Ave, Independence, MO 64050, United States","3HRM+RX Independence, Missouri, USA",http://www.stbmanagementkc.com/,+1 816-446-0319,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iNkDox2eUASGkR-6BoqR9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.0631&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:25:56.279Z,,
https://www.google.com/maps/place/Square+One+Homes/data=!4m7!3m6!1s0x87c0fd1650715555:0x1ff60212997e8024!8m2!3d39.0931972!4d-94.4252985!16s%2Fg%2F11fm3v9ddb!19sChIJVVVxUBb9wIcRJIB-mRIC9h8,Square One Homes,1.0,1,Property management company,"800 W Maple Ave, Independence, MO 64050, United States","3HVF+7V Independence, Missouri, USA",https://rentthebestkc.com/about-us/,+1 816-405-1922,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AxiHlx8EorqSypwLDkaJvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.2856&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:26:01.074Z,,
https://www.google.com/maps/place/Spark+Property+Management/data=!4m7!3m6!1s0x87c0fd5e50f451b3:0x4f123e4428da388a!8m2!3d39.0720603!4d-94.4134132!16s%2Fg%2F11w4dw68nv!19sChIJs1H0UF79wIcRijjaKEQ-Ek8,Spark Property Management,4.3,8,Real estate rental agency,"204 E Gudgell Ave, Independence, MO 64055, United States","3HCP+RJ Independence, Missouri, USA",https://www.sparkpmc.com/,+1 816-837-0200,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Emi2mIdCImXdnNQdbFUO5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.6246943&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-25T18:26:05.794Z,,
