placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/California+Generator+Services-Nv/data=!4m7!3m6!1s0x80993f6e8ac30adf:0xafeb5ef7f4a56625!8m2!3d39.5127709!4d-119.7725514!16s%2Fg%2F1vjdq9mp!19sChIJ3wrDim4_mYARJWal9Pde668,California Generator Services-Nv,5.0,1,Electrician,"2900 Vassar St, Reno, NV 89502, United States","G67G+4X Reno, Nevada, USA",,+1 866-643-6738,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rQOSx-e4gYqyTPv0vk8CfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.75009&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:03:50.332Z,,,
https://www.google.com/maps/place/CD+%26+Power+%28formerly+Nevada+Energy+Systems%29/data=!4m7!3m6!1s0x80993e8accb2c6ef:0x927f70794d3cd9bd!8m2!3d39.5167434!4d-119.719483!16s%2Fg%2F1wf2230j!19sChIJ78ayzIo-mYARvdk8TXlwf5I,CD & Power (formerly Nevada Energy Systems),5.0,2,Electric generator shop,"1395 Spice Islands Dr, Sparks, NV 89431, United States","G78J+M6 Sparks, Nevada, USA",http://www.gotpower.com/,+1 775-331-4151,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EsdYPA20we5anR1dzs1mkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.24534&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:03:56.112Z,· Delivery,Identifies as women-owned,
"https://www.google.com/maps/place/Nelson+Electric+Co.,+Inc./data=!4m7!3m6!1s0x80993f3e9e8b2c91:0xa3aa013bda9b3346!8m2!3d39.5261282!4d-119.7604522!16s%2Fg%2F1tgs15gt!19sChIJkSyLnj4_mYARRjOb2jsBqqM","Nelson Electric Co., Inc.",4.8,66,Electrician,"1410 Freeport Blvd, Sparks, NV 89431, United States","G6GQ+FR Sparks, Nevada, USA",https://www.facebook.com/p/Nelson-Electric-100069480520297/,,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NjtJbs19xQWW9_Yt1V1NJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.261393&pitch=0&thumbfov=100,false,9 am–7 pm,9 am–7 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:01.035Z,,,
"https://www.google.com/maps/place/Amerigen+Power+Solutions,+LLC/data=!4m7!3m6!1s0x80993f492176d5e3:0xa7bcf3dbf13425d4!8m2!3d39.517696!4d-119.7770705!16s%2Fg%2F11b6q2n3xt!19sChIJ49V2IUk_mYAR1CU08dvzvKc","Amerigen Power Solutions, LLC",3.4,7,Electric generator shop,"2995 Mill St, Reno, NV 89502, United States","G69F+35 Reno, Nevada, USA",http://www.amerigenpower.com/,+1 775-453-1048,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=76Bx3lOCZwmQBdGBhUD8Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.1328945&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:03.900Z,,,
https://www.google.com/maps/place/The+Electric+Company/data=!4m7!3m6!1s0x80993ee430cfa04d:0xf4b2adee73e6f12d!8m2!3d39.524288!4d-119.7345159!16s%2Fg%2F11c55rjdwp!19sChIJTaDPMOQ-mYARLfHmc-6tsvQ,The Electric Company,4.9,569,Electrician,"660 Kresge Ln, Sparks, NV 89431, United States","G7F8+P5 Sparks, Nevada, USA",http://electriccompanyreno.com/,+1 775-355-7300,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMAqoBqm8UQGMAbYac1eipefhNWbjNXlcIy-nyF=w408-h306-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:08.724Z,,,
https://www.google.com/maps/place/BrightLife+Electric+NV/data=!4m7!3m6!1s0x8099379d181ec6a5:0x80cb31050db69d52!8m2!3d39.5290425!4d-119.7422702!16s%2Fg%2F11kxfsgw33!19sChIJpcYeGJ03mYARUp22DQUxy4A,BrightLife Electric NV,5.0,930,Electrician,"43 Glen Carran Cir, Sparks, NV 89431, United States","G7H5+J3 Sparks, Nevada, USA",http://brightlifeelectricnv.com/,+1 775-300-0059,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMkm0wn28j29I9wDLNpzIYLXAo8CwjP3GzbdBbg=w426-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:13.602Z,,Identifies as women-owned,
https://www.google.com/maps/place/Empire+Power+Systems/data=!4m7!3m6!1s0x80993ffee3726eab:0xa9870c7f0f1a0f14!8m2!3d39.5224649!4d-119.7142907!16s%2Fg%2F11y4t3ghqt!19sChIJq25y4_4_mYARFA8aD38Mh6k,Empire Power Systems,5.0,1,Energy equipment and solutions,"1550 E Greg St, Sparks, NV 89431, United States","G7CP+X7 Sparks, Nevada, USA",https://www.empire-cat.com/locations/reno-sparks-power-systems,+1 775-332-2400,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMmqo7aRJO-CRMbYLsRdZeNXbIEpByisBpGAQg2=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:18.669Z,,,
https://www.google.com/maps/place/Industrial+Equipment+Repair/data=!4m7!3m6!1s0x80993ee3dc2665d1:0xea8c49e626eee257!8m2!3d39.5238865!4d-119.7382897!16s%2Fg%2F1vn_z641!19sChIJ0WUm3OM-mYARV-LuJuZJjOo,Industrial Equipment Repair,4.9,7,Electrician,"310 Kresge Ln, Sparks, NV 89431, United States","G7F6+HM Sparks, Nevada, USA",http://iernevada.com/,+1 775-331-1032,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Oy8OKIdPZau7i6YOPitpUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.27082&pitch=0&thumbfov=100,true,Closed,Closed,"8 am–12:30 pm, 1–5 pm","8 am–12:30 pm, 1–5 pm","8 am–12:30 pm, 1–5 pm","8 am–12:30 pm, 1–5 pm","8 am–12:30 pm, 1–5 pm","https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:23.619Z,,,
https://www.google.com/maps/place/KD+Electric/data=!4m7!3m6!1s0x80994438343270c5:0xd7e9f0522e233545!8m2!3d39.5283615!4d-119.7341756!16s%2Fg%2F11c208r0m7!19sChIJxXAyNDhEmYARRTUjLlLw6dc,KD Electric,4.7,256,Electrician,"681 Watson Wy, Sparks, NV 89431, United States","G7H8+88 Sparks, Nevada, USA",https://www.kdelectricacdc.com/,+1 775-357-9767,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOXoBgEtg0XnLLdauMcwUSCBvHWbl2j4RMlNoHs=w408-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:28.589Z,,,
https://www.google.com/maps/place/Enhanced+Electrical+Services/data=!4m7!3m6!1s0x809915a805169e85:0x8a4c7919235e395f!8m2!3d39.5249502!4d-119.7410948!16s%2Fg%2F1hhx3zgj5!19sChIJhZ4WBagVmYARXzleIxl5TIo,Enhanced Electrical Services,5.0,71,Electrician,"46 Hardy Dr, Sparks, NV 89431, United States","G7F5+XH Sparks, Nevada, USA",https://www.enhancedelectrical.net/,+1 775-830-2033,"Closed · Opens 8 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNDGrKdo27S4bkKOFHvqW9jO2_n2zBLUsasFDTA=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:33.504Z,,,
https://www.google.com/maps/place/Switch+Electric/data=!4m7!3m6!1s0x80994701e0c5ea2f:0xc761db6750439ec9!8m2!3d39.5264272!4d-119.7590261!16s%2Fg%2F11ftz05wgj!19sChIJL-rF4AFHmYARyZ5DUGfbYcc,Switch Electric,4.5,26,Electrician,"1350 Freeport Blvd #120, Sparks, NV 89431, United States","G6GR+H9 Sparks, Nevada, USA",https://www.switchelectricnv.com/,+1 775-403-6180,,https://lh3.googleusercontent.com/p/AF1QipO47n9qh8vWwBZ24_yGdJayywIdzNjX5x1Gg2jM=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:38.311Z,,,
https://www.google.com/maps/place/Amigo+Electric/data=!4m7!3m6!1s0x839ed5cf9098d561:0x538847cdfe7cf232!8m2!3d39.5530107!4d-119.7304069!16s%2Fg%2F11vz9z1gfz!19sChIJYdWYkM_VnoMRMvJ8_s1HiFM,Amigo Electric,5.0,42,Electrician,"838 Glen Molly Dr, Sparks, NV 89434, United States","H739+6R Sparks, Nevada, USA",https://amigoelectricnv.com/,+1 775-741-8967,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSythOMe5B5GR4sTNXKs1IDpxX3j6_er12fKHWoP5BoYozR8eGFFWIqdSyb9GINHXQYoPN3X46dbpwuqNoQLy8v35lWkFoLzU4230NVKp_OlEMcWQHBCstJc-z0rgFIAU8RYLPyf=w408-h361-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:43.329Z,,,
