placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Vein+Institute/data=!4m7!3m6!1s0x89e8101518c5fd05:0xfc2872cc76f70ea0!8m2!3d41.1813365!4d-73.253338!16s%2Fg%2F11b7jfjrk_!19sChIJBf3FGBUQ6IkRoA73dsxyKPw,Vein Institute,4.9,127,Vascular surgeon,"2193 Black Rock Tpke, Fairfield, CT 06825, United States","5PJW+GM Fairfield, Connecticut, USA",https://www.veininstitute.com/,+1 203-426-5554,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMpCwtjsIKZaotVeLZWrHiZv3s2zp_-HRnvDZNg=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:58:38.457Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Fairfield/data=!4m7!3m6!1s0x89e8107447ea5d07:0xd8de1654345a5d32!8m2!3d41.1396604!4d-73.2723802!16s%2Fg%2F11b6p_34tf!19sChIJB13qR3QQ6IkRMl1aNFQW3tg,USA Vein Clinics - Fairfield,4.5,78,Medical clinic,"1 Sasco Hill Rd Store 2, Fairfield, CT 06824, United States","4PQH+V2 Fairfield, Connecticut, USA",https://www.usaveinclinics.com/company/locations/connecticut/office/fairfield/,+1 203-659-8484,,,https://lh3.googleusercontent.com/p/AF1QipM3ACXa4BXR8DmD0ndhG-1GsfW4rCZFCruAHZNj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:58:44.075Z,,,
"https://www.google.com/maps/place/Connecticut+Vascular+Surgical+Associates,+P.C./data=!4m7!3m6!1s0x89e80e34b3116575:0xb2b5927db1b9a9c1!8m2!3d41.1721324!4d-73.2279752!16s%2Fg%2F1vntky0c!19sChIJdWURszQO6IkRwam5sX2StbI","Connecticut Vascular Surgical Associates, P.C.",4.3,6,Surgical center,"501 Kings Hwy E UNIT 112, Fairfield, CT 06825, United States","5QCC+VR Fairfield, Connecticut, USA",https://www.ctvascular.com/,+1 203-382-1900,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPcWiaEdrBb0wIT9Oj6nz7cNZoS75ROYodh9gzn=w408-h349-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:58:49.515Z,,,
https://www.google.com/maps/place/New+Image+Vein+%26+Aesthetics/data=!4m7!3m6!1s0x89e80e8ef42848af:0xee8381b5b9c4cb30!8m2!3d41.198329!4d-73.1978725!16s%2Fg%2F1tc_53pj!19sChIJr0go9I4O6IkRMMvEubWBg-4,New Image Vein & Aesthetics,,,Doctor,"276 French St STE 3, Bridgeport, CT 06606, United States","5RX2+8V Bridgeport, Connecticut, USA",,+1 203-368-9111,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xQzJVy7QkgMLkwk8-MFVhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.505104&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:58:52.380Z,,,
https://www.google.com/maps/place/Vein+Institute/data=!4m7!3m6!1s0x89e80b987d68b273:0x7f7f54c1f256e945!8m2!3d41.2774055!4d-73.1229329!16s%2Fg%2F11fr4gk625!19sChIJc7JofZgL6IkRRelW8sFUf38,Vein Institute,4.8,80,Surgical center,"110 Commerce Dr, Shelton, CT 06484, United States","7VGG+XR Shelton, Connecticut, USA",https://veininstitute.com/,+1 203-426-5554,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMFILKeMXo0xtg0k48qcuQS4_4T6wHbl_tU0wgT=w408-h289-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:58:57.525Z,,,
https://www.google.com/maps/place/Azura+Surgery+Center+Connecticut/data=!4m7!3m6!1s0x89e80e34be7dcccb:0x917379872c2f4217!8m2!3d41.1519725!4d-73.2449367!16s%2Fg%2F1tc_g8v0!19sChIJy8x9vjQO6IkRF0IvLId5c5E,Azura Surgery Center Connecticut,4.8,16,Medical Center,"1152 Kings Hwy Cutoff Suite 102, Fairfield, CT 06824, United States","5Q24+Q2 Fairfield, Connecticut, USA",http://centers.azuravascularcare.com/ct/fairfield/azura-surgery-center-connecticut?y_source=1_OTIyMjkyMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 203-330-0248,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOsi3yom5sBuLVm1WnMSrZIeKSvclWC4bjafEoO=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:59:02.716Z,,,
https://www.google.com/maps/place/Anti-Aging+Centers+of+Connecticut/data=!4m7!3m6!1s0x89e8107447a930db:0x5659d378f04599c5!8m2!3d41.1664656!4d-73.2347456!16s%2Fg%2F11b6j0cjxp!19sChIJ2zCpR3QQ6IkRxZlF8HjTWVY,Anti-Aging Centers of Connecticut,4.9,72,Medical spa,"1100 Kings Hwy E Suite 3C, Fairfield, CT 06825, United States","5Q88+H4 Fairfield, Connecticut, USA",http://www.aacofct.com/,+1 203-256-0095,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipPNMevx-Eo65zosUQNu7OtSpwKk-HuZl38Suu0r=w408-h272-k-no,true,10 am–8 pm,10 am–5:30 pm,10 am–8 pm,10 am–4 pm,9 am–4 pm,Closed,10 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:59:07.882Z,,,
https://www.google.com/maps/place/Bridgeport+Family+Medicine/data=!4m7!3m6!1s0x89e80e46c6ca4d7f:0x5f43bed80653bfd6!8m2!3d41.1773945!4d-73.2126238!16s%2Fg%2F11ckc6r051!19sChIJf03KxkYO6IkR1r9TBti-Q18,Bridgeport Family Medicine,4.3,118,Medical clinic,"754 Clinton Ave, Bridgeport, CT 06604, United States","5QGP+XX Bridgeport, Connecticut, USA",http://bridgeportfamilymedicines.com/,+1 203-923-2204,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a9FFL1jecw-CRdqF_Qon5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.533499&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8–11:30 am,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:59:12.952Z,,,
https://www.google.com/maps/place/All+About+You+Medical+Spa/data=!4m7!3m6!1s0x89e8057aaaaaaaab:0x494a744cc8678b4a!8m2!3d41.1467419!4d-73.2482724!16s%2Fg%2F1q6bkbmbw!19sChIJq6qqqnoF6IkRSotnyEx0Skk,All About You Medical Spa,4.6,60,Hair replacement service,"79 S Benson Rd, Fairfield, CT 06824, United States","4QW2+MM Fairfield, Connecticut, USA",https://www.all-about-you-med-spa.com/,+1 203-292-5559,Closes soon · 5 pm · Opens 9:30 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOFO3i-RXPrPhul3IX_XQJ6l2kZsrRT566WoINW=w526-h240-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,10 am–2 pm,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:59:18.113Z,,,
https://www.google.com/maps/place/Mia+Esthetics/data=!4m7!3m6!1s0x89e80f5df5f148eb:0x4bfc84cd2597e09c!8m2!3d41.211696!4d-73.2103098!16s%2Fg%2F11y7dzzx9s!19sChIJ60jx9V0P6IkRnOCXJc2E_Es,Mia Esthetics,4.8,98,Medical spa,"3715 Main St STE 307, Bridgeport, CT 06606, United States","6Q6Q+MV Bridgeport, Connecticut, USA",https://miaestheticsspa.com/,+1 475-239-8178,"Open · Closes 8 pm

Updated by this business 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPUgLxUBaO3Q_YxsQqt4j_8E7V4x2dt7h6-HcuH=w408-h612-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-12-16T21:59:23.306Z,,,
