placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/The+Vein+Center+of+South+Carolina+and+Surgical+Associates+Vascular+Lab/data=!4m7!3m6!1s0x89006595a3209f7f:0x51ea08c6160d6107!8m2!3d33.7547796!4d-78.864843!16s%2Fg%2F1tjcq9c6!19sChIJf58go5VlAIkRB2ENFsYI6lE,The Vein Center of South Carolina and Surgical Associates Vascular Lab,3.0,8,Surgical center,"4036 River Oaks Dr #2b, Myrtle Beach, SC 29579, United States","Q43P+W3 Myrtle Beach, South Carolina, USA",https://www.facebook.com/theveincenterofsc/,+1 843-449-3333,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNT3GypAhZDIBAKtuotND6S72ESard8ZkB64ft-XApcySE_OiYO3w98IGapEH0k7qZuS8T5AFuhxompSScAAEZ0SPWOix39GiUkSaLoNWP4a04qkJznQfCsKPgdmrNYLxC9aIdzw=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:10.978Z,,,
https://www.google.com/maps/place/The+Vein+Center+of+South+Carolina/data=!4m7!3m6!1s0x89006f3eb8112521:0xd7dd5fc0de392960!8m2!3d33.7587578!4d-78.8175693!16s%2Fg%2F11b7y78tdz!19sChIJISURuD5vAIkRYCk53sBf3dc,The Vein Center of South Carolina,3.2,22,Vascular surgeon,"923 Medical Cir, Myrtle Beach, SC 29572, United States","Q55J+GX Myrtle Beach, South Carolina, USA",https://usmaplocation.org/business/the-vein-center-of-south-carolina-2mwf2v,+1 843-449-3333,Closed · Opens 10 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y9G00n75hbpWhI2epJUyxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.64633&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,10 am–3 pm,Closed,Closed,Closed,10 am–3 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:16.265Z,,,
https://www.google.com/maps/place/McLeod+Vascular+Associates+-+Myrtle+Beach/data=!4m7!3m6!1s0x89007d8e838f36db:0xf3531c0359f5bea5!8m2!3d33.7579869!4d-78.8553697!16s%2Fg%2F11dxjwkrng!19sChIJ2zaPg459AIkRpb71WQMcU_M,McLeod Vascular Associates - Myrtle Beach,5.0,4,Surgical center,"107 McLeod Health Blvd Building 2, Suite 201 Buiilding 2, Suite 201, Myrtle Beach, SC 29579, United States","Q45V+5V Myrtle Beach, South Carolina, USA",https://www.mcleodhealth.org/practice/mcleod-vascular-associates-myrtle-beach/,+1 843-366-3755,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6sTuNPAONcf8ZKDgYL5Z1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.19156&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:19.480Z,,,
https://www.google.com/maps/place/Melindas+Med-Spa+And+Salon/data=!4m7!3m6!1s0x89007d393426efd5:0xb39378d467afa822!8m2!3d33.832877!4d-78.6755607!16s%2Fg%2F1tfd3811!19sChIJ1e8mNDl9AIkRIqivZ9R4k7M,Melindas Med-Spa And Salon,4.9,594,Medical spa,"505 Hwy 17 N, North Myrtle Beach, SC 29582, United States","R8MF+5Q North Myrtle Beach, South Carolina, USA",http://www.melindasdayspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 843-663-1307,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPOCReJFscmuu3Bbx_UFRPH0uYOsyG4xrTpQNcG=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:24.323Z,,,
https://www.google.com/maps/place/McLeod+Vascular+Associates+-+Little+River/data=!4m7!3m6!1s0x89007d33e2bf0bd3:0xe5de1a180704e59e!8m2!3d33.8668249!4d-78.6654337!16s%2Fg%2F11j65mgpvt!19sChIJ0wu_4jN9AIkRnuUEBxga3uU,McLeod Vascular Associates - Little River,4.0,1,Surgical center,"3980 Hwy 9 E Suite 310, Little River, SC 29566, United States","V88M+PR Little River, South Carolina, USA",https://www.mcleodhealth.org/practice/mcleod-vascular-associates-little-river/,+1 843-366-3755,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BL-tV0DZE3wTN7U-_Fl05A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.107754&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:27.023Z,,,
https://www.google.com/maps/place/Coastal+Vascular+%26+Vein+Center/data=!4m7!3m6!1s0x8900391a03f559d9:0x28108ba51c193b91!8m2!3d33.588335!4d-79.026002!16s%2Fg%2F11sff9nc7_!19sChIJ2Vn1Axo5AIkRkTsZHKWLECg,Coastal Vascular & Vein Center,4.9,113,Vascular surgeon,"11879 Plaza Dr, Murrells Inlet, SC 29576, United States","HXQF+8H Murrells Inlet, South Carolina, USA",http://www.coastalvvc.com/,+1 843-577-4551,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipN-MOEzQbuxEbjYwWmAKP2ymlMWsfoST_N5MAIs=w408-h272-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:32.033Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Inlet+VEIN+Specialists+Pc/data=!4m7!3m6!1s0x890038c0c74bee95:0x85130217b7fd2b4b!8m2!3d33.5504958!4d-79.0470756!16s%2Fg%2F1tm8lfx4!19sChIJle5Lx8A4AIkRSyv9txcCE4U,Inlet VEIN Specialists Pc,4.4,13,Medical clinic,"4545 US Highway 17 Bypass South, Murrells Inlet, SC 29576, United States","HX23+55 Murrells Inlet, South Carolina, USA",https://lowcountryveinspecialists.com/,+1 843-652-5344,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fdHCcJh6vN03dkadkuWUZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.81604&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:34.896Z,,,
https://www.google.com/maps/place/Grand+Strand+Heart+and+Vascular+Care+-+Myrtle+Beach/data=!4m7!3m6!1s0x890065bb5f1df813:0x941806b81a985afe!8m2!3d33.7574783!4d-78.8227673!16s%2Fg%2F11fqsj953p!19sChIJE_gdX7tlAIkR_lqYGrgGGJQ,Grand Strand Heart and Vascular Care - Myrtle Beach,4.8,340,Cardiovascular and thoracic surgeon,"920 Doug White Dr # 510, Myrtle Beach, SC 29572, United States","Q54G+XV Myrtle Beach, South Carolina, USA",https://grandstrandphysicians.com/locations/grand-strand-heart-and-vascular-care-myrtle-beach/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 843-497-7772,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOOt873X8dt5qxTQ--YTjv-PVJtDIJz_6krq5lR=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:39.815Z,,,
"https://www.google.com/maps/place/Gerald+Fortuna,+MD/data=!4m7!3m6!1s0x89003f21687e0279:0xea1739b31a162927!8m2!3d33.5889741!4d-79.0255352!16s%2Fg%2F11wmj2x42n!19sChIJeQJ-aCE_AIkRJykWGrM5F-o","Gerald Fortuna, MD",5.0,97,Vascular surgeon,"11879 Plaza Dr, Murrells Inlet, SC 29576, United States","HXQF+HQ Murrells Inlet, South Carolina, USA",https://www.coastalvvc.com/,+1 843-577-4551,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMCXczx-iYsKkhnIjUD71mH-myw6B-Nq83CURn9=w408-h410-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:44.997Z,,,
"https://www.google.com/maps/place/Mark+Borowicz,+MD/data=!4m7!3m6!1s0x8900659572855555:0xae2a716c79491ffc!8m2!3d33.7560849!4d-78.8604699!16s%2Fg%2F11p07bhxpq!19sChIJVVWFcpVlAIkR_B9JeWxxKq4","Mark Borowicz, MD",5.0,1,Doctor,"199 Village Center Blvd, Myrtle Beach, SC 29579, United States","Q44Q+CR Myrtle Beach, South Carolina, USA",https://grandstrandphysicians.com/locations/grand-strand-surgical-care-carolina-forest/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 843-497-6348,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NQCcaWOAwF3fauIiPZOe2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.4383&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T22:46:49.786Z,,,
