placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Henry%27s+Tire+Shop/data=!4m7!3m6!1s0x80945e631ee3c363:0x3e35c33865d6478b!8m2!3d36.7564212!4d-119.7457044!16s%2Fg%2F1td0b5f5!19sChIJY8PjHmNelIARi0fWZTjDNT4,Henry's Tire Shop,4.7,131,Tire shop,"1037 N Maple Ave, Fresno, CA 93702, United States","Q743+HP Fresno, California, USA",,+1 559-453-1098,"Open · Closes 5 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqv8eJAjywOuOjAWOYH1IvfVD548UQaga5SaCe_UFdIBxKkn3bDmTwMMTIFWeOfzhELql1tKMZXHrMh0KzMC2njq66bFGktwflLpbVlsAzge9bfD6fZrqz84q_-ruW3Yh8XNyny=w408-h883-k-no,true,9 am–5 pm,9 am–5:30 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:17:48.471Z,,
https://www.google.com/maps/place/Grace+Tires/data=!4m7!3m6!1s0x80945fb1aa4aa651:0xcba92962b496e838!8m2!3d36.7506592!4d-119.7618367!16s%2Fg%2F11jpc5r357!19sChIJUaZKqrFflIAROOiWtGIpqcs,Grace Tires,4.9,141,Tire shop,"3733 E Belmont Ave, Fresno, CA 93702, United States","Q62Q+77 Fresno, California, USA",http://gracetires.com/,+1 559-558-2067,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJ4paJiISUvy3hsgfX6NJjXaOVPNLORYdiMmaOjsqCJWt5FXimgCopMNo4Z85KfbkYyMIuDvgSD_mDZ3UZWX49Sbq_V2cRHbgKFUF-uKw8YCsPtW4iehnGcg5HHAWCc6eC7zcc=w408-h250-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,9 am–2:30 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:17:54.329Z,· In-store shopping · In-store pick-up,Identifies as Latino-owned
https://www.google.com/maps/place/Jorge%27s+Tires/data=!4m7!3m6!1s0x80946757b9980b57:0xede8679b93053ff7!8m2!3d36.7570841!4d-119.790722!16s%2Fg%2F1thxqwx9!19sChIJVwuYuVdnlIAR9z8Fk5tn6O0,Jorge's Tires,4.4,311,Tire shop,"1119 N Blackstone Ave, Fresno, CA 93701, United States","Q645+RP Fresno, California, USA",,+1 559-498-6229,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6bIK-NFbR6SIm-sXNL2d1vw-FYKj3mNDTJlksQA67q7Z2hit00w4JvMMeBCUDzlRFkgLDkmZ8I2gZTU2G3i2h2MPk8J8kgSC-f-c9PzHtzmPkdsZ8YqRebIWPT89A2akAOMmnbQ=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8:30 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:17:59.834Z,· In-store pick-up,
https://www.google.com/maps/place/J%27s+Fresno+Tire+Sales/data=!4m7!3m6!1s0x80945e11e6b0b49f:0x829310b45e6e7ea5!8m2!3d36.750105!4d-119.7729446!16s%2Fg%2F1tfwq6c3!19sChIJn7Sw5hFelIARpX5uXrQQk4I,J's Fresno Tire Sales,4.8,133,Tire shop,"3080 E Belmont Ave, Fresno, CA 93701, United States","Q62G+2R Fresno, California, USA",http://jsfresnotiresales.com/,+1 559-266-5264,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCKWvyvpmyYWHQI1eBcMJi8InbT-ZH1zI6OXlJic3vLwIX5HFRjlyOSn8SiDUmSYGddNNzNLQKk-ycPYUOMJz7w2KVQ6wA3jepZG0oPgE0KuJSp9qD7zUKkPqgda_Ou9VFqWNXSg=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:04.717Z,,
https://www.google.com/maps/place/Santos+Towing+and+Tire+Shop/data=!4m7!3m6!1s0x80945fb9f69d1f5f:0x6ae267cbdf86a7f!8m2!3d36.7137149!4d-119.7601755!16s%2Fg%2F11cjk6gvth!19sChIJXx-d9rlflIARf2r4vXwmrgY,Santos Towing and Tire Shop,4.8,66,Tire shop,"3850 E Church Ave, Fresno, CA 93725, United States","P67Q+FW Fresno, California, USA",,+1 559-351-9952,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqs9e5ZA-HGI5zLDTFbgUqT8AAXF_HD_-gTLH4ds_04HqTVyt3ptwC_bfoKvW4w4cDPayPc-_7MS7x5_cgdZHfdMUE_ROe7d6QXZIxS2tcOwA1HNrBUUX2shmtB_DNmfs4raQw=w408-h306-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:09.857Z,,
https://www.google.com/maps/place/Azteca+Tires/data=!4m7!3m6!1s0x80945e41dbdeefe1:0x5feaf183218d73d6!8m2!3d36.7434836!4d-119.7616567!16s%2Fg%2F1th0ylqx!19sChIJ4e_e20FelIAR1nONIYPx6l8,Azteca Tires,4.6,101,Tire shop,"3741 E Tulare Ave, Fresno, CA 93702, United States","P6VQ+98 Fresno, California, USA",,+1 559-981-5949,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweonvVF8hJljXlg2r6EBKL3UpccH2DPnA3qZXx_P3Voxt7WzRlVb-xqZHGPT2IomIHCmXJqyB9M6jWfwtIlfmXfgWanq8ZX1SpxXFNM8b3R2tYV3y5_gHz7p4zNiDqcNO750VNV9wg=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:14.670Z,· In-store shopping,
https://www.google.com/maps/place/Tire+%26+Wheel+Warehouse/data=!4m7!3m6!1s0x8094675612001b59:0x8a48aaad890fbbcc!8m2!3d36.7610702!4d-119.790245!16s%2Fg%2F11fxcg67z2!19sChIJWRsAElZnlIARzLsPia2qSIo,Tire & Wheel Warehouse,4.3,200,Tire shop,"1396 N Blackstone Ave, Fresno, CA 93703, United States","Q665+CW Fresno, California, USA",http://www.tirewheelwarehouse.com/,+1 559-264-4333,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLq-hV-nWfGR827L34LDG-YFCVkV74fxl4K3sNiNWXf-vyEWn82w3BPpdxj_xHra3vygUUE1UU2Ss4H0_t1zn2fgjDDkHiHTMbD-IaQVuMOsXDGA19kgZfGaj61K6OH0gQp1P7tw=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:19.621Z,· In-store shopping · In-store pick-up,Identifies as women-owned
https://www.google.com/maps/place/Valley+Tire+%26+Wheel/data=!4m7!3m6!1s0x80945e6c507ec0ad:0xe3cf1366e06592a6!8m2!3d36.7501807!4d-119.7620698!16s%2Fg%2F1tfv5cg8!19sChIJrcB-UGxelIARppJl4GYTz-M,Valley Tire & Wheel,4.5,67,Tire shop,"3724 E Belmont Ave, Fresno, CA 93702, United States","Q62Q+35 Fresno, California, USA",,+1 916-701-1449,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAtNi_i-xArJOL4saeULrdDRZ9MAaUp5PoIodMhg9dcUKl58lw6GLPbOE2BwyWiSipHVpw8X7vjKrHFLd6vfe9aykQLMmMx1NpgBsUw-A2vzQO3i6Uc_WFruwz-LvmuxqvyTm9=w408-h544-k-no,true,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:24.656Z,,
https://www.google.com/maps/place/Azteca+Tires/data=!4m7!3m6!1s0x80945e391f643239:0x87fa4d32942f027d!8m2!3d36.7354358!4d-119.768873!16s%2Fg%2F1w8wb7_7!19sChIJOTJkHzlelIARfQIvlDJN-oc,Azteca Tires,4.4,133,Tire shop,"3316 E Cesar Chavez Blvd, Fresno, CA 93702, United States","P6PJ+5F Fresno, California, USA",http://azteca-tires-fresno.poi.place/,+1 559-443-7114,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVfqXzZbvt9hsnmtPu0Hb2nHMy5pakEa38yBifUK9JLxn1p16ORlL6E-dgc1xhYmhyYZO1cgrGaglCHG4s0Iif7TbnhnrWqhq0riJuMhE9lpYaxb3Cwl7mTcpAcM6z4051az2C_A=w408-h306-k-no,false,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:29.522Z,,
https://www.google.com/maps/place/Best+Tires/data=!4m7!3m6!1s0x809461b354039979:0x1f3a11eef9978d20!8m2!3d36.7506465!4d-119.7938825!16s%2Fg%2F11hyd2mqk4!19sChIJeZkDVLNhlIARII2X-e4ROh8,Best Tires,4.5,67,Tire shop,"1445 E Belmont Ave, Fresno, CA 93701, United States","Q624+7C Fresno, California, USA",,+1 209-203-3736,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuOoOWh8jJqbBCBHXssokHNBoVcN8zU01reHJhpCf6zQ0aAd5Vd2NQXcbNLJKDg7qx3NgzxG4YWt7xLgqrwyc1U8yxzk-3Va03WrlS4tAqKOUXFrlemv6H7G07UC8d_Kc2PBk=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-03-23T17:18:34.605Z,,
