placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Excelcare+at+the+Pines/data=!4m7!3m6!1s0x89c0efdb7507f2c3:0x46c0756c54735a0c!8m2!3d39.3690118!4d-74.4145295!16s%2Fg%2F11s78gxzc5!19sChIJw_IHddvvwIkRDFpzVGx1wEY,Excelcare at the Pines,4.3,64,Nursing home,"29 N Vermont Ave, Atlantic City, NJ 08401, United States","9H9P+J5 Atlantic City, New Jersey, USA",http://excelcarepines.com/,+1 609-344-8900,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VrqGoh-dSLEtwor9-pbzJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.827095&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:25:58.789Z,,,
"https://www.google.com/maps/place/AtlantiCare+Regional+Medical+Center,+Atlantic+City+Campus/data=!4m7!3m6!1s0x89c0ee41e37084e9:0x5ce08eddfee7b03c!8m2!3d39.3582822!4d-74.4343139!16s%2Fg%2F1tdg8q2y!19sChIJ6YRw40HuwIkRPLDn_t2O4Fw","AtlantiCare Regional Medical Center, Atlantic City Campus",2.8,308,General hospital,"1925 Pacific Ave, Atlantic City, NJ 08401, United States","9H58+87 Atlantic City, New Jersey, USA",https://www.atlanticare.org/,+1 609-345-4000,,https://lh3.googleusercontent.com/p/AF1QipO5vDoFLF4M8h6_SjZ8KJRZ6vsbQNhymQ5OnjnJ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:03.762Z,,,
"https://www.google.com/maps/place/Robin+L+Westcott,+APN/data=!4m7!3m6!1s0x89c0ef5920c3d211:0x439296c36d0314ea!8m2!3d39.3625686!4d-74.4287878!16s%2Fg%2F11xdtgnc0j!19sChIJEdLDIFnvwIkR6hQDbcOWkkM","Robin L Westcott, APN",,,Hospice,"1401 Atlantic Ave # 2500, Atlantic City, NJ 08401, United States","9H7C+2F Atlantic City, New Jersey, USA",https://providers.atlanticare.org/provider/Robin+L+Westcott/1161837,+1 609-572-8333,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zoy8ibNIOd5W-vUs3oAuFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.86371&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:07.984Z,,,
"https://www.google.com/maps/place/AtlantiCare+Health+Services,+Health+Center,+Atlantic+City/data=!4m7!3m6!1s0x89c0ee38a635bf3b:0xc28313b05e74ce9b!8m2!3d39.3625347!4d-74.4289136!16s%2Fg%2F1q64d80sx!19sChIJO781pjjuwIkRm850XrATg8I","AtlantiCare Health Services, Health Center, Atlantic City",,,Specialized clinic,"1401 Atlantic Ave, Atlantic City, NJ 08401, United States","9H7C+2C Atlantic City, New Jersey, USA",https://www.atlanticare.org/location/atlanticare-special-care-center-healthplex-atlantic-city?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 609-572-8800,Closed ⋅ Opens 9:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zoy8ibNIOd5W-vUs3oAuFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.58669&pitch=0&thumbfov=100,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:12.746Z,,,
https://www.google.com/maps/place/AtlantiCare/data=!4m7!3m6!1s0x89c0ee47580ccd23:0x67fd10cfd547b24c!8m2!3d39.3625962!4d-74.4286546!16s%2Fg%2F11ghpc9ry1!19sChIJI80MWEfuwIkRTLJH1c8Q_Wc,AtlantiCare,1.6,7,General hospital,"1401 Atlantic Ave, Atlantic City, NJ 08401, United States","9H7C+2G Atlantic City, New Jersey, USA",https://www.atlanticare.org/location/atlanticare-regional-medical-center-atlantic-city-campus,+1 609-441-2104,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zoy8ibNIOd5W-vUs3oAuFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.570816&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:15.146Z,,,
https://www.google.com/maps/place/Atlanticare/data=!4m7!3m6!1s0x89c0ee4222bde9bb:0x2cb8f0bb1ac5483a!8m2!3d39.3583681!4d-74.4348484!16s%2Fg%2F11g6lx8xm0!19sChIJu-m9IkLuwIkROkjFGrvwuCw,Atlanticare,1.7,6,Hospital,"1972 Atlantic Ave, Atlantic City, NJ 08401, United States","9H58+83 Atlantic City, New Jersey, USA",https://www.atlanticare.org/locations/atlanticare-regional-medical-center-atlantic-city-campus,+1 609-345-4000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrI7hh7G1m1hVyMAbGETAohlOQrjWC_bRvf_pkeOVa7xVrbMMZCvE9bf4TH1MFuM4ZXA-SWJwqO6zjZZAltITl8HisS5-dYp6m0JmbpQFrgZCQQg9uAmumUm5LihjUTtV6OdmI=w408-h541-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:19.629Z,,,
https://www.google.com/maps/place/Atlanticare/data=!4m7!3m6!1s0x89c0ee44cefcc917:0xed4627ef1cfba602!8m2!3d39.3650233!4d-74.4399933!16s%2Fg%2F1tj53hpb!19sChIJF8n8zkTuwIkRAqb7HO8nRu0,Atlanticare,5.0,1,Medical clinic,"2009 Bacharach Blvd, Atlantic City, NJ 08401, United States","9H86+22 Atlantic City, New Jersey, USA",http://www.atlanticare.org/,+1 609-344-5714,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJamrIVObho5rXoVZua-XSL_LLCiWjfIy3hlMLvWnGc9HUKG8yhdfgacUUe7qPTotsd50bTepdlf40gZGSGnaLcx7YNw-xlPx5ZZJNMXGK1gMRnT4zxzH2LPcpdzqc6ZHuZQQHfw=w408-h544-k-no,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:23.997Z,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x89c0e99176399ba5:0xcada870624145fc3!8m2!3d39.3675167!4d-74.5634918!16s%2Fg%2F1td9x09v!19sChIJpZs5dpHpwIkRw18UJAaH2so,Heartland Hospice,5.0,27,Hospice,"2111 New Rd #100, Northfield, NJ 08225, United States","9C9P+2J Northfield, New Jersey, USA",http://heartlandhospice.com/,+1 609-641-4675,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMW2nKwtI5wVYWksm-tXPYUE0_OMD9_G_-zZfdP=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:28.472Z,,,
https://www.google.com/maps/place/Angelic+Health/data=!4m7!3m6!1s0x89c0eed18eeaaaab:0xa9232ccaf14bf33a!8m2!3d39.3773135!4d-74.4931148!16s%2Fg%2F11syxfwdsx!19sChIJq6rqjtHuwIkROvNL8cosI6k,Angelic Health,4.6,65,Hospice,"8025 Black Horse Pike STE 501, West Atlantic City, NJ 08232, United States","9GG4+WQ West Atlantic City, Egg Harbor Township, NJ, USA",https://www.angelic.health/,+1 609-822-7979,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4_Ullo8lTrg2nkr88B826E_I8a7GW1MjhHoJPPV1HJO0_A8rHKfsfrspw1MIAdmLStTqZkMVvQaBSiVP67lswUdD73Jv5pYH8lxBCQGf477wXYtNYPgS7jao4NOH5BI3Glf_L9g=w408-h240-k-no-pi-0-ya13.120001-ro-0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:33.049Z,,,
https://www.google.com/maps/place/Select+Specialty+Hospital+-+Atlantic+City/data=!4m7!3m6!1s0x89c0efeb9c01691d:0xf534809719334181!8m2!3d39.3583314!4d-74.4342891!16s%2Fg%2F11rht5b05f!19sChIJHWkBnOvvwIkRgUEzGZeANPU,Select Specialty Hospital - Atlantic City,4.5,22,Hospital,"1925 Pacific Ave 5th Floor, Atlantic City, NJ 08401, United States","9H58+87 Atlantic City, New Jersey, USA",https://www.selectspecialtyhospitals.com/locations-and-tours/nj/atlantic-city/atlantic-city?ty=xt,+1 609-441-2122,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqD9AMtG0MMP1C38JkeLdLRy1Adf0e3cE-bmeYo-7ngAlpSNBqIMwpU44YttMCUFvrIWTO9daorF0ylCp3NVvRFodTPezTHZonj-qROMx6EGs4sNDzNWTEwU50rMU_3NJVX52aN=w408-h240-k-no-pi-0-ya356-ro-0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-09-17T23:26:37.619Z,,,
