placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Carolina+Tire+%26+Brake+Company/data=!4m7!3m6!1s0x88fe799137209e87:0x6628b9af4834be30!8m2!3d32.7622238!4d-79.9864727!16s%2Fg%2F11vbqb1744!19sChIJh54gN5F5_ogRML40SK-5KGY,Carolina Tire & Brake Company,4.7,259,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"1971 Maybank Hwy, Charleston, SC 29412, United States","Q267+VC Charleston, South Carolina, USA",http://carolinatiresandbrakes.com/,+1 843-922-1615,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqm6NKwtEfP9WJWT8nH2AjXfBtvivGsKCnFMdLyPENtI8k-odU2ienxrRPEW0kIndDHqtif7iICZm8177_5S089OLZHDZqrfZEo3gfkGGFqabQfIHVmVyiou1onH4FGR2cGrgyelKvqIoWW=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:14.261Z,,
https://www.google.com/maps/place/Frasier+Tire+Service/data=!4m7!3m6!1s0x88fe7b773867c309:0xd1696c3957d8663!8m2!3d32.8272382!4d-79.9515811!16s%2Fg%2F11w4kxb3tp!19sChIJCcNnOHd7_ogRY4Z9lcOWFg0,Frasier Tire Service,4.9,29,Tire shop,,"1802 Meeting St, Charleston, SC 29405, United States","R2GX+V9 Charleston, South Carolina, USA",https://www.frasiertire.com/,+1 854-214-6001,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNpWTyY6I3PSPn6G8JAhKx-gXIdjaezptlns2tOV3jU0ZFuMn4tVbwAj77CGDyCuqXNowN-fo9VbOQX5B9NC7AuYn_D8vSaqNvNiRp3bjwBQaR6I7wT1N4y7QXAJl54j1un_xZ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:20.512Z,,
https://www.google.com/maps/place/Automotive+Excellence/data=!4m7!3m6!1s0x88fe70fa7a14d7f3:0xc2c8e48941437ee0!8m2!3d32.7942264!4d-79.859727!16s%2Fg%2F1v2ky8qp!19sChIJ89cUevpw_ogR4H5DQYnkyMI,Automotive Excellence,4.8,130,Auto repair shop,,"1237 Ben Sawyer Blvd, Mt Pleasant, SC 29464, United States","Q4VR+M4 Mt Pleasant, South Carolina, USA",,+1 843-216-1599,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqC2owbBjeKhaGztY4A75z7dNfduLLwIA6mqIRpMRLwIg1Ish01qWv90u-rcYR81Q2jRBMpjWMYZm7yN7DsAuJvXaCqs2CwY_KUum_jVRczBBExnS22NEqkdW6Iz9lXcPxyntU=w408-h307-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:25.803Z,,
https://www.google.com/maps/place/Exxon/data=!4m7!3m6!1s0x88fe71662820afbd:0x541ea4ab906e990!8m2!3d32.7632639!4d-79.836639!16s%2Fg%2F11kl65sl2_!19sChIJva8gKGZx_ogRkOkGuUrqQQU,Exxon,4.3,57,Gas station,· Diesel fuel,"2220 Middle St, Sullivan's Island, SC 29482, United States","Q577+88 Sullivan's Island, South Carolina, USA",https://www.exxon.com/en/find-station/200327001,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6qkLH1bM_SvjqoOxfT1MAtHngNGV_D_fcMQ5f2xbEe0qvRBnN-kJmicsZ5F3F7UFkdxjtKknwyv878U5HMpPtmNgpixQsPzHmA4E_x72WIcV2U6UapAakBTc7qBZR4fYyFCDi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:31.040Z,,
https://www.google.com/maps/place/Port+City+Moped/data=!4m7!3m6!1s0x88fe73a8dde43273:0x3b012a69b1dfb874!8m2!3d32.7872386!4d-79.7890529!16s%2Fg%2F11xnkk0ry!19sChIJczLk3ahz_ogRdLjfsWkqATs,Port City Moped,4.9,173,Scooter rental service,,"1202 Palm Blvd B, Isle of Palms, SC 29451, United States","Q6P6+V9 Isle of Palms, South Carolina, USA",http://www.portcitymoped.com/,+1 843-242-8739,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweocdgNGZUrNPy-fJ1GoagKp8JNDc2jo6hjuq_IKE7ZA35Kujg5DhTP-YAu0SxQTZJdLmnWrDPo5Mhqm9bLqvYtkWivK_7KOCMnvIXTOITXotfUu-iAnty_P6_kpQftisy54Z8s=w408-h306-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:36.125Z,,
https://www.google.com/maps/place/Mobile+Tire+Service+24%2F7/data=!4m7!3m6!1s0x88fe7b6a3519e3d3:0xb2cf7c552e4d87e6!8m2!3d32.81213!4d-79.9516431!16s%2Fg%2F11xcl9s8h6!19sChIJ0-MZNWp7_ogR5odNLlV8z7I,Mobile Tire Service 24/7,5.0,14,Used tire shop,· Kerbside pickup · Delivery · In-store shopping,"1227 King St, Charleston, SC 29403, United States","R26X+V8 Charleston, South Carolina, USA",,+1 843-401-6900,"Open 24 hours

Confirmed by this business 9 weeks ago",Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerojgroeapMaAGlqffsSA7HxL1eAJOP70NluX1YgZ83sL_IgF4sAZ3uF_ia6ZdxjypaLFjVHqXvNESAEVss2YV3LGVALMKIHUb9imPWyVfbTrXmwOpdmyMYDAeUmMunnwoO_hRKOyF-xcWM=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:41.561Z,,
https://www.google.com/maps/place/Zip%27s+Kar+Kare/data=!4m7!3m6!1s0x88fe70e2be871479:0x68791f6d688b853b!8m2!3d32.7907996!4d-79.8757922!16s%2Fg%2F1td4kzxx!19sChIJeRSHvuJw_ogRO4WLaG0feWg,Zip's Kar Kare,4.8,157,Auto repair shop,,"412 Coleman Blvd, Mt Pleasant, SC 29464, United States","Q4RF+8M Mt Pleasant, South Carolina, USA",,+1 843-884-1171,Open · Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsqb8sX__kuTJvjz_zsxkZhVs4ZvazCXF79HmF6QKrtLCG-QDhQoG8JyNRRFD3ya1E5zhLj4n-xMM5S3eaLRkSy4NFk_goaEcHBaFkaRp57glI2hR_R26EYv7GwfQd66C5WmhxQeTKVYA=w440-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:46.666Z,,
https://www.google.com/maps/place/Hay+Tire+Pros+-+Mt.+Pleasant/data=!4m7!3m6!1s0x88fe7056e13c48b1:0x4e67dd939c2e5b4a!8m2!3d32.8075642!4d-79.8825227!16s%2Fg%2F1tfw3x7k!19sChIJsUg84VZw_ogRSlsunJPdZ04,Hay Tire Pros - Mt. Pleasant,4.8,1881,Tire shop,· In-store shopping · In-store pick-up,"606 Johnnie Dodds Blvd, Mt Pleasant, SC 29464, United States","R458+2X Mt Pleasant, South Carolina, USA",https://www.haytire.com/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,+1 843-881-0136,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsnX6QST85UyzRK4Pe5KoaN_9n3fSb_wgDWXJnWIHz60wl-eXeVcmQzEScvPXyDbJpGr3i0HDEljXVBoN9w5ynf7jObeOP-pcGTl13BFZl7N4kDvbtPT_1z55b91ZqwuXiByUrlQ=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:52.182Z,,
https://www.google.com/maps/place/Affordable+Tire+and+Auto+Service+Centers/data=!4m7!3m6!1s0x88fe713ef4a7bf17:0xbfd1e000e0cbc140!8m2!3d32.8170355!4d-79.8460407!16s%2Fg%2F11q2x49wmy!19sChIJF7-n9D5x_ogRQMHL4ADg0b8,Affordable Tire and Auto Service Centers,4.7,234,Auto repair shop,,"1478 N Hwy 17, Mt Pleasant, SC 29464, United States","R583+RH Mt Pleasant, South Carolina, USA",https://affordableautosrepair.com/,+1 843-388-7078,"Open · Closes 5 pm

Updated by this business 8 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUHG9njGlrPKGsvPtfea-ZyDXNdVHHTT3sP7CN9sT_6lWs3tjn6Z4_rfQ7lstCp4lcEg4ElAdpcS1b9s6IZsmEOvEd29-VTtRnB0IB43HeNQZ9xHpGIfYQVs7AaizJXi6YG_W1zA=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:49:57.930Z,,
https://www.google.com/maps/place/Sullivan%27s+Island+Beach/data=!4m7!3m6!1s0x88fe6eb10537d4cd:0x671df5d4b2744aa0!8m2!3d32.7600735!4d-79.8353995!16s%2Fg%2F11c54n7frv!19sChIJzdQ3BbFu_ogRoEp0stT1HWc,Sullivan's Island Beach,4.7,1768,Beach,,"Charleston, SC 29482, United States",,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOrEySG9GfZLY9UgpzhWX8zlB_PGmZxN3sEmBK13ribwUpzZP_Dt-H-zspMFu_ETQiOjvQehObO2xSSLVYgZqBhgnK3BTsB6V_Djho3iDCsKyDIgNiQrJ0wLgUHvKGqn8jA9QVew=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-03-23T14:50:01.371Z,,
