placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/BrightStar+Care/data=!4m7!3m6!1s0x864c2d1685e95bef:0x87c982f34e4572f2!8m2!3d33.0298961!4d-97.0703572!16s%2Fg%2F1pxqc5t9x!19sChIJ71vphRYtTIYR8nJFTvOCyYc,BrightStar Care,4.9,45,Home health care service,"2651 Sagebrush Dr Suite 100, Flower Mound, TX 75028, United States","2WHH+XV Flower Mound, Texas, USA",https://www.brightstarcare.com/locations/flower-mound/,+1 214-800-5566,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipP8ByVqOwBxtVzR-zi5OvsgAYEYRmjE0WWohyRx=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:09.472Z,,
https://www.google.com/maps/place/AccuAid+Home+Care/data=!4m7!3m6!1s0x864c2ce9a3dc1433:0xfc0a2502a07c1b4e!8m2!3d33.0290753!4d-97.0689442!16s%2Fg%2F11f3jcj491!19sChIJMxTco-ksTIYRTht8oAIlCvw,AccuAid Home Care,4.8,26,Home health care service,"2609 Sagebrush Dr # 205, Flower Mound, TX 75028, United States","2WHJ+JC Flower Mound, Texas, USA",https://accuaidcare.com/home-care-in-flower-mound-tx/,+1 817-754-0089,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP0xpMDQ6KYHz00B__TrWbCKd3FHqPOgQOTX9Pa=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:15.786Z,,
"https://www.google.com/maps/place/Date+Healthcare+Services,+LLC/data=!4m7!3m6!1s0x864c2d4706a47fb7:0x8d8266b3bce09877!8m2!3d33.0383792!4d-97.0792524!16s%2Fg%2F11cn0trtxp!19sChIJt3-kBkctTIYRd5jgvLNmgo0","Date Healthcare Services, LLC",5.0,4,Home health care service,"3201 Cross Timbers Rd STE 300, Flower Mound, TX 75028, United States","2WQC+97 Flower Mound, Texas, USA",http://www.datehealthcare.com/,+1 972-539-5311,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO84I2M2QHb5-H5U5A-bi-j7mDfbUNEBgyJUCe7=w408-h304-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:20.606Z,,
https://www.google.com/maps/place/Cornerstone+Caregiving/data=!4m7!3m6!1s0x864c2d562be9b405:0x971f252435e07e0b!8m2!3d32.9984602!4d-97.0688395!16s%2Fg%2F11vq2_6mlf!19sChIJBbTpK1YtTIYRC37gNSQlH5c,Cornerstone Caregiving,4.7,11,Home health care service,"1011 Surrey Ln Building 200, Suite 26, Flower Mound, TX 75022, United States","XWXJ+9F Flower Mound, Texas, USA",https://cornerstonecaregiving.com/locations/lewisville-tx/?utm_source=google&utm_medium=yext,+1 469-771-0731,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrqKMSD6vhaqdpPJ9KbGXKzC6CwazJdNEnMJ839I9Fjuha7ICIhQjPP7SfjnBbBV7XeTPcILeCy8j7uZGQeADaPtAiECA4B5QSBmLBg_54GPT9aW7iJ3CVVZzhCOB-L_5HyAZZ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:25.547Z,,
https://www.google.com/maps/place/Dallas+Hospice+and+Palliative+Care/data=!4m7!3m6!1s0x864c2e5f650fb4cb:0xdf3b3280bfec5296!8m2!3d33.0336939!4d-97.0766163!16s%2Fg%2F11c54wxm1g!19sChIJy7QPZV8uTIYRllLsv4AyO98,Dallas Hospice and Palliative Care,4.9,76,Hospice,"3020 Broadmoor Ln STE 300, Flower Mound, TX 75022, United States","2WMF+F9 Flower Mound, Texas, USA",http://www.dallashospiceandpalliative.com/,+1 214-383-8188,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPDnR8YO-XXU8llsypCZPlPfOl6rA7z6nUAVNBb=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:30.442Z,,
"https://www.google.com/maps/place/Lori+Williams+-+Senior+Services,+LLC/data=!4m7!3m6!1s0x864c2d7a8c0bd9e7:0xd0bd31d569f83088!8m2!3d33.0390715!4d-97.0514055!16s%2Fg%2F11gltkvs12!19sChIJ59kLjHotTIYRiDD4adUxvdA","Lori Williams - Senior Services, LLC",5.0,75,Assisted living facility,"800 Parker Square Rd Suite 205, Flower Mound, TX 75028, United States","2WQX+JC Flower Mound, Texas, USA",https://loriwilliams-seniorservices.com/,+1 214-783-1222,Open ⋅ Closes 10 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNWalue_wPdfdT5Puc7auDRv48cCk_uGaRgcyhI=w408-h272-k-no,true,6 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:35.469Z,,
https://www.google.com/maps/place/Arcy+Home+Health/data=!4m7!3m6!1s0x864c2ded3a7e0535:0x27482cb7feb8d2cf!8m2!3d33.0391776!4d-97.0521129!16s%2Fg%2F11mqlstbp0!19sChIJNQV-Ou0tTIYRz9K4_rcsSCc,Arcy Home Health,5.0,9,Home health care service,"700 Parker Square Rd, Flower Mound, TX 75028, United States","2WQX+M5 Flower Mound, Texas, USA",https://arcyhc.com/arcy-home-health/,+1 972-471-1111,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xYnkrCoxhtYlGI4MiFWb5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.93106&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:40.485Z,,
https://www.google.com/maps/place/CAH+Caring+Homes+LLC/data=!4m7!3m6!1s0x864c2d8e5fdf6c35:0x1d51c0841776fa99!8m2!3d32.992445!4d-97.069078!16s%2Fg%2F11qt1l7j8_!19sChIJNWzfX44tTIYRmfp2F4TAUR0,CAH Caring Homes LLC,,,Home health care service,"513 Sandy Ln, Flower Mound, TX 75022, United States","XWRJ+X9 Flower Mound, Texas, USA",,+1 602-318-9974,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xEhPrZyPiCfcZOYhGUPEsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.66916&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:45.327Z,,
https://www.google.com/maps/place/Carecent/data=!4m7!3m6!1s0x864c2d1327859f77:0x76657ee8fc298a96!8m2!3d33.0356941!4d-97.0633198!16s%2Fg%2F11d_780x5d!19sChIJd5-FJxMtTIYRloop_Oh-ZXY,Carecent,,,Home health care service,"2281 Olympia Dr #200, Flower Mound, TX 75028, United States","2WPP+7M Flower Mound, Texas, USA",,+1 408-829-8258,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=USssepXxgfLI2ZTt7ZcOyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.316282&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:47.901Z,,
https://www.google.com/maps/place/1Heart+Caregiver+Services/data=!4m7!3m6!1s0x864c2d06cb361d69:0xaa7d25b6891f2e8c!8m2!3d33.0215997!4d-97.0694363!16s%2Fg%2F11mcgtvy6h!19sChIJaR02ywYtTIYRjC4fibYlfao,1Heart Caregiver Services,5.0,18,Home health care service,"2624 Long Prairie Rd Suite 105, Flower Mound, TX 75022, United States","2WCJ+J6 Flower Mound, Texas, USA",https://southlake.1heartcares.com/,+1 940-344-3960,"Open 24 hours

Confirmed by this business 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMFcpSU_NUuQO2jB5GMHxav7VwVyCJqnITgvGSU=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-10T17:51:52.954Z,,
