placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned
"https://www.google.com/maps/place/Modern+Era+Pediatric+Practice/@41.2116059,-73.2104371,17z/data=!3m1!4b1!4m6!3m5!1s0x89e80eea1338c039:0xb74eb6ade29c39f1!8m2!3d41.2116059!4d-73.2104371!16s%2Fg%2F1tqnmnx_",Modern Era Pediatric Practice,4.2,5,Pediatrician,"3715 Main St STE 403, Bridgeport, CT 06606, United States","6Q6Q+JR Bridgeport, Connecticut, USA",,+1 203-371-4800,Closes soon · 5 pm · Opens 9 am Wed,,true,9 am–5 pm,9 am–12 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:54:41.328Z,,,
https://www.google.com/maps/place/Main+Street+Pediatrics/data=!4m7!3m6!1s0x89e80e93368a8e87:0x1f57c8ab7179b0e!8m2!3d41.2116198!4d-73.2105252!16s%2Fg%2F11cs050jzl!19sChIJh46KNpMO6IkRDpsXt4p89QE,Main Street Pediatrics,1.8,22,Children's hospital,"3715 Main St, Bridgeport, CT 06606, United States","6Q6Q+JQ Bridgeport, Connecticut, USA",https://optimushealthcare.org/opthc/locations-2/main-street-pediatrics/,+1 203-371-7111,Closes soon · 5:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nic_u3-AWZtNBTqp3ipy7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.56403&pitch=0&thumbfov=100,false,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,9 am–1 pm,Closed,8 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:54:47.315Z,,,
https://www.google.com/maps/place/Bridgeport+Hospital+Pediatrics/data=!4m7!3m6!1s0x89e80c339e7c59f7:0x48d7fa9ebf9eed45!8m2!3d41.1890896!4d-73.1657994!16s%2Fg%2F11bwnd2v9x!19sChIJ91l8njMM6IkRRe2ev57610g,Bridgeport Hospital Pediatrics,3.7,3,Children's hospital,"267 Grant St, Bridgeport, CT 06610, United States","5RQM+JM Bridgeport, Connecticut, USA",https://www.bridgeporthospital.org/,+1 203-384-3000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aMt7J_2XCnRaZJv5bS7KCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.393409&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:54:49.957Z,,,
"https://www.google.com/maps/place/Anyoha+Anselm+MD/@41.2116198,-73.2104957,17z/data=!3m1!4b1!4m6!3m5!1s0x89e80eea1338c039:0xc6a632e3b662cead!8m2!3d41.2116198!4d-73.2104957!16s%2Fg%2F1tffqckm",Anyoha Anselm MD,4.3,26,Pediatrician,"3715 Main St STE 403, Bridgeport, CT 06606, United States","6Q6Q+JR Bridgeport, Connecticut, USA",https://www.bridgeporthospital.org/physicians/anselm-anyoha.aspx,+1 203-371-4800,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:54:54.566Z,,,
"https://www.google.com/maps/place/Black+Rock+Pediatrics,+PC/data=!4m7!3m6!1s0x89e80fb8b6698db7:0x8ecc2f74a597a842!8m2!3d41.1797334!4d-73.2468602!16s%2Fg%2F1tf9zg1n!19sChIJt41ptrgP6IkRQqiXpXQvzI4","Black Rock Pediatrics, PC",5.0,14,Pediatric clinic,"1817 Black Rock Tpke, Fairfield, CT 06825, United States","5QH3+V7 Fairfield, Connecticut, USA",http://www.blackrockpediatrics.com/,+1 203-337-5333,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pGX3AOmLgl_tMdx_FKCQXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.6252&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:54:59.374Z,,,
https://www.google.com/maps/place/Dr.+Ranjana+Patil/data=!4m7!3m6!1s0x89e80e34bbf09c7b:0xf0b80b23254cd16d!8m2!3d41.1720625!4d-73.2282825!16s%2Fg%2F11p07b7vgj!19sChIJe5zwuzQO6IkRbdFMJSMLuPA,Dr. Ranjana Patil,4.3,4,Pediatrician,"Riverview Plaza, 501 Kings Hwy E Ste 203, Fairfield, CT 06825, United States","5QCC+RM Fairfield, Connecticut, USA",https://www.bridgeporthospital.org/physicians/ranjana-v-patil,+1 203-333-0800,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2JsXAYx5HH9pEibEAAslQqMk6AWqfxfqbwrHMg_iASlsSXasNWc98MgcnCd--0t8RjzW2CO7zq07pz3uSJvBg5IaAEJ8DdLDKpnoT4QETYXiqGpDgY7MkGkRokacBvgiZMLtJ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:55:02.004Z,,,
https://www.google.com/maps/place/Pediatric+Healthcare+Associates/data=!4m7!3m6!1s0x89e80fb7c331d08b:0xc92fdac957a6846b!8m2!3d41.1430288!4d-73.2562278!16s%2Fg%2F1tczwzpg!19sChIJi9Axw7cP6IkRa4SmV8naL8k,Pediatric Healthcare Associates,4.6,271,Pediatrician,"50 Unquowa Pl, Fairfield, CT 06824, United States","4PVV+6G Fairfield, Connecticut, USA",https://www.pha4kids.com/,+1 203-452-8322,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNgW7ZVL1dV-2FLXFIzn8lnQJpCLu4yfFbQjLfD=w408-h251-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–3:30 pm,9 am–12:30 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:55:06.940Z,,,
https://www.google.com/maps/place/Zolkowski+Joanna+MD/data=!4m7!3m6!1s0x89e80c3391ae4e4d:0xbbf3f9916499cfe!8m2!3d41.1890895!4d-73.1657995!16s%2Fg%2F1wrgl5vs!19sChIJTU6ukTMM6IkR_pxJFpk_vws,Zolkowski Joanna MD,5.0,1,Pediatrician,"267 Grant St, Bridgeport, CT 06610, United States","5RQM+JM Bridgeport, Connecticut, USA",http://www.bridgeporthospital.org/,+1 203-384-3064,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aMt7J_2XCnRaZJv5bS7KCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.382677&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:55:09.630Z,,,
https://www.google.com/maps/place/Docs+Primary+Care+-+Bridgeport/data=!4m7!3m6!1s0x89e80daaf67a6a99:0xbfc0b5ea861d038e!8m2!3d41.1977594!4d-73.1807163!16s%2Fg%2F11h0441yl9!19sChIJmWp69qoN6IkRjgMdhuq1wL8,Docs Primary Care - Bridgeport,4.5,54,Doctor,"1677 E Main St, Bridgeport, CT 06608, United States","5RX9+4P Bridgeport, Connecticut, USA",https://docsmedicalgroup.com/docsprimarycare/bridgeport-ct-primary-care/,+1 475-328-0326,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PJlSlxw8O0WZ4bRtNBfEQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.570816&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:55:14.388Z,,,
"https://www.google.com/maps/place/Dr.+Eleonora+Mezheritsky,+MD/data=!4m7!3m6!1s0x89e80e8e198e043d:0x6806c6ced38b31b4!8m2!3d41.2004122!4d-73.198333!16s%2Fg%2F1tgh8lkd!19sChIJPQSOGY4O6IkRtDGL087GBmg","Dr. Eleonora Mezheritsky, MD",5.0,1,Pediatrician,"762 Lindley St, Bridgeport, CT 06606, United States","6R22+5M Bridgeport, Connecticut, USA",https://weence.com/medical/doctors/bridgeport/dr-eleonora-mezheritsky-md/,+1 203-576-5131,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MZGySLo3jKefpdfLJf5uUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.1604&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-02-10T21:55:17.024Z,,,
