placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/VasCare/data=!4m7!3m6!1s0x86685e530c1be9d7:0xdddc7001f0935892!8m2!3d27.775694!4d-97.401903!16s%2Fg%2F1q5cdpqr4!19sChIJ1-kbDFNeaIYRkliT8AFw3N0,VasCare,4.9,89,Vascular surgeon,"1521 S Staples St #510, Corpus Christi, TX 78404, United States","QHGX+76 Central City, Corpus Christi, TX, USA",https://www.vascareclinics.com/locations/corpus-christi-clinic/?utm_campaign=gmb,+1 361-882-4000,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMzlpnxirOy-ivIyOCybywbIfphqegWe9RqNx1R=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:22.657Z,,
https://www.google.com/maps/place/Texas+Vein+%26+Vascular/data=!4m7!3m6!1s0x86685e5584bbe7cb:0x1a38a70e71263db1!8m2!3d27.7013943!4d-97.3812641!16s%2Fg%2F1tm130mk!19sChIJy-e7hFVeaIYRsT0mcQ6nOBo,Texas Vein & Vascular,4.6,65,Medical clinic,"5242 Holly Rd, Corpus Christi, TX 78411, United States","PJ29+HF South Side, Corpus Christi, TX, USA",http://www.texasveinandvascular.com/,+1 361-991-6611,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_WX4DDzGEDopI8yyGZqP_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.879944&pitch=0&thumbfov=100,false,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:33.897Z,,
https://www.google.com/maps/place/Bay+Vascular+Surgery/data=!4m7!3m6!1s0x8668f5415645145f:0x6c6753e05381f1ca!8m2!3d27.7746061!4d-97.3981!16s%2Fg%2F11c608np8f!19sChIJXxRFVkH1aIYRyvGBU-BTZ2w,Bay Vascular Surgery,4.6,13,Vascular surgeon,"819 Ayers St, Corpus Christi, TX 78404, United States","QJF2+RQ Bay Area, Corpus Christi, TX, USA",http://www.bayvascular.com/,+1 361-761-8610,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipN7HdQms23xZnGdiIbcXMvOVr2Xy6-iwTpRb_RD=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:39.011Z,,
"https://www.google.com/maps/place/Charles+J.+Rodman,+MD/data=!4m7!3m6!1s0x86685e5312730f0b:0x1c788b9a83809e90!8m2!3d27.7539658!4d-97.3888064!16s%2Fg%2F11b6g7qzl9!19sChIJCw9zElNeaIYRkJ6Ag5qLeBw","Charles J. Rodman, MD",3.6,14,Vascular surgeon,"3301 S Alameda St STE 402, Corpus Christi, TX 78411, United States","QJ36+HF Bay Area, Corpus Christi, TX, USA",http://www.veincarecoastalbend.com/,+1 361-371-8100,"Closes soon · 4:30 pm · Opens 9 am Wed

Updated by others 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipNHx_MqkV3Hd8mGzLDaNU0mL6BZ4WYBCorbY49n=w514-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:43.856Z,,
https://www.google.com/maps/place/Coastal+Infusions/data=!4m7!3m6!1s0x86685f7d92159a55:0x439aa8ae53b147c5!8m2!3d27.7825789!4d-97.3969604!16s%2Fg%2F11l6bzk8dr!19sChIJVZoVkn1faIYRxUexU66omkM,Coastal Infusions,5.0,14,Wellness center,"1001 2nd St, Corpus Christi, TX 78404, United States","QJM3+26 Central City, Corpus Christi, TX, USA",http://www.coastalinfusionstx.com/,+1 855-463-8738,"Open · Closes 10 pm

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPCp-X521Eg7KEmH2Zzaa-7sYH2jrtwdA5tBAvQ=w408-h263-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:48.725Z,,
https://www.google.com/maps/place/Texas+Cardiac+%26+Vascular+Institute+Corpus+Christi/data=!4m7!3m6!1s0x86685f072731c6ab:0xbf7b78c641d611e6!8m2!3d27.7758452!4d-97.3985583!16s%2Fg%2F11px959bwt!19sChIJq8YxJwdfaIYR5hHWQcZ4e78,Texas Cardiac & Vascular Institute Corpus Christi,3.0,6,Medical Center,"1533 5th St A, Corpus Christi, TX 78404, United States","QJG2+8H Central City, Corpus Christi, TX, USA",http://www.texascardiacandvascular.com/,+1 361-266-2233,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fk5Iu8bVhO3p2GSdE44ZBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.29373&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:51.668Z,,
https://www.google.com/maps/place/SurvIVe+Infusion+%26+Wellness/data=!4m7!3m6!1s0x86685ff888447e03:0x612336a647909a27!8m2!3d27.8006362!4d-97.392264!16s%2Fg%2F11j977qm75!19sChIJA35EiPhfaIYRJ5qQR6Y2I2E,SurvIVe Infusion & Wellness,5.0,25,Wellness center,"900 N Shoreline Blvd, Corpus Christi, TX 78401, United States","RJ25+73 Central City, Corpus Christi, TX, USA",https://www.surviveiv.com/,+1 833-248-3747,Open · Closes 6 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DRQjBEUGKTwOE2eW2qrabQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.6455&pitch=0&thumbfov=100,true,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,10 am–2 pm,10 am–2 pm,11 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:58:56.765Z,,
https://www.google.com/maps/place/Regional+WoundCare+%26+Hyperbarics/data=!4m7!3m6!1s0x86685e54ee780fcb:0x122be46596c2151!8m2!3d27.7759098!4d-97.3986062!16s%2Fg%2F11b_2y4wy0!19sChIJyw947lReaIYRUSFsWUa-IgE,Regional WoundCare & Hyperbarics,3.5,17,Medical clinic,"1533 5th St, Corpus Christi, TX 78404, United States","QJG2+9H Central City, Corpus Christi, TX, USA",,+1 361-371-5544,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMZRc6JbB6wj7Xmzp-zVfY4ScAC8U21-9HTEi4I=w720-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:59:01.632Z,,
"https://www.google.com/maps/place/USA+VEIN+CLINIC/@27.719509,-97.3925482,17z/data=!3m1!4b1!4m6!3m5!1s0x8668f554b8b20dcd:0x5794fc9f54ea5120!8m2!3d27.719509!4d-97.3925482!16s%2Fg%2F11v71jx2ml",USA VEIN CLINIC,5.0,3,Medical clinic,"4300 S Padre Island Dr ste 4 1, Corpus Christi, TX 78411, United States","PJ94+RX Central City, Corpus Christi, TX, USA",https://www.usaveinclinics.com/company/locations/texas/office/corpus-christi/?utm_source=gmb&utm_medium=organic&utm_campaign=location,+1 361-602-0033,Temporarily closed,,,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:59:08.540Z,,
https://www.google.com/maps/place/Dr.+Jennifer+Mike-Mayer/data=!4m7!3m6!1s0x86685fece1a9d8f5:0x8cbc1cad4adda208!8m2!3d27.7756996!4d-97.4018577!16s%2Fg%2F11wbgqt1nd!19sChIJ9dip4exfaIYRCKLdSq0cvIw,Dr. Jennifer Mike-Mayer,5.0,1,Doctor,"1521 S Staples St #510, Corpus Christi, TX 78404, United States","QHGX+77 Central City, Corpus Christi, TX, USA",https://www.vascareclinics.com/jennifer-mike-mayer-md-facs/,+1 361-400-6594,Open · Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPppVO1H7JUjYgEp4T7wIVJU620OzQp1F1FtiGL=w408-h433-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-12-16T21:59:13.317Z,,
