placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Fayette+Property+Management/data=!4m7!3m6!1s0x88425ccdac02a759:0xe433dc872ce5420!8m2!3d38.004714!4d-84.5218353!16s%2Fg%2F11cm3p4w_x!19sChIJWacCrM1cQogRIFTOcsg9Qw4,Fayette Property Management,2.1,46,Property management company,"185 Pasadena Dr UNIT 240, Lexington, KY 40503, United States","2F3H+V7 Lexington, Kentucky, USA",,+1 859-317-5715,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRtMxt0bW5LZnyWGlTBJ7qbv5X5Mi3QUUC6jtQ0jPufsZTRceDA3qXTnG-IT9WVG_gdjmhTzOsJnZ56-TiWcpN23XwfMYUDHhTBeHpjZthirJzFYkcGS4LYUbyfvdzGgl_Z0E=w408-h306-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:21.233Z,,,
https://www.google.com/maps/place/All+Points+Community+Management/data=!4m7!3m6!1s0x88425037ba030949:0xbffeed4e4ad4e7b0!8m2!3d38.0023521!4d-84.4421868!16s%2Fg%2F1wz53d3h!19sChIJSQkDujdQQogRsOfUSk7t_r8,All Points Community Management,3.3,43,Property management company,"141 Prosperous Pl UNIT 21A, Lexington, KY 40509, United States","2H25+W4 Lexington, Kentucky, USA",http://allpointsky.com/,+1 859-263-7681,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPKrV1yNyWrOzhe3cl3MBoudTZmPx3KEDvEJByu=w408-h281-k-no,true,"9 am–12 pm, 1–5 pm",9 am–12 pm,Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:26.180Z,,,
"https://www.google.com/maps/place/Sentry+Management,+Inc./data=!4m7!3m6!1s0x88424fe1f99d40a7:0xd657976ed5b6af0d!8m2!3d38.0213461!4d-84.5542165!16s%2Fg%2F1tdjxp_d!19sChIJp0Cd-eFPQogRDa-21W6XV9Y","Sentry Management, Inc.",4.1,38,Property management company,"1040 Monarch St 3rd Floor, Lexington, KY 40513, United States","2CCW+G8 Lexington, Kentucky, USA",https://www.sentrymgt.com/offices/lexington/,+1 859-263-8757,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqST_Q2jETdDf6no2RRElS7ptdJ3f1A5Aai1-5IW3ZWawXfP9t1L3-vmpLF-zW6Vso_tiPHYZT3xJyEENi6VV24-_lHRTZZBkuk1MEDg2kyHvCCjmFaC3xEB5Mf2LeUDmcoKUkg=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:28.479Z,,,
https://www.google.com/maps/place/Elite+Management+Services/data=!4m7!3m6!1s0x88425d358bc38f3b:0x60524d9047de9e03!8m2!3d38.0187486!4d-84.5514162!16s%2Fg%2F11hz9b88qm!19sChIJO4_DizVdQogRA57eR5BNUmA,Elite Management Services,3.1,13,Property management company,"2333 Alexandria Dr, Lexington, KY 40504, United States","2C9X+FC Lexington, Kentucky, USA",https://emspm.com/lexington-hoa-management/,+1 859-309-8819,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_rpFrTIeRxaN0TWubL3j7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.54802&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:33.469Z,,,
https://www.google.com/maps/place/Top+Shelf+Property+Management/data=!4m7!3m6!1s0x88424f21f967401f:0x9f1d61ec45bf1c61!8m2!3d38.0173914!4d-84.423372!16s%2Fg%2F11khy4vvvk!19sChIJH0Bn-SFPQogRYRy_RexhHZ8,Top Shelf Property Management,4.9,199,Property management company,"1795 Alysheba Way UNIT 7105, Lexington, KY 40509, United States","2H8G+XM Lexington, Kentucky, USA",http://www.topshelfky.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12275811133551274984,+1 859-318-3838,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOX0purFOerRHJjPR7Q_J0LOh0_up3iJFMN3mco=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:38.204Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Alpha+Association+Management/data=!4m7!3m6!1s0x88425d57c2b3e17b:0x5280293e61f4a142!8m2!3d38.0117918!4d-84.5539914!16s%2Fg%2F11kk18qfh1!19sChIJe-GzwlddQogRQqH0YT4pgFI,Alpha Association Management,3.7,6,Property management company,"870 Corporate Dr #402, Lexington, KY 40503, United States","2C6W+PC Lexington, Kentucky, USA",http://www.alphahoa.com/,+1 859-214-0034,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yf0Ep7MVdSraUzAcrZ7QYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.81763&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–12 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:42.678Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Modern+Property+Management+Inc/data=!4m7!3m6!1s0x884245a91fad20b5:0xeec338d438ff3b24!8m2!3d38.0640644!4d-84.4726752!16s%2Fg%2F1263z742h!19sChIJtSCtH6lFQogRJDv_ONQ4w-4,Modern Property Management Inc,4.3,295,Property management company,"1501 N Limestone, Lexington, KY 40505, United States","3G7G+JW Lexington, Kentucky, USA",http://www.mpmlex.com/,+1 859-388-2000,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNIFll766LBRaTPV6BV2NyBIjD5NG3OgqEEaeU=w408-h306-k-no,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:47.312Z,,,
https://www.google.com/maps/place/PURE+Property+Management+of+Kentucky/data=!4m7!3m6!1s0x88425c96d0a5c993:0x98f503e2b0aa3619!8m2!3d38.04425!4d-84.4933746!16s%2Fg%2F11b6t24m__!19sChIJk8ml0JZcQogRGTaqsOID9Zg,PURE Property Management of Kentucky,4.4,1171,Property management company,"250 E Short St #320, Lexington, KY 40507, United States","2GV4+PM Lexington, Kentucky, USA",https://ky.purepm.co/,+1 859-309-9648,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5_eUzpMOk5rCOaa0jfnQl1QKbNuZyS_tFHv5jW5S94Lv8463oxqOw8nY9fjDXPlMZ-bHZPkt01t3HS3Oi24XJvm0tZB1u9DYV6SoyJ-E_hw2G8uCimdPhGLGj2YYI2RLABny4pA=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:51.863Z,,,
"https://www.google.com/maps/place/Baughman+Property+Management,+LLC/data=!4m7!3m6!1s0x884245330158e209:0x3c1743eae7b17d4d!8m2!3d38.0212551!4d-84.467382!16s%2Fg%2F1thk9f8q!19sChIJCeJYATNFQogRTX2x5-pDFzw","Baughman Property Management, LLC",4.8,19,Property management company,"1999 Richmond Rd #200, Lexington, KY 40502, United States","2GCM+G2 Lexington, Kentucky, USA",http://www.baughmanproperties.com/,+1 859-457-1106,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LBJe1IQVD0nwMNGUpyjo5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.49365&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:31:56.779Z,Identifies as women-owned,,
https://www.google.com/maps/place/Real+Property+Management+Bluegrass/data=!4m7!3m6!1s0x88425ccbbba55555:0xf8d49f5cc1bf9d7b!8m2!3d38.0183174!4d-84.4143821!16s%2Fg%2F11fx7x5fv4!19sChIJVVWlu8tcQogRe52_wVyf1Pg,Real Property Management Bluegrass,4.3,34,Property management company,"1908 Bryant Rd UNIT 250, Lexington, KY 40509, United States","2H9P+86 Lexington, Kentucky, USA",https://www.rpmbluegrass.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 859-684-2054,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w0EcUaRa1Z_p3WNJySimgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.59933&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-25T17:32:01.641Z,,,
