placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
https://www.google.com/maps/place/ELEKproTEK+Augusta/data=!4m7!3m6!1s0x690ef1577ec4a2e9:0x646e580cac04e344!8m2!3d33.548291!4d-81.812306!16s%2Fg%2F11rcw9t41y!19sChIJ6aLEflfxDmkRROMErAxYbmQ,ELEKproTEK Augusta,4.8,19,Electrician,,,http://elekprotek.com/,+1 888-586-5554,Open 24 hours,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipOybBu3TOgXr52uW6gNpYSX5mT85tRYCH3cvBWI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:21.255Z,
https://www.google.com/maps/place/Mister+Sparky%C2%AE+of+Augusta/data=!4m7!3m6!1s0x88f9d18214ee9863:0x4789312c5a90872e!8m2!3d33.4511146!4d-82.044566!16s%2Fg%2F11fsn5t4fy!19sChIJY5juFILR-YgRLoeQWiwxiUc,Mister Sparky® of Augusta,4.9,1305,Electrician,"1727 Fairview Ave, Augusta, GA 30904, United States","FX24+C5 Augusta, Georgia, USA",https://www.mistersparky.com/augusta/,+1 706-607-6812,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0RAMYIms3AlebwA_Mkdl5QiL2GhcFwPFLjVvq845YNfn4wGQhzlubbGBw231H7pSlPaj6lUaDL2dbi9pCCcbzrfyjP_FDANF6bvu6BSl2lkDbhpJjh6ntB8kGP9Qukd5HVQ1vMG5xXzRa=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:26.939Z,
https://www.google.com/maps/place/A+W+Electric+LLC/data=!4m7!3m6!1s0x6cb3af088509082b:0xa7e818473f6afd0e!8m2!3d33.4741759!4d-81.995951!16s%2Fg%2F11kj4wkm1l!19sChIJKwgJhQivs2wRDv1qP0cY6Kc,A W Electric LLC,4.9,151,Electrician,"1010 Druid Park Ave, Augusta, GA 30904, United States","F2F3+MJ Augusta, Georgia, USA",https://awelectricllc.com/?utm_campaign=gmb,+1 706-914-2676,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOyENTdq52KwhTHeFUWPd90APQ_O6IAQzbJNqgD=w408-h543-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:31.855Z,
https://www.google.com/maps/place/Watt%27s+the+Problem%3F/data=!4m7!3m6!1s0x88f9cd043610d53d:0x9fe3013451be50b0!8m2!3d33.5007392!4d-82.0049441!16s%2Fg%2F1td9fm2l!19sChIJPdUQNgTN-YgRsFC-UTQB458,Watt's the Problem?,5.0,244,Electrician,"1002 Stewart Ave, Augusta, GA 30904, United States","GX2W+72 Augusta, Georgia, USA",https://www.wattstheproblem.com/,+1 706-220-7376,Closed · Opens 7:30 am Mon,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtrx2L6GjP9s-3dlPfbLorzgm3RXWuwH5tmgmokBRuQbNNyIBsks5VUVZefPZTe23cT-uYFnFbezc3wT80mEHvyM7DfmS4P84i3oqmcj6mvXF3o_56vvupy3ftzK64Qdwkl-B5=w408-h616-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:36.815Z,
https://www.google.com/maps/place/Mr.+Electric+of+Augusta/data=!4m7!3m6!1s0x88f9d1a69d35c39b:0x32c804bfd5a6f284!8m2!3d33.4633741!4d-82.0674627!16s%2Fg%2F11b6hm5vh5!19sChIJm8M1nabR-YgRhPKm1b8EyDI,Mr. Electric of Augusta,4.8,429,Electrician,"1702 N Leg Ct, Augusta, GA 30906, United States","FW7M+82 Augusta, Georgia, USA",https://mrelectric.com/augusta/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 706-250-7495,"Open 24 hours

Confirmed by this business 8 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipNJAmkseL23kMKCMWzvR9yzSf21Qz6m_3lIUE2i=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:41.671Z,
https://www.google.com/maps/place/Hi-Tech+Power+Systems+Inc/data=!4m7!3m6!1s0x88f9c5e175024633:0xfeddcccb202d4c8e!8m2!3d33.3344008!4d-81.9610771!16s%2Fg%2F1td1w986!19sChIJM0YCdeHF-YgRjkwtIMvM3f4,Hi-Tech Power Systems Inc,4.9,11,Electric generator shop,"2479 Doug Barnard Pkwy, Augusta, GA 30906, United States","82MQ+QH Augusta, Georgia, USA",http://www.hitechpowersystems.com/,+1 706-790-8111,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwo-B9Hd6grAENx8jQcnBJsDbN-LQkBZfq-MnpdDaowZWaze0O7K5BXz82vl9bLuZr0nyaXMR3Q-V7kf73SzwXYHXTb-1jxpZPbR2UsYfJmvlrXlLo43NkLaw5HeFqGIxzQ5go_=w408-h307-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:46.474Z,
https://www.google.com/maps/place/Lite+Electric/data=!4m7!3m6!1s0x88f9cdc66ed19065:0x3463b5d4cfe0cc91!8m2!3d33.4511048!4d-82.0471777!16s%2Fg%2F1tjkgndg!19sChIJZZDRbsbN-YgRkczgz9S1YzQ,Lite Electric,4.4,40,Electrician,"3205 Easy St, Augusta, GA 30904, United States","FX23+C4 Augusta, Georgia, USA",http://www.augustaelectricalwork.com/,+1 706-447-2854,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipP2slf6Oyw1jrqYY77u3EnbYoEERArGAT0YM4jK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:51.409Z,
https://www.google.com/maps/place/Duggan%27s+One+Hour+Heating+%26+Air+Conditioning%C2%AE/data=!4m7!3m6!1s0x88f9d1ff6615929d:0xead86176b18fcee8!8m2!3d33.4509902!4d-82.0445634!16s%2Fg%2F1vfp4hd6!19sChIJnZIVZv_R-YgR6M6PsXZh2Oo,Duggan's One Hour Heating & Air Conditioning®,4.9,2500,HVAC contractor,"1729 Fairview Ave, Augusta, GA 30904, United States","FX24+95 Augusta, Georgia, USA",https://www.onehourheatandair.com/augusta/,+1 706-914-1617,"Open 24 hours

Confirmed by this business 6 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRZp61z3WQAm4zI3jQZKB3qE-sXwwuUKoBzI48b3oD6vq18ZDncl6agaNQVJDjO6WMhkTFRLmLt46b8or9ay2XisDY5XSn2jaExtbkCwYNuE8hjesGuqrDPRjkYzoYsKKIftmLCSoTsq_5=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:08:56.286Z,
https://www.google.com/maps/place/Southern+Power+Products/data=!4m7!3m6!1s0x88f9d31224090e97:0x1295676c99e6c86d!8m2!3d33.5163818!4d-82.0706195!16s%2Fg%2F11mky6h_ml!19sChIJlw4JJBLT-YgRbcjmmWxnlRI,Southern Power Products,5.0,3,Electrical equipment supplier,"3401 Washington Rd, Martinez, GA 30907, United States","GW8H+HQ Martinez, Georgia, USA",https://southernpowerproducts.generacdealers.com/,+1 706-394-0440,"Closed · Opens 8 am Mon

Updated by this business 10 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipOHERrHsGoXdKMnmGajIpveJZ790PXKeeSveRe0=w408-h306-k-no,true,Closed,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:01.056Z,
https://www.google.com/maps/place/Atkins+Electric+Company/data=!4m7!3m6!1s0x88f9d45d22fe44d3:0x3da6212b0fbbd50f!8m2!3d33.4932218!4d-82.1518005!16s%2Fg%2F1tt1j1ts!19sChIJ00T-Il3U-YgRD9W7Dyshpj0,Atkins Electric Company,4.4,125,Electrician,"314 Rockdale Rd #9327, Martinez, GA 30907, United States","FRVX+77 Martinez, Georgia, USA",,+1 706-399-2055,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipM8daB_5DCYti971H1_xYPF0ToWvlE7faXTez9l=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:06.255Z,
