placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Precision+Garage+Door+of+Akron/data=!4m7!3m6!1s0x88312bc8b4c3b2db:0x7c1d70571231adea!8m2!3d41.0326447!4d-81.5593461!16s%2Fg%2F1thlnqry!19sChIJ27LDtMgrMYgR6q0xEldwHXw,Precision Garage Door of Akron,4.8,1184,Garage door supplier,"929 W Waterloo Rd, Akron, OH 44314, United States","2CMR+37 Akron, Ohio, USA",https://www.precisiondoorakron.com/,+1 330-238-8415,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_NfaEe0QTnsOIRavdUP2DwxLJ8mbHEhPZoK92=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:07.742Z,,,
https://www.google.com/maps/place/Castle+Garage+Doors/data=!4m7!3m6!1s0x88312ae9d111bf05:0x9d53146c7ae730bb!8m2!3d40.996186!4d-81.486951!16s%2Fg%2F11clwnkkbf!19sChIJBb8R0ekqMYgRuzDnemwUU50,Castle Garage Doors,4.9,727,Garage door supplier,"1008 Killian Rd #4, Akron, OH 44312, United States","XGW7+F6 Akron, Ohio, USA",https://castlegarageohio.com/?utm_campaign=google&utm_medium=organic&utm_source=google_business_profile,+1 330-778-1169,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPU4lqgxFVwLiO9CHRDaz1fjuS6cpMHqVP2xO_a=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:13.908Z,,,
https://www.google.com/maps/place/JK+Door+Solutions/data=!4m7!3m6!1s0x8830d579f4f8f8f7:0x52dac59200691d08!8m2!3d41.0044458!4d-81.5254429!16s%2Fg%2F11csp8h0vs!19sChIJ9_j49HnVMIgRCB1pAJLF2lI,JK Door Solutions,4.9,63,Garage door supplier,"60 W Bellisle Dr, Akron, OH 44319, United States","2F3F+QR Akron, Ohio, USA",http://jkdoorsolutions.com/,+1 330-606-5485,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipN774K5rRvTKCrYbH0FZeRotr-jUJYbp23xw2M2=w408-h306-k-no,true,8 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:18.945Z,,,
https://www.google.com/maps/place/Ricks+Garage+Door+Service/data=!4m7!3m6!1s0x45ee928853623517:0x1082d47bfd41073c!8m2!3d40.9973742!4d-81.5622279!16s%2Fg%2F11whq375kj!19sChIJFzViU4iS7kURPAdB_XvUghA,Ricks Garage Door Service,5.0,11,Garage door supplier,"3955 Cox Rd, Barberton, OH 44203, United States","XCWQ+W4 Barberton, Ohio, USA",http://ricksgaragedoorservice.net/,+1 330-338-6778,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMUcP94hYOR1SUMX-HMVGBlHwOc0kO3IM4uTBLz=w438-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:24.119Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Akron+Canton+Garage+Doors/data=!4m7!3m6!1s0x88312b1e35aae733:0xe9d00fa7a6990ce8!8m2!3d40.969362!4d-81.4570348!16s%2Fg%2F11tg770df0!19sChIJM-eqNR4rMYgR6AyZpqcP0Ok,Akron Canton Garage Doors,5.0,84,Garage door supplier,"1795 Sawgrass Dr, Uniontown, OH 44685, United States","XG9V+P5 Uniontown, Ohio, USA",https://www.akroncantongaragedoors.com/,+1 330-310-3131,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGHmcBv_4EVA-DI6lYl48gnVZCip1VSDxEz99VQy8EC78Z89fgjcb8KR8RfDOWlkyhbM5b-MPi-TjVsL3D5EyNvljW2iTyNGgIw_Tu7633M57weDELzt0sEhaQ8l1k8Z9PW9vS=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,12 pm–5 am,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:29.155Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/24+Hour+Door/data=!4m7!3m6!1s0x88312c0279b3ffff:0x8756c00bc153e743!8m2!3d41.0413666!4d-81.4202269!16s%2Fg%2F11hy9pdglq!19sChIJ__-zeQIsMYgRQ-dTwQvAVoc,24 Hour Door,4.9,16,Garage door supplier,"415 Columbine Ave, Akron, OH 44312, United States","2HRH+GW Akron, Ohio, USA",,+1 330-592-7915,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMQbovZniNujo9DN0mz4habyPuicbDXDgVnp6V1=w408-h278-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:34.184Z,,,
https://www.google.com/maps/place/Orbit+Garage+Door+Repairs+Akron/data=!4m7!3m6!1s0x8830d729d9d92b29:0xfedb5488ffe9c83e!8m2!3d41.1136991!4d-81.5761373!16s%2Fg%2F11w92kp8zr!19sChIJKSvZ2SnXMIgRPsjp_4hU2_4,Orbit Garage Door Repairs Akron,4.8,44,Garage door supplier,"1915 W Market St, Akron, OH 44313, United States","4C7F+FG Akron, Ohio, USA",http://garagedoorrepairsakron.com/,+1 330-403-1033,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtNIjTGkBTzhfERehQu4VlH5GbGyHowaXfTFgqCKOHxCkpgUfVI8iiE7iNVL7llBlGdSyN1vMfLuZlOWbVT0Gr-bEcR5qObCoXn_ZDvj8UWn35GfzXTvTh-O-mvX43yT0o6CLw5OZ7HmMR=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:39.110Z,,,
https://www.google.com/maps/place/Above+%26+Beyond+Door+Systems/data=!4m7!3m6!1s0x8830d7263184123b:0xe85188a270c3d8dd!8m2!3d41.0793252!4d-81.5206584!16s%2Fg%2F11h6s0k9p7!19sChIJOxKEMSbXMIgR3djDcKKIUeg,Above & Beyond Door Systems,4.9,170,Garage door supplier,"222 S Main St Ste. 4091, Akron, OH 44308, United States","3FHH+PP Akron, Ohio, USA",https://aboveandbeyonddoorsystems.com/,+1 330-867-2829,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNjFHC55_z9RYZsgDp96tNgGB9XoVoimLo6wFT2=w474-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:44.188Z,,,
https://www.google.com/maps/place/Correct+Garage+Doors/data=!4m7!3m6!1s0x8830d502f82c12a1:0x754fd5377e903a97!8m2!3d40.9928465!4d-81.5875339!16s%2Fg%2F11gfj4vgjg!19sChIJoRIs-ALVMIgRlzqQfjfVT3U,Correct Garage Doors,5.0,23,Garage door supplier,,,http://www.correctgaragedoors.com/,+1 330-628-0071,,https://lh3.googleusercontent.com/p/AF1QipN9CAiYjELEX6eDcAGDsTIB5hwrzaA15Gtyhn3E=w427-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:47.119Z,,,
https://www.google.com/maps/place/Dave+Garage+Doo%27r+Repair-+Garage+Spring+%26+Opener+Service/data=!4m7!3m6!1s0x883129034dbaaaa5:0xaffec340796b1db6!8m2!3d41.0462538!4d-81.5543277!16s%2Fg%2F11lg7_xsmh!19sChIJpaq6TQMpMYgRth1reUDD_q8,Dave Garage Doo'r Repair- Garage Spring & Opener Service,4.0,4,Contractor,"224912 10th St SW, Akron, OH 44314, United States","2CWW+G7 Akron, Ohio, USA",,+1 216-616-4712,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DWWv9ae4M6v7lglcX7Y49A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.04773&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-11-07T22:44:52.728Z,,,
