placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Strittmatter+Air+Conditioning,+Heating+%26+Plumbing/data=!4m7!3m6!1s0x864c2d3d1323d169:0x361d8493dfee00a5!8m2!3d33.0333498!4d-97.0577598!16s%2Fg%2F11fn1sd29v!19sChIJadEjEz0tTIYRpQDu35OEHTY","Strittmatter Air Conditioning, Heating & Plumbing",4.9,811,Heating contractor,"3535 Firewheel Dr Suite D-121, Flower Mound, TX 75028, United States","2WMR+8V Flower Mound, Texas, USA",https://strittmatters.com/plumbing-services-in-flower-mound-tx/?utm_source=gbp&utm_medium=organic,+1 469-933-1465,,https://lh3.googleusercontent.com/p/AF1QipN-gRJQr9lvVmvO-hk-sREPr6_Di_jsVZ4sq5FD=w426-h240-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:01.162Z,,,,,,,,,,
https://www.google.com/maps/place/Pro+Plumbers+Flower+Mound/data=!4m7!3m6!1s0x864c2defe5d41af3:0xf748f969f01c9c7e!8m2!3d33.0359469!4d-97.0651242!16s%2Fg%2F11w99fxwjh!19sChIJ8xrU5e8tTIYRfpwc8Gn5SPc,Pro Plumbers Flower Mound,4.9,19,Plumber,"3700 River Walk Dr, Flower Mound, TX 75028, United States","2WPM+9X Flower Mound, Texas, USA",http://proplumbersflowermound.com/,+1 972-373-3602,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AVk9Yz9UU0ziJSWCceX6qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.032501&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:07.498Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Live+Oak+Plumbing+Company/data=!4m7!3m6!1s0xf90eb9f9cb55cdd:0xb2fc9789e04a2ba9!8m2!3d32.9984788!4d-97.0631663!16s%2Fg%2F11rr2vghnk!19sChIJ3Vy1nJ_rkA8RqStK4ImX_LI,Live Oak Plumbing Company,5.0,274,Plumber,"2201 Spinks Rd Suite 312, Flower Mound, TX 75022, United States","XWXP+9P Flower Mound, Texas, USA",http://liveoakplumbingcompany.com/,+1 469-447-8247,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipNoeAwt-2QjgNKFjPftU8DHIeML_oDVh_9PXuNe=w408-h408-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:12.464Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,,,
https://www.google.com/maps/place/D+R+Plumbing/data=!4m7!3m6!1s0x864c2d24d30f799d:0x5708c79db0b9c04c!8m2!3d33.0333097!4d-97.057787!16s%2Fg%2F11h3nn50x_!19sChIJnXkP0yQtTIYRTMC5sJ3HCFc,D R Plumbing,4.8,161,Plumber,"3535 Firewheel Dr, Flower Mound, TX 75028, United States","2WMR+8V Flower Mound, Texas, USA",http://www.dr-plumbing.com/,+1 972-829-5137,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrv3u5cgRkQhs8Py9uEDrBdC6DVLFwz0WsjHzAVBlgtWJARWwsqpEqIFvNz_tF5IRnEz86_jvIFCAoPccfixeO1y_X54WRWuTeaJfwDyQg0cBOn5iWmIL69xDGoS7p6rpoQNd3=w408-h307-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:17.485Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Triple+A+Heating,+Plumbing+%26+AC+Repair/data=!4m7!3m6!1s0x864c2dd6d7043675:0x68610a6002c0384c!8m2!3d33.0215732!4d-97.0694189!16s%2Fg%2F11fjzbqc4v!19sChIJdTYE19YtTIYRTDjAAmAKYWg","Triple A Heating, Plumbing & AC Repair",5.0,483,Air conditioning repair service,"2624 Long Prairie Rd Suite 112, Flower Mound, TX 75022, United States","2WCJ+J6 Flower Mound, Texas, USA",https://dfwairconditioning.com/flower-mound-air-conditioning-services/?utm_source=google&utm_medium=organic&utm_campaign=gbp_flower_mound,+1 972-884-4582,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPCHseXdfx04fiu2mf8NXzJCTcHT3os93q6vzI=w408-h612-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:22.461Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,
"https://www.google.com/maps/place/CW+Service+Pros+Plumbing,+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x864c2d85d7ff5571:0xdddedd5909fedeae!8m2!3d33.0395622!4d-97.0507265!16s%2Fg%2F11vbbrty9m!19sChIJcVX_14UtTIYRrt7-CVnd3t0","CW Service Pros Plumbing, Heating & Air Conditioning",4.9,482,Air conditioning repair service,"400 Parker Square Rd Suite 270B, Flower Mound, TX 75028, United States","2WQX+RP Flower Mound, Texas, USA",https://www.cwservicepros.com/hvac/flower-mound-ac-repair/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_id=GBP-FM,+1 469-312-8988,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNVKr21h6nPBqfHW8OOT_MZU8fgdgIjsNkaxYa5=w408-h259-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:27.714Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/RHD+Primary+Plumbing+LLC/data=!4m7!3m6!1s0x864c2d93b44e9719:0xf7ecc9dc48c7f56a!8m2!3d33.046454!4d-97.0321956!16s%2Fg%2F1v_ncxqd!19sChIJGZdOtJMtTIYRavXHSNzJ7Pc,RHD Primary Plumbing LLC,4.9,177,Plumber,"1501 Glencairn Ln, Lewisville, TX 75067, United States","2XW9+H4 Lewisville, Texas, USA",http://www.rhdprimaryplumbing.com/,+1 214-714-1041,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwc107B_ohUY4IvlPCsmcmildNFmb3SD_eArJotXo8anUAjwqs0wXwjwwe4rbH4WWSqeKnpZIdEdjZP5URxvQFtci45CGqFlZklEJMP75geQLYWV7jpPf6YVX0-nM9ctSnS3dU=w408-h306-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:32.763Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Honest+Home+Services/data=!4m7!3m6!1s0x864c2db864a3963b:0x39385d3487a8df12!8m2!3d33.0458314!4d-97.0605578!16s%2Fg%2F11j5cdcgmc!19sChIJO5ajZLgtTIYREt-ohzRdODk,Honest Home Services,5.0,538,HVAC contractor,"2001 Timber Creek Rd STE 112, Flower Mound, TX 75028, United States","2WWQ+8Q Flower Mound, Texas, USA",https://honestairservicestx.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Flower-Mound-TX,+1 469-933-2092,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOIjlnhlIS2-YG2Y1TmgE7jOZEgFpmvyQn4Us5z=w408-h544-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:37.738Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,,,
https://www.google.com/maps/place/United+Plumbing+of+Flower+Mound/data=!4m7!3m6!1s0x864c2d033a11f477:0x3415e45a21d91c0c!8m2!3d33.0374655!4d-97.0417577!16s%2Fg%2F11rxm1rv2m!19sChIJd_QROgMtTIYRDBzZIVrkFTQ,United Plumbing of Flower Mound,,,Plumber,"1510 Wood Creek Dr, Flower Mound, TX 75028, United States","2XP5+X7 Flower Mound, Texas, USA",http://unitedplumbing8.godaddysites.com/,+1 972-567-4600,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V1i8leintDazPzgQwcki5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.06473&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:42.612Z,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,,,
https://www.google.com/maps/place/billyGO+Air+Conditioning+%26+Plumbing/data=!4m7!3m6!1s0x864dd832bf93e919:0x61142f2b63bd82c!8m2!3d33.0377298!4d-97.0707267!16s%2Fg%2F12619fh0v!19sChIJGemTvzLYTYYRLNg7tvJCEQY,billyGO Air Conditioning & Plumbing,4.9,518,Plumber,"3861 Long Prairie Rd Suite 202, Flower Mound, TX 75028, United States","2WQH+3P Flower Mound, Texas, USA",https://www.billygo.com/service-area/grapevine-tx/,+1 817-221-0914,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMp-Uow0hNr3FnJw6_wZSg9rsCmZ8gGa5pqVUPt=w427-h240-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-11-11T03:12:47.657Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
