placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp
https://www.google.com/maps/place/High+Impact+CPA/data=!4m7!3m6!1s0x8752f597fa84a969:0xc2040c251c99b109!8m2!3d40.7451613!4d-111.923937!16s%2Fg%2F11fsynbrf_!19sChIJaamE-pf1UocRCbGZHCUMBMI,High Impact CPA,5.0,21,Certified public accountant,"1154 Fremont Ave W, Salt Lake City, UT 84104, United States","P3WG+3C Salt Lake City, Utah, USA",http://www.highimpactcpa.org/,+1 435-669-0718,"Closed ⋅ Opens 9 am Mon

Updated by this business 4 weeks ago",Identifies as veteran-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=66f2qEvKrJ13AM37jhCvIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.38705&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:22.753Z
https://www.google.com/maps/place/Entrepreneur+Advisors/data=!4m7!3m6!1s0x8752637e6cd6c499:0x92e53035f8f70a61!8m2!3d40.7635228!4d-111.8906274!16s%2Fg%2F11gy398p0t!19sChIJmcTWbH5jUocRYQr3-DUw5ZI,Entrepreneur Advisors,4.6,33,Certified public accountant,"299 S Main St #1300, Salt Lake City, UT 84111, United States","Q475+CP Salt Lake City, Utah, USA",http://entrepreneuradvisors.com/,+1 385-410-4073,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jY-uPLzJTtpsxI38SBBmpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.283&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:28.959Z
https://www.google.com/maps/place/Paramount+Tax+%26+Accounting+Capitol+Hill/data=!4m7!3m6!1s0x875261c82e47989b:0xc05893e77d0e6d22!8m2!3d40.764332!4d-111.8971226!16s%2Fg%2F11b6pp6bdt!19sChIJm5hHLshhUocRIm0OfeeTWMA,Paramount Tax & Accounting Capitol Hill,5.0,17,Tax preparation,"224 S 200 W UNIT 220, Salt Lake City, UT 84101, United States","Q473+P5 Salt Lake City, Utah, USA",https://paramount.tax/salt-lake-city,+1 801-661-9433,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TrpRNpLLlNMph_yOi--K5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.83624&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:33.913Z
"https://www.google.com/maps/place/Jim+Budge,+CPA/data=!4m7!3m6!1s0x8752f5af0477ee5d:0xff6bd32dd454e7ed!8m2!3d40.7724798!4d-111.9027619!16s%2Fg%2F11cmj2r5lf!19sChIJXe53BK_1UocR7edU1C3Ta_8","Jim Budge, CPA",5.0,1,Certified public accountant,"155 400 W, Salt Lake City, UT 84103, United States","Q3CW+XV Salt Lake City, Utah, USA",http://www.wsrp.com/team/jim-budge-2/,+1 801-931-3850,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN91wrnYT9KSlFMlfxhzUhaloEN_IO249gCqPE=w408-h297-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:39.252Z
https://www.google.com/maps/place/Armanino+-+Salt+Lake+City/data=!4m7!3m6!1s0x8752f50f6af99dc1:0xe30ec3c5261b664d!8m2!3d40.7655421!4d-111.8916461!16s%2Fg%2F1tlndy4j!19sChIJwZ35ag_1UocRTWYbJsXDDuM,Armanino - Salt Lake City,5.0,1,Accounting firm,"170 S Main St Suite 800, Salt Lake City, UT 84101, United States","Q485+68 Salt Lake City, Utah, USA",https://www.armanino.com/,+1 801-433-2140,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZqHOdKpZ1pLkzxLQ5iWpJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.80948&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:44.047Z
https://www.google.com/maps/place/WSRP/data=!4m7!3m6!1s0x8752f5050655a8db:0xe6f57462151caee0!8m2!3d40.7720855!4d-111.9030773!16s%2Fg%2F1xcbq2vs!19sChIJ26hVBgX1UocR4K4cFWJ09eY,WSRP,3.3,12,Accounting,"155 N 400 W STE 400, Salt Lake City, UT 84103, United States","Q3CW+RQ Salt Lake City, Utah, USA",https://wsrp.com/,+1 801-328-2011,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOpPOXyiwP7v7oDietingYxYKD4v6LqExeRj3Yh=w408-h302-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:49.310Z
https://www.google.com/maps/place/Clark+%26+Clark+PC/data=!4m7!3m6!1s0x8752f53e6086367d:0x7dd532815c0607e7!8m2!3d40.7631946!4d-111.8930558!16s%2Fg%2F1tc_lmjv!19sChIJfTaGYD71UocR5wcGXIEy1X0,Clark & Clark PC,4.8,18,Accounting firm,"50 W Broadway #300, Salt Lake City, UT 84101, United States","Q474+7Q Salt Lake City, Utah, USA",https://www.clarkandclarkcpa.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-Listing,+1 801-521-4538,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM2Gp1l2Sy7iq7H-M9sWpaGGH5KouP4zcp6dCLs=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:54.121Z
https://www.google.com/maps/place/Price+Waterhouse+Coopers/data=!4m7!3m6!1s0x8752f50fa5c8bda9:0xe155c71d2fe7461d!8m2!3d40.7645207!4d-111.8904762!16s%2Fg%2F1tj80g57!19sChIJqb3IpQ_1UocRHUbnLx3HVeE,Price Waterhouse Coopers,4.5,6,Certified public accountant,"201 S Main St # 900, Salt Lake City, UT 84111, United States","Q475+RR Salt Lake City, Utah, USA",http://www.pwc.com/,+1 801-531-9666,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7iUc3b3ZLrdyyhOKYDaMQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.383705&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:50:59.129Z
https://www.google.com/maps/place/Block+Advisors/data=!4m7!3m6!1s0x8752f53ebbe9e0fd:0x328352d03dd8477d!8m2!3d40.7616341!4d-111.8733471!16s%2Fg%2F1tkb5lbt!19sChIJ_eDpuz71UocRfUfYPdBSgzI,Block Advisors,4.7,69,Tax preparation service,"613 E 400 S Ste D-2, Salt Lake City, UT 84102, United States","Q46G+MM Salt Lake City, Utah, USA",https://www.blockadvisors.com/tax-office-near-me/utah/salt-lake-city/43778/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 801-355-4649,Closed ⋅ Opens 10 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMHpCIcL1dNVgHpEbKNzD2Uk9C5bTfDDnU-5oiq=w408-h272-k-no,true,Closed,Closed,10 am–4 pm,Closed,10 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:04.103Z
https://www.google.com/maps/place/CLA+%28CliftonLarsonAllen%29/data=!4m7!3m6!1s0x875289d55c2ab015:0xd78622dd91724ecd!8m2!3d40.7678049!4d-111.8878718!16s%2Fg%2F11b8ym5plt!19sChIJFbAqXNWJUocRzU5ykd0ihtc,CLA (CliftonLarsonAllen),4.3,6,Accounting firm,"95 S State St Suite 1150, Salt Lake City, UT 84111, United States","Q496+4V Salt Lake City, Utah, USA",https://www.claconnect.com/locations/utah/offices/salt-lake-city,+1 801-364-4949,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2l2Q_Ck5NIO2mROI5YF4cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.84943&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:08.959Z
https://www.google.com/maps/place/Eide+Bailly/data=!4m7!3m6!1s0x8752627f2dad4be9:0xf6a0e549a0496f9!8m2!3d40.7703512!4d-111.9003156!16s%2Fg%2F1ptx91pwt!19sChIJ6UutLX9iUocR-ZYEmlQOag8,Eide Bailly,3.8,6,Accounting firm,"55 N 300 W #600, Salt Lake City, UT 84180, United States","Q3CX+4V Salt Lake City, Utah, USA",https://www.eidebailly.com/locations/salt-lake-city,+1 801-532-2200,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN-qjnCqk6iJJMOrkAW-ewwQBZ3190KRKrXzuOc=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:14.085Z
https://www.google.com/maps/place/Haynie+%26+Company/data=!4m7!3m6!1s0x87528994f27c7075:0x5f6cb45714c416e!8m2!3d40.7205286!4d-111.9405569!16s%2Fg%2F1jkw22gff!19sChIJdXB88pSJUocRbkFMcUXL9gU,Haynie & Company,4.7,120,Certified public accountant,"1785 2320 S, Salt Lake City, UT 84119, United States","P3C5+6Q Salt Lake City, Utah, USA",https://www.hayniecpas.com/salt-lake-city-ut-corporate/?utm_source=GBPlisting&utm_medium=organic,+1 801-972-4800,"Closed ⋅ Opens 8 am Mon

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipN4IY7lMR_6faWXB4gyfH80xS5gtWBF6ZqFr9Gd=w408-h612-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:19.235Z
https://www.google.com/maps/place/Craig+Stayner+%26+Co/data=!4m7!3m6!1s0x8752f56eb8c540c1:0xe775bb2da39de4fb!8m2!3d40.7622912!4d-111.8735839!16s%2Fg%2F1tghdmc_!19sChIJwUDFuG71UocR--Sdoy27dec,Craig Stayner & Co,4.9,20,Accountant,"321 S 600 E, Salt Lake City, UT 84102, United States","Q46G+WH Salt Lake City, Utah, USA",,+1 801-359-7295,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wjT-D7rJITA4uZ2GXilqkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.303894&pitch=0&thumbfov=100,true,Closed,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:24.235Z
https://www.google.com/maps/place/Wilkinson+Cooley+%26+Co/data=!4m7!3m6!1s0x8752f5103f65976b:0x7a39bfeab5e7f0a4!8m2!3d40.760327!4d-111.8804681!16s%2Fg%2F1ts3g2mw!19sChIJa5dlPxD1UocRpPDnteq_OXo,Wilkinson Cooley & Co,5.0,5,Certified public accountant,"376 E 400 S #308, Salt Lake City, UT 84111, United States","Q469+4R Salt Lake City, Utah, USA",http://www.wilkinsoncooley.com/,+1 801-595-0257,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OaSCrIsEkiHQLj6bSnqnUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.91095&pitch=0&thumbfov=100,false,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:29.501Z
https://www.google.com/maps/place/KPMG/data=!4m7!3m6!1s0x8752f50893cdbd8b:0x44e03e19e6782d94!8m2!3d40.7690857!4d-111.8916381!16s%2Fg%2F1vvyykn0!19sChIJi73Nkwj1UocRlC145hk-4EQ,KPMG,5.0,1,Tax consultant,"15 S Temple # 1500, Salt Lake City, UT 84101, United States","Q495+J8 Salt Lake City, Utah, USA",http://www.kpmg.com/,+1 801-333-8000,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xY4dUMw_jZdCjy458l7rrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.06595&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:32.332Z
"https://www.google.com/maps/place/Squire+%26+Company,+PC/data=!4m7!3m6!1s0x8752f50950a89f8f:0xfb7138bfb75b2d3e!8m2!3d40.7644441!4d-111.8873204!16s%2Fg%2F1t_kg_xp!19sChIJj5-oUAn1UocRPi1bt784cfs","Squire & Company, PC",4.9,10,Tax consultant,"215 State St #1100, Salt Lake City, UT 84111, United States","Q477+Q3 Salt Lake City, Utah, USA",https://www.squire.com/,+1 801-533-0409,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNa_HEozZ50Tija0VjfFdwpWLjZl5T2fUk7L84v=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:37.268Z
https://www.google.com/maps/place/Scofield+Tax+Services/data=!4m7!3m6!1s0x875288541fd05bc1:0xb1f73742bd140d69!8m2!3d40.733758!4d-111.8771331!16s%2Fg%2F1tc_lmh6!19sChIJwVvQH1SIUocRaQ0UvUI397E,Scofield Tax Services,4.1,36,Tax preparation service,"1698 500 E, Salt Lake City, UT 84105, United States","P4MF+G4 Salt Lake City, Utah, USA",http://scofieldtax.com/locations/salt-lake-city/,+1 801-483-1040,Closed ⋅ Opens 11:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_tvScf7eWNjOBB3TWeamHKCEgcfzLMNWs-fD52q31GBsEMmC0P0CKve6fFrlm3R_s9zdZHdHqkm1oMkqywHtzjQ14-SbE-H3oLXr-QOdZnYP1mnu9DKIsD6zsE8f77ejpuZaYwA=w408-h272-k-no,true,Closed,11:30 am–5 pm,11 am–5 pm,11:30 am–5 pm,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:42.280Z
https://www.google.com/maps/place/Karren+Hendrix+Stagg+Allen-Co/data=!4m7!3m6!1s0x8752f511e6e92fad:0x9a756fe2b5a9498a!8m2!3d40.7631476!4d-111.8876053!16s%2Fg%2F1w15zy2j!19sChIJrS_p5hH1UocRikmpteJvdZo,Karren Hendrix Stagg Allen-Co,4.3,6,Tax preparation service,"111 E Broadway # 250, Salt Lake City, UT 84111, United States","Q476+7X Salt Lake City, Utah, USA",https://www.khsa.biz/,+1 801-521-7620,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNkMUrlVNYxB30grJDN4MFIE-VWEudn9fCUeP6R=w792-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:47.112Z
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x8752f53eb9ae985f:0x60b17d0826795b69!8m2!3d40.7652102!4d-111.8925003!16s%2Fg%2F11ckkwl3p5!19sChIJX5iuuT71UocRaVt5Jgh9sWA,H&R Block,4.2,242,Tax preparation service,"38 W 200 S, Salt Lake City, UT 84101, United States","Q484+3X Salt Lake City, Utah, USA",https://www.hrblock.com/tax-office-near-me/utah/salt-lake-city/43777/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 801-355-4643,,,https://lh3.googleusercontent.com/p/AF1QipP4ZaNnt-BTMiC9to3dj6IrUgcua0S5N3Xr_W-c=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:50.046Z
https://www.google.com/maps/place/Taxes+and+Accounting+Solutions+-+US/data=!4m7!3m6!1s0x8752f56cde74b959:0xb0e20c73c14a9a88!8m2!3d40.7623517!4d-111.8793132!16s%2Fg%2F11fxvv4rdk!19sChIJWbl03mz1UocRiJpKwXMM4rA,Taxes and Accounting Solutions - US,5.0,4,Tax preparation service,"406 E 300 S Suite 201, Salt Lake City, UT 84111, United States","Q46C+W7 Salt Lake City, Utah, USA",,+1 801-759-0138,,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipOmUjBX4dAQBuTOV_NMlOst2Bui9aa2EsD6vZ_-=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-19T16:51:53.150Z
