placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/NOLA+Doc+-+House+Calls/data=!4m7!3m6!1s0x8620a611ac356619:0x10814161ec62ecf2!8m2!3d29.9612315!4d-90.0631741!16s%2Fg%2F11bv3v48km!19sChIJGWY1rBGmIIYR8uxi7GFBgRA,NOLA Doc - House Calls,4.8,21,Emergency care physician,"1000 Bourbon St, New Orleans, LA 70116, United States","XW6P+FP New Orleans, Louisiana, USA",https://noladoc.com/,+1 504-383-3828,,https://lh3.googleusercontent.com/p/AF1QipNuMSOUCJEXlRbgcF41TmiBop7_lkGIqT_bMcst=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:16.154Z,,,,,,,,,,,
"https://www.google.com/maps/place/Preferred+Caregivers+%26+Sitters,+LLC/data=!4m7!3m6!1s0x8620a5d7ee7b64b3:0xbcf420583e354a8!8m2!3d29.938508!4d-90.0756168!16s%2Fg%2F126324zkt!19sChIJs2R77telIIYRqFTjgwVCzws","Preferred Caregivers & Sitters, LLC",2.3,3,Home health care service,"Courtyard, 1522 St Charles Ave Entrance, New Orleans, LA 70130, United States","WWQF+CQ New Orleans, Louisiana, USA",https://ldh.la.gov/index.cfm/directory/detail/5509,+1 504-586-0321,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nE3uckYTPHvT6Aw64fHgGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.552605&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:23.293Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,,,,
"https://www.google.com/maps/place/Advance+Home+Care+Services,+Inc./data=!4m7!3m6!1s0x8620a5f0d3d73aef:0x77a8e6bb66b91387!8m2!3d29.9679181!4d-90.0859013!16s%2Fg%2F1tdxqtxt!19sChIJ7zrX0_ClIIYRhxO5ZrvmqHc","Advance Home Care Services, Inc.",3.4,7,Home health care service,"317 N Broad St, New Orleans, LA 70119, United States","XW97+5J New Orleans, Louisiana, USA",https://ldh.la.gov/index.cfm/directory/detail/5354,+1 504-822-4438,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FbJJFngwlit4cqFRoPpnmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.80768&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:28.888Z,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/JMS+CARING+SERVICES+LLC/data=!4m7!3m6!1s0x8620a5e73a400001:0xc5e9e8c74b43b538!8m2!3d29.9528024!4d-90.0800111!16s%2Fg%2F11fk0bg2l6!19sChIJAQBAOuelIIYROLVDS8fo6cU,JMS CARING SERVICES LLC,2.3,3,Home health care service,"1615 Poydras St, New Orleans, LA 70112, United States","XW39+4X New Orleans, Louisiana, USA",http://www.jmscaringservice.com/contact,+1 504-648-6786,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T7uDhMQwTlW4_EqyaeBs1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.62994&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:33.843Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,,
https://www.google.com/maps/place/About+You+In+Home+Senior+Care/data=!4m7!3m6!1s0x8620a500dd4c2365:0x297d500b89a5c5ed!8m2!3d29.9528024!4d-90.0800111!16s%2Fg%2F11ghkbqvbj!19sChIJZSNM3QClIIYR7cWliQtQfSk,About You In Home Senior Care,,,Home health care service,"1615 Poydras St Suite 900-147, New Orleans, LA 70112, United States","XW39+4X New Orleans, Louisiana, USA",https://aboutyouinhomeseniorcareno.com/,+1 504-754-0021,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNK5q2CqMrpsCC70umFHJxpTJ-VI1LNMswoNcQn=w458-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:39.100Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Touro+Home+Health/data=!4m7!3m6!1s0x8620a43541f02867:0x372885a8bd28dca1!8m2!3d29.9256409!4d-90.0922539!16s%2Fg%2F1tx47dj8!19sChIJZyjwQTWkIIYRodwovaiFKDc,Touro Home Health,,,Home health care service,"1401 Foucher St, New Orleans, LA 70115, United States","WWG5+73 New Orleans, Louisiana, USA",https://www.lcmchealth.org/touro/our-services/home-health/,+1 504-897-8576,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0evzeDCuX2nqTue0-yZ0BA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.50714&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:44.114Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Gulf+South+Home+Care+Services/data=!4m7!3m6!1s0x8620a5d15652b7d9:0xe6bea0574ac39891!8m2!3d29.9337204!4d-90.0798423!16s%2Fg%2F1tf8tg49!19sChIJ2bdSVtGlIIYRkZjDSlegvuY,Gulf South Home Care Services,,,Home health care service,"1539 Jackson Ave # 405, New Orleans, LA 70130, United States","WWMC+F3 New Orleans, Louisiana, USA",,+1 504-525-2643,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7WMGUk8AQPazBgKRuEX-Tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.11598&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:46.897Z,,,,,,,,,,,
https://www.google.com/maps/place/Ageless+Healthcare/data=!4m7!3m6!1s0x8620a54231287169:0xf641ce52ee368ac7!8m2!3d29.9640253!4d-90.0844503!16s%2Fg%2F11sszc8fkp!19sChIJaXEoMUKlIIYRx4o27lLOQfY,Ageless Healthcare,4.7,12,Home health care service,"2475 Canal St Suite 103, New Orleans, LA 70119, United States","XW78+J6 New Orleans, Louisiana, USA",http://myagelesshealthcare.com/,+1 504-234-7777,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtVGXqCpAv0NXfuuFkv-gmon57ipaQ2AmQAnnZcMeLU7U7ZlFCll-lhioQqRrjdtziEBDaY8r-8lQSAMR_eCqc3VLcNWXPGnEJbOwHhV3mqTYvt1adkm5j5dwc75X7ip30wnlDJA=w408-h725-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:51.987Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,,,,
"https://www.google.com/maps/place/YOUR+LOVED+OENS+HOME+HEALTHCARE+SERVICES+LLC,/data=!4m7!3m6!1s0x8620a5094a71b0a9:0x2679d4c13ec06182!8m2!3d29.9527992!4d-90.0800059!16s%2Fg%2F11p74c4_d2!19sChIJqbBxSgmlIIYRgmHAPsHUeSY","YOUR LOVED OENS HOME HEALTHCARE SERVICES LLC,",5.0,1,Home health care service,"1615 Poydras St suite, 900, New Orleans, LA 70112, United States","XW39+4X New Orleans, Louisiana, USA",,+1 504-578-2060,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T7uDhMQwTlW4_EqyaeBs1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.25995&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:26:57.078Z,8 am–4 pm,8 am–4 pm,8 am–3 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Amazing+Care+Services/data=!4m7!3m6!1s0x8620a58dcf15c47f:0x840327d8820cf7b7!8m2!3d29.9646991!4d-90.0975434!16s%2Fg%2F1tfd2rvz!19sChIJf8QVz42lIIYRt_cMgtgnA4Q,Amazing Care Services,2.6,5,Home health care service,"3308 Tulane Ave # 412, New Orleans, LA 70119, United States","XW72+VX New Orleans, Louisiana, USA",,+1 504-822-8361,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V8U2YGT5OvGCl6-8q11roQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.54236&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-09-10T18:27:02.238Z,7 am–12 am,Open 24 hours,7 am–12 am,12–7 am,Closed,7 am–12 am,Open 24 hours,,,,
