placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/AleraCare+Infusion+Center+-+Santa+Fe/data=!4m7!3m6!1s0x87185129a69429f5:0x63baf3932541d97f!8m2!3d35.6587163!4d-105.940393!16s%2Fg%2F11y1mpq55p!19sChIJ9SmUpilRGIcRf9lBJZPzumM,AleraCare Infusion Center - Santa Fe,4.7,6,Medical clinic,"1800 Old Pecos Trail e, Santa Fe, NM 87505, United States","M355+FR Santa Fe, New Mexico, USA",https://www.aleracare.com/location/santa-fe-infusion-center/,+1 888-209-8874,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPM97HdNyNl5LMKqUAOdGTv9AYSx1F7crk7c0G2=w408-h544-k-no,true,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:38:56.104Z,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x8718518c8ce21dfd:0x68f735cc4e951dd0!8m2!3d35.6573931!4d-105.9536987!16s%2Fg%2F11lxytt7ql!19sChIJ_R3ijIxRGIcR0B2VTsw192g,Metro Infusion Center,,,Medical office,"2044 Galisteo St STE 2, Santa Fe, NM 87505, United States","M24W+XG Santa Fe, New Mexico, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOp50oZnBhtxpMXs-A3-K_R-sRFgv9Q9a1XR7LI=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:01.650Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x8718519b94911b27:0xba101913c764c497!8m2!3d35.6929488!4d-105.9493186!16s%2Fg%2F11rtyzx21k!19sChIJJxuRlJtRGIcRl8RkxxMZELo,Restore Hyper Wellness,4.8,321,Medical spa,"199 D Paseo De Peralta Unit E, Santa Fe, NM 87501, United States","M3V2+57 Santa Fe, New Mexico, USA",https://www.restore.com/locations/nm-santa-fe-nm002?utm_source=gmb&utm_medium=Yext&y_source=1_MzQ0NjgwNTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 505-303-3168,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOYKbWCj0IBdja5sRLA-PhPmGIp5YRTzdB-R3ju=w408-h272-k-no,true,11 am–5 pm,10 am–7 pm,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,11 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:07.437Z,,,,
https://www.google.com/maps/place/CHRISTUS+St.+Vincent+Regional+Cancer+Center/data=!4m7!3m6!1s0x871850961153c2f3:0x427749806129ca19!8m2!3d35.6577149!4d-105.9431859!16s%2Fg%2F11b8v9kvcr!19sChIJ88JTEZZQGIcRGcopYYBJd0I,CHRISTUS St. Vincent Regional Cancer Center,3.8,34,Cancer treatment center,"445 St Michaels Dr, Santa Fe, NM 87505, United States","M354+3P Santa Fe, New Mexico, USA",https://www.christushealth.org/locations/st-vincent-cancer-center?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 505-913-8900,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOA_3eii3rFUg2VpPieiUIMhURHsPNjeL7c-796=w408-h284-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:12.329Z,,,,
https://www.google.com/maps/place/CHRISTUS+St.+Vincent+Inpatient+Rehabilitation/data=!4m7!3m6!1s0x8718518494c4a7c1:0x7658d5ef00bf76b4!8m2!3d35.6593237!4d-105.9453127!16s%2Fg%2F11ls_c6z8s!19sChIJwafElIRRGIcRtHa_AO_VWHY,CHRISTUS St. Vincent Inpatient Rehabilitation,4.0,4,Rehabilitation center,"455 St Michaels Dr, Santa Fe, NM 87505, United States","M353+PV Santa Fe, New Mexico, USA",https://www.christushealth.org/locations/st-vincent?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 505-913-5319,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6dIWsffqrCnctGMisQV-Ujha_ukF_7U7_wLGX=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:17.228Z,,,,
https://www.google.com/maps/place/Blue+Sky+Ketamine/data=!4m7!3m6!1s0x8718516f43f21ac9:0x7e8790b90d41bdb2!8m2!3d35.6755951!4d-105.9511055!16s%2Fg%2F11k7psxq7n!19sChIJyRryQ29RGIcRsr1BDbmQh34,Blue Sky Ketamine,4.8,51,Mental health clinic,"1010 Marquez Pl # C, Santa Fe, NM 87505, United States","M2GX+6H Santa Fe, New Mexico, USA",http://blueskyketamine.com/,+1 505-336-0217,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMjemm6gi2rOiaJonT_ycNMyx_B9lgy6SVfOYrf=w408-h272-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:22.270Z,,,,
https://www.google.com/maps/place/Presbyterian+Infusion+Services+in+Santa+Fe+at+Santa+Fe+Medical+Center/data=!4m7!3m6!1s0x87185bfe96370ae9:0x894913e39993e4a2!8m2!3d35.6159128!4d-106.0247501!16s%2Fg%2F11fvdkxlh4!19sChIJ6Qo3lv5bGIcRouSTmeMTSYk,Presbyterian Infusion Services in Santa Fe at Santa Fe Medical Center,5.0,1,Medical clinic,"Enter at Emergency Room, 4801 Beckner Rd, Santa Fe, NM 87507, United States","JX8G+93 Santa Fe, New Mexico, USA",https://www.phs.org/doctors-services/infusion/santa-fe-4801?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_sf_sfmc_infusion__194,+1 505-772-1027,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwpdtsxnDCqBASXaMv98ldOWfcYu4bnxOIpxNE=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:27.071Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/CHRISTUS+St.+Vincent+Regional+Medical+Center/data=!4m7!3m6!1s0x871850f2b9c214a1:0x332c369b832cbebe!8m2!3d35.659319!4d-105.945292!16s%2Fm%2F06zrkqf!19sChIJoRTCufJQGIcRvr4sg5s2LDM,CHRISTUS St. Vincent Regional Medical Center,3.3,458,Hospital,"455 St Michaels Dr, Santa Fe, NM 87505, United States","M353+PV Santa Fe, New Mexico, USA",https://www.christushealth.org/locations/st-vincent?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 505-913-3361,,https://lh3.googleusercontent.com/p/AF1QipMPoeA612I1-Dwv_qrikCIP1gQipNzqMjbkKJ03=w935-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Rosalia+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:41.807Z,,,,
https://www.google.com/maps/place/Inspire+Santa+Fe+Medical+Group/data=!4m7!3m6!1s0x8718508d82b317cd:0xa9659ee3cc57884!8m2!3d35.6516452!4d-105.9525759!16s%2Fg%2F1263wh6rc!19sChIJzRezgo1QGIcRhHjFPO5Zlgo,Inspire Santa Fe Medical Group,3.1,87,Rheumatologist,"2200 Brothers Rd, Santa Fe, NM 87505, United States","M22W+MX Santa Fe, New Mexico, USA",http://www.inspiresantafe.com/,+1 505-988-7568,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgVhNF2VQ8bR_oDdKY4IalgiFGMKoMHU0L-z7SyoxmJbG6cfKpZbjvDCP2P1eFPi3QZwCycIQuHTydR2y93eaEhRvQ-TA-oOAl44GFqESLAiOYrLaIMTgh-ivAZYGMb0heyG2o=w408-h306-k-no,true,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,"9 am–12 pm, 1–5 pm",9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rosalia+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:46.908Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Northern+New+Mexico+Gastroenterology+Associates/data=!4m7!3m6!1s0x8718508b7c2cb171:0xa6be8d66c82ed786!8m2!3d35.6599575!4d-105.9508476!16s%2Fg%2F11clyt1ymf!19sChIJcbEsfItQGIcRhtcuyGaNvqY,Northern New Mexico Gastroenterology Associates,2.2,60,Medical Center,"1691 Galisteo St # C, Santa Fe, NM 87505, United States","M25X+XM Santa Fe, New Mexico, USA",http://www.nnmgastro.com/,+1 505-983-5631,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_YcgeVN-oGM1PyTGF-YknQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.716095&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Rosalia+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-29T00:39:49.869Z,,,,
