placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Heag+Pain+Management/data=!4m7!3m6!1s0x88531bbcac20573f:0x354328235c4dd713!8m2!3d36.0663496!4d-79.8629999!16s%2Fg%2F1tgtg5sg!19sChIJP1cgrLwbU4gRE9dNXCMoQzU,Heag Pain Management,4.0,141,Pain management physician,"203 Pomona Dr, Greensboro, NC 27407, United States","348P+GR Greensboro, North Carolina, USA",https://heagpmc.com/,+1 336-282-0132,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN0Q0AukZJVNOkznkCy9qpPlXhKNP450DkByvks=w408-h839-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:23:54.046Z,,,,
https://www.google.com/maps/place/Guilford+Pain+Management/data=!4m7!3m6!1s0x885319514dc2cb85:0x92212f07ddd509b6!8m2!3d36.0833852!4d-79.8236203!16s%2Fg%2F1tgdjpvm!19sChIJhcvCTVEZU4gRtgnV3QcvIZI,Guilford Pain Management,4.5,20,Pain control clinic,"522 N Elam Ave # 203, Greensboro, NC 27403, United States","35MG+9H Greensboro, North Carolina, USA",https://www.conehealth.com/find-a-doctor/doctor-profile/mark-phillips/,+1 336-852-8444,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f69MDrxw-kbPmouZKSSlFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.1647&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:00.499Z,,,,
https://www.google.com/maps/place/Pain+and+Laser+Centers+of+North+Carolina/data=!4m7!3m6!1s0x88531bc00e147129:0xa6fbab7e3380a0ab!8m2!3d36.0693786!4d-79.8514688!16s%2Fg%2F11fx7wd7s8!19sChIJKXEUDsAbU4gRq6CAM36r-6Y,Pain and Laser Centers of North Carolina,5.0,28,Pain management physician,"3831 W Market St, Greensboro, NC 27407, United States","349X+QC Greensboro, North Carolina, USA",https://www.painandlasercenters.com/,+1 336-299-3037,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a11GXScEcJpY0bEXSVw_hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.70544&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–6 pm,Closed,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:05.514Z,,,,
https://www.google.com/maps/place/Wake+Spine+%26+Pain+Specialists:+Greensboro/data=!4m7!3m6!1s0x88531eb2212f5a87:0x58ff628d54fcdc31!8m2!3d36.0939573!4d-79.8167497!16s%2Fg%2F12644y_4d!19sChIJh1ovIbIeU4gRMdz8VI1i_1g,Wake Spine & Pain Specialists: Greensboro,3.0,68,Pain management physician,"1511 Westover Terrace, Greensboro, NC 27408, United States","35VM+H8 Greensboro, North Carolina, USA",https://wakespine.com/locations/greensboro-pain-clinic/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 336-398-5155,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNzO1ar35reEr3qnznfoucRYf-LNENXf_7qhTuy=w408-h263-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12:30 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:10.538Z,,,,
https://www.google.com/maps/place/Atrium+Health+Wake+Forest+Baptist+Pain+Center+-+Premier/data=!4m7!3m6!1s0x885305b7a8507de9:0x40519fb57e063e!8m2!3d36.0355271!4d-79.9497775!16s%2Fg%2F11q4ghv6_n!19sChIJ6X1QqLcFU4gRPgZ-tZ9RQAA,Atrium Health Wake Forest Baptist Pain Center - Premier,4.8,58,Medical clinic,"4515 Premier Dr, High Point, NC 27265, United States","23P2+63 High Point, North Carolina, USA",https://www.wakehealth.edu/locations/clinics/p/pain-center-premier?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,+1 336-716-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjt2T_mlpLRBccS8lLbKjq31589UADpoaZUuIj7GRZVcidNWu9X23xJxXs7DtxpYLfmGe3YONq2_DWqqzqXtwjdPh9Mx0WMnSZPuEfGAJbM2cAakvG2SYjeqgVbPW8SqzNpSjA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:15.344Z,,,,
https://www.google.com/maps/place/Atrium+Health+Wake+Forest+Baptist+Pain+Center+-+North+Elm/data=!4m7!3m6!1s0x88531f0b5c284ee5:0xef733130b9e48378!8m2!3d36.1439001!4d-79.8008734!16s%2Fg%2F11pyc2hs9n!19sChIJ5U4oXAsfU4gReIPkuTAxc-8,Atrium Health Wake Forest Baptist Pain Center - North Elm,4.4,19,Medical clinic,"3903 N Elm St #102, Greensboro, NC 27455, United States","45VX+HM Greensboro, North Carolina, USA",https://www.wakehealth.edu/locations/clinics/p/pain-center-north-elm?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,+1 336-716-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hzxKhDQZH8MVFM-GIfK4LQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.573341&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:20.425Z,,,,
"https://www.google.com/maps/place/Greensboro+Rejuvenation+The+Center+for+Integrative+Health+%26+Wellness,+PA/data=!4m7!3m6!1s0x885319f03f2551f1:0xc37c0703ecd7b645!8m2!3d36.0669336!4d-79.8644648!16s%2Fg%2F11fmd9mmvf!19sChIJ8VElP_AZU4gRRbbX7AMHfMM","Greensboro Rejuvenation The Center for Integrative Health & Wellness, PA",4.8,25,Holistic medicine practitioner,"302 Pomona Dr Suite LM, Greensboro, NC 27407, United States","348P+Q6 Greensboro, North Carolina, USA",http://gsorejuvenation.com/,+1 336-501-3796,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipM2KCqoNtYcmXtwBHUVCOd7us1v8bOwHHeAUt4N=w408-h408-k-no,true,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:25.441Z,Identifies as women-owned,true,,
https://www.google.com/maps/place/Bellamy+Pain+Management/data=!4m7!3m6!1s0x885321ea3dfbcc35:0x55f2c7f47091d61!8m2!3d36.0869387!4d-79.7292742!16s%2Fg%2F11ln1ps9jp!19sChIJNcz7PeohU4gRYR0JR38sXwU,Bellamy Pain Management,5.0,12,Pain management physician,"3512 E Wendover Ave B, Greensboro, NC 27405, United States","37PC+Q7 Greensboro, North Carolina, USA",,+1 336-763-1101,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNKG_USuTvb8MYeueOUbHYg5cJAE8TjrSS2d8RM=w408-h408-k-no,true,8:30 am–12 pm,Closed,Closed,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:30.233Z,,,,
https://www.google.com/maps/place/Guilford+Pain+Management:+Phillips+Mark+L+MD/data=!4m7!3m6!1s0x885319514dc2cb85:0x9b89da4b47f257c!8m2!3d36.0833852!4d-79.8236203!16s%2Fg%2F1tt0rtym!19sChIJhcvCTVEZU4gRfCV_tKSduAk,Guilford Pain Management: Phillips Mark L MD,3.9,10,Pain management physician,"522 N Elam Ave # 203, Greensboro, NC 27403, United States","35MG+9H Greensboro, North Carolina, USA",https://www.conehealth.com/find-a-doctor/doctor-profile/mark-phillips/,+1 336-852-8444,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f69MDrxw-kbPmouZKSSlFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.1647&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:32.846Z,,,,
https://www.google.com/maps/place/Integrative+Pain+Medicine/data=!4m7!3m6!1s0x88531bb05aea0ef7:0x57091a68a693ab08!8m2!3d36.0584851!4d-79.8610936!16s%2Fg%2F11g8xghpck!19sChIJ9w7qWrAbU4gRCKuTpmgaCVc,Integrative Pain Medicine,,,Pain management physician,"7 Oak Branch Dr, Greensboro, NC 27407, United States","345Q+9H Greensboro, North Carolina, USA",,+1 336-944-9400,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0OCXuPbrm18gK4NDFpWXeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.29675&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:37.616Z,,,,
