placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/South+Austin+Vein+Center+at+San+Marcos/data=!4m7!3m6!1s0x865ca990d06df27f:0xc7bdc7414dea3566!8m2!3d29.8498751!4d-97.9457156!16s%2Fg%2F11p5cfzj8h!19sChIJf_Jt0JCpXIYRZjXqTUHHvcc,South Austin Vein Center at San Marcos,,,Medical Center,"1340 Wonder World Dr Ste 104 Bld C, San Marcos, TX 78666, United States","R3X3+XP San Marcos, Texas, USA",https://southaustinvein.com/,+1 512-614-1025,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipN-IGFCEnuN5RQBdrQ4C2DLLER1td2wIt-3Hdaw=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-12-16T22:30:04.929Z,,
"https://www.google.com/maps/place/LoneStar+Heart+and+Vascular+-+San+Marcos/@29.8499294,-97.9467808,17z/data=!3m1!4b1!4m6!3m5!1s0x865ca9cfb27e3c65:0xc9faf6b5ea0636ca!8m2!3d29.8499294!4d-97.9467808!16s%2Fg%2F11lnw2xtxb",LoneStar Heart and Vascular - San Marcos,,,Medical clinic,"1340 Wonder World Dr Bldg. H #4201, 2nd floor, San Marcos, TX 78666, United States","R3X3+X7 San Marcos, Texas, USA",https://www.lonestarheart.org/,+1 512-753-3757,Closes soon · 5 pm · Opens 8 am Wed,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-12-16T22:30:12.037Z,,
https://www.google.com/maps/place/Pure+Dermatology+-+Kyle/data=!4m7!3m6!1s0x865b510268a1d4d7:0xb851b08ac9dc6c6a!8m2!3d30.027916!4d-97.87679!16s%2Fg%2F11wp63q0v9!19sChIJ19ShaAJRW4YRamzcyYqwUbg,Pure Dermatology - Kyle,5.0,215,Dermatologist,"844 Kohlers Crossing #250, Kyle, TX 78640, United States","24HF+57 Kyle, Texas, USA",https://www.puredermtx.com/,+1 512-766-2610,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaUbdwMM9KgoY3KwZMDMgvykImMfye2L0z_h7aV7ZmvH_H0xw2x8QSsbFbr5xUl2zk4SpnCeAH9NmOEZVRkMeWsmS7ekqCNmDMItKf45sTvcWklkgUhIHlpvsrNx_3Zw8taaNY=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:26.699Z,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Central+Austin/data=!4m7!3m6!1s0x8644cb1ff28579a3:0xf5a93bbef3b2154c!8m2!3d30.30497!4d-97.7440858!16s%2Fg%2F11xc_wkcv5!19sChIJo3mF8h_LRIYRTBWy8747qfU,Metro Vein Centers | Central Austin,5.0,103,Vascular surgeon,"3705 Medical Pkwy Suite 510, Austin, TX 78705, United States","8734+X9 Austin, Texas, USA",https://www.metroveincenters.com/locations/texas/central-austin?utm_source=google&utm_medium=Yext,+1 737-258-3111,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPQ6abY1fpUBdpqaHcMm53c2lT4npsx0NI3Sw-O=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,7:30 am–3:30 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:31.575Z,,
https://www.google.com/maps/place/VeinSolutions/data=!4m7!3m6!1s0x8644ca87894b293b:0xbeaca7a00fdb0fed!8m2!3d30.3084971!4d-97.7420711!16s%2Fg%2F1tfctm3k!19sChIJOylLiYfKRIYR7Q_bD6CnrL4,VeinSolutions,4.9,317,Surgical center,"1010 W 40th St, Austin, TX 78756, United States","8755+95 Austin, Texas, USA",http://www.veinsolutionsaustin.com/,+1 512-452-8346,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QwzV9Fsc0JBlc3mrmbkEnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.9173&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:36.778Z,,
https://www.google.com/maps/place/Austin+Vein+Specialists+%7C+Austin+Varicose+Vein+%26+Spider+Vein+Specialists/data=!4m7!3m6!1s0x8644ca9a58b4adf7:0x1e44858f4c214a1d!8m2!3d30.3077893!4d-97.755323!16s%2Fg%2F11c3x7tpdw!19sChIJ9620WJrKRIYRHUohTI-FRB4,Austin Vein Specialists | Austin Varicose Vein & Spider Vein Specialists,4.7,3,Medical clinic,"1902 W 34th St, Austin, TX 78703, United States","865V+4V Austin, Texas, USA",http://www.veinsaustin.com/,+1 512-220-5401,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NpjmdraPBgo0YzvzgZTPFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.889375&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:42.121Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Vein+Center+of+Austin+Heart/data=!4m7!3m6!1s0x8644ca7dfa855555:0x97ab0d4ec3574759!8m2!3d30.3042754!4d-97.741803!16s%2Fg%2F11h5q8ftn3!19sChIJVVWF-n3KRIYRWUdXw04Nq5c,Vein Center of Austin Heart,4.9,42,Cardiologist,"801 W 38th St Suite 400, Austin, TX 78705, United States","8735+P7 Austin, Texas, USA",https://austinheartvein-vascular.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 512-459-8346,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipONr-s8w8IvNin4cx8IVNmFpjbkeSKwCddcLqrT=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:46.950Z,,
https://www.google.com/maps/place/Austin+Vein+Institute/data=!4m7!3m6!1s0x8644cb05ba0712f5:0x9fa1a8068c0e5910!8m2!3d30.3468109!4d-97.7516863!16s%2Fg%2F1th1vfx8!19sChIJ9RIHugXLRIYREFkOjAaooZ8,Austin Vein Institute,4.8,19,Medical clinic,"6500 N Mopac Expy Bldg 1 Suite 1205, Suite 1205, Austin, TX 78731, United States","86WX+P8 Austin, Texas, USA",https://veinaustin.com/,+1 512-346-2727,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPfw4H9gVZs7vTv-3UTCu6NwGpWzVlpYTw9cHHa=w408-h292-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:51.989Z,,
https://www.google.com/maps/place/Southwest+Dermatology+%26+Vein/data=!4m7!3m6!1s0x865b4b373c196347:0x5f21ac46cb64ead5!8m2!3d30.2314762!4d-97.7942099!16s%2Fg%2F1td00xkf!19sChIJR2MZPDdLW4YR1epky0asIV8,Southwest Dermatology & Vein,4.8,812,Dermatologist,"4419 Frontier Trail Ste 110, Austin, TX 78745, United States","66J4+H8 Austin, Texas, USA",http://swskin.com/,+1 512-444-7208,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM2pVE-NvJECozFmIIEB5PyCHe1xawE6QItfRvh=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:30:56.870Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Austin+Vein+Specialists+%7C+Dr.+Gotvald+MD+%7C+Vein+Clinics+%7C+Varicose+Vein+%26+Spider+Vein+Removal/data=!4m7!3m6!1s0x8644cc1eb51b7d3b:0x9f654ffa958e94ce!8m2!3d30.4077482!4d-97.7040082!16s%2Fg%2F1tgk10ch!19sChIJO30btR7MRIYRzpSOlfpPZZ8,Austin Vein Specialists | Dr. Gotvald MD | Vein Clinics | Varicose Vein & Spider Vein Removal,4.8,139,Vascular surgeon,"2217 Park Bend Dr, Austin, TX 78758, United States","C75W+39 Austin, Texas, USA",https://www.austinvaricosevein.com/,+1 512-339-9100,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMm4zmYc1GbitSqjHtBGQsQmRll098XzZAf9_wu=w408-h378-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-12-16T22:31:01.742Z,LGBTQ+ friendly,
