placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Ace%27s+Garage+Door+Repair+%26+Installation/data=!4m7!3m6!1s0x808f7e2394b93021:0xe444b01a386d61d2!8m2!3d37.7660512!4d-122.4195473!16s%2Fg%2F11by_m1fm7!19sChIJITC5lCN-j4AR0mFtOBqwROQ,Ace's Garage Door Repair & Installation,4.8,862,Garage door supplier,"1943 Mission St, San Francisco, CA 94103, United States","QH8J+C5 Mission District, San Francisco, CA, USA",https://www.garagedoorrepairservicesf.com/,+1 415-741-5481,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymPTPhSzeYxtnwGG0nkWoPLi5ItVBLSaRVlk0KRyzpA_EhLIy4lc9tspQ2htLWi8yP4T3rZZ00QrW5dGQ2o36rMxWz4DEitt9BIUDkSgYSeNACetuLJrzRvlmKZS3DSl1MzbI_rw=w408-h309-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:18.432Z,,,,
https://www.google.com/maps/place/Safety+Garage+Door+Repair+San+Francisco+CA/data=!4m7!3m6!1s0x808f7fe17c793cb1:0x1cba27f6d9deb760!8m2!3d37.7724262!4d-122.4117077!16s%2Fg%2F11y8xlkcyn!19sChIJsTx5fOF_j4ARYLfe2fYnuhw,Safety Garage Door Repair San Francisco CA,5.0,35,Garage door supplier,"78 Sheridan, San Francisco, CA 94103, United States","QHCQ+X8 SoMa, San Francisco, CA, USA",http://safetygaragedoorrepairsanfranciscoca.com/,+1 415-907-0667,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBKFScRYq6Sk88rbvgBEKDNEPOjZWTu0gKzifgo_l5FwoAKwWymcVj5b8u_bPOGmXSbbksNGx8t6c9Cubz49KuSLauC646eJc31jw9M8IvbKVnvIj5_aijabtnImJBS5nACtJEYMQ9Q00=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:24.161Z,,,,
https://www.google.com/maps/place/Automatic+Garage+Door+Corporation/data=!4m7!3m6!1s0x808f7eff8b0daf6b:0xacef91f84b617ad6!8m2!3d37.7769408!4d-122.4049145!16s%2Fg%2F1v3gs3_7!19sChIJa68Ni_9-j4AR1nphS_iR76w,Automatic Garage Door Corporation,4.9,126,Garage door supplier,"1020 Harrison St, San Francisco, CA 94103, United States","QHGW+Q2 SoMa, San Francisco, CA, USA",https://automaticgaragedoorsf.com/?utm_campaign=google&utm_medium=local&utm_source=google_business_profile,+1 415-648-6413,Closes soon ⋅ 4 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOlE2YJzmd8T2_lNJR0QRXJ_sO4Om1SfZMZr6tG=w408-h306-k-no,true,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:29.655Z,,,,
https://www.google.com/maps/place/Richard+Garage+Door+Repair/data=!4m7!3m6!1s0x808580ed570175dd:0x628f92ebb563e7e0!8m2!3d37.794774!4d-122.4183002!16s%2Fg%2F1tj5qzjt!19sChIJ3XUBV-2AhYAR4OdjteuSj2I,Richard Garage Door Repair,5.0,19,Garage door supplier,"1517 Hyde St, San Francisco, CA 94109, United States","QHVJ+WM Nob Hill, San Francisco, CA, USA",https://henrysconstruction.net/,+1 415-870-6835,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR-evHerOhI2OFuBArTkLCKwCOwHYT1i68J-TC_BUPaSVBgzmcydvt9e5KRT-HhCnLLvuhmxGUQ3vFej4MPNTeIwuaiZzfdMWyhmprybb1vBKVnqyCEDQFqnoSQXR6qY0mhAdh=w408-h612-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:34.540Z,,,,
https://www.google.com/maps/place/A+Plus+Garage+Door+Corp/data=!4m7!3m6!1s0x808587a71e029723:0x157160d3bb6924a!8m2!3d37.7757425!4d-122.4925885!16s%2Fg%2F11f3tbgc4c!19sChIJI5cCHqeHhYARSpK2Ow0WVwE,A Plus Garage Door Corp,4.8,30,Garage door supplier,"3133 Balboa St, San Francisco, CA 94121, United States","QGG4+7X Outer Richmond, San Francisco, CA, USA",https://aplusgaragedoorcorp.com/#home,+1 415-317-3613,Closes soon ⋅ 4 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNYjRiNi0sbvWIGKpH9aItPS4tVbB3vV6H4PqBR=w408-h306-k-no,true,8 am–4 pm,9 am–1 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:39.382Z,,,,
https://www.google.com/maps/place/Bay+Area+Garage+Door+Repair/data=!4m7!3m6!1s0x808f7f4fa164a795:0xcd98a5d993294ddb!8m2!3d37.7506426!4d-122.3997158!16s%2Fg%2F11x37f2z77!19sChIJladkoU9_j4AR200pk9mlmM0,Bay Area Garage Door Repair,5.0,10,Garage door supplier,"2031 26th St UNIT 102, San Francisco, CA 94107, United States","QJ22+74 Potrero Hill, San Francisco, CA, USA",http://bayareagaragedoorrepairinc.com/,+1 415-335-7109,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipP_VrcfDfGuW8pEEieFpCg_f85P1YHgtajGlxhT=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:44.726Z,,,,
https://www.google.com/maps/place/The+Garage+Door+Pros+of+San+Francisco/data=!4m7!3m6!1s0x80858062f46f83e9:0xca267033db3281d1!8m2!3d37.7897973!4d-122.3997803!16s%2Fg%2F11mcxj2y55!19sChIJ6YNv9GKAhYAR0YEy2zNwJso,The Garage Door Pros of San Francisco,5.0,11,Garage door supplier,"71 Stevenson St, San Francisco, CA 94105, United States","QJQ2+W3 Financial District, San Francisco, CA, USA",https://thegaragedoorpros.us/garage-door-services-san-francisco/,+1 628-284-8747,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oDUtGapH0xUKkNkCDZUz1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.55252&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:50.356Z,,,,
https://www.google.com/maps/place/San+Francisco+Garage+Door+Repair+%26+Installation/data=!4m7!3m6!1s0x808581b1004afadb:0xc89b132fbdb0c694!8m2!3d37.7720358!4d-122.4320063!16s%2Fg%2F11ycdjwxsj!19sChIJ2_pKALGBhYARlMawvS8Tm8g,San Francisco Garage Door Repair & Installation,5.0,1,Garage door supplier,"598 Haight St, San Francisco, CA 94117, United States","QHC9+R5 Lower Haight, San Francisco, CA, USA",,+1 650-835-4420,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vc1zCVXANGUlgls_L7XT1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.068115&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:24:55.888Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/R%26S+Erection+of+San+Francisco,+Inc/data=!4m7!3m6!1s0x808f7fa40f4b6041:0x79fb3ff710873360!8m2!3d37.7502789!4d-122.3847651!16s%2Fg%2F1tgz5qkb!19sChIJQWBLD6R_j4ARYDOHEPc_-3k","R&S Erection of San Francisco, Inc",4.9,286,Door supplier,"715 Cesar Chavez St, San Francisco, CA 94124, United States","QJ28+43 Central Waterfront, San Francisco, CA, USA",https://rsdoors-sf.com/,+1 415-981-7590,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP80bmLCKTBj0ow9cWFQkPi7yQBuDDrISAXVYAq=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:01.595Z,,,,
https://www.google.com/maps/place/Garage+Masters/data=!4m7!3m6!1s0x8085875d79287483:0xa5afe076eb131eac!8m2!3d37.7640605!4d-122.4688911!16s%2Fg%2F1v62hx0w!19sChIJg3QoeV2HhYARrB4T63bgr6U,Garage Masters,4.2,25,Garage door supplier,"1020 Irving St, San Francisco, CA 94122, United States","QG7J+JC Inner Sunset, San Francisco, CA, USA",http://www.garagemasterinc.com/,+1 415-759-8094,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhcUNaudWIsIaRxxQv_AumW_TLL1xCwrTqDAAhXsiColbLUjVJmScnV9uqJEXi7MfaUMhrdYJJ5yX6vzDRa0wbks8rn6d2Bt5BRCxc26QNfKpnXp9PvARLd6rOZrnxub6qHL0=w408-h306-k-no,true,8:30 am–5 pm,9 am–4 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:07.198Z,,,,
https://www.google.com/maps/place/Door+To+Door+Garage/data=!4m7!3m6!1s0x808f7f8df4e6b5a7:0xd3da75ad9312152d!8m2!3d37.7458783!4d-122.4195416!16s%2Fg%2F11qbbpq8fl!19sChIJp7Xm9I1_j4ARLRUSk6112tM,Door To Door Garage,5.0,1,Garage door supplier,"3187 Mission St, San Francisco, CA 94110, United States","PHWJ+95 Bernal Heights, San Francisco, CA, USA",http://doortodoorgarage.com/?utm_source=gmb&utm_medium=referral,+1 415-364-8864,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xAXTBQScan3s-l27kf405A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.03723&pitch=0&thumbfov=100,true,8 am–5:30 pm,9 am–3 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:12.210Z,,,,
https://www.google.com/maps/place/Alfonso+Garage+Door/data=!4m7!3m6!1s0x4fafc0ff318138d3:0x652ec4d005e83b74!8m2!3d37.7541516!4d-122.5084179!16s%2Fg%2F11xdh281n9!19sChIJ0ziBMf_Ar08RdDvoBdDELmU,Alfonso Garage Door,5.0,46,Garage door supplier,"1726 Great Hwy, San Francisco, CA 94122, United States","QF3R+MJ Outer Sunset, San Francisco, CA, USA",https://www.alfonsogaragedoor.com/,+1 408-580-7949,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNl2bkLFIuT3YGv5kxJFrE-xbiqMQZ3Vnyo6pqp=w408-h306-k-no,true,7 am–11 pm,Closed,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:17.254Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/American+Overhead+Garage+Doors/data=!4m7!3m6!1s0x808f7fdeceeea801:0xeb01812a218d17ec!8m2!3d37.7266681!4d-122.3889053!16s%2Fg%2F11mw8b5mlt!19sChIJAajuzt5_j4AR7BeNISqBAes,American Overhead Garage Doors,5.0,23,Garage door supplier,"2135 Jennings St, San Francisco, CA 94124, United States","PJG6+MC Bayview, San Francisco, CA, USA",https://www.americanoverheadgaragedoorssf.com/,+1 415-822-7722,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNLGX3_c3qR9P-vtoXbSsP-u2I-EkmD3ok-Fgvk=w408-h254-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:22.554Z,,,,
https://www.google.com/maps/place/Safety+Garage+Door+Repair+%26+Installation/data=!4m7!3m6!1s0x808581fe1ae6282f:0xbd4c0cf21ab63906!8m2!3d37.7870203!4d-122.3997933!16s%2Fg%2F11whf3jgj_!19sChIJLyjmGv6BhYARBjm2GvIMTL0,Safety Garage Door Repair & Installation,,,Garage door supplier,"149 New Montgomery St office 542, San Francisco, CA 94105, United States","QJP2+R3 Yerba Buena, San Francisco, CA, USA",https://www.safetygaragedoor.com/locations/san-francisco-ca?utm_source=GBP&utm_medium=organic&utm_campaign=san_francisco_website,+1 415-425-4770,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO_0HkXAjEvLtxrN9LmOz07LT4wiExPpMXpQ_67=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:27.492Z,,,,
https://www.google.com/maps/place/Ryan+Garage+Door+Repair+-+San+Francisco/data=!4m7!3m6!1s0x808587a02312d0d7:0xc8e367d649ba4257!8m2!3d37.7630339!4d-122.4839249!16s%2Fg%2F11zj6bm12y!19sChIJ19ASI6CHhYARV0K6SdZn48g,Ryan Garage Door Repair - San Francisco,5.0,5,Garage door supplier,"2411 Irving St, San Francisco, CA 94122, United States","QG78+6C Outer Sunset, San Francisco, CA, USA",https://ryangaragedoorrepair.com/our-locations/san-francisco-ca/,+1 415-426-1508,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HPEt4TwowsVtSWAPYkEndw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.125&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:30.258Z,,,,
https://www.google.com/maps/place/Union+Door/data=!4m7!3m6!1s0x808fa3138bede895:0xd3c35ea016f6ed66!8m2!3d37.7461583!4d-122.3966332!16s%2Fg%2F11cff17db!19sChIJlejtixOjj4ARZu32FqBew9M,Union Door,4.9,123,Door supplier,"167 Toland St, San Francisco, CA 94124, United States","PJW3+F8 Produce Market, San Francisco, CA, USA",https://www.union-door.com/?utm_source=primary&utm_medium=organic-traffic&utm_campaign=san-fransisco-gmb,+1 415-789-3899,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLumXjzMF58gOlTtOMfDkaDeHylttvtMyUiX_u=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:35.323Z,,,,
https://www.google.com/maps/place/US+Overhead+Door+Co+For+Sn/data=!4m7!3m6!1s0x8085809419cd417d:0x7f882d64b7ebea4!8m2!3d37.7870034!4d-122.4196178!16s%2Fg%2F1tgh362t!19sChIJfUHNGZSAhYARpL5-S9aC-Ac,US Overhead Door Co For Sn,5.0,2,Garage door supplier,"1086 Post St, San Francisco, CA 94109, United States","QHPJ+R5 Lower Nob Hill, San Francisco, CA, USA",http://www.usodc.com/,+1 415-934-1200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKHJ4Riok25-IuWROY-726I2Xm-LoMbFglS0iozGQFBL-z5vnzMRZ8xz6449w5ynU_I2NA-eTUwcBNvjVDFGhFmXKM2Cgi_FsXDAswlxdg1okYF7u5nZzMVt7aaD2yr3zyrG4=w408-h408-k-no,false,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-11-07T23:25:40.466Z,,,,
