placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error,isBlackOwned
"https://www.google.com/maps/place/Parkview+Vein+Center/@41.0923344,-85.1066191,17z/data=!3m1!4b1!4m6!3m5!1s0x8815e3ecc684a823:0x406dbf609af4be9b!8m2!3d41.0923344!4d-85.1066191!16s%2Fg%2F11j33l03dy",Parkview Vein Center,4.6,9,Cardiovascular and thoracic surgeon,"1818 Carew St STE 230, Fort Wayne, IN 46805, United States","3VRV+W9 Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/heart/heart-specialties/parkview-vein-center?y_source=1_MjkwNDEzNDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 260-266-4640,,,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:48:47.897Z,,,,,,,,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Nancy+Harthun/data=!4m7!3m6!1s0x886b5cdaf7fbade5:0xf6bcefde8aee6d81!8m2!3d41.04488!4d-85.237084!16s%2Fg%2F1td7ty94!19sChIJ5a3799pca4gRgW3uit7vvPY,Center for Vein Restoration | Dr. Nancy Harthun,4.8,238,Vascular surgeon,"7230 Engle Rd #101, Fort Wayne, IN 46804, United States","2QV7+X5 Fort Wayne, Indiana, USA",https://www.centerforvein.com/our-clinics/locations/fort-wayne-indiana,+1 317-644-6355,Closes soon · 6 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipN0T0stJ4UMSR9S_7qcaAwecuGzs-qEy719rly_=w408-h426-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:48:53.387Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,,,
"https://www.google.com/maps/place/Indiana+Vein+%26+Laser+Center:+Marcus+A.+Jimenez+MD,+FACS/data=!4m7!3m6!1s0x8815e68acad99c29:0x7fba668e3df4f45a!8m2!3d41.0416946!4d-85.2355804!16s%2Fg%2F1tfbjb3l!19sChIJKZzZyormFYgRWvT0PY5mun8","Indiana Vein & Laser Center: Marcus A. Jimenez MD, FACS",4.8,207,Vascular surgeon,"7231 Engle Rd STE 100, Fort Wayne, IN 46804, United States","2QR7+MQ Fort Wayne, Indiana, USA",http://www.indianavein.com/,+1 260-432-7654,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipM7ToADewk2I491QKsRS1vKeegS1a1wzX6k4Vke=w448-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:48:59.008Z,9 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,,
https://www.google.com/maps/place/David+Lloyd+MD/data=!4m7!3m6!1s0x8815e4ab1508a33b:0xcafa50efa01bc55f!8m2!3d41.0923344!4d-85.1066191!16s%2Fg%2F1tj4c2lr!19sChIJO6MIFavkFYgRX8UboO9Q-so,David Lloyd MD,5.0,12,Cardiovascular and thoracic surgeon,"1818 Carew St STE 230, Fort Wayne, IN 46805, United States","3VRV+W9 Fort Wayne, Indiana, USA",https://www.parkview.com/DavidLloydMD?y_source=1_MjkwNDUzNDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 260-266-4640,,https://lh3.googleusercontent.com/p/AF1QipNn-4iRpggydnX5k-D5UxDc4CbFy57OwuPOh34=w408-h308-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:01.831Z,,,,,,,,,,
https://www.google.com/maps/place/The+Medical+Spa/data=!4m7!3m6!1s0x8815e68ac9a837bf:0x9c1fa965619ea826!8m2!3d41.0415942!4d-85.2357528!16s%2Fg%2F12hy865r2!19sChIJvzeoyYrmFYgRJqieYWWpH5w,The Medical Spa,4.7,74,Medical spa,"7231 Engle Rd STE 100, Fort Wayne, IN 46804, United States","2QR7+JM Fort Wayne, Indiana, USA",http://www.themedicalspa.com/,+1 260-432-7654,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPE5DMQt5Ev2VT2NCoK0yUWuU-xkNEaSqU6fQ2c=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:06.857Z,9 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,,
https://www.google.com/maps/place/Indiana+Vein+and+Laser/data=!4m7!3m6!1s0x8815e710be327295:0x1b72773d73cbfeab!8m2!3d41.0417646!4d-85.2356861!16s%2Fg%2F11l5nt1_h8!19sChIJlXIyvhDnFYgRq_7Lcz13chs,Indiana Vein and Laser,5.0,1,Doctor,"7231 Engle Rd, Fort Wayne, IN 46804, United States","2QR7+PP Fort Wayne, Indiana, USA",https://indianavein.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wy3ZX-_KzGPJEzngVwkGvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.18553&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:09.671Z,,,,,,,,,,
https://www.google.com/maps/place/Indiana+Vein+%26+Laser+Center/data=!4m7!3m6!1s0x8815e71d412409e1:0x90542a85153f225e!8m2!3d41.0417046!4d-85.2356335!16s%2Fg%2F11rd_2wdp_!19sChIJ4QkkQR3nFYgRXiI_FYUqVJA,Indiana Vein & Laser Center,,,Skin care clinic,"7231 Engle Rd STE 100, Fort Wayne, IN 46804, United States","2QR7+MP Fort Wayne, Indiana, USA",http://www.themedicalspa.com/,+1 260-432-7654,"Closed · Opens 8:30 am Wed

Updated by others 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wy3ZX-_KzGPJEzngVwkGvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.79101&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:14.462Z,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,,
"https://www.google.com/maps/place/Michael+Shao,+MD,+FSVS/data=!4m7!3m6!1s0x8815e5b35b4a6ed7:0x463ec1b73fd8a690!8m2!3d41.0923344!4d-85.1066191!16s%2Fg%2F11l_4b9m6y!19sChIJ125KW7PlFYgRkKbYP7fBPkY","Michael Shao, MD, FSVS",5.0,3,Vascular surgeon,"1818 Carew St STE 230, Fort Wayne, IN 46805, United States","3VRV+W9 Fort Wayne, Indiana, USA",https://www.parkview.com/find-a-provider/details/4715/michael-shao,+1 260-266-4640,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOxfD05_mTEed9fy07SvLNg8k_yRpy6POikSazW=w408-h489-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:19.472Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Vein+And+Surgical+Clinic/data=!4m7!3m6!1s0x8815e7c692b713c1:0x753d5559195a8277!8m2!3d41.0418942!4d-85.2488794!16s%2Fg%2F1hc63t_cf!19sChIJwRO3ksbnFYgRd4JaGVlVPXU,Vein And Surgical Clinic,,,Doctor,"7938 W Jefferson Blvd, Fort Wayne, IN 46804, United States","2QR2+QC Fort Wayne, Indiana, USA",,+1 574-269-3420,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S1FxqpJ5VGvpMDL7VLtYEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.28474&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:22.249Z,,,,,,,,,,
"https://www.google.com/maps/place/Fort-Wayne+Vascular+Laboratory/@41.0895858,-85.1045657,17z/data=!3m1!4b1!4m6!3m5!1s0x8815fb52fd1e0e69:0x243c6d4aac972c83!8m2!3d41.0895858!4d-85.1045657!16s%2Fg%2F1th0nhvn",Fort-Wayne Vascular Laboratory,,,Medical clinic,"2622 Lake Ave Lower Level, Fort Wayne, IN 46805, United States","3VQW+R5 Fort Wayne, Indiana, USA",,+1 260-460-3200,,,false,"https://www.google.com/maps/search/vein+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-12-16T22:49:26.892Z,,,,,,,,,,
