placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Pediatric+Associates+of+Savannah/data=!4m7!3m6!1s0x88fb75f1ec6122ad:0x9ffcddc27187035d!8m2!3d32.0324265!4d-81.0910465!16s%2Fg%2F1td6nhzk!19sChIJrSJh7PF1-4gRXQOHccLd_J8,Pediatric Associates of Savannah,4.9,1185,Pediatrician,"4600 Waters Ave #100, Savannah, GA 31404, United States","2WJ5+XH Savannah, Georgia, USA",https://pedsav.com/,+1 912-355-2462,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNdwMSwOfdALf2LsmOJFzmIpW7mprmovXd09eHp=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8–11 am,8–11 am,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:18:47.239Z,,,,
https://www.google.com/maps/place/Pediatric+Associates+of+Savannah/data=!4m7!3m6!1s0x88fb9d55db00e0b9:0xbbff0397fd72d13e!8m2!3d32.0370475!4d-80.9914376!16s%2Fg%2F1td59gjz!19sChIJueAA21Wd-4gRPtFy_ZcD_7s,Pediatric Associates of Savannah,4.9,257,Pediatrician,"1001 Memorial Ln, Savannah, GA 31410, United States","22P5+RC Savannah, Georgia, USA",https://pedsav.com/,+1 912-898-9800,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PhnKrx9UVPG6RzozB0liGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.75217&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:18:53.285Z,,,,
https://www.google.com/maps/place/SouthCoast+Health+Pediatrics/data=!4m7!3m6!1s0x88fb75b006bb6279:0xf4ada932a720143b!8m2!3d32.0280597!4d-81.094965!16s%2Fg%2F1td4kzvy!19sChIJeWK7BrB1-4gROxQgpzKprfQ,SouthCoast Health Pediatrics,4.8,361,Doctor,"815 E 68th St Suite B, Savannah, GA 31405, United States","2WH4+62 Savannah, Georgia, USA",https://www.southcoast-health.com/,+1 912-303-3500,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerexj41DmiGANhj7FUsnpYKKCVtwpvVSf4wQGYAf7jP-1Y_yk712spGdCLmBj9WslwXfY5fb5vjNfMqZICxk5Iw65jwMQkEgqcKRSxMVzs8075rZdurLyUGR4mTlwFF1DG3_ASTJA=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:18:56.057Z,,,,
https://www.google.com/maps/place/Coastal+Pediatrics/data=!4m7!3m6!1s0x88fb75a22ca9938d:0xcf4d64bcf270041b!8m2!3d32.0187774!4d-81.1138797!16s%2Fg%2F1hc2bjss2!19sChIJjZOpLKJ1-4gRGwRw8rxkTc8,Coastal Pediatrics,4.5,56,Pediatrician,"2 Wheeler St, Savannah, GA 31405, United States","2V9P+GC Savannah, Georgia, USA",http://www.mycoastalpediatrics.com/,+1 912-353-7744,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipNZ-z4GxGy5nmWhbPZcEsVpGsbnlz-wnUZgDRbP=w408-h360-k-no,true,"9 am–12 pm, 1:15–5 pm","9 am–12 pm, 1:15–5 pm","9 am–12 pm, 1:15–5 pm","9 am–12 pm, 1:15–5 pm",9–11 am,Closed,"9 am–12 pm, 1:15–5 pm","https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:00.756Z,,,,
https://www.google.com/maps/place/Savannah+Integrative+Pediatrics/data=!4m7!3m6!1s0x88fb75a3a885c051:0x7f581d6d146fd88b!8m2!3d32.0136239!4d-81.1116085!16s%2Fg%2F11p5htxjhk!19sChIJUcCFqKN1-4gRi9hvFG0dWH8,Savannah Integrative Pediatrics,4.3,40,Pediatrician,"132 Stephenson Ave Suite 201, Savannah, GA 31405, United States","2V7Q+C9 Savannah, Georgia, USA",https://www.savintegrativepeds.com/,+1 912-567-3700,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEdyVzV24_ueYncD3vx9ZAi1B00adU7qfHaKHqGqTSxYrGoftzCZPtOn_QMI-Jyfsx50PHZS3gLlxQI2fk7M9zPFcVDQUGn8m8iS2_jTvBaFMcdN0NKE2G1qE-xMKKx50mESMNmw=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:05.646Z,,,,
https://www.google.com/maps/place/J.C.+Lewis+Primary+Health+Care+Pediatric+Center/data=!4m7!3m6!1s0x88fb75f7a63579bf:0xece3677dcea5e002!8m2!3d32.0396934!4d-81.0883593!16s%2Fg%2F11c45tzwwh!19sChIJv3k1pvd1-4gRAuClzn1n4-w,J.C. Lewis Primary Health Care Pediatric Center,2.9,20,Pediatrician,"3802 Waters Ave, Savannah, GA 31404, United States","2WQ6+VM Savannah, Georgia, USA",https://jclewishealth.org/,+1 912-352-3845,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LDQo_LUH-vNYekz1FbXa7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.230865&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:10.367Z,,,,
https://www.google.com/maps/place/Memorial+Health+University+Physicians+-+Children%27s+Care/data=!4m7!3m6!1s0x88fb7571ef75fac9:0x74353178944e037e!8m2!3d32.0292849!4d-81.0863562!16s%2Fg%2F11f7ctcy1m!19sChIJyfp173F1-4gRfgNOlHgxNXQ,Memorial Health University Physicians - Children's Care,4.6,171,Pediatrician,"4790 Waters Ave Suite 100, Savannah, GA 31404, United States","2WH7+PF Savannah, Georgia, USA",https://memorialhealthdoctors.com/locations/childrens-care-main-clinic/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 912-350-8180,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN_mntPxNll2Q-qL_Vz5qNXuKiTxCQpAx4WJ4OI=w427-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:15.296Z,,,,
https://www.google.com/maps/place/COSSIO+pediatrics/data=!4m7!3m6!1s0x88fb75bad755a359:0xc3f777433b6d88aa!8m2!3d32.0124172!4d-81.1072096!16s%2Fg%2F1tjz8t8q!19sChIJWaNV17p1-4gRqohtO0N398M,COSSIO pediatrics,4.9,17,Pediatrician,"334 Stephenson Ave, Savannah, GA 31405, United States","2V6V+X4 Savannah, Georgia, USA",,+1 912-354-3130,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprgVtN4BvEksacMA9-nUbsIfBFN3YoHgCx2xIQUKt9PDh4xLQLEMvL5IwbMHMLPWCck-_YaM0meFyFVr11KgOl0mvwwUR3RF744-kXYlVVcfVnzuulmAx4sMmaH-mjUyOkiHaQ=w408-h725-k-no,false,"9 am–12 pm, 2–5 pm","9 am–12 pm, 2–5 pm",9 am–12 pm,Closed,Closed,Closed,"9 am–12 pm, 2–5 pm","https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:20.076Z,,,,
"https://www.google.com/maps/place/Ashley+Cheek,+DO/data=!4m7!3m6!1s0x88fb7529d86de2e7:0x8680668aa78862a8!8m2!3d32.0309529!4d-81.0921391!16s%2Fg%2F11v66rkpwz!19sChIJ5-Jt2Cl1-4gRqGKIp4pmgIY","Ashley Cheek, DO",4.9,34,Pediatrician,"4790 Waters Ave Building 800, Savannah, GA 31404, United States","2WJ5+94 Savannah, Georgia, USA",https://memorialhealthdoctors.com/physicians/profile/Dr-Ashley-Cheek-DO?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 912-350-8180,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ozxb-9CryqzdkzmSba5HFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.600443&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:24.812Z,,,,
https://www.google.com/maps/place/Savannah+Pediatrics+Pc/data=!4m7!3m6!1s0x88fb75ecffffffff:0x4d5c92a5970d6f72!8m2!3d32.1412298!4d-81.2556327!16s%2Fg%2F1tdwlc59!19sChIJ_____-x1-4gRcm8Nl6WSXE0,Savannah Pediatrics Pc,4.0,70,Pediatrician,"1000 Towne Center Blvd Ste 301, Pooler, GA 31322, United States","4PRV+FP Pooler, Georgia, USA",http://www.savannahpediatrics.net/,+1 912-644-4900,Closes soon · 6 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nbCOQhR5lhnBsV6U8GzmTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.25516&pitch=0&thumbfov=100,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,8:30 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:29.560Z,,,,
https://www.google.com/maps/place/Be+Pediatrics/data=!4m7!3m6!1s0x88fb75ada10c097f:0xf43b44072f688055!8m2!3d32.0018615!4d-81.1102142!16s%2Fg%2F11cknd2jy4!19sChIJfwkMoa11-4gRVYBoLwdEO_Q,Be Pediatrics,4.3,47,Pediatrician,"410 Mall Blvd ste b, Savannah, GA 31406, United States","2V2Q+PW Savannah, Georgia, USA",http://www.bepediatrics.com/,+1 912-472-0314,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QtREhuOryYsSA17OcpV3Qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.2585&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–1 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:34.243Z,,,,
https://www.google.com/maps/place/Pediatric+Associates+of+Savannah/data=!4m7!3m6!1s0x88fba6ac9c1241fb:0xc82195122bd45e9a!8m2!3d32.1385343!4d-81.2540035!16s%2Fg%2F113h_1gt7!19sChIJ-0ESnKym-4gRml7UKxKVIcg,Pediatric Associates of Savannah,4.8,699,Pediatrician,"110 Medical Park Dr, Pooler, GA 31322, United States","4PQW+C9 Pooler, Georgia, USA",https://pedsav.com/,+1 912-330-5010,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q-a5jEN3D905LX0PD6UpJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.80542&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:39.255Z,,,,
"https://www.google.com/maps/place/Micah+D.H.+Riegner,+MD/data=!4m7!3m6!1s0x88fb75b006bb6279:0x99df5b38355806e5!8m2!3d32.0280597!4d-81.094965!16s%2Fg%2F1vfn7hv5!19sChIJeWK7BrB1-4gR5QZYNThb35k","Micah D.H. Riegner, MD",5.0,125,Pediatrician,"815 E 68th St Suite B, Savannah, GA 31405, United States","2WH4+62 Savannah, Georgia, USA",https://www.southcoast-health.com/providers/micah-d-h-riegner,+1 912-303-3500,,https://lh3.googleusercontent.com/p/AF1QipN4_1m9nbA1crBfCoqHRvp82P3imIv5-nE-xipP=w408-h602-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-02-10T22:19:42.027Z,,,,
