placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Unify+CPAs+PC/data=!4m7!3m6!1s0x87694a8aedc5124f:0x968d713042442179!8m2!3d40.5887925!4d-105.0774033!16s%2Fg%2F1v96m8fk!19sChIJTxLF7YpKaYcReSFEQjBxjZY,Unify CPAs PC,4.8,19,Accountant,"185 N College Ave, Fort Collins, CO 80524, United States","HWQF+G2 Fort Collins, Colorado, USA",https://unifycpa.com/?ref=tomba.io,+1 970-484-9655,"Closed ⋅ Opens 9 am Mon

Updated by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jjBunCJfuRlxHC2lPV3L0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.08392&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:41:43.527Z,,
https://www.google.com/maps/place/Momentum+Tax+%26+Financial/data=!4m7!3m6!1s0x87694a8b43bb6bcf:0xdb8462fc5bc203e3!8m2!3d40.5854331!4d-105.0787388!16s%2Fg%2F11cs125g69!19sChIJz2u7Q4tKaYcR4wPCW_xihNs,Momentum Tax & Financial,4.9,29,Accounting firm,"200 S Mason St, Fort Collins, CO 80524, United States","HWPC+5G Fort Collins, Colorado, USA",http://www.momentum.tax/,+1 970-797-3402,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP_RdCgJbo-OQJ3pvzyJEwugCVZi27XMlB9ARJH=w408-h544-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:41:49.800Z,Identifies as women-owned,
https://www.google.com/maps/place/Cherry+Street+Accountants/data=!4m7!3m6!1s0x87694a6232059183:0x5ad13e167d7a9d28!8m2!3d40.5919558!4d-105.0818543!16s%2Fg%2F1tf9yxj5!19sChIJg5EFMmJKaYcRKJ16fRY-0Vo,Cherry Street Accountants,3.6,25,Accountant,"325 Cherry St #110, Fort Collins, CO 80521, United States","HWR9+Q7 Fort Collins, Colorado, USA",,+1 970-221-5553,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gBe_qHA5ad9iiY7BBgr35Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.98628&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:41:54.830Z,,
https://www.google.com/maps/place/Black+Mountain+Tax+%26+Consulting/data=!4m7!3m6!1s0x87694b7c34de0d05:0xa409d30cf85afe01!8m2!3d40.5885127!4d-105.0742421!16s%2Fg%2F1tfm1yqk!19sChIJBQ3eNHxLaYcRAf5a-AzTCaQ,Black Mountain Tax & Consulting,4.0,54,Accounting firm,"242 Linden St, Fort Collins, CO 80524, United States","HWQG+C8 Fort Collins, Colorado, USA",http://www.blackmtntax.com/,+1 970-377-0822,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RsfrQWuee1x-VvmPN9Qwng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.87682&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:00.441Z,,
"https://www.google.com/maps/place/Geyer+%26+Associates,+CPAs+P.C./data=!4m7!3m6!1s0x87694a5fdca58aab:0xbec6f6073b9d1fc6!8m2!3d40.5863103!4d-105.0809185!16s%2Fg%2F1thd74vb!19sChIJq4ql3F9KaYcRxh-dOwf2xr4","Geyer & Associates, CPAs P.C.",4.2,20,Accountant,"125 S Howes St STE 1040, Fort Collins, CO 80521, United States","HWP9+GJ Fort Collins, Colorado, USA",https://www.geyercpa.com/,+1 970-484-7040,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsl017xs-XWtQrvnN28x5QiCJUVQlDFdRiptO6=w408-h254-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:05.428Z,,
https://www.google.com/maps/place/FarmHouse+CPAs+and+Payroll/data=!4m7!3m6!1s0x87694af41eff2d91:0x438e2dbb8384f812!8m2!3d40.5826399!4d-105.0743628!16s%2Fg%2F1263g249k!19sChIJkS3_HvRKaYcREviEg7stjkM,FarmHouse CPAs and Payroll,4.4,7,Certified public accountant,"401 Mathews St, Fort Collins, CO 80524, United States","HWMG+37 Fort Collins, Colorado, USA",http://www.farmhousecpas.com/,+1 970-484-6600,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMNqSm7IE1kH-fG6u4fk73zMZ5wSg0E1kMPujt-=w426-h240-k-no,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:10.578Z,,
https://www.google.com/maps/place/Eger+CPA/data=!4m7!3m6!1s0x87694ba126bcb851:0x75a63f9d1d3a8cc2!8m2!3d40.550645!4d-105.0365068!16s%2Fg%2F1td1vycw!19sChIJUbi8JqFLaYcRwow6HZ0_pnU,Eger CPA,4.8,79,Accounting firm,"2726 Illinois Dr #201, Fort Collins, CO 80525, United States","HX27+79 Fort Collins, Colorado, USA",https://egercpas.com/,+1 970-223-4913,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvIGfpKXSTSK0QZHA3HUifjJVEqL2zfZHC5i1iPP3N6KYyrJDZ1FqrKjuRRHE916Y_tKoP8Uv9mKs0mHgw1LdqbDdAz1JuAY8t5BQw-OmRAZrPdD4c5vs347p3a-visbajPmEE=w408-h307-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:15.560Z,,
"https://www.google.com/maps/place/Pollock+Tax+%26+Accounting,+LLP/data=!4m7!3m6!1s0x87694bba0692a249:0x80f8442731d4ba47!8m2!3d40.5607004!4d-105.0969448!16s%2Fg%2F1tdx00hh!19sChIJSaKSBrpLaYcRR7rUMSdE-IA","Pollock Tax & Accounting, LLP",5.0,1,Tax preparation service,"Spring Creek Professional Park, 2001 S Shields St Ste H200, Fort Collins, CO 80526, United States","HW63+76 Fort Collins, Colorado, USA",http://www.ptallp.com/,+1 970-484-6266,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHX2Pvy8-fB6auvilqANNftUjEQzqEfEsngozXRQVoK76IWXR74sBDOESgLINki-NTWY0iQJMG6PYXrewTUkI5EutqydXoMZsbxdA6BaPpfe6Nazy4GLfrLWdaheHYLeru1-WP=w426-h240-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:20.377Z,,
https://www.google.com/maps/place/Jaime+Heveron+CPA+LLC/data=!4m7!3m6!1s0x87694b18bf318f63:0x6f5f96d183ce7ea1!8m2!3d40.5726222!4d-105.0595487!16s%2Fg%2F11clyhwdcs!19sChIJY48xvxhLaYcRoX7Og9GWX28,Jaime Heveron CPA LLC,4.3,10,Certified public accountant,"1053 Robertson St, Fort Collins, CO 80524, United States","HWFR+25 Fort Collins, Colorado, USA",http://heverontax.com/,+1 970-689-3810,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G2CCTRjyjceNg_Q_rRuhUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.33032&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:23.402Z,,
"https://www.google.com/maps/place/RLR,+LLP/data=!4m7!3m6!1s0x87694af40ca9ef1d:0xff8028ce24703a96!8m2!3d40.5752325!4d-105.0545855!16s%2Fg%2F1tfjws57!19sChIJHe-pDPRKaYcRljpwJM4ogP8","RLR, LLP",4.5,8,Certified public accountant,"1235 Riverside Ave, Fort Collins, CO 80524, United States","HWGW+35 Fort Collins, Colorado, USA",http://www.rlr.cpa/,+1 970-692-5300,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOLpHwtmYE7DJy7O7rV7KaJ-VxnyZ9j0XzskULr=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-19T15:42:28.516Z,,
