placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/Sebesta+Pools+%26+Spas/data=!4m7!3m6!1s0x87f8bc596cdea713:0x416544aa494c4268!8m2!3d44.7997187!4d-91.4691047!16s%2Fg%2F1tg8k8wh!19sChIJE6febFm8-IcRaEJMSapEZUE,Sebesta Pools & Spas,4.8,61,Hot tub store,· Delivery,"2219 Brackett Ave, Eau Claire, WI 54701, United States","QGXJ+V9 Eau Claire, Wisconsin, USA",http://www.sebestapools.com/,+1 715-895-8916,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMZInPpwyEqYb83c0sx8scYaanM-yuzyqL7le9H=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:39:49.824Z,,
https://www.google.com/maps/place/Poolman+%26+Eau+Claire+Hearth/data=!4m7!3m6!1s0x87f8bec80394f04f:0x30387a3d8eadb0b3!8m2!3d44.7479607!4d-91.452945!16s%2Fg%2F1td9wpjy!19sChIJT_CUA8i--IcRs7Ctjj16ODA,Poolman & Eau Claire Hearth,4.4,80,Hot tub store,· In-store shopping · In-store pick-up · Delivery,"5890 Arndt Lane, Eau Claire, WI 54701, United States","PGXW+5R Eau Claire, Wisconsin, USA",http://poolmanonline.com/,+1 715-835-0929,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOTVUpfj2MYFHbkIW7NfOb6WiUr-LzGX8j78oGI=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:39:55.162Z,,
https://www.google.com/maps/place/Swimrite+Pools+%26+Spas/data=!4m7!3m6!1s0x87f8bea45bcd37e3:0xfdbc09e3440482ab!8m2!3d44.7597976!4d-91.456305!16s%2Fg%2F1tnblpyd!19sChIJ4zfNW6S--IcRq4IEROMJvP0,Swimrite Pools & Spas,4.5,78,Hot tub store,· In-store pick-up · Delivery,"5705 WI-93 Trunk, Eau Claire, WI 54701, United States","QG5V+WF Eau Claire, Wisconsin, USA",http://swimriteonline.com/,+1 715-834-7946,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMDH-7uHY8NTenvcZbuhjZPNRmVE4G1S6djISbQ=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:39:59.671Z,,
https://www.google.com/maps/place/L3+Landscaping/data=!4m7!3m6!1s0x215f7c20f6069cc1:0xaf224ba09620c243!8m2!3d44.8400267!4d-91.4454638!16s%2Fg%2F11y5nqkwd0!19sChIJwZwG9iB8XyERQ8IglqBLIq8,L3 Landscaping,5.0,30,Landscape designer,,"4356 LaSalle St, Eau Claire, WI 54703, United States","RHR3+2R Eau Claire, Wisconsin, USA",http://l3landscaping.com/,+1 715-606-0009,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP594V25g6oMJsdYjKHr5t8nDLkpHvAhYaiOh9f=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:04.136Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Kona+Pools/data=!4m7!3m6!1s0x80946bd79272a21b:0xd6fb88e5ab8886df!8m2!3d44.7807598!4d-91.5261658!16s%2Fg%2F11svjbrbwz!19sChIJG6JyktdrlIAR34aIq-WI-9Y,Kona Pools,5.0,1,Swimming pool supply store,,"1435 International Dr, Eau Claire, WI 54701, United States","QFJF+8G Eau Claire, Wisconsin, USA",http://konapools.net/,+1 715-214-2298,"Open ⋅ Closes 5 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMDxIc5kIzJ1Zm18MVXu7qM9NsHZavWIf7Y14Zr=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:08.690Z,,
https://www.google.com/maps/place/Eau+Claire+Billiards+Bar+%26+Grill/data=!4m7!3m6!1s0x87f8bd00786aeacb:0x464c9a6b777c9b12!8m2!3d44.7878322!4d-91.4639604!16s%2Fg%2F11wtr94dpz!19sChIJy-pqeAC9-IcREpt8d2uaTEY,Eau Claire Billiards Bar & Grill,4.8,48,Bar,· Dine-in · Takeaway · Delivery,"3020 London Rd, Eau Claire, WI 54701, United States","QGQP+4C Eau Claire, Wisconsin, USA",,+1 715-598-7502,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzddQanDFnGqc1q1KJBlFytOT8WiGrTKpSeAji8j07I8HkDmcKOa9m2BzntBlbeJEdiJUPMNEJuZFpqDZTt_Ntj9WTFz_1bP8W9roo-4dTNhdUpzZBHae-qI6xrd1KpetLVt_I7TYsPg9Im=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:13.417Z,Identifies as women-owned,
https://www.google.com/maps/place/Chippewa+Valley+Softub+Service/data=!4m7!3m6!1s0x87f8bd0ce6a9724f:0x508704ffe73485d2!8m2!3d44.8078492!4d-91.5056807!16s%2Fg%2F1tddyb7s!19sChIJT3Kp5gy9-IcR0oU05_8Eh1A,Chippewa Valley Softub Service,4.3,8,Hot tub store,· In-store shopping · Kerbside pickup · Delivery,"719 3rd Ave, Eau Claire, WI 54703, United States","RF5V+4P Eau Claire, Wisconsin, USA",https://m.facebook.com/Chippewa-Valley-Softub-Service-30777295908/?ref=bookmarks,+1 715-838-7005,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipN3X_Ko2WG9NqvP9bwrXIFIw0BhxIC7jHjsqC8z=w408-h306-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:17.985Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Thorp+Landscaping/data=!4m7!3m6!1s0x87f8bd0ce6a9724f:0x85d50245ae9f54e!8m2!3d44.8100646!4d-91.5000742!16s%2Fg%2F11r8qc95r!19sChIJT3Kp5gy9-IcRTvXpWiRQXQg,Thorp Landscaping,3.9,7,Landscaper,,"#1311, Eau Claire, WI 54702, United States","RF6X+2X Eau Claire, Wisconsin, USA",,+1 715-514-2331,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bPUuX7n_Joays7YI_QUdGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.2665&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:22.413Z,,
https://www.google.com/maps/place/The+Reboot+Social/data=!4m7!3m6!1s0x87f8bd06fd32f663:0x265722f29a813d1!8m2!3d44.8108648!4d-91.4998753!16s%2Fg%2F11q46rfhjq!19sChIJY_Yy_Qa9-IcR0ROoKS9yZQI,The Reboot Social,4.5,596,Restaurant,· Dine-in · Takeaway · Delivery,"220 S Barstow St, Eau Claire, WI 54701, United States","RG62+82 Eau Claire, Wisconsin, USA",https://therebootsocial.com/,+1 715-900-2900,,https://lh3.googleusercontent.com/p/AF1QipOL7NaLD_C1HpGwboYtfbXtCgiss-PQWawgaXfJ=w408-h306-k-no,true,3–6 pm,3–6 pm,3–6 pm,3–6 pm,3–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:27.297Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Eau+Claire+Concrete/data=!4m7!3m6!1s0x87f8bd6d3bb73879:0x19a173205ff44c42!8m2!3d44.7921163!4d-91.5099465!16s%2Fg%2F11y4xgh951!19sChIJeTi3O229-IcRQkz0XyBzoRk,Eau Claire Concrete,4.9,8,Concrete contractor,,"2580 Stein Blvd Unit A, Eau Claire, WI 54701, United States","QFRR+R2 Eau Claire, Wisconsin, USA",https://concretecontractoreauclaire.com/,+1 715-705-4133,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyo3u-g7_ryAsHr6kPH92DwHdGu-xaXLXH7kyihSdguOgyE6wn5-FM4tin3o6P1447ZL98-edVGQgioHbsI6UqFSrqKT-gZygmqi6UlDz2IXHwFDSL0H3rxvjIQUG4QBYJJm06zp_pzCzzX=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-10-27T17:40:31.726Z,,
