placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Zen+Infusion+IV+Therapy/data=!4m7!3m6!1s0x87d2a754e96332ad:0x58149ad6f56fdf46!8m2!3d34.7769368!4d-92.363921!16s%2Fg%2F11qplpd30f!19sChIJrTJj6VSn0ocRRt9v9daaFFg,Zen Infusion IV Therapy,4.9,59,Medical spa,"8028 Cantrell Rd #101, Little Rock, AR 72227, United States","QJGP+QC Little Rock, Arkansas, USA",http://www.zeninfusionivtherapy.com/,+1 501-626-8306,Open ⋅ Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D4j96V2vXTscXyDNCz3mqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.44237&pitch=0&thumbfov=100,true,10 am–8 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:19:48.092Z,,,
https://www.google.com/maps/place/UAMS+Health+-+Infusion+Center+A/data=!4m7!3m6!1s0x87d2a53943868827:0xd18fd86c9adc330a!8m2!3d34.7486324!4d-92.3189884!16s%2Fg%2F11lgzr3gf6!19sChIJJ4iGQzml0ocRCjPcmmzYj9E,UAMS Health - Infusion Center A,3.0,4,Cancer treatment center,"UAMS Winthrop P. Rockefeller Cancer Institute Fourth Floor, 449 Jack Stephens Dr, Little Rock, AR 72205, United States","PMXJ+FC Little Rock, Arkansas, USA",https://uamshealth.com/location/infusion-center-a/?utm_source=google&utm_medium=gmb&utm_campaign=clinical&utm_term=location&utm_content=profile&utm_specs=infusion-center-a,+1 501-686-8386,,https://lh3.googleusercontent.com/p/AF1QipPWxORbS7VaD23ILOh1OojrEmBzoiK2TykKX_XL=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:19:51.987Z,,,
https://www.google.com/maps/place/UAMS+Health+-+Infusion+Center+B/data=!4m7!3m6!1s0x87d2a54c6402312b:0xdd6fd17f2681c9ef!8m2!3d34.7486324!4d-92.3189884!16s%2Fg%2F11mw0shzyb!19sChIJKzECZEyl0ocR78mBJn_Rb90,UAMS Health - Infusion Center B,,,Cancer treatment center,"UAMS Winthrop P. Rockefeller Cancer Institute Sixth Floor, 449 Jack Stephens Dr, Little Rock, AR 72205, United States","PMXJ+FC Little Rock, Arkansas, USA",https://uamshealth.com/location/infusion-center-b/?utm_source=google&utm_medium=gmb&utm_campaign=clinical&utm_term=location&utm_content=profile&utm_specs=infusion-center-b,+1 501-296-1200,,https://lh3.googleusercontent.com/p/AF1QipMkOcOl-Kp4RwzxJKfqBI6hq0QrnahgdHE-WrH4=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:19:54.747Z,,,
https://www.google.com/maps/place/UAMS+Baptist+Health+Infusion+Center/data=!4m7!3m6!1s0x87d2a50eb141f345:0xa734f4ae726739f4!8m2!3d34.7436066!4d-92.3803334!16s%2Fg%2F11vh_qfm0y!19sChIJRfNBsQ6l0ocR9Dlncq70NKc,UAMS Baptist Health Infusion Center,5.0,1,Medical clinic,"9500 Kanis Rd Suite 100, Little Rock, AR 72205, United States","PJV9+CV Little Rock, Arkansas, USA",https://www.baptist-health.com/location/uams-baptist-health-infusion-center/,+1 501-202-2266,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOpYaYxstlHsEurOX-_Wj_4j7xokdKKEu9u1i3h=w442-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:19:59.578Z,,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x87d2a5cfd02f46e3:0x95674e443681445!8m2!3d34.7444214!4d-92.3810554!16s%2Fg%2F11j2xdyqyc!19sChIJ40Yv0M-l0ocRRRRoQ-R0Vgk,Option Care Health,4.3,6,Specialized clinic,"9601 Baptist Health Dr Suite 110, Little Rock, AR 72205, United States","PJV9+QH Little Rock, Arkansas, USA",https://optioncarehealth.com/locations/little-rock-ar-9601-baptist-health-dr,+1 501-406-1060,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YdSfYBKm0nRK2uOderrDbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.1683&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:04.523Z,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x87d2a1b9ea130cc9:0x41c2243338ab8934!8m2!3d34.7640455!4d-92.4535384!16s%2Fg%2F11ty6pbsrk!19sChIJyQwT6rmh0ocRNImrODMkwkE,IVX Health Infusion Center,5.0,17,Medical clinic,"17406 Chenal Pkwy Suite 250, Little Rock, AR 72223, United States","QG7W+JH Little Rock, Arkansas, USA",http://www.ivxhealth.com/locations/arkansas/chenal,+1 501-604-6604,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMx2WKMVx_Ume8tolhsqCEQWJh1LtTft3VFH5tT=w426-h240-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:09.589Z,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x87d2bdb101c81813:0xf791e3dd0dd03eb3!8m2!3d34.7960183!4d-92.2346599!16s%2Fg%2F11ty6p5m21!19sChIJExjIAbG90ocRsz7QDd3jkfc,IVX Health Infusion Center,5.0,34,Medical clinic,"2601 McCain Blvd Suite C, North Little Rock, AR 72116, United States","QQW8+C4 North Little Rock, Arkansas, USA",http://www.ivxhealth.com/locations/arkansas/north-little-rock,+1 501-451-5155,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPvXCKXnVO_KaHh_sDJQIkO5WFmqbeU77XMVQw0=w426-h240-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:14.659Z,,,
https://www.google.com/maps/place/CARTI+Cancer+Center/data=!4m7!3m6!1s0x87d2a4059ca22799:0x648348bd23b3c741!8m2!3d34.7436967!4d-92.3678213!16s%2Fg%2F11cjk60fp5!19sChIJmSeinAWk0ocRQcezI71Ig2Q,CARTI Cancer Center,4.6,470,Cancer treatment center,"8901 Carti Way, Little Rock, AR 72205, United States","PJVJ+FV Little Rock, Arkansas, USA",http://www.carti.com/,+1 501-906-3000,Closed ⋅ Opens 6:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPthufAcqi-_dZS_-bURtxi2Ui6SdOIB7y39lJRfDk8BEK1ssdUBO-1c2-N60RNosfVhkvNO-G4Y4mY13hXnQCRavzEeC7HLDf4pJLeMIO8tXVcq15py9cw4SwDsDMv4HDz_4=w408-h306-k-no,true,Closed,6:30 am–8:30 pm,6:30 am–8:30 pm,6:30 am–8:30 pm,6:30 am–8:30 pm,6:30 am–8:30 pm,6:30 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:19.698Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Fountains+Infusion+Center/data=!4m7!3m6!1s0x87d2a0c9e048f613:0x2d65cdf5fc525334!8m2!3d34.7564909!4d-92.4405515!16s%2Fg%2F11sdty7btg!19sChIJE_ZI4Mmg0ocRNFNS_PXNZS0,Fountains Infusion Center,5.0,4,Medical clinic,"15190 Chenal Pkwy, Little Rock, AR 72211, United States","QH45+HQ Little Rock, Arkansas, USA",http://vclittlerock.com/,+1 501-451-6080,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QmOwMkULWqVdwkLcbt64zQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.98343&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:22.609Z,,,
https://www.google.com/maps/place/UAMS+Winthrop+P.+Rockefeller+Cancer+Institute/data=!4m7!3m6!1s0x87d2a4a14889ece3:0xf6ded3ecbd2109db!8m2!3d34.7484891!4d-92.3190803!16s%2Fg%2F11_qzk9g3!19sChIJ4-yJSKGk0ocR2wkhvezT3vY,UAMS Winthrop P. Rockefeller Cancer Institute,3.4,40,Cancer treatment center,"4018 W Capitol Ave, Little Rock, AR 72205, United States","PMXJ+99 Little Rock, Arkansas, USA",https://cancer.uams.edu/,+1 501-296-1200,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN_uiTu0wyCNqlkMOnWY6CoSzKiJAhnxtP_Qx7F=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–3 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-28T23:20:27.856Z,,,
