placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes
https://www.google.com/maps/place/Collins+Control+%26+Electric/data=!4m7!3m6!1s0x876eb4e17d1e9fb3:0x8f62eb489da38eba!8m2!3d40.5801357!4d-105.0291571!16s%2Fg%2F1tdn4lg6!19sChIJs58efeG0bocRuo6jnUjrYo8,Collins Control & Electric,5.0,34,Electrician,"2649 E Mulberry St STE 16, Fort Collins, CO 80524, United States","HXJC+38 Fort Collins, Colorado, USA",https://collins-control.com/,+1 970-484-8696,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOYjNsMngRrVhuZ8SdPgD73hVBdCdqrZVEd8kWu=w426-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:14:48.011Z,,
https://www.google.com/maps/place/Titus+Electrical+Services/data=!4m7!3m6!1s0x22ba5d535abc8e7b:0xde1b6b1ba31ccfc!8m2!3d40.5621223!4d-105.0965757!16s%2Fg%2F11kqqkn45t!19sChIJe468WlNduiIR_MwxurG24Q0,Titus Electrical Services,4.7,279,Electrician,"2001 S Shields St H-104, Fort Collins, CO 80526, United States","HW63+R9 Fort Collins, Colorado, USA",https://www.tituselectricians.com/?utm_source=google&utm_medium=organic&utm_campaign=fort-collins-gbp,+1 970-294-3111,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN--H65ZF7eHXPCxmDuTqQNxmyB5BamXG44EA5x=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:14:52.620Z,,
"https://www.google.com/maps/place/Luminous+Electric,+Heating,+%26+Cooling/data=!4m7!3m6!1s0x8b33689eb4c2074d:0xdb5cc76ccb86d86e!8m2!3d40.588519!4d-105.074226!16s%2Fg%2F11vys0ldfk!19sChIJTQfCtJ5oM4sRbtiGy2zHXNs","Luminous Electric, Heating, & Cooling",4.9,214,Electrician,"242 Linden St, Fort Collins, CO 80524, United States","HWQG+C8 Fort Collins, Colorado, USA",https://www.luminouselectricco.com/,+1 720-282-1790,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNPOGpr99WPimy092N-epebd34xucq7bBBQfYVA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:14:56.871Z,,
https://www.google.com/maps/place/Colorado%27s+Reliable+Electric/data=!4m7!3m6!1s0x87694bd06c4ef2df:0x34a7ae9e1affd4ca!8m2!3d40.5891795!4d-105.0618598!16s%2Fg%2F11ld98lsbf!19sChIJ3_JObNBLaYcRytT_Gp6upzQ,Colorado's Reliable Electric,4.9,17,Solar energy company,"832 E Lincoln Ave #1A, Fort Collins, CO 80524, United States","HWQQ+M7 Fort Collins, Colorado, USA",https://co-reliableelectric.com/,+1 970-658-5596,"Closed · Opens 8 am Mon

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipPfaon_YvrLAgmB2IwrzIpEe-jwqt2M8oGzEL8=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:01.437Z,,
https://www.google.com/maps/place/Lockhart+Electric+LLC/data=!4m7!3m6!1s0x87694b020d655aaf:0x952f730160a3471c!8m2!3d40.5822226!4d-105.0397821!16s%2Fg%2F11wg4388hp!19sChIJr1plDQJLaYcRHEejYAFzL5U,Lockhart Electric LLC,4.9,47,Electrician,"453a Industrial Dr, Fort Collins, CO 80524, United States","HXJ6+V3 Fort Collins, Colorado, USA",https://lockhartelec.com/,+1 970-966-5451,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbGfaZyDidXeye8O-87N4rj6pV32MgkP346x_C=w408-h543-k-no,true,Closed,Closed,7 am–3:30 am,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 am,7 am–3:30 am,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:05.786Z,,
https://www.google.com/maps/place/Allen+Service/data=!4m7!3m6!1s0x87694ac1524144ab:0x25973150b5de4a95!8m2!3d40.5862976!4d-105.0507774!16s%2Fg%2F1tcwggs4!19sChIJq0RBUsFKaYcRlUretVAxlyU,Allen Service,4.8,6304,HVAC contractor,"101 S Link Ln, Fort Collins, CO 80524, United States","HWPX+GM Fort Collins, Colorado, USA",https://www.allenservice.com/,+1 970-484-4841,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxt6ro9Y1XDT2FkMoiamHAbkbjDn8qA7g6CXI1NT9LDK_brDVChw0sVEgbenbmksXBMIOOoyCRAzyXeTcCzI6wvlEsSJaGQkF69SEcxzea0q9hyfABg-pLFq5n1rWL2Bb0Tazznh5BbeuiD=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:10.087Z,Identifies as women-owned,
https://www.google.com/maps/place/King+Electric/data=!4m7!3m6!1s0x876eb3484edba1bb:0xc16b197cbeafeb99!8m2!3d40.5237128!4d-105.0301378!16s%2Fg%2F11c6pwl57p!19sChIJu6HbTkizbocRmeuvvnwZa8E,King Electric,4.9,148,Electrician,"2580 E Harmony Rd Suite 301-22, Fort Collins, CO 80528, United States","GXF9+FW Fort Collins, Colorado, USA",https://kingelectricllc.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,+1 970-829-5464,Closed · Opens 12 am Mon,https://lh3.googleusercontent.com/p/AF1QipNIo7MKlFPoppo70P59GuTAe-CGS7vSjBWZPhgu=w408-h411-k-no,true,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:14.340Z,,
https://www.google.com/maps/place/The+Speedy+Electricians+of+Fort+Collins/data=!4m7!3m6!1s0x87694b2bd63b0dab:0x12a32f3823bc63f9!8m2!3d40.5348502!4d-105.0406732!16s%2Fg%2F11sr81y6x7!19sChIJqw071itLaYcR-WO8IzgvoxI,The Speedy Electricians of Fort Collins,4.6,7,Electrical repair shop,"3800 Automation Way, Fort Collins, CO 80525, United States","GXM5+WP Fort Collins, Colorado, USA",https://www.thespeedyelectricians.com/fort-collins/,+1 970-568-5080,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPkPT8-HbIXKsdK1b7qXlCDlvNvWhm3Z2Gm1-ue=w980-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:18.687Z,,
https://www.google.com/maps/place/NOCO+Energy+Solutions/data=!4m7!3m6!1s0x876936dd6acd809f:0xbc8331d7bfed3f8c!8m2!3d40.5832773!4d-105.0202681!16s%2Fg%2F11b6dx3yfs!19sChIJn4DNat02aYcRjD_tv9cxg7w,NOCO Energy Solutions,5.0,145,HVAC contractor,"394 Delozier Dr, Fort Collins, CO 80524, United States","HXMH+8V Fort Collins, Colorado, USA",https://nocoenergysolutions.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,+1 970-310-6240,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PeBkamLkNd6a5DvByvfoJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.38529&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:23.126Z,,
https://www.google.com/maps/place/Novotny+Electric+LLC/data=!4m7!3m6!1s0x876935d37662e88b:0x10d0c796a0a474b4!8m2!3d40.6059598!4d-105.1140735!16s%2Fg%2F11t9v66x_7!19sChIJi-hidtM1aYcRtHSkoJbH0BA,Novotny Electric LLC,5.0,1,Electrician,"1340 N Taft Hill Rd, Fort Collins, CO 80521, United States","JV4P+99 Fort Collins, Colorado, USA",https://novotnyelectricllc.com/,+1 970-482-2834,Closes soon · 4 pm · Opens 7 am Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2q8a5eHt0ADkxdqASZVwiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.99909&pitch=0&thumbfov=100,false,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:27.351Z,,
https://www.google.com/maps/place/Chadwick+Home+Services/data=!4m7!3m6!1s0x87694bd8dad6e56d:0x1e5ccac6f6f3ec70!8m2!3d40.5896153!4d-105.0528683!16s%2Fg%2F11h055y7hm!19sChIJbeXW2thLaYcRcOzz9sbKXB4,Chadwick Home Services,4.9,84,Electrician,"1305 Duff Dr STE 7, Fort Collins, CO 80524, United States","HWQW+RV Fort Collins, Colorado, USA",https://www.chadwickservices.com/,+1 970-482-9449,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNXR72dd4ble507JEAP_lbU91ljbcZ2xKuzVW64=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:31.670Z,,
https://www.google.com/maps/place/Grason+Electric/data=!4m7!3m6!1s0x87694a64686c0001:0x67d54908dd8517a9!8m2!3d40.5875534!4d-105.0471113!16s%2Fg%2F11h7v7t620!19sChIJAQBsaGRKaYcRqReF3QhJ1Wc,Grason Electric,5.0,34,Electrician,"209 Commerce Dr Unit #1, Fort Collins, CO 80524, United States","HXQ3+25 Fort Collins, Colorado, USA",http://grasonelectric.com/,+1 970-852-4480,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPHs6j7mbLPO-5QQBl3T1pYcbq0Ywe6ulZ5BYN6=w408-h306-k-no,true,Closed,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:35.964Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Lamb+Electric/data=!4m7!3m6!1s0x8769356f8e9c1ff5:0x234f95e340009c64!8m2!3d40.6188661!4d-105.0655659!16s%2Fg%2F11h3vc9t9r!19sChIJ9R-cjm81aYcRZJwAQOOVTyM,Lamb Electric,5.0,22,Electrician,"2220 Franklin St, Fort Collins, CO 80524, United States","JW9M+GQ Fort Collins, Colorado, USA",,+1 970-581-4057,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztD5RbuoA30MzDRX33SDJU6KdChwdGvYUatUtdZbQTDLyoZoKMguOGvnNGLYgrnEEg2MbOfmgCza3VVvNUcYuM30k_HS59ELHOpqfzixQZgkqi8kXH_E8AqLQM2ZpmQieygsD6dsoNgmM_=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:40.341Z,,
"https://www.google.com/maps/place/Welzig+Heating,+Cooling,+Plumbing+%26+Electric/data=!4m7!3m6!1s0x87694b5e0dacdfe3:0x7ad26c8e6b41261b!8m2!3d40.5624052!4d-105.0407153!16s%2Fg%2F11x038jwmj!19sChIJ49-sDV5LaYcRGyZBa45s0no","Welzig Heating, Cooling, Plumbing & Electric",4.9,283,HVAC contractor,"1925 S Timberline Rd N15, Fort Collins, CO 80525, United States","HX65+XP Fort Collins, Colorado, USA",https://welzig-heating-and-air.com/our-service-area/fort-collins-co/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*390*welzig-heating-air-fort-collins,+1 720-336-3777,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNKjBqXFmYqF--tOqQCddMfo3H_ZLYsEz2RfgPa=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:44.955Z,,
https://www.google.com/maps/place/On+Call+Electric/data=!4m7!3m6!1s0x87694bc691d0bdc3:0x1c3513857271d2bc!8m2!3d40.5594086!4d-105.0699476!16s%2Fg%2F1q5gj1sd7!19sChIJw73QkcZLaYcRvNJxcoUTNRw,On Call Electric,4.4,30,Electrician,"417 Dartmouth Trail, Fort Collins, CO 80525, United States","HW5J+Q2 Fort Collins, Colorado, USA",,+1 970-391-8430,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPxfaBJeW-5iEE81-OzoxothfHy-88SUXzVkiZC=w408-h264-k-no,true,Closed,Closed,9 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–4 am,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:49.323Z,,
https://www.google.com/maps/place/Kenny+Electric+-+Fort+Collins/data=!4m7!3m6!1s0x876eb51ec3b26d2d:0xfb2492f179869025!8m2!3d40.5765373!4d-105.0023377!16s%2Fg%2F1260ssbw7!19sChIJLW2ywx61bocRJZCGefGSJPs,Kenny Electric - Fort Collins,3.4,5,Electrical installation service,"901 SW Frontage Rd, Fort Collins, CO 80524, United States","HXGX+J3 Fort Collins, Colorado, USA",http://www.kenny-electric.com/,+1 303-605-2100,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPw7nUmNQwfGja-FT0Gca4D6amIjJox4_ydiFQV=w427-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:53.621Z,,
"https://www.google.com/maps/place/AAA+Service+Plumbing,+Heating+%26+Electric/data=!4m7!3m6!1s0x876eb57201d2b013:0xe4122f717191d99f!8m2!3d40.5772894!4d-105.0024159!16s%2Fg%2F11vxykp2sv!19sChIJE7DSAXK1bocRn9mRcXEvEuQ","AAA Service Plumbing, Heating & Electric",5.0,391,Furnace repair service,"825 SW Frontage Rd #1B, Fort Collins, CO 80524, United States","HXGX+W2 Fort Collins, Colorado, USA",https://www.aaatoday.com/service-area/fort-collins-co/?utm_source=google&utm_medium=gbp-ftcollins&se_campaign=GBP%20-%20Ft.%20Collins,+1 970-636-3401,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPTW8JRphSn9n95WP_iXTy9ZI7b6MCj6pi2LY29=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:15:58.118Z,,
"https://www.google.com/maps/place/Glanz+Electrical+Contracting,+Inc./data=!4m7!3m6!1s0x87694ac59e5ed449:0xeb62de5601f2af8c!8m2!3d40.583954!4d-105.0453208!16s%2Fg%2F1v2gf7db!19sChIJSdRensVKaYcRjK_yAVbeYus","Glanz Electrical Contracting, Inc.",4.5,23,Electrician,"1713 E Lincoln Ave UNIT A1, Fort Collins, CO 80524, United States","HXM3+HV Fort Collins, Colorado, USA",https://www.glanzelectric.com/,+1 970-482-5218,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=STOlTfn2v-OBTwLHxWtZpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.49512&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:16:02.387Z,,
https://www.google.com/maps/place/Edyssen+Electric+Motor/data=!4m7!3m6!1s0x87694ac5811e18bb:0xd0535a5518df4987!8m2!3d40.5842324!4d-105.0442363!16s%2Fg%2F11g9ldvs4w!19sChIJuxgegcVKaYcRh0nfGFVaU9A,Edyssen Electric Motor,4.3,37,Electric motor repair shop,"1808 E Lincoln Ave, Fort Collins, CO 80524, United States","HXM4+M8 Fort Collins, Colorado, USA",http://edyssenelectricmotor.com/,+1 970-484-8411,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPrlk_O6xuPJOQUTGmhu1rTTfQcEHOf87Qzn8e2=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:16:06.838Z,,
https://www.google.com/maps/place/Power+Pro%27s+Electric+Ltd/data=!4m7!3m6!1s0xa683792fc22cb07b:0x9b7be1b32bb43eb5!8m2!3d40.501078!4d-104.884327!16s%2Fg%2F11t2c_2l2l!19sChIJe7Aswi95g6YRtT60K7Phe5s,Power Pro's Electric Ltd,4.9,35,Electrical installation service,,,https://powerproselectricltd.com/,+1 970-420-5777,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPhOLMXVjP3zHgftzAahA889VCif3yRNWSMIF4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:16:11.169Z,,
https://www.google.com/maps/place/AC-DC+Electric/data=!4m7!3m6!1s0x876ea41ee205d8d3:0xe723687083c87718!8m2!3d40.5207729!4d-104.8563387!16s%2Fg%2F1td616sd!19sChIJ09gF4h6kbocRGHfIg3BoI-c,AC-DC Electric,5.0,42,Electrician,"844 Cliffrose Way, Severance, CO 80550, United States","G4CV+8F Severance, Colorado, USA",http://www.acdc-electric.com/,+1 970-330-1656,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPZX6qfZLYw14dPe-Eldb9Lf4kB1_9TGTfYm5fy=w408-h306-k-no,true,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:16:29.999Z,,
https://www.google.com/maps/place/Lion+Home+Service/data=!4m7!3m6!1s0x87694df7fe94410d:0x384d2960e10610d3!8m2!3d40.5190889!4d-105.047197!16s%2Fg%2F11cmcjns_h!19sChIJDUGU_vdNaYcR0xAG4WApTTg,Lion Home Service,4.7,5879,HVAC contractor,"4868 Innovation Dr, Fort Collins, CO 80525, United States","GX93+J4 Fort Collins, Colorado, USA",https://lionhomeservice.com/,+1 970-829-8222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMIHqwxurSrowgRGvzzwBu_q084LwNV9baYybhu=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Greeley+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-01-10T22:16:34.381Z,,
