placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Garage+Door+Service/data=!4m7!3m6!1s0x4e5091f7f4526af7:0x5b24087e10613a3!8m2!3d25.9197896!4d-97.4231373!16s%2Fg%2F11l22htq69!19sChIJ92pS9PeRUE4RoxMG4YdAsgU,Garage Door Service,5.0,148,Garage door supplier,"116 N Dakota Ave, Brownsville, TX 78521, United States","WH9G+WP Brownsville, Texas, USA",,+1 956-777-9080,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNvLjzWg2gp8aGd-w9_1nZ35ktuk_aG-k9gbhYS=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:05:42.228Z,,,
https://www.google.com/maps/place/Juarez+Garage+Doors/data=!4m7!3m6!1s0x866f941c287581c3:0x29f4ec4fb324d3c!8m2!3d25.93766!4d-97.508576!16s%2Fg%2F11by_m_4kc!19sChIJw4F1KByUb4YRPE0y-8ROnwI,Juarez Garage Doors,4.7,40,Garage door supplier,"835 W Price Rd Suite #10, Brownsville, TX 78520, United States","WFQR+3H Brownsville, Texas, USA",http://www.juarezgaragedoors.com/,+1 956-561-4037,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOBRn94BO_4pamC3aW_Hn08SegwkxZNiWhiLsBN=w408-h272-k-no,true,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:05:47.879Z,,,
https://www.google.com/maps/place/Jr%E2%80%99s+Garage+Door%27s/data=!4m7!3m6!1s0x866f95dadea7c7e9:0x36ac0436ed5b7c39!8m2!3d25.930673!4d-97.4959785!16s%2Fg%2F11h59y9wvg!19sChIJ6cen3tqVb4YROXxb7TYErDY,Jr’s Garage Door's,4.9,10,Repair service,"1667 Yale Ave, Brownsville, TX 78520, United States","WGJ3+7J Brownsville, Texas, USA",,+1 956-750-1805,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNVpITfvbOmyOoKrknpOsJdB1orIaz6hWfZ-zPt=w408-h906-k-no,true,9 am–7 pm,9 am–5 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:05:53.246Z,,,
https://www.google.com/maps/place/Garcia%27s+Garage+Doors+and+Shutters/data=!4m7!3m6!1s0x866f95ae6e42d1f3:0xdd67afda8954acaa!8m2!3d26.1665934!4d-97.7823834!16s%2Fg%2F11bycklnb1!19sChIJ89FCbq6Vb4YRqqxUidqvZ90,Garcia's Garage Doors and Shutters,4.1,64,Garage door supplier,,,,+1 956-590-5102,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNuj5tQFlozCikzVtHVRYEbfKUNtfPtgwwSX8UH=w408-h544-k-no,true,8 am–9 pm,8 am–9 pm,Closed,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:05:58.112Z,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+the+Border/data=!4m7!3m6!1s0x866f942f087281eb:0xd2f0e9f8477fe93!8m2!3d25.9333243!4d-97.4901264!16s%2Fg%2F12llpn668!19sChIJ64FyCC-Ub4YRk_53hJ8OLw0,Overhead Door Company of the Border,3.5,6,Door supplier,"1952 S Price Rd, Brownsville, TX 78521, United States","WGM5+8W Brownsville, Texas, USA",http://www.overheaddoor.com/,+1 956-504-0450,Closes soon ⋅ 5:30 pm ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXM1IY_I6Nfwq4Elv3cM5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.60751&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:02.912Z,,,
https://www.google.com/maps/place/The+Door+Stop/data=!4m7!3m6!1s0x866f95b8f409de95:0xe3f03e76ee176665!8m2!3d25.9181698!4d-97.4675553!16s%2Fg%2F11b6j0mm7l!19sChIJld4J9LiVb4YRZWYX7nY-8OM,The Door Stop,4.6,50,Door supplier,"3414 Burton Dr, Brownsville, TX 78521, United States","WG9J+7X Brownsville, Texas, USA",http://thedoorstoprgv.com/,+1 956-574-9071,Closes soon ⋅ 6 pm ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiLU2N2VA-IaKXD0UDkoUUTXmNSFjrfLwJfltW=w408-h544-k-no,true,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:07.971Z,,,
https://www.google.com/maps/place/Rv+garage+doors/data=!4m7!3m6!1s0x866f95b7ce7beb45:0x992b779f5282795b!8m2!3d26.0280312!4d-97.460322!16s%2Fg%2F11h5_vkvmw!19sChIJRet7zreVb4YRW3mCUp93K5k,Rv garage doors,5.0,3,Garage door supplier,,,,+1 956-621-8143,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIvU7O6DYqGz-WiaZR9ZMNUmrLiT-QVNUEtoGls1vfsmA-VgIvANAUqdoSnyCl332KEsSNIqJPbmf0GQsLYr5GxDvmxJYc9n4wZtEcmYsHVBa8H1FIALYYoNtcaoKL96EMJ4pPtg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:12.606Z,,,
"https://www.google.com/maps/place/Industrial+Doors,+LLC./data=!4m7!3m6!1s0x866f9158cc5466e1:0xd8cbcf9025816b18!8m2!3d25.9492515!4d-97.5589317!16s%2Fg%2F11c5zgds2l!19sChIJ4WZUzFiRb4YRGGuBJZDPy9g","Industrial Doors, LLC.",5.0,5,Garage door supplier,"3123 Old Military Rd, Brownsville, TX 78520, United States","WCXR+PC Brownsville, Texas, USA",http://www.industrialdoorsllc.com/,+1 956-408-9335,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOx016RYPoDVT0Hd7hCO7pOyaGcfwfQKEe77d6b=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:17.729Z,,,
https://www.google.com/maps/place/Automatic+Door+Services/data=!4m7!3m6!1s0x866f9175785ecbc9:0x901c90387dfc611f!8m2!3d25.9634367!4d-97.534265!16s%2Fg%2F11sz2ymnk5!19sChIJycteeHWRb4YRH2H8fTiQHJA,Automatic Door Services,5.0,1,Automation company,"2877 Riviera St, Brownsville, TX 78520, United States","XF78+97 Brownsville, Texas, USA",,+1 956-434-9081,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aO0ltkglgBEYdza0DjJb9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.454185&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:22.707Z,,,
https://www.google.com/maps/place/Genie+Corp./data=!4m7!3m6!1s0x866fbfe29156581d:0xf36b2e40f4d7f865!8m2!3d25.9079884!4d-97.415914!16s%2Fg%2F11hjdkp7q2!19sChIJHVhWkeK_b4YRZfjX9EAua_M,Genie Corp.,5.0,1,Warehouse,"605 S Vermillion Ave, Brownsville, TX 78521, United States","WH5M+5J Brownsville, Texas, USA",https://geniecompany.com/,+1 956-550-0110,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRtPT761JHv7X9tM__FxsOl-p7h9VsJ0fDOjqX0MNm1iga0RRTFviPuB_m0YA-Ia0IZlMJKsn1zfvyoI_xrHNcuFyNpjO8gooika_0Yx0TiAPKElfNdEpoZRefjTZVyAzDymY=w480-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-11-07T23:06:25.413Z,,,
