placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Stokes+%26+Company,+CPAs/data=!4m7!3m6!1s0x88582e45e4cebac9:0x73c261e8acbc3f45!8m2!3d34.8388751!4d-82.3676448!16s%2Fg%2F1tj539k5!19sChIJybrO5EUuWIgRRT-8rOhhwnM","Stokes & Company, CPAs",4.5,94,Certified public accountant,"108 Frederick St, Greenville, SC 29607, United States","RJQJ+HW Greenville, South Carolina, USA",http://stokescpas.com/,+1 864-242-1418,"Closed ⋅ Opens 8:30 am Mon

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipND5LkafV_cWVudAIzbIqFoPB4x23HvANTWWdfx=w426-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:25:56.857Z,,,
https://www.google.com/maps/place/XU+CPA/data=!4m7!3m6!1s0x88582e12e602e80f:0xb78097a9d7192bfa!8m2!3d34.8600703!4d-82.3538153!16s%2Fg%2F1ptwys_j4!19sChIJD-gC5hIuWIgR-isZ16mXgLc,XU CPA,5.0,27,Certified public accountant,"37 Villa Rd #100, Greenville, SC 29615, United States","VJ6W+2F Greenville, South Carolina, USA",http://www.mygreenvillecpa.com/,+1 864-558-0620,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO1EkOLNqT3wnf2Gm_qH1JJ4TPFnteZ8L988jAS=w408-h300-k-no,true,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:03.104Z,,,
https://www.google.com/maps/place/Mitchell+and+Kuharsky+CPA/data=!4m7!3m6!1s0x88582e1884f838cf:0xd5ed8294a04e4b3b!8m2!3d34.8669357!4d-82.3809537!16s%2Fg%2F1tqtbczf!19sChIJzzj4hBguWIgRO0tOoJSC7dU,Mitchell and Kuharsky CPA,5.0,11,Tax preparation service,"4A Chick Springs Rd, Greenville, SC 29609, United States","VJ89+QJ Greenville, South Carolina, USA",http://www.mk.cpa/,+1 864-298-2845,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNCyC18ydTmJmgqIuFtdO6PmRmoIkd7-WnEGq31=w408-h306-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:08.115Z,,,
https://www.google.com/maps/place/Ledger+Medial+Accounting+Services/data=!4m7!3m6!1s0x8857876ff80abf35:0x715f0b54c667c64b!8m2!3d34.8729297!4d-82.3849858!16s%2Fg%2F11kp23555p!19sChIJNb8K-G-HV4gRS8ZnxlQLX3E,Ledger Medial Accounting Services,4.9,60,Accountant,"38 Westview Ave, Greenville, SC 29609, United States","VJF8+52 Greenville, South Carolina, USA",https://ledgermedial.com/,+1 864-655-7098,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPTtXb2DOX7TFhui090HdSF7xb3vKDJPR4sC8F_=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:13.246Z,,,
https://www.google.com/maps/place/Dustin+Mason+CPA/data=!4m7!3m6!1s0x885831e9fb58232d:0x8e5936964454720a!8m2!3d34.828698!4d-82.3608095!16s%2Fg%2F11lgps6kcf!19sChIJLSNY--kxWIgRCnJURJY2WY4,Dustin Mason CPA,5.0,11,Bookkeeping service,,,https://www.dustinmason.com/,+1 864-607-6717,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOs7vtQ6EuDHdz8dGMhb4efLZRcsNUcrylvYWPP=w408-h468-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:18.263Z,,,
https://www.google.com/maps/place/Elite+Pro-Tax+%26+Financial+Services/data=!4m7!3m6!1s0x88582fdeda932081:0xf9d6c3bc25e4553c!8m2!3d34.8464546!4d-82.3673267!16s%2Fg%2F11vbz993d7!19sChIJgSCT2t4vWIgRPFXkJbzD1vk,Elite Pro-Tax & Financial Services,4.9,67,Tax preparation service,"1211 Laurens Rd C, Greenville, SC 29607, United States","RJWM+H3 Greenville, South Carolina, USA",https://www.eliteprotaxgvl.com/,+1 864-781-4035,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NxBBXzBGCVdtxagmKfTlVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.286804&pitch=0&thumbfov=100,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:23.463Z,Identifies as women-owned,,
https://www.google.com/maps/place/Servi+Taxes/data=!4m7!3m6!1s0x885831521311f939:0xb704f5128f415210!8m2!3d34.8296498!4d-82.4461417!16s%2Fg%2F11rpcbtswc!19sChIJOfkRE1IxWIgREFJBjxL1BLc,Servi Taxes,5.0,144,Tax consultant,"4008 White Horse Rd Suite C, Greenville, SC 29611, United States","RHH3+VG Greenville, South Carolina, USA",https://contabilidad.servi-taxes.com/,+1 864-402-9826,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsj0RxXnmzoKJoB2oCrAbzpnKtzv5Tzxk5G-KZ=w408-h408-k-no,true,Closed,9 am–7 pm,9 am–7 pm,Closed,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:28.528Z,,,
https://www.google.com/maps/place/The+Hobbs+Group+PA/data=!4m7!3m6!1s0x885831cafe0b3cd9:0xb99903d7ecd2c9e7!8m2!3d34.8616004!4d-82.398362!16s%2Fg%2F11h3bgjng6!19sChIJ2TwL_soxWIgR58nS7NcDmbk,The Hobbs Group PA,4.6,20,Certified public accountant,"125 W Stone Ave, Greenville, SC 29609, United States","VJ62+JM Greenville, South Carolina, USA",https://hobbscpa.com/,+1 864-271-7503,,https://lh3.googleusercontent.com/p/AF1QipN5VtYUfxfXznbvSOr9Dmr-zvqDAXBuUncFWLyu=w450-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:31.485Z,,,
https://www.google.com/maps/place/Hardaway+Sandra+D+CPA/data=!4m7!3m6!1s0x885831d8a7c4d431:0x7fe15afac5566ab5!8m2!3d34.8605735!4d-82.3888158!16s%2Fg%2F1tdnxmbl!19sChIJMdTEp9gxWIgRtWpWxfpa4X8,Hardaway Sandra D CPA,5.0,1,Accountant,"309 E Stone Ave, Greenville, SC 29609, United States","VJ66+6F Greenville, South Carolina, USA",http://www.psbkcpas.com/,+1 864-242-0656,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B8A0oB29GG6GoLZMO1Jfpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.23724&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:36.474Z,,,
https://www.google.com/maps/place/Brock+Tax+Settlements/data=!4m7!3m6!1s0x88582e291f434a47:0x8053725198c7f59!8m2!3d34.8524032!4d-82.3846107!16s%2Fg%2F1tfklx11!19sChIJR0pDHykuWIgRWX-MGSU3BQg,Brock Tax Settlements,4.5,36,Accountant,"217 Whitsett St, Greenville, SC 29601, United States","VJ28+X5 Greenville, South Carolina, USA",http://www.brocktaxsettlements.com/,+1 864-558-0755,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrS4qeLsJLpfcugiC0oXrpUDnFZV3B4SFThNRfuzGusq9HNQiW0y5nnYhPQELFx6iPHvCWJbduVvQwMGhyvS4L0E1YaWC0so_agAzotgl6rxc3e0oqoeT7WikxCOhX8iMNN_Vho=w408-h253-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-10-19T16:26:41.470Z,,,
