placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/HomeServices+Property+Management+Virginia+Beach,+VA/data=!4m7!3m6!1s0x89babf5d90b120cb:0x43817bfed65b7eae!8m2!3d36.8125918!4d-76.1687619!16s%2Fg%2F11t7tp8bmh!19sChIJyyCxkF2_uokRrn5b1v57gUM","HomeServices Property Management Virginia Beach, VA",4.5,26,Property management company,"963 Providence Square Shopping Center, Virginia Beach, VA 23464, United States","RR7J+2F Virginia Beach, Virginia, USA",https://www.homeservicespm.com/bio/virginia-beach-va-property-managment-office,+1 855-869-1107,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xUaqylAq7HBsoUZXgzJWAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.70752&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:17.758Z,,,
https://www.google.com/maps/place/KRS+Holdings/data=!4m7!3m6!1s0x89ba97a2fa1a1d13:0x3056151ed657a5e5!8m2!3d36.8427268!4d-76.1824862!16s%2Fg%2F11h1j2zf09!19sChIJEx0a-qKXuokR5aVX1h4VVjA,KRS Holdings,4.7,222,Property management company,"192 Ballard Ct Suite 103, Virginia Beach, VA 23462, United States","RRV9+32 Virginia Beach, Virginia, USA",https://www.krsholdings.com/virginia-beach-property-management,+1 757-214-0480,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN3ixxj5SvJs713gi3kwNnAt7tzjDgsJcrA-INk=w408-h254-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:23.471Z,,,
https://www.google.com/maps/place/Atlantic+Community+Management/data=!4m7!3m6!1s0x89ba95f69baa4f21:0x9090d2d23175b22c!8m2!3d36.8432248!4d-76.17704!16s%2Fg%2F1tfd397w!19sChIJIU-qm_aVuokRLLJ1MdLSkJA,Atlantic Community Management,2.1,50,Property management company,"5520 Greenwich Rd STE 201, Virginia Beach, VA 23462, United States","RRVF+75 Virginia Beach, Virginia, USA",http://atlanticmgt.com/,+1 757-473-2626,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f4hJ9cAT8AqMj7-RAcn-iA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.412191&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:28.593Z,Identifies as women-owned,,
https://www.google.com/maps/place/Community+Group/data=!4m7!3m6!1s0x89ba9577e01334e3:0xa856abcbc96268ef!8m2!3d36.8343902!4d-76.1323481!16s%2Fg%2F1tx_77v1!19sChIJ4zQT4HeVuokR72hiycurVqg,Community Group,3.7,125,Property management company,"4534 Bonney Rd, Virginia Beach, VA 23462, United States","RVM9+Q3 Virginia Beach, Virginia, USA",https://www.communitygroup.com/?utm_source=gmb&utm_medium=Yext&y_source=1_Mjc2NjU4ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 757-499-2200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBvBeM6Kx83GpWY3iNiCI5RHQm8zo24gI2yOrix7l4F2WG1QsgGd-7drBrE0tOBpZBSN45p_8w_ItO7tluC-VIatGN5IXYekOomjlAYA8tkyh3223qw89as7T7FVEGHhdLEeg=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:33.491Z,,,
https://www.google.com/maps/place/PMI+Virginia/data=!4m7!3m6!1s0x89ba964488f1eadf:0x87ead49fad6ce58!8m2!3d36.8611529!4d-76.1341142!16s%2Fg%2F113g9zwhw!19sChIJ3-rxiESWuokRWM7W-kmtfgg,PMI Virginia,4.4,257,Property management company,"4605 Pembroke Lake Cir STE 101, Virginia Beach, VA 23455, United States","VV68+F9 Virginia Beach, Virginia, USA",https://www.virginiabeachpropertymanagementinc.com/,+1 757-466-8378,Closes soon ⋅ 3 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipNDFR8fRgMrTKB3QmoDmPFUta_0V8B-ic7_9pid=w457-h240-k-no,true,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,10:30 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:38.927Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Property+Management+Associates/@36.8607348,-76.134147,17z/data=!3m1!4b1!4m6!3m5!1s0x89ba95aa47fbffff:0x615bc33815b84568!8m2!3d36.8607348!4d-76.134147!16s%2Fg%2F11qgylwnd1",Property Management Associates,1.6,48,Property management company,"4605 Pembroke Lake Cir, Virginia Beach, VA 23455, United States","VV68+78 Virginia Beach, Virginia, USA",https://thinkpma.com/,+1 757-646-6247,Open ⋅ Closes 5 pm,,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:45.683Z,,,
https://www.google.com/maps/place/Atlantic+Sotheby%27s+International+Realty+Property+Management/data=!4m7!3m6!1s0x89ba95f67caa0c49:0x84388ef93679b77a!8m2!3d36.8309498!4d-76.1282671!16s%2Fg%2F11ssdsvpzl!19sChIJSQyqfPaVuokRerd5NvmOOIQ,Atlantic Sotheby's International Realty Property Management,4.9,28,Property management company,"4416 Expressway Dr Suite 200, Virginia Beach, VA 23452, United States","RVJC+9M Virginia Beach, Virginia, USA",http://www.asirpm.com/,+1 757-777-9898,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOMW7c-n3oJH5HuH3PkZmF3n0ocINURz-7Ew0bc=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:50.637Z,,,
https://www.google.com/maps/place/Virginia+Beach+Property+Management/data=!4m7!3m6!1s0x89ba959922bf94c3:0xe1812a21da1ee2b3!8m2!3d36.8406103!4d-76.1392801!16s%2Fg%2F1tw1fqw5!19sChIJw5S_IpmVuokRs-Ie2iEqgeE,Virginia Beach Property Management,4.5,14,Property management company,"4701 Columbus St STE 200, Virginia Beach, VA 23462, United States","RVR6+67 Virginia Beach, Virginia, USA",http://www.vabeachpropertymanagement.com/,+1 757-613-1702,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=66CUpYi0gGbl3-guOMV9LA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.16872&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:53.683Z,,,
https://www.google.com/maps/place/Osprey+Property+Management/data=!4m7!3m6!1s0x89baeaa10287d71b:0x76885a293dfe2e08!8m2!3d36.8170133!4d-76.0658514!16s%2Fg%2F11c58p0t46!19sChIJG9eHAqHquokRCC7-PSlaiHY,Osprey Property Management,4.6,574,Property management company,"770 Lynnhaven Pkwy #120, Virginia Beach, VA 23452, United States","RW8M+RM Virginia Beach, Virginia, USA",https://www.ospreyrentalmanagement.com/?utm_campaign=gmb,+1 757-909-5842,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipODYmwCPKXhUgXGmCiTIQbZ_lmPihApKfueTfLE=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:10:58.750Z,,,
https://www.google.com/maps/place/REALiable+Property+Management/data=!4m7!3m6!1s0x89ba954420d7019b:0x2f6d1d7e8ee6953!8m2!3d36.8470481!4d-76.126453!16s%2Fg%2F11vpcrz6nx!19sChIJmwHXIESVuokRU2nu6NfR9gI,REALiable Property Management,5.0,89,Property management company,"4445 Corporation Ln #174, Virginia Beach, VA 23462, United States","RVWF+RC Virginia Beach, Virginia, USA",,+1 757-855-9999,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_oXoTQEFIt_UAO8iKF0bAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.38191&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-09-25T18:11:02.002Z,,,
