placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x872b72f7e13f496b:0xdae464907e5f5ee4!8m2!3d33.5829512!4d-112.0116258!16s%2Fg%2F1tfvhpbm!19sChIJa0k_4fdyK4cR5F5ffpBk5No,Big Brand Tire & Service,4.8,637,Tire shop,· In-store shopping · In-store pick-up · Delivery,"10607 N 32nd St, Phoenix, AZ 85028, United States","HXMQ+58 Phoenix, Arizona, USA",https://www.bigbrandtire.com/locations/shea-plaza-phoenix-az?store_number=3021&utm_source=organic&utm_medium=gbp&utm_campaign=3021,+1 623-663-1190,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9fjVChoOCUm_PItahqzpb8pP1xfrzFWzEZQSo7LikkBw9-GN3rPfvi4g00h9-2Fhz18jIP95Hj5G4oQdI9OTzsHyYSmmGVvyqAa9PtPoWTWWF1h--HsWT-gWjvuMOUDFW9VaX=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:09:46.287Z,,
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x872b7188cfb5837b:0x7db8bc747f2eec28!8m2!3d33.6307757!4d-112.0139213!16s%2Fg%2F11b6t01r95!19sChIJe4O1z4hxK4cRKOwuf3S8uH0,Big Brand Tire & Service,4.8,692,Tire shop,· In-store shopping · In-store pick-up,"15812 N 32nd St, Phoenix, AZ 85032, United States","JXJP+8C Phoenix, Arizona, USA",https://www.bigbrandtire.com/locations/32nd-st-phoenix-az?store_number=3006&utm_source=organic&utm_medium=gbp&utm_campaign=3006,+1 602-848-8632,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQotBYpvvrdEfbd3fkp-Vspxb-pUYeZFTL2zNQJP8r1-wfVlo8p7VkfjvJ8UWQFH-cFhLw8BVucT__H-L43fTrb0jAROqRjXXndqtLSSToGGBOY2dwU_KWRGEUTHHmAE6ui-d0SE3EUvk=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:09:51.105Z,,
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x872b73bddcd639f1:0xe5ad70c1a35d382b!8m2!3d33.6431931!4d-111.9768969!16s%2Fg%2F1trrdnz8!19sChIJ8TnW3L1zK4cRKzhdo8FwreU,Big Brand Tire & Service,4.8,719,Tire shop,· In-store shopping · Kerbside pickup,"17225 N Tatum Blvd, Phoenix, AZ 85032, United States","J2VF+76 Phoenix, Arizona, USA",https://www.bigbrandtire.com/locations/tatum-blvd-phoenix-az?store_number=3005&utm_source=organic&utm_medium=gbp&utm_campaign=3005,+1 602-848-7870,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepF5EJtPVe7qtH06ZCiws8zNFfSUqhXkWhWHHUc9WupsXQhDUl8KjXXyeRtbSa1hy8w1fO52pxjxPy1y-4hdrY43gADNc9f7_frhqXlYEX7Fm1vsfmcOlLCkIsGU-R14bDnxOgWvA=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:09:55.951Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x872b73a2f5da1df1:0x7a7972dac580406e!8m2!3d33.5973793!4d-111.9798691!16s%2Fg%2F1vfp8p2x!19sChIJ8R3a9aJzK4cRbkCAxdpyeXo,Firestone Complete Auto Care,4.4,430,Tire shop,· In-store shopping · Kerbside pickup,"4719 E Cactus Rd, Phoenix, AZ 85032, United States","H2WC+X3 Phoenix, Arizona, USA",https://www.firestonecompleteautocare.com/arizona/phoenix/4719-e-cactus-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 602-903-6815,"Open · Closes 6 pm

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKXsLLswxM5DPPgPSwIP2VY_HcbCfD5ePNeihq8KmYg4oYO5t9Nl3QSxVdWxJpfEA5rOpj8HUWTONqbiQqZ3A2RxK7Xr6DlKhee1B-R2dPpLFE5yTNU9BLE2AsejrlYiUhI1m4=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:00.398Z,,
https://www.google.com/maps/place/Antillon+Tires/data=!4m7!3m6!1s0x872b6ced6664b37f:0xb7193ddeec3d8b68!8m2!3d33.625806!4d-112.0129774!16s%2Fg%2F1jkxgvhw3!19sChIJf7NkZu1sK4cRaIs97N49Gbc,Antillon Tires,4.5,248,Tire shop,· In-store shopping,"15235 N 32nd St, Phoenix, AZ 85032, United States","JXGP+8R Phoenix, Arizona, USA",http://antillontires.com/,+1 602-841-7364,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerF27-VYoSbnV4PpDdCRmCKkvdAc5WV4PltTZ2ZhUEDDrFxv7dpHAUUwabGUy6CRTM0eOqA__hEK7uURcdZPLFYo4k2VOqM5veSX8vO6Y9U6A38Te8qvPXtjo2uTO5SyiAh7kIt=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:04.891Z,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x872b73c0eb6a6b27:0x75f94b3df46b8d88!8m2!3d33.6118656!4d-111.9802417!16s%2Fg%2F1tfddygr!19sChIJJ2tq68BzK4cRiI1r9D1L-XU,Big O Tires,4.7,845,Auto repair shop,,"4702 E Thunderbird Rd, Phoenix, AZ 85032, United States","J269+PW Phoenix, Arizona, USA",https://www.bigotires.com/location/az/phoenix/4702-e-thunderbird-rd-85032/004249?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_OTIwMTcwNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 602-888-9016,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrhkyItuiYG5-Xp8tL7RUvDbNlcp-6tbfFBR2HvBYElOo6fNyYStJPrRCrRG1YUUP9I0Mb6m_kyokqvDxGtj2CGJoLLgQ-HWrl3WsUETgraNlQCPKx4jyZsdag9sMCzMu_HHmL=w420-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:09.375Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x872b724f65e5da2f:0x5d29aee1c1075e06!8m2!3d33.5974981!4d-112.0111108!16s%2Fg%2F1tj741rs!19sChIJL9rlZU9yK4cRBl4HweGuKV0,Discount Tire,4.5,1130,Tire shop,· In-store shopping · Kerbside pickup,"3232 E Cactus Rd, Phoenix, AZ 85032, United States","HXWQ+XH Phoenix, Arizona, USA",https://www.discounttire.com/store/az/phoenix/s/1012,+1 602-992-4350,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9thG08KfNParFfwRnueLO7QyTIU_Etf7UjZIg-We7SQ8BBlFnaITOdoe01bgIsjzOTGGpnZIPuSrB4PcgfMMplGlfnniyncZerJivqO8dzWkv-uKW-5NkuZDJv5kYv6KoWTvj7Um1hVc=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:13.750Z,,
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x872b71c2390b25fb:0xe866b8a652fcc0ff!8m2!3d33.6453551!4d-112.0313061!16s%2Fg%2F1vjdqjkn!19sChIJ-yULOcJxK4cR_8D8Uqa4Zug,Big Brand Tire & Service,4.8,681,Tire shop,· In-store shopping · In-store pick-up,"17434 N Cave Creek Rd, Phoenix, AZ 85032, United States","JXW9+4F Phoenix, Arizona, USA",https://www.bigbrandtire.com/locations/cave-creek-phoenix-az?store_number=3002&utm_source=organic&utm_medium=gbp&utm_campaign=3002,+1 602-848-8642,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWjcMmmimBgdbXugGcMUHvnQucDtm30nQaCEaukPZmcqiLzye8qsfV-dOarc5FXZH24xwA1Njw-jeq5qk1hIpP4HSbmaOtA3W1eLpIXMhJxahODEYo8-mRsHNHRcRDLuHJgLx9pCQ56W9F=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:18.246Z,,
https://www.google.com/maps/place/AAA+Paradise+Valley+Auto+Repair+Center/data=!4m7!3m6!1s0x872b12983d81c969:0x81771fdc75f2a450!8m2!3d33.6279266!4d-111.9956203!16s%2Fg%2F1tvm370r!19sChIJacmBPZgSK4cRUKTyddwfd4E,AAA Paradise Valley Auto Repair Center,4.4,195,Auto repair shop,,"15439 N 40th St, Phoenix, AZ 85032, United States","J2H3+5Q Phoenix, Arizona, USA",https://mwg.aaa.com/agent-office-locations/az/phoenix/aaa-paradise-valley-auto-repair-center,+1 602-230-3200,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4PlUrV--Dt7HrqOwJhAw3IDzimTN9C5XANyTxdbk2bu_rpib0LQ7KhuCiuRfLz1KGzk1DF4JovvVhJNXzT1EivwrF6brt8SH0fbV7TfitaT1mp8ZKOfkyDs7MKUy1dFAwkpcLufNHEYhX=w425-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:22.752Z,,
https://www.google.com/maps/place/Chapman+Tire+%26+Services/data=!4m7!3m6!1s0x872b73d5bde80b21:0x73ed703c19f7a11a!8m2!3d33.6273813!4d-111.9957283!16s%2Fg%2F1tg3bkw4!19sChIJIQvovdVzK4cRGqH3GTxw7XM,Chapman Tire & Services,4.8,95,Tire shop,,"15431 N 40th St, Phoenix, AZ 85032, United States","J2G3+XP Phoenix, Arizona, USA",https://chapman-tire-services.edan.io/,+1 602-971-2000,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrwY40mN4WMWTA5ZJztISiLgQ61pdHmL9xavRvvCkbNi8c96RLwh89mKfV-bFd0t_SBaizAKZ9oruF9LrWpIqJ42vrajTy5N9E8eH1yCdTak5dJkhn9ejNCuPw3J8fVpR4icpD=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:27.167Z,,
