placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info
https://www.google.com/maps/place/Blue+J+Landscape+And+Tree+Service+LLC/data=!4m7!3m6!1s0x3dd34ab18d3ddd3:0x32bf2752262cc510!8m2!3d32.4526082!4d-99.7619459!16s%2Fg%2F11t9v375vh!19sChIJ093TGKs03QMREMUsJlInvzI,Blue J Landscape And Tree Service LLC,4.9,28,Tree service,"3301 N 3rd St STE 129, Abilene, TX 79603, United States","F63Q+26 Abilene, Texas, USA",http://bluejlandscapeandtreeservice.com/,+1 325-518-8031,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8mTy7LsnOP6qDjuxPuOOWWEDcaGhhujKG6J_N5VI94S4ymdwQmobZNs2g4z0EnZHQ9ByzalPlBk45SKg8nb5xprjLVYvZzBXs0iQ5DJSAt429K26botAFRkQ6z507_Y8KWddR=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:27.736Z,,
https://www.google.com/maps/place/Remodeling+and+Landscaping+Company+of+Texas/data=!4m7!3m6!1s0x86568e7091da9b87:0x27bce8780dac5020!8m2!3d32.4372237!4d-99.7558245!16s%2Fg%2F11g_xz959!19sChIJh5vakXCOVoYRIFCsDXjovCc,Remodeling and Landscaping Company of Texas,5.0,1,Construction company,"2741 S 11th St, Abilene, TX 79604, United States","C6PV+VM Abilene, Texas, USA",,+1 325-428-8933,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GBerGgsKFhuuedfJS_Zofg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.47786&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:33.977Z,,
https://www.google.com/maps/place/Shaw+Landscaping/data=!4m7!3m6!1s0x86568e726ac6aaab:0xb577aa1145e61c16!8m2!3d32.3956635!4d-99.7488318!16s%2Fg%2F11fnypchym!19sChIJq6rGanKOVoYRFhzmRRGqd7U,Shaw Landscaping,4.5,25,Landscaper,"4425 Crawford Dr, Abilene, TX 79602, United States","97W2+7F Abilene, Texas, USA",https://shawlandscapingllc.com/,+1 325-439-8070,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1yH6rBSUrw2WdJUzi8-EtkLWw_y1cIHIzF96zISnui9M-Yxtj0nligbPTHTeFMDDkury_Ub9iGNZHHzNJYPDfjUcRtuik7pQPBCMip0kTxit4XKnQDXYXajeqgpBYeoLBckyCyGalswnE=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:39.133Z,,
https://www.google.com/maps/place/Mow+Mentum+Lawn+%26+Landscaping+LLC/data=!4m7!3m6!1s0x86568f1eaf0a37b3:0x86591d88c3a77ba2!8m2!3d32.4838865!4d-99.745403!16s%2Fg%2F11h07z41x5!19sChIJszcKrx6PVoYRonunw4gdWYY,Mow Mentum Lawn & Landscaping LLC,5.0,91,Landscaper,,,https://www.mowmentumusa.com/,+1 325-530-1108,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3tfW0k2B9gHgXINsfxUy2YOIpwRTsoIPn5T6Icke44F2Bcz6ECRnZJCkvqW7l9_xRsanIN71Gq_9-_aaqgwa1nBU2folvOs-zM1QCkaDbrshEyv11cyKJOeC0NoZGUahH1gsV=w425-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:44.724Z,,
https://www.google.com/maps/place/West+Texas+Pride+Lawn+Care/data=!4m7!3m6!1s0x8656fbe7fed8b361:0x3f8a9062387daa6a!8m2!3d32.4089826!4d-99.7223711!16s%2Fg%2F11jfs7qlvx!19sChIJYbPY_uf7VoYRaqp9OGKQij8,West Texas Pride Lawn Care,4.9,119,Lawn care service,"3399 Maple St, Abilene, TX 79602, United States","C75H+H3 Abilene, Texas, USA",http://westtexaspridelawncare.com/,+1 325-660-0288,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJiRlCZuQK4VsV4F63iS3H_eXcS5id7p9sjOI9kOv7xMl_45yhDDtho-B_u3GINdn29m2CiFOi4GGMlry9ol9Ekijenc_HBAoYPT6jof1UVpdfv551S8o7e7__s9IK5EQunpM=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:51.201Z,,
https://www.google.com/maps/place/Mankin+%26+Sons+Gardens+Inc/data=!4m7!3m6!1s0x86568ef4e26ad241:0x4598b6e92526e03d!8m2!3d32.4527656!4d-99.7707944!16s%2Fg%2F1tfjljz_!19sChIJQdJq4vSOVoYRPeAmJem2mEU,Mankin & Sons Gardens Inc,3.8,30,Garden center,"4002 N 1st St, Abilene, TX 79603, United States","F63H+4M Abilene, Texas, USA",https://mankinandsons.com/,+1 325-676-0086,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiSqGUowm8_Ls3JJ2zui61d1QX4SgFWWNWkUkfrBgYdEvpgupMsWln5YHs9fIbfD3OXGqN0GhXMjxa56b78XP45bhEeVzB85hquAraCKAEXu5nD8knv-NSzQbbz5Ym4rxxzPvWDetgJME=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:48:58.128Z,· In-store shopping · Delivery,
https://www.google.com/maps/place/RL+Landscaping/data=!4m7!3m6!1s0x86568d05b1ab2a39:0xdcde7e85f796f56b!8m2!3d32.366547!4d-99.745085!16s%2Fg%2F11h6gcfp3f!19sChIJOSqrsQWNVoYRa_WW94V-3tw,RL Landscaping,4.7,38,Landscaper,"1804 Denali Dr Suite 102, Abilene, TX 79606, United States","9783+JX Abilene, Texas, USA",https://rl-landscaping.com/,+1 325-514-3937,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2HJNdpS8ZZOjzEPzubFX0wCy-JampM8iSIt5X1pgIU9pKDxYs5RldjGgsk6xIkrMu7NqE43TeAvDLzcgI2Hfbi1ZSUveRG8DCmWCl5LthkusAdmyD1t1vgFvwWXO3yyE43nKU6OW2ct4=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:49:04.582Z,,
https://www.google.com/maps/place/Taylor+Landscape+Company/data=!4m7!3m6!1s0x86569279b25f223b:0x49299b9e7e91b718!8m2!3d32.3967284!4d-99.7201956!16s%2Fg%2F1tdc5n06!19sChIJOyJfsnmSVoYRGLeRfp6bKUk,Taylor Landscape Company,4.5,16,Swimming pool contractor,"153 Caddo Dr, Abilene, TX 79602, United States","97WH+MW Abilene, Texas, USA",https://taylorlandscapeco.com/,+1 325-695-9662,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzWHm8WUlDEz1FTDykoDYsRGA7RGyBscXx8y2q-ptIJwNjumWX7kLQjmA1rw_jJHcIdBwdPac_0bINQ9I3lVrm1HEtuNR7jqHDt0R8YXO5wH1OPNMuhAd-camdKMVLq5JjZOPabQ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:49:10.540Z,,
https://www.google.com/maps/place/PLI+Irrigation+%26+Backflow/data=!4m7!3m6!1s0x86568fb245491a6f:0xdd1a2f9ebdb82629!8m2!3d32.4407595!4d-99.7328937!16s%2Fg%2F11h10w667x!19sChIJbxpJRbKPVoYRKSa4vZ4vGt0,PLI Irrigation & Backflow,4.6,73,Lawn sprinkler system contractor,"890 S 8th St, Abilene, TX 79602, United States","C7R8+8R Abilene, Texas, USA",,+1 325-260-6436,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7vGxaN2SkmvPX-kLLE6DVEdiJHOUrsMgEmWalyB9vgZHpOB40_HPGhEIGnYV5DMhVw0Vs3z_eG3ENDnh8MMECq6RF1P1pWiycRWlQT7rriefxI9m9UyOQDNg8jnW5SpzW7WVYoA=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–5 pm,Closed,10 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:49:17.097Z,,Identifies as veteran-owned
https://www.google.com/maps/place/Greenflip+Landscape/data=!4m7!3m6!1s0x86568f5dd4ea1553:0x5cbebc4859485612!8m2!3d32.4838865!4d-99.745403!16s%2Fg%2F11flgg3_dx!19sChIJUxXq1F2PVoYRElZIWUi8vlw,Greenflip Landscape,5.0,16,Landscaper,,,https://www.facebook.com/GreenflipLandscape?mibextid=ZbWKwL,+1 325-320-0352,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1F4cr1ic1gRaVrsUsPz_U1OEm52_kzBQaHJo_oqZAOFZXERG5HhlBJMHnBiVr7FvZcnW4KG_aUvcsmCmTSEWrG-jFRpL_C0piVCQNE94JAkQRsQ5QUwyVkr8akOPkQAMvwOx2=w408-h342-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,10 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-04-29T18:49:23.159Z,,
