placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Genesis+Infusion+Center/data=!4m7!3m6!1s0x87e2353f8391a4a9:0x8fe96925cf44ffc7!8m2!3d41.5437312!4d-90.5930495!16s%2Fg%2F11gy8b_f4w!19sChIJqaSRgz814ocRx_9EzyVp6Y8,Genesis Infusion Center,2.3,3,Medical office,"1351 W Central Park Ave Pavillion 1, Davenport, IA 52804, United States","GCV4+FQ Davenport, Iowa, USA",https://www.genesishealth.com/app/locations/profile.aspx,+1 563-421-1900,Closed ⋅ Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPJxVTObB2qTnHvPhwiKfyEcyCfVNYbMK4RAYhs=w408-h314-k-no,true,Closed,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:03:41.462Z,,,,
https://www.google.com/maps/place/Quad+Cities+IV+League/data=!4m7!3m6!1s0x87e235943125252b:0xbf5c961dae160a95!8m2!3d41.531969!4d-90.5459347!16s%2Fg%2F11tnxdr_wv!19sChIJKyUlMZQ14ocRlQoWrh2WXL8,Quad Cities IV League,5.0,24,Vitamin & supplements store,"2109 E 12th St, Davenport, IA 52803, United States","GFJ3+QJ Davenport, Iowa, USA",http://quadcitiesivleague.com/,+1 563-447-0214,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPRky7BhXPO3Otc0dfoWlbtDDcIKQU0GI1P3coO=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:03:47.377Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Genesis+Cancer+Center,+Davenport/data=!4m7!3m6!1s0x87e234c8bb0b2d95:0x3e6082e34951d2a9!8m2!3d41.5439202!4d-90.5928593!16s%2Fg%2F1tdq6kk_!19sChIJlS0Lu8g04ocRqdJRSeOCYD4","Genesis Cancer Center, Davenport",4.8,5,Cancer treatment center,"1351 W Central Park Ave # 1, Davenport, IA 52804, United States","GCV4+HV Davenport, Iowa, USA",http://www.genesishealth.com/care-treatment/cancer/,+1 563-421-1900,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN1U1elKLzOcet2HTzp03H2S4tmyN3Whztj2Mbo=w408-h321-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:03:52.705Z,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x87e235af1049c823:0x6b572ada0ce58f6e!8m2!3d41.5661131!4d-90.569334!16s%2Fg%2F11hzppl_1v!19sChIJI8hJEK814ocRbo_lDNoqV2s,Metro Infusion Center,5.0,1,Medical Center,"4425 Welcome Way, Davenport, IA 52806, United States","HC8J+C7 Davenport, Iowa, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dr-SjktNNuAI_n9Af_GGxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.59887&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:03:57.761Z,,,,
https://www.google.com/maps/place/Quad+Cities+Ketamine+and+Wellness+Clinic/data=!4m7!3m6!1s0x87e23783d25314c9:0x74da9a696b365fcb!8m2!3d41.5686967!4d-90.5191737!16s%2Fg%2F11j3sq4cd4!19sChIJyRRT0oM34ocRy182a2ma2nQ,Quad Cities Ketamine and Wellness Clinic,4.9,108,Wellness center,"4626 Progress Dr, Davenport, IA 52807, United States","HF9J+F8 Davenport, Iowa, USA",https://www.quadcitiesketamine.com/,+1 563-214-1594,"Closed ⋅ Opens 9 am Mon

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOPMECinW0mfmknu0aenLbV4EdRxMwpfQOkMWp8=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:04:02.690Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x87e443144a61ef69:0x192ff962c2eb8168!8m2!3d41.5735644!4d-90.5937409!16s%2Fg%2F11f5vbxg52!19sChIJae9hShRD5IcRaIHrwmL5Lxk,Metro Infusion Center,4.2,5,Medical office,"5260 Northwest Blvd Ste 7, Davenport, IA 52806, United States","HCF4+CG Davenport, Iowa, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNJZhFpszFJf9YNqknvEIT7f6fk1unzCT4A_RDq=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-09-29T00:04:07.471Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Thrive+Wellness+Center/data=!4m7!3m6!1s0x878e077c27edd231:0xef312d59bea413f9!8m2!3d42.4906268!4d-96.4006174!16s%2Fg%2F11rt_5vdmq!19sChIJMdLtJ3wHjocR-ROkvlktMe8,Thrive Wellness Center,4.9,129,Health spa,"819A Gordon Dr, Sioux City, IA 51101, United States","FHRX+7Q Sioux City, Iowa, USA",https://www.thrivewellnesscenter.net/,+1 712-224-9355,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwbCyXM6meBJ0YELtBxoeT5JU_gI4QGfXyezWD=w408-h302-k-no,true,12–6 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-09-29T00:04:21.425Z,,,,
https://www.google.com/maps/place/June+E.+Nylen+Cancer+Center/data=!4m7!3m6!1s0x878dfd7f20adbb2f:0xc36ec4843422aa17!8m2!3d42.4924512!4d-96.4027311!16s%2Fg%2F1tdkmqvl!19sChIJL7utIH_9jYcRF6oiNITEbsM,June E. Nylen Cancer Center,3.6,38,Cancer treatment center,"230 Nebraska St, Sioux City, IA 51101, United States","FHRW+XW Sioux City, Iowa, USA",https://www.nylencancercenter.com/,+1 712-252-0088,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdJ0wFFO2y1_WPoJXwMxL_VLujfkgsMcRmcKX-=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-09-29T00:04:26.621Z,,,,
https://www.google.com/maps/place/The+Sonography+Studio+-+Sioux+City/data=!4m7!3m6!1s0x878dfd43f3bdab6f:0x86fed612b3c22442!8m2!3d42.4938767!4d-96.3988451!16s%2Fg%2F11t5lrw3mr!19sChIJb6u980P9jYcRQiTCsxLW_oY,The Sonography Studio - Sioux City,5.0,151,Wellness center,"922 4th St, Sioux City, IA 51101, United States","FJV2+HF Sioux City, Iowa, USA",https://thesonographystudio.com/,+1 712-587-7131,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMQJL2_mG0S5CH0ZiriXo9ZM7xQuGhzaSg5anT5=w408-h544-k-no,true,Closed,8 am–4 pm,10 am–6 pm,Closed,10 am–6 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-09-29T00:04:31.552Z,Identifies as women-owned,,,
https://www.google.com/maps/place/UnityPoint+Health+-+St.+Luke%27s/data=!4m7!3m6!1s0x878dfd5834210a19:0xe244e203be121a73!8m2!3d42.5194638!4d-96.4059744!16s%2Fm%2F0ddhwf5!19sChIJGQohNFj9jYcRcxoSvgPiROI,UnityPoint Health - St. Luke's,3.0,145,Hospital,"2720 Stone Park Blvd, Sioux City, IA 51104, United States","GH9V+QJ Sioux City, Iowa, USA",https://www.unitypoint.org/Locations/UnityPoint-Health---St-Lukes?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 712-279-3500,,https://lh3.googleusercontent.com/p/AF1QipPAWnrh8BytmMPHMuSas5HASjP127Lzxum0KDao=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-09-29T00:04:36.735Z,,,,
