placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Rolling+Hills+Landscaping+lcc/data=!4m7!3m6!1s0x87c96f98d865953f:0x475f663b11df99d2!8m2!3d36.0834488!4d-94.166505!16s%2Fg%2F11fv3h29mc!19sChIJP5Vl2JhvyYcR0pnfETtmX0c,Rolling Hills Landscaping lcc,5.0,36,Landscape designer,"615 W Moan Pl, Fayetteville, AR 72703, United States","3RMM+99 Fayetteville, Arkansas, USA",http://rollinghillslandscapingllc.com/,+1 479-236-9851,"Open · Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrPQu2IuN5mpNKNJQSXDkCYxRHDrwF_RtThGG3v2mMzCNKp3LsvJAaHC2K-a_hDfPWBO4Ms-J3sJi0J0cPBiKdh2Dv9Dtdh3z280kqyAklByXfh-5v1UiUoDbN8RLQrJUAGcwi=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:48:48.720Z,,,,
https://www.google.com/maps/place/Willow+St.+Lawns+%7C+Lawn+Care+%26+Landscaping+Services/data=!4m7!3m6!1s0x87c96fcb9aeb3201:0xe71f38bb69d39a7f!8m2!3d36.0660654!4d-94.1602394!16s%2Fg%2F11nxr625_6!19sChIJATLrmstvyYcRf5rTabs4H-c,Willow St. Lawns | Lawn Care & Landscaping Services,4.8,154,Lawn care service,"240 N Block Ave, Fayetteville, AR 72701, United States","3R8Q+CW Fayetteville, Arkansas, USA",https://www.willowstlawns.com/,+1 479-957-3148,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7hwuV0RAsifGdibJUabNDLNeDJnGqod9qS719Sd6lwOGRPytTtUas6Yxmeq7LmY4kts73HvU2xuDmKG5mWJd1wN8Hrz6LUjJTK8qz5_PLLXSIwlxe0i8YEiievZ-8EsTq5Mla=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:48:54.256Z,true,,,
https://www.google.com/maps/place/Rite-on+Landscapes/data=!4m7!3m6!1s0x87c969ed9847868b:0xb3c7ff3d79d24f83!8m2!3d35.951649!4d-94.1360975!16s%2Fg%2F11h0jkvmtw!19sChIJi4ZHmO1pyYcRg0_SeT3_x7M,Rite-on Landscapes,5.0,21,Landscaper,,,https://www.riteonlandscapes.com/,+1 479-332-1319,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFCBMJ9MtP5b3oPDZ4ahnRZIYiJkiOSItbTm5ydgHfSf_T1w3WYXT4UGYQxSwB-aGRMTUG1SXFeH_LvvypBBbbgGs3jEZcmJ61pmX9HvwTdKG9Pt_IOOOks8mChRqf3hAZSbnorCi3RhI=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–2 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:48:59.155Z,,,,
https://www.google.com/maps/place/Blackdog+Dirtworks/data=!4m7!3m6!1s0x3632ba3c1220663:0x18a0dd0526c0a92!8m2!3d36.17801!4d-94.508214!16s%2Fg%2F11tr_fd5jj!19sChIJYwYiwaMrYwMRkgpsUtANigE,Blackdog Dirtworks,5.0,45,Drainage service,,,https://www.blackdogdirtworksllc.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 479-263-4965,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSuNoDWNarMyTJlsJTn_w1M_V7zwCmzVufyN6kbzqC6t27CiLq3yDXtDJ7_-MOE3XELnYU3d8nnGazO75G7PrnLquQU_nGNlv7sOy8Uud45Gy2zkOxbRSVT01m_J9eXX3nB9JTU_T88PAz=w431-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:03.803Z,,,,
https://www.google.com/maps/place/The+Lillian+Co/data=!4m7!3m6!1s0x87c96b91fa63f98b:0xed5cb01080cb1d2a!8m2!3d36.1067342!4d-94.1356376!16s%2Fg%2F11j34hr53l!19sChIJi_lj-pFryYcRKh3LgBCwXO0,The Lillian Co,5.0,13,Landscaper,"1731 E Eton St, Fayetteville, AR 72703, United States","4V47+MP Fayetteville, Arkansas, USA",http://thelillianco.com/,+1 479-966-7334,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHU-lJcMqEIWPAhRfz3JVxW015jtZeD3sytEvOijXrxu4ceLSfeTPUT7SEWT2XxjTrfvpIoGvGdsv82vkfsfJIKZCzItLjI6gfA9R4eRkmtREFx_skvbYcmbR7E00qwa89VrEKCtQ=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:08.672Z,,,,
https://www.google.com/maps/place/Landform+Designs/data=!4m7!3m6!1s0x87c96958976f2e69:0xf7d45b6e98fd6e96!8m2!3d36.1045594!4d-94.1375225!16s%2Fg%2F1vg6v81t!19sChIJaS5vl1hpyYcRlm79mG5b1Pc,Landform Designs,5.0,11,Landscape architect,"1544 E Oakcliff St, Fayetteville, AR 72703, United States","4V36+RX Fayetteville, Arkansas, USA",http://www.landformdesigns.com/,+1 479-521-1779,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFG1jzzaxC2sD4OX6P3k_HQsc0oq3ANmd8McXhtwrqnl1-SDJdxe0qsRXR7vlJE2oJ927Bl5jwyAhjIbc1oDSgh-CIILigmLzeCrR5glaEYq7T7DCr5hjDXpdgDwrV5XLoEzdUd=w427-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:13.543Z,,,,
https://www.google.com/maps/place/Fay-Ark+Lawn+Co./data=!4m7!3m6!1s0x87c971613dcb338d:0x58e796b0720a5757!8m2!3d36.0071365!4d-94.2818775!16s%2Fg%2F11h07lh52w!19sChIJjTPLPWFxyYcRV1cKcrCW51g,Fay-Ark Lawn Co.,4.9,275,Landscaper,"2611 E Heritage Pkwy Suite #2, Farmington, AR 72730, United States","2P49+V6 Farmington, Arkansas, USA",https://www.landscapefayetteville.com/,+1 479-966-6409,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpmAR5SqzELLgTRwpC-JwZaXMnXRayyHdb3_nF-2jSQ56TxaeQhh4bmJwYuZIWBPflnBlehFpnTF0Z1XdzPaHJz5el3CGVTgcGmrZWU2HIpQeHqB4gjKfMX-JWPAJK0WCIOGNY8w=w408-h283-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:18.338Z,,,,
https://www.google.com/maps/place/Gardening+Service+Professional+Landscaping/data=!4m7!3m6!1s0x87c969e2eb26ed37:0x452e5e3b7a24f823!8m2!3d36.0507077!4d-94.1401211!16s%2Fg%2F11fsqwz24n!19sChIJN-0m6-JpyYcRI_gkejteLkU,Gardening Service Professional Landscaping,5.0,1,Landscaper,"1183 S Sherman Ave, Fayetteville, AR 72701, United States","3V25+7X Fayetteville, Arkansas, USA",,+1 479-601-2974,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OrXUNXfWCc73gqVIMvCr1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.62503&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:22.991Z,,,,
https://www.google.com/maps/place/Lotus+landscapes+llc/data=!4m7!3m6!1s0x87c969ff0428409b:0x3623b196cacea467!8m2!3d36.0882746!4d-94.1199217!16s%2Fg%2F11gnpy2mdf!19sChIJm0AoBP9pyYcRZ6TOypaxIzY,Lotus landscapes llc,4.3,6,Landscaper,"2013 Box Ave, Fayetteville, AR 72703, United States","3VQJ+82 Fayetteville, Arkansas, USA",,+1 479-316-9728,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNhYdLIyqqW0GUoSmAXvY2lfp9GbeqVRXiiTyZmBTeK_lxf8cJ8I-_58C0LCkqVKWQTk3HDhKg5zMxSlGAB2-noRObJdOzbk-wpGhg9GLJTPL0hbtMDmFhFHoXMqYJSH6ObVkB=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:25.627Z,,,,
"https://www.google.com/maps/place/Colonial+Hills+Landscaping,+Inc./@36.1117308,-94.1123424,17z/data=!3m1!4b1!4m6!3m5!1s0x87c96bd378c1959f:0x6bcc68118afd39b1!8m2!3d36.1117308!4d-94.1123424!16s%2Fg%2F1tftrmd8","Colonial Hills Landscaping, Inc.",5.0,6,Landscaper,"3365 N Old Wire Rd, Fayetteville, AR 72703, United States","4V6Q+M3 Fayetteville, Arkansas, USA",http://www.colonialhillslandscaping.com/,+1 479-935-2604,Open · Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T18:49:32.381Z,,,,
