placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/St.+Luke%27s+Infusion+Center+-+Allentown/data=!4m7!3m6!1s0x89c4390fdd77b75b:0x11a291a89adeb475!8m2!3d40.6085179!4d-75.4680248!16s%2Fg%2F11wqyzj41p!19sChIJW7d33Q85xIkRdbTemqiRohE,St. Luke's Infusion Center - Allentown,,,Medical clinic,"421 W Chew St 4th Floor, Allentown, PA 18102, United States","JG5J+CQ Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-infusion-center-allentown-631,+1 610-776-5107,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FhjZuOxuXiGhGDMBpRZTwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.672522&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:08.413Z,,,,
https://www.google.com/maps/place/St.+Luke%27s+Infusion+Center+-+Allentown/data=!4m7!3m6!1s0x89c431000e93de9f:0xdbf2100bfb5a620!8m2!3d40.5837948!4d-75.5589091!16s%2Fg%2F11vwfcgpmm!19sChIJn96TDgAxxIkRIKa1vwAhvw0,St. Luke's Infusion Center - Allentown,5.0,1,Medical clinic,"240 Cetronia Rd Suite 100 North, Allentown, PA 18104, United States","HCMR+GC Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-infusion-center-allentown-630,+1 610-628-8016,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YgPpH_55aLtGIKQumrLFvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.22883&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:14.026Z,,,,
https://www.google.com/maps/place/Children%E2%80%99s+Cancer+and+Multipurpose+Infusion+Center/data=!4m7!3m6!1s0x89c43be6afeee70b:0x7c46ba61aa87cf28!8m2!3d40.566715!4d-75.523667!16s%2Fg%2F11jmw8400c!19sChIJC-fur-Y7xIkRKM-HqmG6Rnw,Children’s Cancer and Multipurpose Infusion Center,5.0,2,Cancer treatment center,"1210 S Cedar Crest Blvd Suite 1000, Allentown, PA 18103, United States","HF8G+MG Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/childrens-cancer-and-multipurpose-infusion-center,+1 610-402-1026,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPlluJuBFIKIcMDIuUhnD1i_ODMmar35ENEkg-d=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:19.288Z,,,,
https://www.google.com/maps/place/St.+Luke%27s+Hospital+-+Sacred+Heart+Campus/data=!4m7!3m6!1s0x89c439655cd48571:0x7370e3f03112fdbe!8m2!3d40.608456!4d-75.4682124!16s%2Fg%2F1hc82pq_q!19sChIJcYXUXGU5xIkRvv0SMfDjcHM,St. Luke's Hospital - Sacred Heart Campus,3.1,183,Hospital,"421 W Chew St, Allentown, PA 18102, United States","JG5J+9P Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-hospital-sacred-heart-campus,+1 866-785-8537,,https://lh3.googleusercontent.com/p/AF1QipMHj0YDIwNbxxWmNl66lOSRFpg_hiUWjNoZ54xl=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:24.236Z,,,,
https://www.google.com/maps/place/Lehigh+Valley+Hospital%E2%80%9317th+Street/data=!4m7!3m6!1s0x89c43a7e3b875fbd:0xf85ade68cb68ec74!8m2!3d40.6014115!4d-75.4943432!16s%2Fg%2F11xkwnmnx!19sChIJvV-HO346xIkRdOxoy2jeWvg,Lehigh Valley Hospital–17th Street,3.5,235,Hospital,"1627 W Chew St, Allentown, PA 18102, United States","JG24+H7 Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/lehigh-valley-hospital-17th-street,+1 610-402-8000,,https://lh3.googleusercontent.com/p/AF1QipNKNjbBQlpPMdUFjWgAbpWwHTl9S-A3LZUaPk5X=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:29.395Z,,,,
https://www.google.com/maps/place/Regen+Doctors/data=!4m7!3m6!1s0x89c439654b67281d:0x387c52c0201fcd48!8m2!3d40.5932231!4d-75.5033296!16s%2Fg%2F1vkxn6dz!19sChIJHShnS2U5xIkRSM0fIMBSfDg,Regen Doctors,4.9,225,Doctor,"2200 Hamilton St Suite 110, Allentown, PA 18104, United States","HFVW+7M Allentown, Pennsylvania, USA",https://regendoctors.com/?utm_source=GMBlisting&utm_medium=organic,+1 833-805-8392,"Closed ⋅ Opens 9 am Mon

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOskhMfzvOC3MjlboRjZiVf6a7nlm63T_B__XCi=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:34.578Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Energi+Wellness/data=!4m7!3m6!1s0x89c430e9276e5231:0x7a4d89c68f54332a!8m2!3d40.5864398!4d-75.559666!16s%2Fg%2F11bxfzyt5c!19sChIJMVJuJ-kwxIkRKjNUj8aJTXo,Energi Wellness,4.9,277,Wellness center,"4626 Broadway, Allentown, PA 18104, United States","HCPR+H4 Allentown, Pennsylvania, USA",http://www.energiwellness.com/,+1 610-351-9222,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipNlPkEdcfQO3QGMLiTRu_cohGS5Yd8bsFQ5xaNn=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:39.678Z,,,,
https://www.google.com/maps/place/John+and+Dorothy+Morgan+Cancer+Center/data=!4m7!3m6!1s0x89c43a8098bf0bbd:0xeb54ebc64d1e47b0!8m2!3d40.5665325!4d-75.5214599!16s%2Fg%2F1vq9n6t6!19sChIJvQu_mIA6xIkRsEceTcbrVOs,John and Dorothy Morgan Cancer Center,5.0,8,Cancer treatment center,"1240 S Cedar Crest Blvd, Allentown, PA 18103, United States","HF8H+JC Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/john-and-dorothy-morgan-cancer-center,+1 610-402-0500,"Closed ⋅ Opens 7:30 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN62t9lepgx8kFqvCUU4YYapzvP2bvfp8qitSP-=w426-h240-k-no,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:44.578Z,,,,
https://www.google.com/maps/place/Cancer+Program+Services/data=!4m7!3m6!1s0x89c430eec52ad5e7:0xd897a80f121ea5df!8m2!3d40.5962553!4d-75.494732!16s%2Fg%2F1tj5m2_1!19sChIJ59Uqxe4wxIkR36UeEg-ol9g,Cancer Program Services,,,Cancer treatment center,"32 N 18th St, Allentown, PA 18104, United States","HGW4+G4 Allentown, Pennsylvania, USA",,+1 610-770-8222,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LVKwWPyOwoWnepVKVZAG6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.87376&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:47.362Z,,,,
https://www.google.com/maps/place/St.+Luke%27s+Hospital+-+Allentown+Campus/data=!4m7!3m6!1s0x89c43a258cabde33:0x44ef78b063117c9d!8m2!3d40.5956367!4d-75.4927734!16s%2Fg%2F1tf6sr90!19sChIJM96rjCU6xIkRnXwRY7B470Q,St. Luke's Hospital - Allentown Campus,3.3,279,Hospital,"1736 Hamilton St, Allentown, PA 18104, United States","HGW4+7V Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-hospital-allentown-campus,+1 866-785-8537,,https://lh3.googleusercontent.com/p/AF1QipMyuopyAUt4O6Xat8IgXgy7YWrsJRWtVOR_Fngj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-28T23:01:52.483Z,,,,
