placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/American+Tree+Works/data=!4m7!3m6!1s0x89e454696e8e1183:0x95bce9d3a3c4854f!8m2!3d41.674281!4d-71.2675819!16s%2Fg%2F11cn3m5bz9!19sChIJgxGObmlU5IkRT4XEo9PpvJU,American Tree Works,4.9,47,Tree service,"27 Magnolia St, Bristol, RI 02809, United States","MPFJ+PX Bristol, Rhode Island, USA",http://americantreeworksllc.com/,+1 401-253-0187,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxSLa5gPNKDE6ox7FjPlMkicH86rloabzmDL4UoDoGEv7LWmRXZK9A0kJdQncM9GIZQzCfhv9iJiAx9ieinyQ1rfyKeANopynOFZb-3Ck-vlOZAeeWw-A4sxqqhSTiX_U1HjMbBh3qrUHZ=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–2 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:06:38.129Z,,,,
https://www.google.com/maps/place/Cordeiro%27s+Landscaping/data=!4m7!3m6!1s0x89e4540555555555:0x36a45f4f5d464ffd!8m2!3d41.6943675!4d-71.273455!16s%2Fg%2F1vr3f5d1!19sChIJVVVVVQVU5IkR_U9GXU9fpDY,Cordeiro's Landscaping,4.6,41,Landscaper,"47 Gooding Ave, Bristol, RI 02809, United States","MPVG+PJ Bristol, Rhode Island, USA",https://www.cordeiroslandscaping.com/,+1 401-446-0237,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzcqBvfvpczqfLk537bnv7ehzZeHzLqBxkH9sT6YDt49gi3rjGT214qhkJZNbSzo9bTXJl2fIXXAVArTc8TtVcx4bx7S0wkR7PljanEXWbx4sQf3XUrCqaIcOeKpeQNcwnAJoLE7AQwge6=w408-h408-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,9 am–1 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:06:44.755Z,,,,
"https://www.google.com/maps/place/Blithewold+Manor,+Gardens+%26+Arboretum/data=!4m7!3m6!1s0x89e4548cbceff4c3:0xbfbb77a9a2c8b26f!8m2!3d41.6540758!4d-71.2659629!16zL20vMDVxa3Bm!19sChIJw_TvvIxU5IkRb7LIoql3u78","Blithewold Manor, Gardens & Arboretum",4.7,379,Historical landmark,"101 Ferry Rd, Bristol, RI 02809, United States","MP3M+JJ Bristol, Rhode Island, USA",https://www.blithewold.org/,+1 401-253-2707,"Closed · Opens 10 am

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkG39fyfoHPbx6Elbp9HvNQjQLpL8RG7BTNCEW3aW4VqLlAukuTBlcxzOj0yw-SDhmMyukHp1s1d-BKsL-D04AI8PL9UcqbN7DGJ5S362IvUpyEcLoOl-TuKhIDPo3L9zcPa0=w408-h271-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–3 pm,Closed,10 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:06:50.933Z,Estate on 33 acres featuring a mansion & expansive gardens (with rare plants) offering group tours.,,,
https://www.google.com/maps/place/Samuel+Kinder+%26+Brother/data=!4m7!3m6!1s0x89e4538162c9f965:0x3d17ab55ab55c068!8m2!3d41.6717568!4d-71.2925014!16s%2Fg%2F1tgjm9dm!19sChIJZfnJYoFT5IkRaMBVq1WrFz0,Samuel Kinder & Brother,5.0,33,Plant nursery,"162 Poppasquash Rd, Bristol, RI 02809, United States","MPC4+PX Bristol, Rhode Island, USA",https://www.kinderbro.com/,+1 401-253-7700,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEdXMTtMJkYMbzy_6hnGcIogLaaccWjkhWibVHFzJeteLx-egZdPonwuZj9WjuRqsbk_GRmPaym0V6OYFHVW6HgXAzdxJfEoGBkILfkyXdlksHkD5NURbKdb_MwNGJAVcTyzR7=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:06:54.178Z,,,,
https://www.google.com/maps/place/Sepe+Tree+Service/data=!4m7!3m6!1s0x89e4456b23b4c987:0xc4c6cd9ae5c1c904!8m2!3d41.8183937!4d-71.4101086!16s%2Fg%2F1tc_s0gm!19sChIJh8m0I2tF5IkRBMnB5ZrNxsQ,Sepe Tree Service,4.8,230,Tree service,"150 Chestnut St, Providence, RI 02903, United States","RH9Q+9X Providence, Rhode Island, USA",https://www.sepetree.com/,+1 401-276-2828,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqF-hGA-vHWA7xFlSbrhQ-ylLdgemxsy7cugzICwKc8HfoXuNTsp4ynYgcFrwWDnYYTmM1EMJ2HdORiguETI3Vvo997ygkAqnNf4r9dNyag5kwCCExTbIOaN2lpaq9yu1R-esi=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:06:59.614Z,,,,
https://www.google.com/maps/place/Stateline+tree+works/data=!4m7!3m6!1s0x89e4ff5c8cd26f73:0x1a3ca2f7495e9f82!8m2!3d41.6692918!4d-71.182936!16s%2Fg%2F1v9gwh7k!19sChIJc2_SjFz_5IkRgp9eSfeiPBo,Stateline tree works,4.8,13,Tree service,"335 Canonicus St, Tiverton, RI 02878, United States","MR98+PR Tiverton, Rhode Island, USA",http://www.treetrimmingintivertonri.com/,+1 401-624-4245,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEr8j66vjl10W4TrCE1OC-_FJThvDbjHC0Q1vb8K6eT80rZcUzWYGiJU3176fyU_-rzCOhQSi6d_Nt_mY5ENu8rkKa2hRaF-ylr7TV3hgQ3_G9rSm5JWVAzwByEAkm9p5eu3Qqd=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:07:02.600Z,,,,
https://www.google.com/maps/place/Nassaney+Brothers+Landscaping+Inc/data=!4m7!3m6!1s0x89e455411ef8722b:0xc50c18c6697ba97b!8m2!3d41.5573165!4d-71.4979145!16s%2Fg%2F11h6slk4gn!19sChIJK3L4HkFV5IkRe6l7acYYDMU,Nassaney Brothers Landscaping Inc,4.6,10,Landscaper,,,http://www.nassaneybrotherslandscape.com/,+1 401-396-5368,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1aB0Nz1oiIDgDmY5gbg4P5S2_cAUWwJRIQtOGV1j3asEtgeeXKiiHdTvTiLw5gRA3SU7VKIBeKVMncxzyWPa7pgEMUOeLNZ2OlvVf9f6eqD1A5L-FYYin8ndxxfL6oEwQxgg=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:07:07.862Z,,,,
https://www.google.com/maps/place/South+County+Tree+Service/data=!4m7!3m6!1s0x89e45763992491e3:0x5a5aded1cb9c978b!8m2!3d41.7312301!4d-71.2507177!16s%2Fg%2F11hdjgrjdc!19sChIJ45EkmWNX5IkRi5ecy9HeWlo,South County Tree Service,5.0,1,Tree service,"10 Kenny Dr, Warren, RI 02885, United States","PPJX+FP Warren, Rhode Island, USA",,+1 401-300-1471,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCY0z6KaIWVbkqmdwreix0GFsmu8AikwAXz9HWrlZmf5LKzPggP2XmL8ml28qJgiyS98BQ9RppEeVRUYjoxHQwOm5b4yXYHntR6ZPfhUTK_VYRzbgciYK0nggSKDXaDyrWk_g=w408-h725-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:07:12.989Z,,,,
https://www.google.com/maps/place/M%26M+Tree+Service/data=!4m7!3m6!1s0x89e4436f01e2253b:0xd0557e976b050bd3!8m2!3d41.8866955!4d-71.3877582!16s%2Fg%2F11lkvgn0hv!19sChIJOyXiAW9D5IkR0wsFa5d-VdA,M&M Tree Service,5.0,115,Tree service,"49 Pacific St, Central Falls, RI 02863, United States","VJP6+MV Central Falls, Rhode Island, USA",https://www.mmtreeservicellc.com/,+1 401-419-8846,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2LKqB_otJFIdy2ADe8zUkugWznMqYqqatz624Z8M1BFiiyCPRCkE_42XzAx2TGrstqejtnuvx1ZB1O1Mq-UDO-cjO0nwep0_ryt7v5ITMQBsKYUDDr3A-AS5DujziUBKlSQ1WeQ2XRjI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:07:18.179Z,,,,
https://www.google.com/maps/place/THE+GATOR+DUMPSTER+BAG/data=!4m7!3m6!1s0x89e45791f36d6239:0x87772bf2517fd4c7!8m2!3d41.7047881!4d-71.2683498!16s%2Fg%2F11qnj35bty!19sChIJOWJt85FX5IkRx9R_UfIrd4c,THE GATOR DUMPSTER BAG,5.0,20,Waste management service,"116 Tupelo St, Bristol, RI 02809, United States","PP3J+WM Bristol, Rhode Island, USA",http://thegatorbag.com/,+1 866-428-6704,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPRl-30q7FXKJ_XvpbFLL7a26VMxTXjW_RFdOVZdMOXhuaEVnm-OR-S_dqSSBLZsH7w94ESYOsrJbkURSAR0kXS1Q6VW_qJmaO25ZI-mRTNPfHWTg9dxbfptSylhShiByKrjzy=w409-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-04-29T05:07:23.354Z,,,,
