placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x88fe717b300428cf:0x4632baad2bce8aaa!8m2!3d32.8152851!4d-79.8635443!16s%2Fg%2F11krhbzbhr!19sChIJzygEMHtx_ogRqorOK626MkY,Precision Garage Door Service,4.9,1026,Garage door supplier,"990 Lake Hunter Cir #212, Mt Pleasant, SC 29464, United States","R48P+4H Mt Pleasant, South Carolina, USA",https://www.garagedoorscharlestonsc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=mt-pleasant,+1 843-905-2141,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNer9zhABi8qSV6Q5dkMI7HVFkE9Dt6GQI5t_LD=w478-h240-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:03.386Z,,,,
https://www.google.com/maps/place/On+Track+Garage+Doors/data=!4m7!3m6!1s0x88fe7b28fc92bf7b:0x461860603e74b117!8m2!3d32.8530482!4d-79.9779916!16s%2Fg%2F11p9lyhcwj!19sChIJe7-S_Ch7_ogRF7F0PmBgGEY,On Track Garage Doors,5.0,43,Garage door supplier,,,https://www.charlestongaragedoors.com/,+1 843-697-1890,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPuZnBtpIeLe-4XlQLpesw3bj6PdF5_50TtW0I=w426-h240-k-no,true,7 am–9 pm,7 am–8 pm,8 am–6 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:09.647Z,,,,
https://www.google.com/maps/place/Charleston+Garage+Door/data=!4m7!3m6!1s0xb143f3c374871d3:0xead53e48cdfd5df0!8m2!3d32.8232152!4d-79.9915256!16s%2Fg%2F11s4cj49z6!19sChIJ03FINzw_FAsR8F39zUg-1eo,Charleston Garage Door,4.8,112,Garage door supplier,,,https://charlestongaragedoorpro.com/,+1 843-905-2084,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOrECMu1TVSSO74eoHQ5nRDuUr-NYbB69nvlw-l=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:15.270Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Charleston/data=!4m7!3m6!1s0x88fe63a211c3f1d1:0xcd9f28509dd93793!8m2!3d32.9114462!4d-80.0318045!16s%2Fg%2F1tdry4_v!19sChIJ0fHDEaJj_ogRkzfZnVAon80,Overhead Door Company of Charleston,4.8,217,Garage door supplier,"2260 Technical Pkwy, North Charleston, SC 29406, United States","WX69+H7 North Charleston, South Carolina, USA",https://overheaddoorcocharleston.com/,+1 843-767-0028,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPHqQZJ4S1GVeswD-P5RJNPvvfGcYmlqSqANSg-=w408-h326-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:20.145Z,,,,
https://www.google.com/maps/place/DocDoor+Garage+Door+Services/data=!4m7!3m6!1s0x421237d634cf52d:0x60049145be554a1a!8m2!3d32.9576492!4d-79.9708517!16s%2Fg%2F11rsc6k4_b!19sChIJLfVMY30jIQQRGkpVvkWRBGA,DocDoor Garage Door Services,5.0,122,Garage door supplier,,,http://www.docdoorgarage.com/,+1 843-771-4617,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNCBnEZG3w6tSyNLvn4GbHpM37gSrqMwZJQfSeW=w427-h240-k-no,true,9 am–5 pm,9 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:24.862Z,,,,
https://www.google.com/maps/place/Holy+City+Garage+Doors+LLC/data=!4m7!3m6!1s0x88fe7b2a3006794f:0x83a74831ec375362!8m2!3d32.8128253!4d-80.0085344!16s%2Fg%2F11trnl2ht1!19sChIJT3kGMCp7_ogRYlM37DFIp4M,Holy City Garage Doors LLC,5.0,33,Garage door supplier,"1517 Joan St, Charleston, SC 29407, United States","RX7R+4H Charleston, South Carolina, USA",https://www.holycitygd.com/,+1 843-478-2994,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyExLjU0S7SM311l0J-bZc5mge8e6FKWiuDg2_cvyY7woivrtMnDjYpoIoOP81V0pFDszq6sWIzDJqpNcRQZ0thTr-IJQktqYmpnEpsnyRvvct38NliRF26zGKCtM0Z_VGATkMGXg=w408-h725-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:29.823Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Charleston/data=!4m7!3m6!1s0x88fe7b55ee317019:0x7aab617963e81a05!8m2!3d32.9223276!4d-80.0702472!16s%2Fg%2F1x5fc6mg!19sChIJGXAx7lV7_ogRBRroY3lhq3o,Precision Garage Door of Charleston,4.9,2879,Garage door supplier,"7275 Cross County Rd suite e, North Charleston, SC 29418, United States","WWCH+WW North Charleston, South Carolina, USA",https://www.garagedoorscharlestonsc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=charleston,+1 843-722-0683,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN9M0QB6pqbX86894Zqb5dTjMtC2RYrXZ9uD2qU=w478-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:35.674Z,,,,
https://www.google.com/maps/place/Conson+Garage+Door/data=!4m7!3m6!1s0xb646a318d45aa35:0xac21fe1b9c7272a9!8m2!3d32.8396256!4d-79.9779916!16s%2Fg%2F11w23grrnw!19sChIJNapFjTFqZAsRqXJynBv-Iaw,Conson Garage Door,5.0,9,Garage door supplier,,,https://consongaragedoor.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,+1 843-647-6087,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOHH3yZCxVoIj0_lyRR4bJWTwD2dScp7AJDiO33=w408-h306-k-no,true,9 am–7 pm,Closed,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:40.838Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Integrity+Garage+Door+Repair/data=!4m7!3m6!1s0x88fe7dd7ca18c745:0xc202497cc648a4e6!8m2!3d32.791851!4d-80.038872!16s%2Fg%2F11ykkh7gkw!19sChIJRccYytd9_ogR5qRIxnxJAsI,Integrity Garage Door Repair,5.0,3,Garage door supplier,"2178 B Savannah Hwy suite 6, Charleston, SC 29414, United States","QXR6+PF Charleston, South Carolina, USA",https://integritygaragedoorsrepair.net/charleston/,+1 843-898-6459,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOKNgw28jhlAo3DxaSW732Tt5MxYBgtlJdiW1S7=w408-h544-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:45.800Z,,,,
https://www.google.com/maps/place/Southeastern+Garage+Doors+Inc/data=!4m7!3m6!1s0x88fe7cb5bc500d41:0x60232073aacebfd4!8m2!3d32.9276654!4d-80.0727207!16s%2Fg%2F1wv_t1v_!19sChIJQQ1QvLV8_ogR1L_OqnMgI2A,Southeastern Garage Doors Inc,4.7,54,Garage door supplier,"7425 Cross County Rd, North Charleston, SC 29418, United States","WWHG+3W North Charleston, South Carolina, USA",https://www.southeasterngaragedoors.com/?utm_source=localfx&utm_medium=organic&utm_campaign=localfx,+1 843-749-8896,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPWOrNUHizwrdcuQhrdvpZWm-dyUt74FhbbWQhh=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-11-07T22:45:50.824Z,,,,
