placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/First+%26+Main+Property+Management/data=!4m7!3m6!1s0x8085076aa2723213:0xa164b5f348b771f0!8m2!3d38.2976147!4d-122.2906415!16s%2Fg%2F11rmpb847n!19sChIJEzJyomoHhYAR8HG3SPO1ZKE,First & Main Property Management,4.6,25,Property management company,"1030 Seminary St STE B, Napa, CA 94559, United States","7PX5+2P Napa, California, USA",http://firstandmainpm.com/,+1 707-207-8100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNR9iedAHZYSeRO7Je1ZnyhcmVrpPsQYYynpQ_8=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:09.914Z,,,,
https://www.google.com/maps/place/Atlas+Property+Management/data=!4m7!3m6!1s0x808507a74dbe2b53:0x8135950ea891c4ec!8m2!3d38.2981995!4d-122.2884522!16s%2Fg%2F11lrxh8gsw!19sChIJUyu-TacHhYAR7MSRqA6VNYE,Atlas Property Management,4.2,34,Property management company,"1300 1st St Suite 368, Napa, CA 94559, United States","7PX6+7J Napa, California, USA",https://atlas-pm.com/,+1 707-681-0639,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=enVIuo54-oXGIulV_vnmyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.513145&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:16.175Z,,,,
https://www.google.com/maps/place/Main+Street+Management/data=!4m7!3m6!1s0x8085065e1ca59af9:0x619ee3e8a95dace5!8m2!3d38.3024398!4d-122.2884049!16s%2Fg%2F1tlwfwb7!19sChIJ-ZqlHF4GhYAR5axdqejjnmE,Main Street Management,4.9,7,Property management company,"1443 Main St, Napa, CA 94559, United States","8P26+XJ Napa, California, USA",http://www.mainstreetnapa.com/,+1 707-252-2022,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OmsFuKFW80Ax5ch2li3tag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.81049&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:21.322Z,,,,
https://www.google.com/maps/place/Hedgerow+Property+Management/data=!4m7!3m6!1s0x8085068a7f6e89ff:0xe7ec2964431706cc!8m2!3d38.303519!4d-122.2940504!16s%2Fg%2F1tfv0s1d!19sChIJ_4luf4oGhYARzAYXQ2Qp7Oc,Hedgerow Property Management,2.3,42,Property management company,"1736 Jefferson St, Napa, CA 94559, United States","8P34+C9 Napa, California, USA",http://www.hedgerowproperty.com/,+1 707-254-1837,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8AoT3sF1_T5j2d6Dn3xbWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.9748&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:26.691Z,,,,
https://www.google.com/maps/place/Wyman+Property+Management/data=!4m7!3m6!1s0x808506f66b6cb6ef:0xf5cdbc7f9581b0e!8m2!3d38.3026093!4d-122.2943422!16s%2Fg%2F11ydz1jq2!19sChIJ77Zsa_YGhYARDhtY-cfbXA8,Wyman Property Management,3.7,156,Real estate rental agency,"1625 Jefferson St, Napa, CA 94559, United States","8P34+27 Napa, California, USA",https://www.wymanpm.com/,+1 707-224-0400,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dkXF1LMc_agMCO5XocTGAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.36649&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:31.825Z,,,,
https://www.google.com/maps/place/Crown+Realty+Property+Management/data=!4m7!3m6!1s0x808506f74e7d62ad:0x3260f0bd80a417b0!8m2!3d38.3076639!4d-122.2985198!16s%2Fg%2F1tnjjt0p!19sChIJrWJ9TvcGhYARsBekgL3wYDI,Crown Realty Property Management,3.0,85,Property management company,"1601 Lincoln Ave, Napa, CA 94558, United States","8P52+3H Napa, California, USA",http://www.crownpm.com/,+1 707-255-0880,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN0hSGpvv6wK5SmK9xZ0YD9wVcnYMc_GKwQ4a6o=w408-h373-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:37.108Z,,,,
https://www.google.com/maps/place/KNM+Properties+Inc./data=!4m7!3m6!1s0x8085062300c92dcd:0x2140297ccd519e97!8m2!3d38.2966905!4d-122.2933328!16s%2Fg%2F11bzq428js!19sChIJzS3JACMGhYARl55RzXwpQCE,KNM Properties Inc.,5.0,3,Property management company,"1792 2nd St, Napa, CA 94559, United States","7PW4+MM Napa, California, USA",http://www.knm-properties.com/,+1 707-335-8700,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noh75XOeTES_nnj0YqKHgg-K770fr0e4LP8k10cssK2rKD3FqVMThaTm3hJkmDDV8P9mhyaP19Om4_57DIbiCFPFixsTyNBCWEh6SN4stXJ0PmP55QeojLTDBmxFGN_SBhAXEHV=w408-h265-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:42.178Z,,,,
https://www.google.com/maps/place/Collins+Management+-+Napa/data=!4m7!3m6!1s0x8085072cc3a26d9f:0x496d3583616aa5ba!8m2!3d38.2984444!4d-122.2879725!16s%2Fg%2F11l2y01x4w!19sChIJn22iwywHhYARuqVqYYM1bUk,Collins Management - Napa,,,Property management company,"1300 1st St Suite 368, Napa, CA 94559, United States","7PX6+9R Napa, California, USA",https://www.collins-mgmt.com/,+1 800-557-5179,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP2EyC20MZGV9blyNp-nrVNGciQI2tfwN_HkO6A=w408-h241-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:47.202Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Complete+Property+Management/data=!4m7!3m6!1s0x80850660426afa7f:0x4f259a4701a3b26c!8m2!3d38.3055147!4d-122.2865221!16s%2Fg%2F1thvyhkd!19sChIJf_pqQmAGhYARbLKjAUeaJU8,Complete Property Management,,,Property management company,"1630 Action Ave suite a, Napa, CA 94559, United States","8P47+69 Napa, California, USA",,+1 707-255-2075,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VW2MsVa2ZbfBVYBZ_NB1tA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.556221&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:50.113Z,,,,
https://www.google.com/maps/place/North+Bay+Property+Manager/data=!4m7!3m6!1s0x808506fbe89794a7:0x8d38695440b4869d!8m2!3d38.3076924!4d-122.2985047!16s%2Fg%2F1td485v0!19sChIJp5SX6PsGhYARnYa0QFRpOI0,North Bay Property Manager,,,Property management company,"1601 Lincoln Ave, Napa, CA 94558, United States","8P52+3H Napa, California, USA",,+1 707-260-0136,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ye8dGFhqTn5Vh5jjInt0Tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.39063&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-25T17:44:54.798Z,,,,
