placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Mountain+Generator+Service+Inc./data=!4m7!3m6!1s0x88598940cd3e3535:0xce118098d8ff2a8c!8m2!3d35.525237!4d-82.608597!16s%2Fg%2F11gbxc1s4s!19sChIJNTU-zUCJWYgRjCr_2JiAEc4,Mountain Generator Service Inc.,4.8,17,Electric generator shop,"215 Oak Terrace Rd Unit D, Asheville, NC 28806, United States","G9GR+3H Asheville, North Carolina, USA",https://mountaingenerator.com/,+1 828-475-8900,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNVW4jEMzdJeZJAh55q3HN8HAgLzblSvLJ0HJ_2=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:11.166Z,,,
https://www.google.com/maps/place/Gentry+Service+Group/data=!4m7!3m6!1s0x8859f7eb8ad58aed:0x823d5f579d9d056!8m2!3d35.5937571!4d-82.4059923!16s%2Fg%2F11fjy4nb_s!19sChIJ7YrViuv3WYgRVtDZefXVIwg,Gentry Service Group,4.8,647,Furnace repair service,"100 Buckeye Access Rd, Swannanoa, NC 28778, United States","HHVV+GJ Swannanoa, North Carolina, USA",https://www.gentryservice.com/,+1 828-581-4045,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMn0rqsMQWtS8NQSEaQz9lH5-w5cJMmJUgZe1uu=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:17.010Z,,,
https://www.google.com/maps/place/Power+Plus+Electrical+Service/data=!4m7!3m6!1s0x885a21c6ef20aae5:0x3cd46aaea55ab1ea!8m2!3d35.6487084!4d-82.5808243!16s%2Fg%2F1ttyxg0w!19sChIJ5aog78YhWogR6rFapa5q1Dw,Power Plus Electrical Service,4.9,291,Electrician,"175 Weaverville Rd A, Asheville, NC 28804, United States","JCX9+FM Asheville, North Carolina, USA",https://powerplusservice.com/,+1 828-252-2581,"Closed · Opens 8 am Mon

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPuNzffJvhkDMlWTMl3nJld4PY_hu_KSwvyMrDI=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:21.813Z,,,
https://www.google.com/maps/place/Forge+Mountain+Electric+LLC/data=!4m7!3m6!1s0x8859959c7fee5a55:0x819c59dab57e6800!8m2!3d35.3537614!4d-82.6106555!16s%2Fg%2F11hd6zzsbj!19sChIJVVruf5yVWYgRAGh-tdpZnIE,Forge Mountain Electric LLC,5.0,44,Electrician,"192 Snyder Ln, Mills River, NC 28759, United States","993Q+GP Mills River, North Carolina, USA",https://forgemountainelectric.com/,+1 828-435-9088,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPJ4-6Av3jv0dfpeDbJUtsEmS9PI95SeYugsaos=w408-h301-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:26.873Z,,,
https://www.google.com/maps/place/Appalachian+Electric+%26+Generator/data=!4m7!3m6!1s0x88598c6ddd6bdbad:0x13633dc2341bc6fd!8m2!3d35.6050525!4d-82.7132395!16s%2Fg%2F1q5hsndvp!19sChIJrdtr3W2MWYgR_cYbNMI9YxM,Appalachian Electric & Generator,4.3,12,Electrician,,,http://www.appalachianelectricandgenerator.com/,+1 828-620-3729,Closes soon · 5 pm · Opens 8 pm Mon,https://lh3.googleusercontent.com/p/AF1QipNwprJsyD6zYvpGlHh-AS7B3yLb53zi8E3_aEJl=w408-h375-k-no,true,12 am–5 pm,Closed,8 pm–12 am,"12 am–5 pm, 8 pm–12 am","12 am–5 pm, 8 pm–12 am","12 am–5 pm, 8 pm–12 am","12 am–5 pm, 8 pm–12 am","https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:31.673Z,,,
https://www.google.com/maps/place/Stuller+Power+Solutions/data=!4m7!3m6!1s0x8859c2072f0aadc1:0xf7d4d2a4dadd26dd!8m2!3d35.3684362!4d-82.4913291!16s%2Fg%2F1tdf220c!19sChIJwa0KLwfCWYgR3Sbd2qTS1Pc,Stuller Power Solutions,4.9,157,Electric generator shop,"3533 Asheville Hwy, Hendersonville, NC 28791, United States","9G95+9F Hendersonville, North Carolina, USA",https://stullerpowersolutions.com/,+1 828-698-9589,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxX3ma2O40r_GRknhPnQmg7W4os9DqvQDVjFCe4zcIAJvdpHNFVw0_PoMsDcrrgpqseK1ARVZFr0dZqr362WDkO_oUv9QGVCJ-2DdlxcjsCQh4ddUBDk7W1jJGfV_42VQyKDZYM=w408-h413-k-no,true,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:36.678Z,· Delivery,Identifies as veteran-owned,
https://www.google.com/maps/place/Carolina+Energy+Systems/data=!4m7!3m6!1s0x88597b990da6e18f:0x121992b6ec1337ea!8m2!3d35.242977!4d-82.6009262!16s%2Fg%2F113jbbg7s!19sChIJj-GmDZl7WYgR6jcT7LaSGRI,Carolina Energy Systems,4.5,46,Electric generator shop,"125 Lester Ln, Penrose, NC 28766, United States","69VX+5J Penrose, North Carolina, USA",http://www.carolinaenergysystems.com/,+1 828-698-4355,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMQfJzwjXrGKe5Obec21je5fYmxv5nL8LbLTHX6=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:41.527Z,,,
"https://www.google.com/maps/place/Harrington+Electric,+Inc./data=!4m7!3m6!1s0x8859edaf677b14bb:0x1d82d9f584ddfd03!8m2!3d35.4832784!4d-82.5243125!16s%2Fg%2F1tycxcgw!19sChIJuxR7Z6_tWYgRA_3dhPXZgh0","Harrington Electric, Inc.",5.0,21,Electrician,"4 Rosscraggon Rd, Asheville, NC 28803, United States","FFMG+87 Asheville, North Carolina, USA",https://harringtonelectricinc.com/,+1 828-681-0297,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pl2sh648lZ4I1HA5FhpaeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.47565&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:46.316Z,,,
https://www.google.com/maps/place/P%26L+Electric+and+Technologies+LLC/data=!4m7!3m6!1s0x67852aecdc4419b7:0xbe3188c154e115b2!8m2!3d35.567243!4d-82.4857309!16s%2Fg%2F11xtn5kt2j!19sChIJtxlE3OwqhWcRshXhVMGIMb4,P&L Electric and Technologies LLC,5.0,7,Electrician,,,https://www.pandlelectricwnc.com/,+1 828-713-9016,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOBg9V2D2m3L7jyDfmQnOqy3xs6zbYncsC74Ghk=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:51.103Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Power+to+the+People/data=!4m7!3m6!1s0x88598d6df179abd5:0x9854c584adc6d659!8m2!3d35.5773703!4d-82.6101254!16s%2Fg%2F11h9hc353d!19sChIJ1at58W2NWYgRWdbGrYTFVJg,Power to the People,4.8,135,Electrician,"7 Rumbough Pl, Asheville, NC 28806, United States","H9GQ+WW Asheville, North Carolina, USA",http://avlp2p.com/,+1 828-551-9843,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJlSgjYxH2IZRR9HsuYsCxLQn9kWfQUbLaLvEz=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2026-01-10T21:23:55.991Z,,,
