placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Selectric+Services/data=!4m7!3m6!1s0x863f9e8004c68e95:0xca2826f71c7caa2a!8m2!3d29.2845712!4d-94.8102027!16s%2Fg%2F1tykvrvn!19sChIJlY7GBICeP4YRKqp8HPcmKMo,Selectric Services,5.0,133,Electrician,"4123 Avenue Q, Galveston, TX 77550, United States","75MQ+RW Galveston, Texas, USA",http://www.selectrictx.com/,+1 409-392-6803,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyA1mWWF5OazoJRiPULJxNVTjPdXc7qR89dkeiqOa9My6hRwMkmTuClk8K94LZSVSWbu_xrIyr00snTXgZ9FRBTny4CsFs-zcJoSzJ73sXqzR78cMCidLly9QieuvPorsmcuI6J=w408-h306-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:15.256Z,,,,
https://www.google.com/maps/place/KU+Electric+LLC.+Galveston+owned+and+operated./data=!4m7!3m6!1s0x403e1ab058fa1d9f:0x2643b55b2e7466c0!8m2!3d29.2809003!4d-94.8222291!16s%2Fg%2F11w3spf6vg!19sChIJnx36WLAaPkARwGZ0Llu1QyY,KU Electric LLC. Galveston owned and operated.,5.0,47,Electrician,"5214 Ave Q 1/2, Galveston, TX 77551, United States","75JH+94 Galveston, Texas, USA",http://www.kuelectrictx.com/,+1 409-229-6254,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxABi647DXjhM58vh733p6RrvjI9gTycB_JEP0gtkE7x5e-OxkygLjQE2ZjJnSHUXSY2HBMW9_WlNcJztup7H_ehusBwyButQNQ9wSLXwhTmrG0RmpeNaQ7P4_ZWZiVtpS6v6M=w408-h544-k-no,true,9 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:19.779Z,,,,
https://www.google.com/maps/place/Competitive+Electric/data=!4m7!3m6!1s0x863f9e696867462d:0x65ed75031fb312f2!8m2!3d29.3085646!4d-94.7901564!16s%2Fg%2F1tfshsft!19sChIJLUZnaGmeP4YR8hKzHwN17WU,Competitive Electric,5.0,2,Electrician,"1908 The Strand, Galveston, TX 77550, United States","8655+CW Galveston, Texas, USA",,+1 409-762-9900,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxG8yR4A351T36gjLWPL_Bphw19BZTaGKbga7IddKgdE-2b-lcxakQ3NEonWF-GA23txwwj27ITEyfmtB9n_hTMGZFHeetg8U1DIcxeTp7NnXguMmBmOkptUsfSterkgM0pMPGax_egY1xS=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:24.585Z,,,,
"https://www.google.com/maps/place/Roberts+Air,+LLC/data=!4m7!3m6!1s0x863f9f88406b31d1:0xb7c575906e335f28!8m2!3d29.2957884!4d-94.7908336!16s%2Fg%2F11g4cj11rv!19sChIJ0TFrQIifP4YRKF8zbpB1xbc","Roberts Air, LLC",4.9,407,Heating contractor,"1413 23rd St, Galveston, TX 77550, United States","76W5+8M Galveston, Texas, USA",http://www.robertsairllc.com/,+1 409-402-0508,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOs2ltU-mtXpI14e9J1Y0ol7BJ403PRwJkFv9Na=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:28.950Z,,,,
https://www.google.com/maps/place/Kona+Plumbing/data=!4m7!3m6!1s0x86409df940e115e9:0xb42fe19b7ad61570!8m2!3d29.2812922!4d-94.8094983!16s%2Fg%2F11j47zb2b7!19sChIJ6RXhQPmdQIYRcBXWepvhL7Q,Kona Plumbing,4.9,158,Plumber,"4202 Ave S, Galveston, TX 77550, United States","75JR+G6 Galveston, Texas, USA",https://www.konaplumbing.net/,+1 832-536-2966,"Closed · Opens 8 am Mon

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMapTC6G_A9NH1aRzbFqoemnO7m05_pBMFy41nD=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:33.384Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Bay+Electric/data=!4m7!3m6!1s0x863f9e6ea7484fd3:0x5a699ca1db6373c0!8m2!3d29.3031075!4d-94.7959029!16s%2Fg%2F1tgz0zk_!19sChIJ009Ip26eP4YRwHNj26GcaVo,Bay Electric,5.0,2,Electrician,"2510 Church St # 4R, Galveston, TX 77550, United States","8633+6J Galveston, Texas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j1mjhOEHQtYQlQ1xzLu8Bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.47726&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:35.717Z,,,,
https://www.google.com/maps/place/Galveston+Bay+Air+Conditioning/data=!4m7!3m6!1s0x863f9dcc76ecd71d:0x3ac16f3be2b88a67!8m2!3d29.6166724!4d-95.165047!16s%2Fg%2F11b61qpz0z!19sChIJHdfsdsydP4YRZ4q44jtvwTo,Galveston Bay Air Conditioning,4.8,104,HVAC contractor,,,http://www.galvestonbayhvac.com/,+1 409-354-9467,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9neNVONcL22MEXewpWSLZF9_1ycUHhel72WXD8eXyoMTSTPqsYKiFUEgpB0ACWDuPUYuyEW1phvE5eF7DM8Gy9eoMuo-jzGChB0djainwA6jHEqRGw9yOVUA8i72dUG0DooEbwA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:40.005Z,,,,
https://www.google.com/maps/place/Spark+Electric+LLC/data=!4m7!3m6!1s0x863f9d52999a2d11:0x6c77b3e568b21c8!8m2!3d29.3305015!4d-94.801221!16s%2Fg%2F11fkcv202q!19sChIJES2amVKdP4YRyCGLVj57xwY,Spark Electric LLC,4.9,38,Electrician,,,,+1 409-457-0062,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMykRhm1YC5llKCL21HqV_OPmJh36uX06Scugpv=w426-h240-k-no,true,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:44.301Z,,,,
https://www.google.com/maps/place/Hurricane+Electric/data=!4m7!3m6!1s0x863f9c45fca3bf7b:0x37a98768e5061b3b!8m2!3d29.2893917!4d-94.836942!16s%2Fg%2F1td38mc5!19sChIJe7-j_EWcP4YROxsG5WiHqTc,Hurricane Electric,4.2,10,Electrician,"6012 Broadway Avenue J, Galveston, TX 77551, United States","75Q7+Q6 Galveston, Texas, USA",http://hurricanelectric.com/,+1 409-632-2982,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiZskEas8RWutgQQFSN17YZwJOXQnKWv7q0ZGb=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:48.853Z,,,,
"https://www.google.com/maps/place/Galveston+Rentals,+Inc/data=!4m7!3m6!1s0x863f9c59a6762169:0xaa3c4f5bbbb9d529!8m2!3d29.2557108!4d-94.8496046!16s%2Fg%2F1tcys66l!19sChIJaSF2plmcP4YRKdW5u1tPPKo","Galveston Rentals, Inc",4.4,89,Tool store,"8435 Stewart Rd, Galveston, TX 77554, United States","7542+75 Galveston, Texas, USA",http://galvestonrentalsinc.com/,+1 409-740-1000,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNBZRV2qu5DaHTg6Yif7MCps9TQzqd-B6d7RgRu=w408-h241-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:53.240Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Crescent+Electric+Co/data=!4m7!3m6!1s0x863f9e819b5fc073:0x9d6e01a23718e65d!8m2!3d29.2811205!4d-94.8085991!16s%2Fg%2F1tj21y2n!19sChIJc8Bfm4GeP4YRXeYYN6IBbp0,Crescent Electric Co,5.0,3,Electrician,"4113 Ave S, Galveston, TX 77550, United States","75JR+CH Galveston, Texas, USA",https://www.crescentelectric.com/,+1 409-763-1626,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ufyr7lEt7KvxMXrMktcVwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.8496&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-01-10T22:26:57.597Z,,,,
