placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Luxury+Mountain+Pool+%26+Spa/data=!4m7!3m6!1s0x53545dc5af847b1f:0x3b05092f16dd2038!8m2!3d43.5381842!4d-112.0073882!16s%2Fg%2F11tp1tk48s!19sChIJH3uEr8VdVFMROCDdFi8JBTs,Luxury Mountain Pool & Spa,3.0,2,Swimming pool contractor,"4697 N Haroldsen Dr, Idaho Falls, ID 83401, United States","GXQV+72 Idaho Falls, Idaho, USA",http://luxurymountainpoolandspa.com/,+1 208-430-7120,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMCC89-_0JEMYZqHleYVP1EhAQKevU2pwuT2NU1=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:04.227Z,,,
"https://www.google.com/maps/place/ARCTIC+SPAS,+HOT+TUBS,+%26+SWIM+SPAS+IDAHO+FALLS/data=!4m7!3m6!1s0x53545d380694dc8f:0x621ff256c7aeac23!8m2!3d43.511324!4d-112.0158113!16s%2Fg%2F11wp_7hrf9!19sChIJj9yUBjhdVFMRI6yux1byH2I","ARCTIC SPAS, HOT TUBS, & SWIM SPAS IDAHO FALLS",5.0,15,Hot tub store,"807 E Anderson St, Idaho Falls, ID 83401, United States","GX6M+GM Idaho Falls, Idaho, USA",http://arcticspasidahofalls.com/,+1 208-204-9907,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOvOowpw5i0-y4XWDVlPNrnZXtSniqVoZqPEQMw=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:10.773Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Xhale+Resort+%26+Spa+-+Massage+Idaho+Falls/data=!4m7!3m6!1s0x53545940effeff2d:0x5c6d821ff5365326!8m2!3d43.4973057!4d-112.0035686!16s%2Fg%2F1tmbvsph!19sChIJLf_-70BZVFMRJlM29R-CbVw,Xhale Resort & Spa - Massage Idaho Falls,4.7,521,,"1421 1st St, Idaho Falls, ID 83401, United States","FXWW+WH Idaho Falls, Idaho, USA",http://www.xhaledayspa.com/,+1 208-227-3529,,https://lh3.googleusercontent.com/p/AF1QipO4F9-hChJiBp7Ld_eyEzbFn0rx6EVwf0hcMO9R=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:14.375Z,,,
https://www.google.com/maps/place/Brady%27s/data=!4m7!3m6!1s0x53545c27a4573db9:0x9327c58d58e4812e!8m2!3d43.5119549!4d-112.0043279!16s%2Fg%2F1tfgjh1n!19sChIJuT1XpCdcVFMRLoHkWI3FJ5M,Brady's,4.4,170,Hot tub store,"1445 E Lincoln Rd, Idaho Falls, ID 83401, United States","GX6W+Q7 Idaho Falls, Idaho, USA",http://www.bradysbunch.com/,+1 208-522-6763,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvGvMxdZt1Mvmmo2B2lfIkOGUh599202GlLUzYyo8zbkx1R2NlXM3iKU0myFneHN6Ke7C-Y1NLI2dZ54x3q1laL1MA0mP0ApxVMJdvYSBoob1d238zHiWfit1PxMUw_G9b7k8=w408-h544-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:20.139Z,· In-store shopping · In-store pick-up · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Outback+Landscape/data=!4m7!3m6!1s0x53545f6954faefd3:0x5f0aa278a73f8658!8m2!3d43.5191541!4d-111.9847893!16s%2Fg%2F1hm6l3q6c!19sChIJ0-_6VGlfVFMRWIY_p3iiCl8,Outback Landscape,4.7,198,Landscape designer,"2452 E 26th N, Idaho Falls, ID 83401, United States","G298+M3 Idaho Falls, Idaho, USA",http://www.outbacklandscapeinc.com/,+1 208-656-3220,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPfColYX70-RGOUz4AIkFtAYB5udgadLH9O86E_=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:25.514Z,,,
https://www.google.com/maps/place/Rock+Solid+Hardscapes/data=!4m7!3m6!1s0x53545ea8faa9eef9:0xe9b1f12b62a636fa!8m2!3d43.5032981!4d-112.0253635!16s%2Fg%2F11by_yvr46!19sChIJ-e6p-qheVFMR-jamYivxsek,Rock Solid Hardscapes,4.8,22,Landscaper,"447 Whittier St, Idaho Falls, ID 83401, United States","GX3F+8V Idaho Falls, Idaho, USA",http://rocksolidhardscapes.com/,+1 208-589-0076,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMzEW1lTJFweZzG74VPJCilig3abL4Nn54Zlip4=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:31.292Z,,,
https://www.google.com/maps/place/Pinchpoint/data=!4m7!3m6!1s0x53545d8ea3ba8953:0x8eb0f5f70946be80!8m2!3d43.4993071!4d-112.024354!16s%2Fg%2F11mbl_3420!19sChIJU4m6o45dVFMRgL5GCff1sI4,Pinchpoint,4.8,23,Concrete contractor,"375 North Homes, Idaho Falls, ID 83401, United States","FXXG+P7 Idaho Falls, Idaho, USA",http://www.pinchpointpfi.com/,+1 208-716-8846,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNVQJ21dA4NXtUIjky1hMYvT6eEMDGDObvC9XEx=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:36.794Z,,,
https://www.google.com/maps/place/reMARKable+paver+N+stone/data=!4m7!3m6!1s0x81aeb81541404bf7:0xeda4d65cfa55bcad!8m2!3d42.9673379!4d-111.6847494!16s%2Fg%2F11vm1yr1w3!19sChIJ90tAQRW4roERrbxV-lzWpO0,reMARKable paver N stone,5.0,1,Landscaper,,,https://remarkablepavernstone.com/,+1 208-709-3478,,https://lh3.googleusercontent.com/p/AF1QipNTm_PsOp77a4CQZv9NEQ4YD9jfGPFiWXSa8LZ0=w519-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:40.746Z,,,
https://www.google.com/maps/place/PST+Pool+Supplies+%28ecommerce+only%29/data=!4m7!3m6!1s0x80dc7546560696d5:0x830890415965cc61!8m2!3d43.5236511!4d-111.9975834!16s%2Fg%2F1pzsf1ftf!19sChIJ1ZYGVkZ13IARYcxlWUGQCIM,PST Pool Supplies (ecommerce only),5.0,34,Swimming pool supply store,"1841 Piper St Suite B, Idaho Falls, ID 83401, United States","G2F2+FX Idaho Falls, Idaho, USA",https://pstpoolsupplies.com/,+1 866-535-0899,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipPfyzoTeoGjqN_buoG15EQfJOeJkhhkhqaUcRLD=w408-h408-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:46.996Z,· Delivery,Identifies as veteran-owned,
https://www.google.com/maps/place/Leisure+Time+Inc./data=!4m7!3m6!1s0x53545c2ee7dbbddb:0x481ade427f68a83a!8m2!3d43.51759!4d-112.001088!16s%2Fg%2F1tj7_mzm!19sChIJ273b5y5cVFMROqhof0LeGkg,Leisure Time Inc.,4.6,445,Hot tub store,"2200 N Woodruff Ave, Idaho Falls, ID 83401, United States","GX9X+2H Idaho Falls, Idaho, USA",https://leisuretimeinc.com/,+1 208-523-4633,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP2OfZdjMeGJyRUNNOugk7hRemqWfgfnymR-YYp=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2025-10-27T19:24:53.604Z,· In-store shopping · Kerbside pickup · Delivery,,
