placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/Korunda+Pain+Management+Center/data=!4m7!3m6!1s0x88db1c81cc9401ab:0xc35ae3e11c80fe4a!8m2!3d26.2743824!4d-81.7321098!16s%2Fg%2F1thr7zsm!19sChIJqwGUzIEc24gRSv6AHOHjWsM,Korunda Pain Management Center,4.8,979,Pain management physician,"4513 Executive Dr, Naples, FL 34119, United States","77F9+Q5 Naples, Florida, USA",https://www.korundapmc.com/?y_source=1_MzUyMjM2OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 239-591-2803,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Exlx-osXZaKAjb5kJIZxkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.759&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:49:52.608Z,,
"https://www.google.com/maps/place/Elite+Pain+Care:+Dr.+David+Greschler,+MD/data=!4m7!3m6!1s0x88db1ff49e33038b:0xb287b953abc48296!8m2!3d26.210884!4d-81.7950134!16s%2Fg%2F11hzhg5d_m!19sChIJiwMznvQf24gRloLEq1O5h7I","Elite Pain Care: Dr. David Greschler, MD",4.9,288,Pain management physician,"1250 Pine Ridge Rd STE 200, Naples, FL 34108, United States","6663+9X Naples, Florida, USA",http://elitepaincenters.com/,+1 239-450-2422,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOAxb6PHvXmtIVERyIGaqEiSpBvP1foxf0F77RG=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:49:58.655Z,,
https://www.google.com/maps/place/Korunda+Pain+Management+Center/data=!4m7!3m6!1s0x88dae1918fcbec71:0xc199abdde34fec25!8m2!3d26.1550323!4d-81.7915344!16s%2Fg%2F11h3vb_63b!19sChIJcezLj5Hh2ogRJexP492rmcE,Korunda Pain Management Center,2.5,12,Pain control clinic,"661 Goodlette-Frank Rd, Naples, FL 34102, United States","5645+29 Naples, Florida, USA",https://www.korundapmc.com/,+1 239-591-2803,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wcDvi-6tB7Tqnpj_FralSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.176453&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:04.264Z,,
"https://www.google.com/maps/place/Prathima+Moorthy+MD,+Pain+management/data=!4m7!3m6!1s0x88db1dbb777c6645:0x7e1a60e067ada28!8m2!3d26.2044083!4d-81.7995981!16s%2Fg%2F1tdf24xj!19sChIJRWZ8d7sd24gRKNp6Bg6m4Qc","Prathima Moorthy MD, Pain management",4.0,86,Pain management physician,"4760 Tamiami Trl N # 27, Naples, FL 34103, United States","6632+Q5 Naples, Florida, USA",http://www.pmcnaples.com/,+1 239-593-9594,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoV37e6-oLIes-Ez6zrUnKwQE-GG_9CKHR1pHyMhQxRsikpWb1sCTQ1mDxSCRJTWch4S5XVBWQ5clxe0iMc6-8WB_qaQ39GtUBl0hZ7ErMYKT3RJVkZwlb7-BafgXK4e4r6_20y6A=w556-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:09.289Z,,
https://www.google.com/maps/place/Bluetail+Medical+Group/data=!4m7!3m6!1s0x88db1eae33e51a59:0xbbb9e46f92faa489!8m2!3d26.2698626!4d-81.7827606!16s%2Fg%2F11g698knwp!19sChIJWRrlM64e24gRiaT6km_kubs,Bluetail Medical Group,5.0,136,Pain management physician,"1875 Veterans Park Dr Suite 2201, Naples, FL 34109, United States","7698+WV Naples, Florida, USA",http://www.bluetailmedicalgroup.com/,+1 239-631-1960,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TfA8zwmGHQ2xEL6_ia7s9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.95053&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:14.042Z,,
https://www.google.com/maps/place/Stephen+L.+Friedman+MD/data=!4m7!3m6!1s0x88dae1975ca00d39:0xe88c680fa7f0b733!8m2!3d26.1491579!4d-81.7953931!16s%2Fg%2F1tmqmlf4!19sChIJOQ2gXJfh2ogRM7fwpw9ojOg,Stephen L. Friedman MD,4.9,163,Pain management physician,"150 Tamiami Trl N, Naples, FL 34102, United States","46X3+MR Naples, Florida, USA",https://jaffesportsmedicine.com/locations/downtown-naples/,+1 239-331-8551,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIxuXT2wH8FghwL1fR9WzP_0xgpYRMaoroyntW0a5TlwtmOqc16y7RLrbVohthnP8rlAGW4mrqXyvC1pILP_CrYNaj4ECWGUnnyo3xu1fAm1tDjiA7UNiZQ_o7tufi5pW14ml8kwWJ9G4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:18.989Z,,
https://www.google.com/maps/place/Naples+Regenerative+Institute/data=!4m7!3m6!1s0x88dae102581ca191:0x125f9e751d69ef81!8m2!3d26.1811195!4d-81.7992529!16s%2Fg%2F11fm59c4g5!19sChIJkaEcWALh2ogRge9pHXWeXxI,Naples Regenerative Institute,4.9,286,Pain management physician,"2950 Tamiami Trl N Unit 13, Naples, FL 34103, United States","56J2+C7 Naples, Florida, USA",http://www.naplesregenerativeinstitute.com/,+1 239-347-1580,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN2ef4hDqHLSWujtuXSkTwSd4150IIphaToJft1=w408-h408-k-no,true,8:30 am–5 pm,8:30 am–5 pm,9 am–3 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:23.972Z,,
https://www.google.com/maps/place/Apex+Pain+Medicine/data=!4m7!3m6!1s0x88db1dbf01611fd3:0xc827e5ec08043261!8m2!3d26.2732924!4d-81.7706283!16s%2Fg%2F11tmwzcq7f!19sChIJ0x9hAb8d24gRYTIECOzlJ8g,Apex Pain Medicine,5.0,24,Pain management physician,"90 Cypress Way E STE 60A, Naples, FL 34110, United States","76FH+8P Naples, Florida, USA",https://apexpainmedicine.com/,+1 239-832-9000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-KmEvtXOt6Fxf-2lxnoZTy4RAkUGqOHIDotjWmB3T_3MPENuzlYwNhQRxXlJlIt4IqwSCiMULgEgI9ypjqO8sl1OaOEHPYeXycx_r71WJmNL8Enl_8T5nkAfiGHJ-ffZ2N9FTKQ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:28.675Z,,
https://www.google.com/maps/place/Bonita+Pain+Doc/data=!4m7!3m6!1s0x88db1913d8155555:0x6fb35afa122e81b!8m2!3d26.3108463!4d-81.8058944!16s%2Fg%2F11ghr0_1sj!19sChIJVVUV2BMZ24gRG-gioa81-wY,Bonita Pain Doc,5.0,3,Pain management physician,"15495 Tamiami Trl N # 104, Naples, FL 34110, United States","856V+8J Naples, Florida, USA",http://bonitapain.com/contact/,+1 239-221-3901,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KUY6gAqVw3tflRREmbUEvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.9919&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:33.206Z,,
https://www.google.com/maps/place/Naples+Robotic+Pain+Relief/data=!4m7!3m6!1s0x88db1d92924e0105:0x84f8dbfaf1fa9a0b!8m2!3d26.2735947!4d-81.7324701!16s%2Fg%2F11vlstm30f!19sChIJBQFOkpId24gRC5r68frb-IQ,Naples Robotic Pain Relief,5.0,61,Pain control clinic,"4500 Executive Dr Ste. 110-5, Naples, FL 34119, United States","77F9+C2 Naples, Florida, USA",https://naplesroboticpainrelief.com/,+1 239-778-6842,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqMdHfRvo-ipVE9NCRMiTMKjrAtvP-ciwlkhTAcKbNBCivOVUqrdZxAV1xZ-c9A6kTp8vgb8kj7B8UbUecMVYSAum5ALswYmSMqHcD5sHIW31B9v27yeISEOp9K-4rO2Wr0nZI=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2026-01-28T19:50:37.985Z,Identifies as women-owned,
