placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Priority+Pool+Service/data=!4m7!3m6!1s0x87015b69ea6e4d3b:0xc443b1423e78d19c!8m2!3d35.1749604!4d-101.8550624!16s%2Fg%2F11dxl6507t!19sChIJO01u6mlbAYcRnNF4PkKxQ8Q,Priority Pool Service,4.7,3,Pool cleaning service,"Parker St, Amarillo, TX 79110, United States","54FV+XX Amarillo, Texas, USA",http://www.facebook.com/PriorityPoolServiceAmarilloTx,+1 806-420-0223,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPR3cwK30T1MUvFptNWNxdnDMtHkd7AFhZc2fw=w408-h313-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:37:54.978Z,,,
https://www.google.com/maps/place/Texas+Blue+Lake+Pools/data=!4m7!3m6!1s0x87014fda04a2307f:0x6603991fc692fe65!8m2!3d35.1864676!4d-101.8830211!16s%2Fg%2F1td6gyhg!19sChIJfzCiBNpPAYcRZf6Sxh-ZA2Y,Texas Blue Lake Pools,3.8,66,Swimming pool supply store,"2422 Commerce St, Amarillo, TX 79109, United States","54P8+HQ Amarillo, Texas, USA",http://www.texasbluelake.com/,+1 806-358-4551,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipO8Oo06rFAYHuaSls7e1Ark9aMgDtloA1-qRKZs=w408-h306-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:00.795Z,· In-store pick-up,LGBTQ+ friendly,
https://www.google.com/maps/place/Amarillo+Pool+Care/data=!4m7!3m6!1s0x87015aa88c92887b:0x6da6038abe924d7!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11f03sqc1x!19sChIJe4iSjKhaAYcR1yTpqzhg2gY,Amarillo Pool Care,5.0,28,Pool cleaning service,,,https://www.facebook.com/amarillopoolcare/,+1 806-584-2211,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPItNG4HF4AFPK0ZI8w7w5EXIsJ5Ekf4EPIK4Y-=w408-h544-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:06.357Z,,,
https://www.google.com/maps/place/Prestigious+Pools/data=!4m7!3m6!1s0x87015aacd65e4f1f:0x1c81df849397181f!8m2!3d35.1193977!4d-101.8125415!16s%2Fg%2F119tcv6pq!19sChIJH09e1qxaAYcRHxiXk4TfgRw,Prestigious Pools,4.4,28,Pool cleaning service,"8801 S Osage St, Amarillo, TX 79118, United States","459P+QX Amarillo, Texas, USA",https://prestigiouspoolsamarillo.com/,+1 806-322-3155,"Open ⋅ Closes 5 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMwRdRZIL42j2Fn1ISjovS6hIPYEiRboZYUHmE3=w647-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:11.317Z,,,
"https://www.google.com/maps/place/Pool+Cleaning+Amarillo,+Texas/data=!4m7!3m6!1s0x870151ae99b2335f:0x829699ac3f4ad840!8m2!3d35.2288019!4d-101.9047494!16s%2Fg%2F11j9fwqw8r!19sChIJXzOyma5RAYcRQNhKP6yZloI","Pool Cleaning Amarillo, Texas",,,Pool cleaning service,"6012 Shady Brook Dr, Amarillo, TX 79124, United States","63HW+G4 Amarillo, Texas, USA",http://poolcleaningamarillotexas.com/,+1 806-450-1690,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNQ9sc6IGZeBtrDj592FSHdAtTHCuoC6qTyT90=w408-h271-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 pm–12 am,"12 am–7 pm, 8 pm–12 am",12 am–7 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:16.022Z,,,
https://www.google.com/maps/place/Lone+Star+Luxury+Pools/data=!4m7!3m6!1s0x87014f5513274c1d:0xccee61060fd3c49c!8m2!3d35.2105511!4d-101.8639569!16s%2Fg%2F11xkxbm0bc!19sChIJHUwnE1VPAYcRnMTTDwZh7sw,Lone Star Luxury Pools,5.0,1,Swimming pool contractor,"2400 SW 7th Ave A #750, Amarillo, TX 79106, United States","646P+6C Amarillo, Texas, USA",https://www.amarillopool.com/,+1 806-690-5823,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMBImxdX4BynWje_7a4cdiwCEemixT3uuBUHZeT=w441-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:21.055Z,,,
https://www.google.com/maps/place/Envy+Pools/data=!4m7!3m6!1s0x87014fd7c7c20263:0x9a6f61712db3897d!8m2!3d35.1921966!4d-101.8682063!16s%2Fg%2F11r7n1_zhj!19sChIJYwLCx9dPAYcRfYmzLXFhb5o,Envy Pools,,,Swimming pool contractor,"2800 Civic Cir #1000, Amarillo, TX 79109, United States","54RJ+VP Amarillo, Texas, USA",,+1 806-356-6163,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Er9aMvxqVTjbVKTR5AhXtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.0442&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:25.969Z,,,
https://www.google.com/maps/place/E+%26+F%27s+General+Construction+LLC/data=!4m7!3m6!1s0x8701493b5e7e928b:0xdf0ee7c085a1986c!8m2!3d35.2299692!4d-101.7946906!16s%2Fg%2F11g3x2c4r9!19sChIJi5J-XjtJAYcRbJihhcDnDt8,E & F's General Construction LLC,1.8,4,Swimming pool contractor,"3606 NE 17th Ave, Amarillo, TX 79107, United States","66H4+X4 Amarillo, Texas, USA",,+1 806-881-4906,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlhNvfXXdkL-WV8Cr9WEoIXumVnmdBGNYAGkLfx2v2Nb4uaH8mtSnDBB7QtntduRhZeRgLjz8FPH7BkW6CbkRleCXknqqCE-4frAJszdNh0hzFyYECcd7rP8KnKFDUxqz-SH8q=w426-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–7 pm,8 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:31.289Z,,,
https://www.google.com/maps/place/Pools+Out+Back/data=!4m7!3m6!1s0x870150f60cf726fd:0x4e8e6870bdbd3b5a!8m2!3d35.1774627!4d-101.9415379!16s%2Fg%2F1tq4rjrx!19sChIJ_Sb3DPZQAYcRWju9vXBojk4,Pools Out Back,4.4,19,Swimming pool contractor,"8910 SW 34th Ave Suite 7, Amarillo, TX 79124, United States","53G5+X9 Amarillo, Texas, USA",https://outbackpoolandspa.com/,+1 806-803-7665,"Open ⋅ Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO1a5DKvBrY6uVybKcxlff6AFDTtNni82XwBSxK=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:36.682Z,,Identifies as women-owned,
https://www.google.com/maps/place/Amarillo+Custom+Pools/data=!4m7!3m6!1s0x87015995dd731fed:0xc90e45c977520b3b!8m2!3d35.1167187!4d-102.0020793!16s%2Fg%2F1tfntgcl!19sChIJ7R9z3ZVZAYcROwtSd8lFDsk,Amarillo Custom Pools,4.2,5,Swimming pool contractor,"14339 FM2186, Amarillo, TX 79119, United States","4X8X+M5 Amarillo, Texas, USA",http://www.amarillocustompools.com/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM_uTpLTi-jHw4HuX6BWWooobcjOUUZGwIUFRzu=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-27T17:38:42.144Z,,,
