placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Express+Garage+Door+Repair/data=!4m7!3m6!1s0x88408320a9180cc5:0xf2dfaccc0d202b01!8m2!3d39.7838914!4d-84.1731897!16s%2Fg%2F11k9bt43cp!19sChIJxQwYqSCDQIgRASsgDcys3_I,Express Garage Door Repair,5.0,78,Contractor,"1128 Troy St, Dayton, OH 45404, United States","QRMG+HP Dayton, Ohio, USA",https://www.expressgaragedoorsrepairs.com/,+1 937-689-3187,Open ⋅ Closes 7:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNUwo9rDUz_sn6icRPPwceiKnmgE13vy-D2Unvu=w426-h240-k-no,true,7 am–7:30 pm,7 am–6:30 pm,Closed,7 am–7:30 pm,7:30 am–7:30 pm,7 am–7:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:32.886Z,,,
https://www.google.com/maps/place/Garage+Door+Repair+LLC+of+Dayton/data=!4m7!3m6!1s0x884087f25f850d19:0xf2bae3ab01dab0e6!8m2!3d39.7170766!4d-84.199018!16s%2Fg%2F11rbksqky7!19sChIJGQ2FX_KHQIgR5rDaAavjuvI,Garage Door Repair LLC of Dayton,4.9,28,Garage door supplier,"2555 S Dixie Dr Suite 208, Dayton, OH 45409, United States","PR82+R9 Dayton, Ohio, USA",https://garagedoorrepairdayton.com/,+1 937-301-0302,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HFC1In5cBdJAIAt2Tai8gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.32907&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:39.218Z,,,
https://www.google.com/maps/place/Dayton+Reliable+Garage+Dr+Services/data=!4m7!3m6!1s0x88409de3d4d4da8d:0x8d7ddba1b3290d5!8m2!3d39.7705201!4d-84.1287096!16s%2Fg%2F1tdyg9gr!19sChIJjdrU1OOdQIgR1ZAyG7rd1wg,Dayton Reliable Garage Dr Services,4.9,183,Garage door supplier,,,https://daytonreliablegaragedoor.com/,+1 937-291-9057,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP57IpJ5_CV_rBhyNR0PlQK8NnQdmz3Sq3lBQei=w651-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:44.019Z,,,
https://www.google.com/maps/place/SUPERIOR+GARAGE+DOOR+%26+REPAIR/data=!4m7!3m6!1s0x8840854caf6dc457:0xa6d00fee0a952079!8m2!3d39.6823845!4d-84.1019642!16s%2Fg%2F1ptvwkqtt!19sChIJV8Rtr0yFQIgReSCVCu4P0KY,SUPERIOR GARAGE DOOR & REPAIR,5.0,228,Garage door supplier,"4359 Wagner Rd, Dayton, OH 45440, United States","MVJX+X6 Dayton, Ohio, USA",https://superiordoor.org/,+1 937-444-3667,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPajySKJdvpaCAsa9DB2_gghx-w4KOqSguNlcjY=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:48.956Z,,,
"https://www.google.com/maps/place/Door+Service+Solutions,+LLC/data=!4m7!3m6!1s0x88409b0a24c1d221:0x8422a61d642241b0!8m2!3d39.7218494!4d-84.081554!16s%2Fg%2F11q1pfyj9w!19sChIJIdLBJAqbQIgRsEEiZB2mIoQ","Door Service Solutions, LLC",5.0,116,Garage door supplier,,,https://dservicesolutions.com/,+1 937-903-8459,Open ⋅ Closes 8 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMjYlReU6pGT1hUUWs-h8kVW86iYzlhTKkCgsju=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:53.928Z,,,
https://www.google.com/maps/place/Dayton+Door+Sales/data=!4m7!3m6!1s0x884083a1fe87bfeb:0x38341611d4a7c849!8m2!3d39.7722648!4d-84.1482129!16s%2Fg%2F113hq12xf!19sChIJ67-H_qGDQIgRScin1BEWNDg,Dayton Door Sales,4.6,175,Garage door supplier,"1112 Springfield St, Dayton, OH 45403, United States","QVC2+WP Dayton, Ohio, USA",https://www.daytondoorsales.com/,+1 937-253-9181,Closed ⋅ Opens 8:30 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMQATnl70ienlNkXubvtKCVsYV6u00No1KNZfpX=w408-h310-k-no,true,8 am–5 pm,8:30 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:45:59.279Z,,,
https://www.google.com/maps/place/Dayton+Metal+Garage+Door+Repair+Inc/data=!4m7!3m6!1s0x884084b7ddba64bf:0x725cf2bb6bd9a16d!8m2!3d39.7297343!4d-84.1102963!16s%2Fg%2F1w3478qb!19sChIJv2S63beEQIgRbaHZa7vyXHI,Dayton Metal Garage Door Repair Inc,3.4,23,Garage door supplier,"1717 Spaulding Rd, Dayton, OH 45432, United States","PVHQ+VV Dayton, Ohio, USA",http://www.daytonmetaldoor.com/,+1 326-212-7770,Open 24 hours,Identifies as veteran-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=to-6HeA-3WCNZTKnIMMNqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.85965&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:46:04.328Z,,,
https://www.google.com/maps/place/Buckeye+Door+Sales/data=!4m7!3m6!1s0x883f8781483caeb7:0x44040a217f92e333!8m2!3d39.8308811!4d-84.2496562!16s%2Fg%2F124t414l7!19sChIJt648SIGHP4gRM-OSfyEKBEQ,Buckeye Door Sales,5.0,226,Garage door supplier,"7114 N Main St, Dayton, OH 45415, United States","RQJ2+94 Dayton, Ohio, USA",https://www.buckeyedoorsales.com/,+1 937-529-6107,,,https://lh3.googleusercontent.com/p/AF1QipNx_9iARmCw9uUuMUHjXo0bqPP_1IhqDTmc-J4=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:46:09.318Z,,,
"https://www.google.com/maps/place/Weaver's+Garage+Door+Service/@39.9522565,-84.2311645,10z/data=!3m1!4b1!4m6!3m5!1s0x883f81a58a7529cf:0x7774eff369b6c094!8m2!3d39.9522565!4d-84.2311645!16s%2Fg%2F1vxw8yvn",Weaver's Garage Door Service,5.0,20,Garage door supplier,,,http://www.weaversgaragedoorservice.com/,+1 937-233-6800,Closed ⋅ Opens 8 am Mon,,,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:46:16.124Z,,,
https://www.google.com/maps/place/Gem+City+Garage+Door+Dayton+OH/data=!4m7!3m6!1s0x88409bc1c0bb7143:0x62ceef8b52b0ed36!8m2!3d39.621933!4d-84.1817282!16s%2Fg%2F1pv1dr46v!19sChIJQ3G7wMGbQIgRNu2wUovvzmI,Gem City Garage Door Dayton OH,4.9,219,Garage door supplier,"861 Lyncreek Dr, Dayton, OH 45458, United States","JRC9+Q8 Dayton, Ohio, USA",http://www.gemcitydoor.com/,+1 937-765-7682,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMO8O00AQVB4ymjPgGbSNcRRtKmKmQNaHiIHIIz=w427-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-11-07T22:46:21.319Z,,,
