placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/DiSalvo+And+Company,+PA/data=!4m7!3m6!1s0x88de5ee1c84b365d:0x58312a7f7751949f!8m2!3d27.6380853!4d-80.4113738!16s%2Fg%2F1vgqdxd0!19sChIJXTZLyOFe3ogRn5RRd38qMVg","DiSalvo And Company, PA",5.0,26,Certified public accountant,"2525 20th St, Vero Beach, FL 32960, United States","JHQQ+6F Vero Beach, Florida, USA",http://disalvocpa.com/,+1 772-770-6008,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodpZmNt8gqJZXDnZktH3o8DXMdE8HwGcAvpbUngUmFs8m0p6N7vwfWbvEKawnUTlhLWCrD3eL7x_w4eNgviOCOmSPjLG2G1__CxHYmV9csaSuup78qGzqSKmYpiCKIT-hoHK_rVw=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:09.620Z,,,,
https://www.google.com/maps/place/Level+Accounting+%26+Advisory/data=!4m7!3m6!1s0x89e4bae13df6e0e9:0x920b53ec9c119547!8m2!3d27.6320975!4d-80.3801697!16s%2Fg%2F1jglwh40y!19sChIJ6eD2PeG65IkRR5URnOxTC5I,Level Accounting & Advisory,5.0,86,Accounting firm,"333 17th St suite a, Vero Beach, FL 32960, United States","JJJ9+RW Vero Beach, Florida, USA",https://levelaccountingfirm.com/,+1 508-563-2218,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPzTNGxoJjAw0qKZM_EZz2bf-QYRn-8lq-ejyis=w408-h272-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:16.028Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/Bailey+Tax+%26+Accounting,+Inc./data=!4m7!3m6!1s0x88de5f02b5c3f44f:0xb4559b6b9a23b7e4!8m2!3d27.636963!4d-80.399643!16s%2Fg%2F1tk68hcm!19sChIJT_TDtQJf3ogR5LcjmmubVbQ","Bailey Tax & Accounting, Inc.",4.7,12,Tax preparation service,"1933 14th Ave, Vero Beach, FL 32960, United States","JJP2+Q4 Vero Beach, Florida, USA",http://www.baileytax.com/,+1 772-567-0829,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dAT2NwDsgn3naS0tMk905Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.00912&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:20.980Z,,,,
"https://www.google.com/maps/place/Colton+Williams+%26+Reamy,+CPAs/@27.6302424,-80.3795332,17z/data=!3m1!4b1!4m6!3m5!1s0x88de5f25cda59457:0xbd0fa6b875546e7a!8m2!3d27.6302424!4d-80.3795332!16s%2Fg%2F1w97w5sd","Colton Williams & Reamy, CPAs",4.2,5,Certified public accountant,"1575 Indian River Blvd STE C240, Vero Beach, FL 32960, United States","JJJC+35 Vero Beach, Florida, USA",,+1 772-231-1440,Closed ⋅ Opens 8 am Mon,,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:27.968Z,,,,
https://www.google.com/maps/place/Ferretti+CPA/data=!4m7!3m6!1s0x88de5f1dbd4966f3:0x6a888b87388a1e5!8m2!3d27.6416303!4d-80.3875047!16s%2Fg%2F1td33w3z!19sChIJ82ZJvR1f3ogR5aGIc7iIqAY,Ferretti CPA,5.0,3,Accounting firm,"700 22nd Pl suite 5-D, Vero Beach, FL 32960, United States","JJR6+MX Vero Beach, Florida, USA",http://ferretticpa.com/,+1 772-778-2843,,https://lh3.googleusercontent.com/p/AF1QipOJ9kvPi-obL23050OhbCY2GyaugLyiZbHfQf_v=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:30.791Z,,,,
"https://www.google.com/maps/place/CPA+Associates,+LLP/data=!4m7!3m6!1s0x88de5edb229f4a81:0xf4a01e5af083ef2c!8m2!3d27.6471997!4d-80.3804071!16s%2Fg%2F11bxjmcxr0!19sChIJgUqfItte3ogRLO-D8FoeoPQ","CPA Associates, LLP",5.0,1,Tax preparation service,"80 Royal Palm Pointe #300, Vero Beach, FL 32960, United States","JJW9+VR Vero Beach, Florida, USA",http://www.cpaallp.com/,+1 772-778-4666,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pQII7S7hcVdwd-PmR2MQYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.4018&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:35.900Z,,,,
"https://www.google.com/maps/place/JUSTIN+METZ,+CPA+PLLC/data=!4m7!3m6!1s0x88de594cd34933cd:0x85495a2cc472436d!8m2!3d27.669818!4d-80.361782!16s%2Fg%2F11j154g6bd!19sChIJzTNJ00xZ3ogRbUNyxCxaSYU","JUSTIN METZ, CPA PLLC",5.0,41,Accounting firm,"4731 Jimmy Buffett Mem Hwy, Vero Beach, FL 32963, United States","MJ9Q+W7 Vero Beach, Florida, USA",http://www.justinmetzcpa.com/,+1 772-539-2540,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOijw3lqc91euOWXEaT6JVKLSc98DtEg--L4SGI=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:40.982Z,,,,
https://www.google.com/maps/place/Shyrell%27s+Tax+LLC/data=!4m7!3m6!1s0x88583be4d766b0b1:0x91834ce1020498f9!8m2!3d27.6384711!4d-80.4049776!16s%2Fg%2F11j2dz39_j!19sChIJsbBm1-Q7WIgR-ZgEAuFMg5E,Shyrell's Tax LLC,4.8,65,Tax preparation service,"1925 20th St B, Vero Beach, FL 32960, United States","JHQW+92 Vero Beach, Florida, USA",https://www.shyrellstaxllc.com/,+1 772-999-5589,,https://lh3.googleusercontent.com/p/AF1QipObY5JSyjkG_3SMkRBhiApN4EQ0U-Jfka7PGMGt=w432-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:45.922Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Block+Advisors/data=!4m7!3m6!1s0x88de5edf067797b9:0x105cee3813ee2f5c!8m2!3d27.6330255!4d-80.3796596!16s%2Fg%2F1tff_9nv!19sChIJuZd3Bt9e3ogRXC_uEzjuXBA,Block Advisors,5.0,75,Tax preparation service,"1717 Indian River Blvd STE 101, Vero Beach, FL 32960, United States","JJMC+64 Vero Beach, Florida, USA",https://www.blockadvisors.com/tax-office-near-me/florida/vero-beach/9385/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 772-562-0366,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipP4hChjE3iVmEN_cxGwthTNSjtsmx8IlcsIr-KX=w408-h272-k-no,true,Closed,10 am–4 pm,Closed,12–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:50.825Z,,,,
https://www.google.com/maps/place/Taylor+O%27Rourke+Accounting+and+Tax/data=!4m7!3m6!1s0x88de5f6e79c06fd1:0xd8dc865eb2b1eea6!8m2!3d27.6357501!4d-80.42974!16s%2Fg%2F11g4d7h6rg!19sChIJ0W_AeW5f3ogRpu6xsl6G3Ng,Taylor O'Rourke Accounting and Tax,5.0,17,Consultant,"1850 43rd Ave c9, Vero Beach, FL 32960, United States","JHPC+84 Vero Beach, Florida, USA",http://www.taylororourke.com/,+1 772-321-1192,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S1VA0W5nCgXH7vzLGOTksQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.31567&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-10-19T16:22:55.858Z,,,,
