placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
"https://www.google.com/maps/place/Pool+Patio+%26+Spas,+Inc./data=!4m7!3m6!1s0x8815e42482b3012d:0xf21219df9762d0ad!8m2!3d41.0748481!4d-85.1808319!16s%2Fg%2F1tdx99bn!19sChIJLQGzgiTkFYgRrdBil98ZEvI","Pool Patio & Spas, Inc.",4.9,384,Hot tub store,· In-store shopping · Kerbside pickup · Delivery,"3204 Illinois Rd, Fort Wayne, IN 46802, United States","3RF9+WM Fort Wayne, Indiana, USA",https://poolpatioandspas.com/,+1 260-432-3570,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMyATvV1F8eOuASTHuTx3jHqlW-KSxwvgFV99j0=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:12.331Z,,
https://www.google.com/maps/place/Olympia+Pools+%26+Spas/data=!4m7!3m6!1s0x8815e39f34ba290b:0x34b0554c3abce1c!8m2!3d41.117369!4d-85.1531566!16s%2Fg%2F1tvtbz03!19sChIJCym6NJ_jFYgRHM6rw1QFSwM,Olympia Pools & Spas,4.7,373,Swimming pool contractor,,"801 W Coliseum Blvd, Fort Wayne, IN 46808, United States","4R8W+WP Fort Wayne, Indiana, USA",http://olympiapoolsandspas.com/,+1 260-482-7665,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMG7BlpsRjdoKbjwXZqllQm1MbgKBeZDCs1FPwW=w408-h270-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:18.154Z,,
https://www.google.com/maps/place/Swim+Pools+Inc/data=!4m7!3m6!1s0x8815e3827236de3d:0xb934e10c7b4b3d2!8m2!3d41.105154!4d-85.1484714!16s%2Fg%2F1tf3c44l!19sChIJPd42coLjFYgR0rO0xxBOkws,Swim Pools Inc,3.3,16,Pool cleaning service,,"515 Franke Park Dr, Fort Wayne, IN 46808, United States","4V42+3J Fort Wayne, Indiana, USA",,+1 260-482-4679,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNaqThbFroeyaBnEGFeQLbOoc5zGqUDLsPM68OI=w426-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:24.468Z,,
https://www.google.com/maps/place/Nierman+Brothers+Pools+%26+Spas/data=!4m7!3m6!1s0x8815e178afa363af:0x1dd2a8a2d70165b!8m2!3d41.1398017!4d-85.195!16s%2Fg%2F1tj924fh!19sChIJr2Ojr3jhFYgRWxZwLYoq3QE,Nierman Brothers Pools & Spas,4.7,20,Swimming pool repair service,,"4003 Fourier Dr, Fort Wayne, IN 46818, United States","4RQ4+W2 Fort Wayne, Indiana, USA",https://www.niermanpoolandspa.com/,+1 260-204-8339,"Open ⋅ Closes 5 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNqT1wlDuY_E05wHCGZ-25xkKyJUHQqJWz9getP=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:29.539Z,,
https://www.google.com/maps/place/Tredway+Pools+Plus/data=!4m7!3m6!1s0x8815e240e1d2cbeb:0x6d55b2cc34e6880!8m2!3d41.155985!4d-85.1661385!16s%2Fg%2F1tfln0tb!19sChIJ68vS4UDiFYgRgGhOwyxb1QY,Tredway Pools Plus,4.6,190,Swimming pool contractor,,"8301 Lima Rd, Fort Wayne, IN 46818, United States","5R4M+9G Fort Wayne, Indiana, USA",https://tredwaypools.com/,+1 260-489-5596,"Open ⋅ Closes 6 pm

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVrlE475LYv4GSR06Gd9CerX01ibYb7OIk0MfIOVFuVbfSTwVEEmeJGRhYXNlIsfS1XOLkYMX8l9rVizsYjIp0dA5R78vg0JwffQUrl5Tr-p5LQ0dgt4lGM_ks_wg-yaHFmOeX7A=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:34.641Z,,
https://www.google.com/maps/place/Hillside+Pools/data=!4m7!3m6!1s0x881606e5c474edc5:0xfaa0d8d39c0d4150!8m2!3d41.1521821!4d-85.0641481!16s%2Fg%2F1v5fsh_2!19sChIJxe10xOUGFogRUEENnNPYoPo,Hillside Pools,4.5,99,Swimming pool contractor,,"7677 Maplecrest Rd, Fort Wayne, IN 46835, United States","5W2P+V8 Fort Wayne, Indiana, USA",https://hillsidepoolsonline.com/,+1 260-627-5580,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMBFm-aWE8HOp40zlRFWjp1zoyW0wlEKYHMci4o=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:39.697Z,,
https://www.google.com/maps/place/Bluestone+Pools/data=!4m7!3m6!1s0x8815e73bca7c0e03:0x9c0d35b14d40fecf!8m2!3d41.0765718!4d-85.1972208!16s%2Fg%2F11pbgd_vbt!19sChIJAw58yjvnFYgRz_5ATbE1DZw,Bluestone Pools,5.0,2,Swimming pool contractor,,"4310 Illinois Rd, Fort Wayne, IN 46804, United States","3RG3+J4 Fort Wayne, Indiana, USA",https://bluestonepoolsfw.net/,+1 260-710-4977,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtVt1BeVFJXTaD5puo31aT4bF3fYTJwxhq81c_AufSXaAQY3eVKA0rmT2oEQPTn15YqKhg3RuS7cHgxwczV60DbEWA0CckFA5oQgaJY26pbhykbXS3LUyXsFM5AWbXtuRjSYGoFw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:44.814Z,,
https://www.google.com/maps/place/Infinity+Pools+%26+Stoneworks+Inc/data=!4m7!3m6!1s0x8815e3a5f3faaaab:0x58a784750346c198!8m2!3d41.128614!4d-85.1541343!16s%2Fg%2F11vm7gj64y!19sChIJq6r686XjFYgRmMFGA3WEp1g,Infinity Pools & Stoneworks Inc,5.0,17,Swimming pool contractor,,"5415 Distribution Dr, Fort Wayne, IN 46825, United States","4RHW+C8 Fort Wayne, Indiana, USA",https://infinitypoolsinc.com/,+1 260-206-6060,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP2TR9YhsmUV5gV3GfodHr-kzd1cLEAZ7DnoY5A=w408-h342-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:49.807Z,,
https://www.google.com/maps/place/Built+to+Last+Pools+LLC/data=!4m7!3m6!1s0x80abb66fbd3e49d3:0xe0e6447f7f37c31c!8m2!3d40.193961!4d-85.7620455!16s%2Fg%2F11q42h61zf!19sChIJ00k-vW-2q4ARHMM3f39E5uA,Built to Last Pools LLC,4.0,12,Swimming pool contractor,,,,,+1 260-255-6240,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipO8GwqPKxUYoU0Gu54NuKhX5RvrFzJIDFUj2y08=w426-h240-k-no,true,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:29:54.761Z,,
https://www.google.com/maps/place/Spabobber+Pool+and+Spa+Service/data=!4m7!3m6!1s0x8815c96b461ae9a3:0x39df83ed305dae6c!8m2!3d41.1394379!4d-85.214647!16s%2Fg%2F11fkcz6z6t!19sChIJo-kaRmvJFYgRbK5dMO2D3zk,Spabobber Pool and Spa Service,3.7,3,Swimming pool repair service,,,,,+1 260-710-6362,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPovod1hUuUQ2zxdnJnjzbjf_FxZd1VHce3FxwM=w408-h408-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-27T18:30:00.049Z,Identifies as veteran-owned,
