placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Pediatric+Associates+of+Jacksonville/data=!4m7!3m6!1s0x88e4373cb44a7433:0x3a5c5e23216defa1!8m2!3d30.1624589!4d-81.3637388!16s%2Fg%2F11jqh2p5rn!19sChIJM3RKtDw35IgRoe9tISNeXDo,Pediatric Associates of Jacksonville,4.7,62,Pediatrician,"1102 A1A N, Ponte Vedra Beach, FL 32082, United States","5J6P+XG Ponte Vedra Beach, Florida, USA",https://www.pedjax.com/,+1 904-743-2100,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN5ljjqb8uQC_D0IALxr3pPabixqM-ii1DIA4CA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:15.704Z,,,
https://www.google.com/maps/place/Your+Way+Pediatrics/data=!4m7!3m6!1s0x88c3150b5f157017:0x9c1f4c513337864b!8m2!3d30.1105551!4d-81.4213732!16s%2Fg%2F11t9t7nbs9!19sChIJF3AVXwsVw4gRS4Y3M1FMH5w,Your Way Pediatrics,5.0,173,Medical clinic,"360 Town Plaza Ave Ste 330, Ponte Vedra Beach, FL 32081, United States","4H6H+6F Ponte Vedra Beach, Florida, USA",http://www.yourwaypediatrics.com/,+1 904-419-9086,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOtsqAmxup-S_bz1PaGLeobSVovZcNGcTzLpe2W=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:21.796Z,,,
https://www.google.com/maps/place/Pediatric+Partners-Ponte+Vedra/data=!4m7!3m6!1s0x88e436fd410c4dbf:0xed42151f871b7888!8m2!3d30.1881872!4d-81.3852674!16s%2Fg%2F1tfbtpv7!19sChIJv00MQf025IgRiHgbhx8VQu0,Pediatric Partners-Ponte Vedra,5.0,1,Medical clinic,"5270 Palm Vly Rd, Ponte Vedra Beach, FL 32082, United States","5JQ7+7V Ponte Vedra Beach, Florida, USA",https://pppvonline.com/,+1 904-543-1288,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y5OTfQj0WLuoMl4czzj2AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.85992&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:26.638Z,,,
"https://www.google.com/maps/place/Dr.+Aylin+Y.+Ozdemir,+MD/data=!4m7!3m6!1s0x88e4370316e1e965:0x9e56249d9f531f98!8m2!3d30.1623843!4d-81.3637445!16s%2Fg%2F1thf9cjr!19sChIJZenhFgM35IgRmB9Tn50kVp4","Dr. Aylin Y. Ozdemir, MD",4.0,12,Pediatrician,"1102 Jimmy Buffett Mem Hwy, Ponte Vedra Beach, FL 32082, United States","5J6P+XG Ponte Vedra Beach, Florida, USA",http://pedjax.com/,,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EJsnoanIkOdPtBzZCluFkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.636177&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:31.562Z,,,
"https://www.google.com/maps/place/Dr.+Julie+A.+Buckley,+MD/data=!4m7!3m6!1s0x88e436fd410c4dbf:0x84c640c81b20ac91!8m2!3d30.1881872!4d-81.3852674!16s%2Fg%2F1tfx5qd1!19sChIJv00MQf025IgRkawgG8hAxoQ","Dr. Julie A. Buckley, MD",4.5,11,Pediatrician,"5270 Palm Vly Rd, Ponte Vedra Beach, FL 32082, United States","5JQ7+7V Ponte Vedra Beach, Florida, USA",http://pppvonline.com/,+1 904-543-1288,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y5OTfQj0WLuoMl4czzj2AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.85992&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:34.279Z,,,
https://www.google.com/maps/place/Pediatrica+of+Nocatee/data=!4m7!3m6!1s0x88e431784b7e1a41:0xd2391749ad6ac061!8m2!3d30.1116681!4d-81.418605!16s%2Fg%2F11b775k0fd!19sChIJQRp-S3gx5IgRYcBqrUkXOdI,Pediatrica of Nocatee,3.9,24,Medical clinic,"101 Marketside Avenue #405, Ponte Vedra Beach, FL 32081, United States","4H6J+MH Ponte Vedra Beach, Florida, USA",http://www.rainbowpediatriccenter.com/,+1 904-223-9100,Closes soon · 6 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HrcNhkbKgSX3JrN1NcKPeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.26297&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:39.029Z,,,
https://www.google.com/maps/place/Ashwini+Achar/data=!4m7!3m6!1s0x88e437384b366f53:0xdbd847ac1e40a83a!8m2!3d30.162404!4d-81.363767!16s%2Fg%2F11sd2x4zdf!19sChIJU282Szg35IgROqhAHqxH2Ns,Ashwini Achar,5.0,1,Pediatrician,"1102 A1A N STE 104, Ponte Vedra Beach, FL 32082, United States","5J6P+XF Ponte Vedra Beach, Florida, USA",,+1 904-743-2100,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qxil59o4f588si2prF86HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.2056&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:43.984Z,,,
https://www.google.com/maps/place/Care+On+Call+Pediatrics:+Urgent+Care+House+Calls+in+Ponte+Vedra+and+Nocatee/data=!4m7!3m6!1s0x23e84b5090281011:0xfc7356b2f514dce0!8m2!3d30.1462505!4d-81.4780794!16s%2Fg%2F11w9292j0c!19sChIJERAokFBL6CMR4NwU9bJWc_w,Care On Call Pediatrics: Urgent Care House Calls in Ponte Vedra and Nocatee,4.8,49,Pediatric clinic,,,https://www.careoncallpediatrics.com/,+1 904-962-0162,Open · Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipOif_QM0qvAhwz6N6ZOOv8ySh8NWI67XsYsCAwa=w408-h272-k-no,true,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:48.805Z,,,
https://www.google.com/maps/place/Pediatric+Associates+Town+Center/data=!4m7!3m6!1s0x88e5ca81c4f87723:0x106031b4b1064d65!8m2!3d30.2557487!4d-81.5364761!16s%2Fg%2F1tvymlr0!19sChIJI3f4xIHK5YgRZU0GsbQxYBA,Pediatric Associates Town Center,4.6,2823,Pediatrician,"4972 Town Center Pkwy, Jacksonville, FL 32246, United States","7F47+7C Windy Hill, Jacksonville, FL, USA",https://www.pediatricassociates.com/pediatric-office/jacksonville-fl-town-center?utm_source=google-bp&utm_medium=referral&utm_campaign=info_location-link_pa_fl_se,+1 904-642-6100,Open · Closes 10:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosr4WOpfG3QvD1HxvF3xZBgVgOQ0wmGAjP9MOLr3yFOhFVB1F91ouhrzFCtaW6qvT5nOWMkgF9EH8teFHCQF_nOd9AP_ILrnJ1V5YgdbSDIl2UgiBLx0Pm8uQ40hkBzK5wa1g=w408-h306-k-no,true,"8 am–5 pm, 5:30–10:30 pm","8 am–5 pm, 5:30–10:30 pm","8 am–5 pm, 5:30–10:30 pm",8 am–5 pm,"8 am–12 pm, 1–8 pm",9 am–1 pm,"8 am–5 pm, 5:30–10:30 pm","https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:53.762Z,,,
https://www.google.com/maps/place/Ascension+St.+Vincent%27s+Pediatrics+-+Jacksonville+Beach/data=!4m7!3m6!1s0x88e44910498d62f1:0x95af6974ed047c50!8m2!3d30.2641161!4d-81.3884299!16s%2Fg%2F11p9w710z1!19sChIJ8WKNSRBJ5IgRUHwE7XRpr5U,Ascension St. Vincent's Pediatrics - Jacksonville Beach,4.7,63,Pediatrician,"3200 3rd St S #101, Jacksonville Beach, FL 32250, United States","7J76+JJ Jacksonville Beach, Florida, USA",https://healthcare.ascension.org/locations/florida/fljac/jacksonville-beach-ascension-medical-group-st-vincents-pediatrics-jacksonville-beach?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 904-450-7050,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rizE3q3BripZ71V9TbxQjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.90805&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-02-10T22:43:58.582Z,,,
