placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Les+Schwab+Tire+Center/data=!4m7!3m6!1s0x54d2c11319d31387:0x7f954da00fb27c40!8m2!3d40.4545745!4d-122.2889912!16s%2Fg%2F1tg4l38s!19sChIJhxPTGRPB0lQRQHyyD6BNlX8,Les Schwab Tire Center,4.3,489,Tire shop,· In-store shopping · In-store pick-up,"2630 Balls Ferry Rd, Anderson, CA 96007, United States","FP36+RC Anderson, California, USA",https://www.lesschwab.com/stores/ca/anderson/2630-balls-ferry-rd?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 530-378-2210,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweof9iKYyRRjs9sxMt9eEkPAi3RpvUuZbSg6OjSszIcFPDv5grwEof2nwAmCEBQVEnivtcYon6JQldubNb8IEBfb2eXb6uv_9zUj4uOT5QAS_wKPI2GK7AqzwQma22cZcnfR_Dl1Kw=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:47:43.506Z,
https://www.google.com/maps/place/A+%26+A+Tires+and+Wheels/data=!4m7!3m6!1s0x54d2c15e7e1b796b:0x25aa6ac99e966971!8m2!3d40.4455354!4d-122.2955489!16s%2Fg%2F11cjk8g0_j!19sChIJa3kbfl7B0lQRcWmWnslqqiU,A & A Tires and Wheels,4.4,109,Tire shop,· In-store pick-up,"1900 Bruce Dr, Anderson, CA 96007, United States","CPW3+6Q Anderson, California, USA",,+1 916-617-1404,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFN0rPYASY-OMJuNMf8ry9q8ojkaYqa9nFQxRyJ9yZGP3qL_lkJbk2qG_25abmaXWbPXEzjqiI-kxRSay4_dKtgAbKczBtCl3fpbSO7BWfIfHCRkLljKzOmAi1vpbAVdhdkvdtPI8rsKPJ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:47:48.060Z,
https://www.google.com/maps/place/Anderson+Automotive/data=!4m7!3m6!1s0x54d2c165f6856fdd:0x931283ff41cf31ff!8m2!3d40.452942!4d-122.296876!16s%2Fg%2F1tj1rtgn!19sChIJ3W-F9mXB0lQR_zHPQf-DEpM,Anderson Automotive,4.9,1326,Auto repair shop,,"2966 Oak St, Anderson, CA 96007, United States","FP33+56 Anderson, California, USA",http://www.andersonsmog.com/,+1 530-365-6838,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqX2taqTh3TYa92VJRpzoLHS39BV9aqbB73QH9OHIEZnvd9MgblUE2bBmsORvGTbg1APIzN824xZiZw1FnVkku7f3avQm2wlc8xhonpZdJG56Ch9wF4CK0JjO3Hah85A94U2UM0kOq4tQgi=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:47:52.908Z,
https://www.google.com/maps/place/Anderson+Commercial+Tires+Services/data=!4m7!3m6!1s0x54d2c14b7352c24b:0x68ed2c75f332c53c!8m2!3d40.467925!4d-122.3188204!16s%2Fg%2F11xyjx3rk8!19sChIJS8JSc0vB0lQRPMUy83Us7Wg,Anderson Commercial Tires Services,5.0,7,Tire service,,"6200 Stainless Way space 23, Anderson, CA 96007, United States","FM9J+5F Anderson, California, USA",https://www.andersoncommercialtiresservices.com/,+1 530-744-4869,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6AioNxZ2i9IaClTuOQ0WLOC8z6o3TO1sGDz-st0LSYsrx-9ktK3a9b5-xrUAFW2fuP647CRcGdozwMVMd3To0PYf1_nSyE4JFx9USFrpmjgqRbCmMKoNpW8ht_NLiu09Wf0_ZGzZFPLvz=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:47:57.289Z,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x54d2c3ff653aa12f:0xd6c7252128618d98!8m2!3d40.4314957!4d-122.2894988!16s%2Fg%2F1wk7qlk4!19sChIJL6E6Zf_D0lQRmI1hKCElx9Y,Walmart Auto Care Center,3.6,90,Oil change service,,"5000 Rhonda Rd, Anderson, CA 96007, United States","CPJ6+H6 Anderson, California, USA",https://www.walmart.com/store/5133-anderson-ca/auto-care-center/?veh=seo_loc,+1 530-378-1632,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweof2qsjWOq4DI9OXFPhM2zJ3elEEYraFp1vgW4mSSQ67kyMXO2a75LbHFbTMonNXKBnHuwj21iPq-kt0720MO2HfLjVBhKo0rEMd9ZPM6mD-Kjd3x-l-s3AF2VRTmcmVmoj4GhuhQ=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:01.670Z,
https://www.google.com/maps/place/Rocha%E2%80%99s+Auto+Service/data=!4m7!3m6!1s0x54d2c13717372e9f:0xb62736a1b55e26e6!8m2!3d40.4466151!4d-122.3004482!16s%2Fg%2F11x_51x94f!19sChIJny43FzfB0lQR5iZetaE2J7Y,Rocha’s Auto Service,5.0,10,Auto repair shop,,"1818 South St, Anderson, CA 96007, United States","CMWX+JR Anderson, California, USA",https://www.rochasauto.com/,+1 530-364-2222,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqo4qrr2JiBiHwoSs41H8fmZagekrVzPoefKHY1GYf7o3fWPZS3sJV1nmmMt_CUxnQAt6QK7BxyYq7UzphJmWn4IsKLvLcqcA_2vPd39FQH3Vg7XgVWkPTTAl7wfZqcETyW-57U5uiUurdQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:06.167Z,
https://www.google.com/maps/place/Premier+Oil+Change/data=!4m7!3m6!1s0x54d2c16935ea3531:0xf375ae126a093694!8m2!3d40.4536417!4d-122.2910436!16s%2Fg%2F1v1vcxz4!19sChIJMTXqNWnB0lQRlDYJahKudfM,Premier Oil Change,4.7,696,Oil change service,,"2801 McMurry Dr, Anderson, CA 96007, United States","FP35+FH Anderson, California, USA",http://www.premieroilchange.com/,+1 530-365-5352,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqVRdoL6h1PsQFzFTY-mqS6ZvUiEz7rlUXanZSULOU18TB3k9JVPBpThe-qFN9-myEeb5jCFB4ufsXs6gzudPHfyqo0hy5-tIhZAdhWP2lzmWFDmz8Ecs_1_5Im2vewHW5bCx_N=w408-h676-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:10.533Z,
https://www.google.com/maps/place/Apex+Automotive+Inc./data=!4m7!3m6!1s0x54d2c184fe33ae09:0x5d8563273f2f87aa!8m2!3d40.4663522!4d-122.3172546!16s%2Fg%2F1261wlj3h!19sChIJCa4z_oTB0lQRqocvPydjhV0,Apex Automotive Inc.,4.3,197,Auto repair shop,,"19841 Hirsch Ct, Anderson, CA 96007, United States","FM8M+G3 Anderson, California, USA",https://apexautoinc.com/,+1 530-365-3750,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYhCZ3eslxpxfT2S1A16bhQIB2xqfRLGu5yde5e5m8dc62zb6_fFBecYtvne1Jr82DFRHjEsJN3e9TGREwkCYrMr08baawS4TwVoR3qHhwkOsvM_6YAOX6XfKvZlyc9IR8ul6h=w507-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:15.041Z,
https://www.google.com/maps/place/Auto+Inc./data=!4m7!3m6!1s0x54d2c19981a2626b:0x1f36437ef56178b6!8m2!3d40.4689919!4d-122.3307118!16s%2Fg%2F11h7rph1_t!19sChIJa2KigZnB0lQRtnhh9X5DNh8,Auto Inc.,4.6,70,Auto repair shop,,"19510 Jacqueline St, Anderson, CA 96007, United States","FM99+HP Anderson, California, USA",https://brand.site/206e7136-c77a-4386-b58b-46080a8a2744,+1 530-364-2684,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepN3NwX3rwuMJybUHkX20HeK_uDyJq_QFyoWAB0dzjPdifkRYuVFfnT4WnQ-l7s5ZyyvlPCQ7d2D-QWrs4999gaOA-68v-gJ4Nbs6v_-xrwYMa9B9oRxfciZ9vSiFWdZqojY6dk7w=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:19.464Z,
https://www.google.com/maps/place/J+%26+R+Tires/data=!4m7!3m6!1s0x54d2e9fb69288cc7:0x7d4425a94285ed44!8m2!3d40.4921287!4d-122.3631229!16s%2Fg%2F11q23rh17k!19sChIJx4woafvp0lQRRO2FQqklRH0,J & R Tires,4.5,37,Tire shop,· In-store shopping · In-store pick-up,"7200 S Market St, Anderson, CA 96007, United States","FJRP+VQ Anderson, California, USA",,+1 530-215-3551,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVHP9iE-ilMmkoz2uQ78igpu2mhus0yLHd9oQvlV4RhiiemJDgO9O3jtYthvr7p67V6AbvTdSE5IaXi7aVM8qTkOPiBbtZY8Ej5A-s7OMDeR49WqpThHs71bgKjon_i3HyoROfkA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:23.768Z,
https://www.google.com/maps/place/Wrenchers/data=!4m7!3m6!1s0x54d2c16136e9f233:0x890596418a460550!8m2!3d40.4494707!4d-122.300888!16s%2Fg%2F1tf28dwc!19sChIJM_LpNmHB0lQRUAVGikGWBYk,Wrenchers,4.4,52,Auto repair shop,,"1954 Ferry St, Anderson, CA 96007, United States","CMXX+QJ Anderson, California, USA",https://wrenchersautomotive.com/,+1 530-378-5588,Open · Closes 3 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jrOkVQr7djN_F7p5U33TAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.14413&pitch=0&thumbfov=100,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:28.069Z,
https://www.google.com/maps/place/Terrill%27s+Truck+Alignment/data=!4m7!3m6!1s0x54d2c1842cc4a153:0x9aa5654d871931c3!8m2!3d40.4653337!4d-122.320141!16s%2Fg%2F1vcjlz_7!19sChIJU6HELITB0lQRwzEZh01lpZo,Terrill's Truck Alignment,4.3,26,Truck repair shop,,"19760 Hirsch Ct ste a, Anderson, CA 96007, United States","FM8H+4W Anderson, California, USA",,+1 530-378-1678,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqaKu3mCvpAU1epr10taw8fkNeen3t1z0PRT914sSjvo8Pc440pr42tRVKLtlD2F4NbOGNuvSnJxUGsFtE1rA35JVda4YVZGUhKaLb63LIxN4VtkxbXw7YwGtzlU56-w2AfqsGR=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:32.568Z,
https://www.google.com/maps/place/Westside+Auto+Service/data=!4m7!3m6!1s0x54d2c1607e2b95ff:0x9dd4d122659e4856!8m2!3d40.4401785!4d-122.2884187!16s%2Fg%2F1tptqbmg!19sChIJ_5UrfmDB0lQRVkieZSLR1J0,Westside Auto Service,4.5,91,Car repair and maintenance service,,"2101 Barney Rd, Anderson, CA 96007, United States","CPR6+3J Anderson, California, USA",http://westsideautoservice.com/,+1 530-365-0949,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYLHMfiMQ01BO3R5yRKE4okpzpm5CnTOzL3_4Mxh7pechDPfeBrla9IIz0eAaS1lKgiczTsVW68d0HlWCOIQwvVPYie9us6v0cBAKdaWx5-LYwCfYxhcoHnvaCR-bA6IRpHdLA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:37.085Z,
https://www.google.com/maps/place/Automotive+Service+Center/data=!4m7!3m6!1s0x54d2c160b562d0c1:0xb0bf220fbf308fd6!8m2!3d40.4479719!4d-122.2986767!16s%2Fg%2F1tfcyjxb!19sChIJwdBitWDB0lQR1o8wvw8iv7A,Automotive Service Center,4.8,33,Auto repair shop,,"2800 W Center St, Anderson, CA 96007, United States","CPX2+5G Anderson, California, USA",,+1 530-378-1366,Open · Closes 4 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-vP2saO_XJRWEQSFSV7UZZZuhTLHF1CaUGBnbRnhqYtVoxCfR9ttkeTq9pZ5NgtBFBcvxYU6QSxRkMLGJVstFN7o6QaTZ47OxFBlM4GUB-GLPVT36Xc4K_If9mgkMIyBEJqg=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-03-23T16:48:41.734Z,
