placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Edgewater+CPA+Group/data=!4m7!3m6!1s0x8814adb6463fffff:0x9a6425661bd01df6!8m2!3d39.97823!4d-86.1269438!16s%2Fg%2F11bbwr4p8m!19sChIJ__8_RratFIgR9h3QG2YlZJo,Edgewater CPA Group,4.4,25,Certified public accountant,"1 S Rangeline Rd Ste 200, Carmel, IN 46032, United States","XVHF+76 Carmel, Indiana, USA",https://www.edgewatercpa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-carmel-in,+1 317-386-7021,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNR3DNZoCl6gDzzqMXC_DdQhWx4uVXuOHZqyowB=w427-h240-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:13.929Z,,
https://www.google.com/maps/place/Watson+CPA/data=!4m7!3m6!1s0x8814afcca059d265:0xd99ba07359f86c71!8m2!3d39.9556667!4d-86.1606848!16s%2Fg%2F1tsr3tj_!19sChIJZdJZoMyvFIgRcWz4WXOgm9k,Watson CPA,4.8,9,Certified public accountant,"11590 N Meridian St Ste 230, Carmel, IN 46032, United States","XR4Q+7P Carmel, Indiana, USA",https://www.watson.cpa/,+1 317-848-9938,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipNyz03mPKWlx7alWJ-H8jW62_ee0V6E1fE9Sr0W=w408-h510-k-no,true,Closed,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:20.152Z,,
https://www.google.com/maps/place/Mina+soliman+Tax+Services/data=!4m7!3m6!1s0x8814adb656e21159:0xc2022abc24b27977!8m2!3d39.9759676!4d-86.1272923!16s%2Fg%2F11g01z7_0n!19sChIJWRHiVratFIgRd3myJLwqAsI,Mina soliman Tax Services,5.0,72,Tax preparation service,"240 S Rangeline Rd #5, Carmel, IN 46032, United States","XVGF+93 Carmel, Indiana, USA",https://minatax.com/,+1 317-371-8028,Closed ⋅ Opens 11 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rk3fkoLy5dRmgFh9Ltd3qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.179058&pitch=0&thumbfov=100,true,Closed,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:25.185Z,,
"https://www.google.com/maps/place/John+P.+Holloway,+CPA,+PC/data=!4m7!3m6!1s0x8814adabef805319:0x60ffdfad165a379e!8m2!3d39.9622867!4d-86.1300695!16s%2Fg%2F11g6_1vp2t!19sChIJGVOA76utFIgRnjdaFq3f_2A","John P. Holloway, CPA, PC",5.0,1,Certified public accountant,"160 W Carmel Dr, Carmel, IN 46032, United States","XV69+WX Carmel, Indiana, USA",http://www.midwest-taxresolution.com/,+1 317-966-3203,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4XphxCML7aWXWDsG9xIuHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.54233&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:30.157Z,,
"https://www.google.com/maps/place/Borshoff+Consulting,+LLC/data=!4m7!3m6!1s0x8814adeff040f30b:0x8f3f8c5fffdb0b18!8m2!3d39.9873553!4d-86.1046275!16s%2Fg%2F11ckd29t87!19sChIJC_NA8O-tFIgRGAvb_1-MP48","Borshoff Consulting, LLC",5.0,31,Tax consultant,"3422 Beech Dr, Carmel, IN 46033, United States","XVPW+W4 Carmel, Indiana, USA",http://borshoffconsulting.com/,+1 317-846-1005,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMNAOCbED5mgK_gaQwSLrLzYfx_O9q9Z1kPm7U0=w408-h510-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:35.152Z,,
https://www.google.com/maps/place/CPA+Network+LLC/data=!4m7!3m6!1s0x8814adb5a5476113:0xc57617d21f19b3f4!8m2!3d39.9757391!4d-86.1295!16s%2Fg%2F1td48l3_!19sChIJE2FHpbWtFIgR9LMZH9IXdsU,CPA Network LLC,5.0,2,Accountant,"320 2nd Ave SW, Carmel, IN 46032, United States","XVGC+76 Carmel, Indiana, USA",http://www.cpanetwork.tv/,+1 317-575-4260,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ejz8A8KTkxZkn56YQtFzLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.95643&pitch=0&thumbfov=100,false,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:40.334Z,,
https://www.google.com/maps/place/Jayd+Advisors+-+Shelley+R+Johnson+CPA/data=!4m7!3m6!1s0x8814acb68b60154b:0x328b3c80e34f8315!8m2!3d39.9520948!4d-86.1593792!16s%2Fg%2F1tdqc56m!19sChIJSxVgi7asFIgRFYNP44A8izI,Jayd Advisors - Shelley R Johnson CPA,5.0,5,Accountant,"11350 N Meridian St #120, Carmel, IN 46032, United States","XR2R+R6 Carmel, Indiana, USA",http://www.jaydadvisors.com/,+1 317-843-1040,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aDOGmia2lxQvj6w3qtsAbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.07579&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:43.302Z,,
https://www.google.com/maps/place/Patton+Tax/data=!4m7!3m6!1s0x8814ad0212aeb511:0x4c8cf57ab0d7161e!8m2!3d39.9595429!4d-86.1446983!16s%2Fg%2F11vd40m2hj!19sChIJEbWuEgKtFIgRHhbXsHr1jEw,Patton Tax,5.0,5,Tax preparation service,"11711 N College Ave #200, Carmel, IN 46032, United States","XV54+R4 Carmel, Indiana, USA",https://www.pattontax.com/,+1 317-581-5664,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN3c1A5uMImwL0ZBcSypzSgP6vD3-q13dCZ7Q_w=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:48.386Z,,
https://www.google.com/maps/place/Forensic+accounting+corp/data=!4m7!3m6!1s0x8814ad77a66db76d:0xf0e93e2275b5f925!8m2!3d39.9624485!4d-86.1169303!16s%2Fg%2F11rdypx619!19sChIJbbdtpnetFIgRJfm1dSI-6fA,Forensic accounting corp,5.0,2,Accountant,"530 E Carmel Dr, Carmel, IN 46032, United States","XV6M+X6 Carmel, Indiana, USA",https://forensicaccountingcorp.com/locations/carmel,+1 317-688-1177,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tmFMU2JioqRI7LnoTs5q4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.58334&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:53.453Z,,
https://www.google.com/maps/place/Slattery+%26+Holman/data=!4m7!3m6!1s0x8814ac6bf7dbce51:0x7e871e98a387fe59!8m2!3d39.9747629!4d-86.1588968!16s%2Fg%2F1tdg3tvd!19sChIJUc7b92usFIgRWf6Ho5geh34,Slattery & Holman,3.7,3,Accounting firm,"12900 N Meridian St #350, Carmel, IN 46032, United States","XRFR+WC Carmel, Indiana, USA",http://www.slatterycpa.com/,+1 317-843-5715,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOmJOiXwN_QIRTG4F_GO_EQQaaFeBHOrzY648-E=w426-h240-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-10-19T17:07:58.453Z,,
