placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Flex+Institute+%28Formerly+Pain+Care+Consultants%29/data=!4m7!3m6!1s0x8636cd4c7d7be663:0xbc3f6a34ef38ea6e!8m2!3d32.4978228!4d-93.7471668!16s%2Fg%2F1tmxrd5g!19sChIJY-Z7fUzNNoYRbuo47zRqP7w,Flex Institute (Formerly Pain Care Consultants),4.9,103,Pain management physician,"1534 Elizabeth Ave #201, Shreveport, LA 71101, United States","F7X3+44 Shreveport, Louisiana, USA",http://flexinstitute.com/,+1 318-629-5505,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPgz_cnPhD9u8pzX501XNwSUu6PzqZNMCSyqS59=w458-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:32.632Z,,,,
"https://www.google.com/maps/place/ROSS+NELSON,+MD/data=!4m7!3m6!1s0x8636cd4c7d7be663:0x9de1ecb9b2741f04!8m2!3d32.4974441!4d-93.7468718!16s%2Fg%2F1tczqq_g!19sChIJY-Z7fUzNNoYRBB90srns4Z0","ROSS NELSON, MD",4.9,149,Pain management physician,"1500 Line Ave #206, Shreveport, LA 71101, United States","F7W3+X7 Shreveport, Louisiana, USA",https://paincarela.com/our-physicians/ross-b-nelson-iii-md/,+1 318-213-3800,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsmBySZ7a8u7f14jJpIuNoVzRg3vARpVLfmjxk-769dqrN03g10ArfWfcIP-nAY1-l-9EX3RjhR_aZyiflNFvUuAnQVbHyuZkNqzy0-JekKgURYxseqwqM3InuZ8UoqRhQ2VOgHg=w408-h340-k-no,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:36.611Z,,,,
https://www.google.com/maps/place/Willis+Knighton+Spine+%26+Pain+Specialists/data=!4m7!3m6!1s0x86313371dab486cb:0x57b6e342cf499818!8m2!3d32.5583947!4d-93.7126017!16s%2Fg%2F1tgfw_lj!19sChIJy4a02nEzMYYRGJhJz0Ljtlc,Willis Knighton Spine & Pain Specialists,4.8,530,Pain control clinic,"2449 Hospital Dr Suite 300, Bossier City, LA 71111, United States","H75P+9X Bossier City, Louisiana, USA",http://www.wkspineandpain.com/,+1 318-212-7960,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPiTQTcIMjQqe4aqc5tGLGraiNaQxIXoe8RpfDK=w648-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:42.283Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Mosura+Matthew+S+Dr/data=!4m7!3m6!1s0x8636cd4c7d7c0689:0xdae9b11958b3d586!8m2!3d32.4974516!4d-93.7468432!16s%2Fg%2F11byk_yg4y!19sChIJiQZ8fUzNNoYRhtWzWBmx6do,Mosura Matthew S Dr,4.9,200,Pain management physician,"1500 Line Ave #206, Shreveport, LA 71101, United States","F7W3+X7 Shreveport, Louisiana, USA",http://www.paincarela.com/,+1 318-629-5505,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepd8jo_6FNNHXJt_N5hIKWq5_z8YPlwfdGwhRiWgp9PBvmQO_Mdh0LrfokqxOmVCyy--gjGOJpL2RE728_h9Gtlai6JPVQra6oxomURhz6CgCpzggeGAdAgRBWKuEFOFiAKi1FZ=w414-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:47.172Z,,,,
"https://www.google.com/maps/place/RAMA+LETCHUMAN,+MD/data=!4m7!3m6!1s0x8636cd4c7d7be663:0xcf350da7b1192107!8m2!3d32.4975006!4d-93.7468423!16s%2Fg%2F1tm1qvgy!19sChIJY-Z7fUzNNoYRByEZsacNNc8","RAMA LETCHUMAN, MD",4.8,116,Pain management physician,"1500 Line Ave # 202, Shreveport, LA 71101, United States","F7X3+27 Shreveport, Louisiana, USA",http://paincarela.com/,+1 318-629-5505,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D8E6-wBKbqYAmLF9HLekOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.24162&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:52.160Z,,,,
"https://www.google.com/maps/place/Prathima+Anandi,+MD/data=!4m7!3m6!1s0x8636cd4c3ec62837:0x9a4a2153d5c43172!8m2!3d32.4971439!4d-93.7478765!16s%2Fg%2F1tfgdm2t!19sChIJNyjGPkzNNoYRcjHE1VMhSpo","Prathima Anandi, MD",5.0,19,Pain management physician,"1534 Elizabeth Ave #202, Shreveport, LA 71101, United States","F7W2+VR Shreveport, Louisiana, USA",https://flexinstitute.com/,+1 318-629-5505,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNOW5bjjpUcBcXqN5baYNYjMIPFNyUqKwSP3pNF=w408-h322-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:08:57.084Z,,,,
"https://www.google.com/maps/place/Brian+Bernhardt,+MD/data=!4m7!3m6!1s0x8636cde270f7e2e1:0x58cd57cc1f6b7970!8m2!3d32.4944257!4d-93.7515247!16s%2Fg%2F11w_t2sym8!19sChIJ4eL3cOLNNoYRcHlrH8xXzVg","Brian Bernhardt, MD",4.8,51,Pain management physician,"1801 Fairfield Ave #401, Shreveport, LA 71101, United States","F6VX+Q9 Shreveport, Louisiana, USA",https://www.ochsnerlsuhs.org/doctors/brian-edward-bernhardt?utm_source=ExtNet&utm_medium=Yext&y_source=1_MjY0Nzc2MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 318-626-2580,,https://lh3.googleusercontent.com/p/AF1QipNq_ak4WNtURn-SIcly4rd0JF1zxwS55WXUfmpY=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:09:00.113Z,,,,
https://www.google.com/maps/place/Ochsner+LSU+Health+%E2%80%93+Interventional+Pain+Management+Center/data=!4m7!3m6!1s0x8636cd308f178171:0x7d31b21a38ce0640!8m2!3d32.4944257!4d-93.7515247!16s%2Fg%2F11s0hgklmr!19sChIJcYEXjzDNNoYRQAbOOBqyMX0,Ochsner LSU Health – Interventional Pain Management Center,2.7,14,Medical clinic,"1801 Fairfield Ave #401, Shreveport, LA 71101, United States","F6VX+Q9 Shreveport, Louisiana, USA",https://www.ochsnerlsuhs.org/locations/interventional-pain-management-center?utm_source=ExtNet&utm_medium=Yext&y_source=1_MjgwMDQwNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 318-626-2580,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WNzaVcxj5iMHZYMDD5Hrkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.014416&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:09:04.816Z,,,,
"https://www.google.com/maps/place/Dr.+Kathleen+K.+Majors,+MD/data=!4m7!3m6!1s0x8636cd4c7d7be663:0x42df9e3bc6bb1617!8m2!3d32.4978489!4d-93.7468699!16s%2Fg%2F1td5m1xg!19sChIJY-Z7fUzNNoYRFxa7xjue30I","Dr. Kathleen K. Majors, MD",4.9,190,Anesthesiologist,"1500 Line Ave # 200, Shreveport, LA 71101, United States","F7X3+47 Shreveport, Louisiana, USA",https://rymap.org/business/dr-kathleen-k-majors-md-srlcy3,+1 318-629-5505,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ImTuQHQVjglaQonQS1Ua_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.9975&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:09:07.651Z,,,,
"https://www.google.com/maps/place/Brain+and+Pain+Care/@32.4314592,-93.7261714,17z/data=!3m1!4b1!4m6!3m5!1s0x86312cde84851645:0xe02e764e5dbd4d17!8m2!3d32.4314592!4d-93.7261714!16s%2Fg%2F11qgylwf71",Brain and Pain Care,4.6,103,Pain management physician,"7600 Fern Ave, Shreveport, LA 71105, United States","C7JF+HG Shreveport, Louisiana, USA",https://brainandpaincare.net/,+1 318-616-6000,Open · Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-28T19:09:14.755Z,,,,
