placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,error
https://www.google.com/maps/place/Wells+Electric+Service/data=!4m7!3m6!1s0x8840818518ccc475:0x7858c96c528b4a05!8m2!3d39.9259695!4d-84.2561455!16s%2Fg%2F1vgx1fhh!19sChIJdcTMGIWBQIgRBUqLUmzJWHg,Wells Electric Service,4.9,168,Electric generator shop,· Delivery,,,https://wellselectricservice.com/,+1 937-274-7351,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwarKA0Vg8tlsFRZ3bCaMGv6fBspwbhR8kmKtpB3kFleVByrQe_V-yy1_6pqndcQLMfHxKun-oblkFKZvgI_yqDdjwtLFxtAEIoQpqdC7rJhz34AYZKDeRNAi1hk-fmlVfSYda4fLeFbpc=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:21.867Z,,
https://www.google.com/maps/place/Bates+Electric/data=!4m7!3m6!1s0x884093bb2b054747:0x65051c5876f4d332!8m2!3d39.763139!4d-84.177156!16s%2Fg%2F11b6c5zsvq!19sChIJR0cFK7uTQIgRMtP0dlgcBWU,Bates Electric,4.9,201,Electrician,,"902 E 2nd St, Dayton, OH 45402, United States","QR7F+74 Dayton, Ohio, USA",https://bateselec.com/,+1 937-410-3938,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOmRRAmyHtM8wabClN7MtVmzLxufhJIGhSZq_vw=w426-h240-k-no,true,7 am–8 pm,8 am–2 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:27.124Z,,
https://www.google.com/maps/place/Henlee+Electric/data=!4m7!3m6!1s0x8840836e29a0363f:0x955204ab6a2a53fb!8m2!3d39.774333!4d-84.143493!16s%2Fg%2F11j0vsjgh_!19sChIJPzagKW6DQIgR-1MqaqsEUpU,Henlee Electric,5.0,353,Electrician,,"423 Dellrose Ave, Dayton, OH 45403, United States","QVF4+PJ Dayton, Ohio, USA",https://henlee-electric.jobbersites.com/,+1 937-825-2129,,https://lh3.googleusercontent.com/p/AF1QipMWblygGQ1YyzqMJpWFrapzoFN5copgu6g4m5Ig=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:32.693Z,,
"https://www.google.com/maps/place/R+%26+T+Yoder+Electric,+Inc+-+Dayton/data=!4m7!3m6!1s0x80dd2930631e962f:0x192a1fe0ed44a208!8m2!3d39.7602516!4d-84.1950546!16s%2Fg%2F11l32fflhx!19sChIJL5YeYzAp3YARCKJE7eAfKhk","R & T Yoder Electric, Inc - Dayton",4.8,23,Electrician,,"130 W 2nd St ste 1700, Dayton, OH 45402, United States","QR63+4X Dayton, Ohio, USA",https://www.yoderelectric.com/electrician-dayton-ohio/,+1 937-828-5077,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMaJWtBzDBeNoAdhelgxoE6eDwv0xhulf5rttla=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:37.532Z,,
"https://www.google.com/maps/place/Bonham+Electric,+Inc./data=!4m7!3m6!1s0x884082c4cdcafc83:0x4a17d15dffec94f7!8m2!3d39.8022979!4d-84.1149304!16s%2Fg%2F1td61dpy!19sChIJg_zKzcSCQIgR95Ts_13RF0o","Bonham Electric, Inc.",4.8,263,Electrician,,"3521 Wrightway Rd, Dayton, OH 45424, United States","RV2P+W2 Dayton, Ohio, USA",https://www.jeffbonhamelectric.com/,+1 937-233-7662,,https://lh3.googleusercontent.com/p/AF1QipM-IOaJ_TcrGLSkKGDXOYOvPn-Xeuhf84fkrH_9=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:42.435Z,,
https://www.google.com/maps/place/Ohio+Electric+Services/data=!4m7!3m6!1s0x8840817caa23951f:0xb0517905744da11f!8m2!3d39.7864367!4d-84.1932024!16s%2Fg%2F11ftg09skb!19sChIJH5UjqnyBQIgRH6FNdAV5UbA,Ohio Electric Services,5.0,24,Electrician,,"1555 Stanley Ave, Dayton, OH 45404, United States","QRP4+HP Dayton, Ohio, USA",https://ohioelectricservices.com/,+1 937-228-4073,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMRxNnPRYI534s0ET_4gvjXtraxXLWz9DV3U73Q=w408-h399-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:47.398Z,,
https://www.google.com/maps/place/Andrew+Casey+Electrical+Contractors/data=!4m7!3m6!1s0x884081fd15e89fdf:0x2e9a7ffe9d0f8b7c!8m2!3d39.8032543!4d-84.1947106!16s%2Fg%2F1tgwbl99!19sChIJ35_oFf2BQIgRfIsPnf5_mi4,Andrew Casey Electrical Contractors,4.9,92,Electrician,,"4008 N Dixie Dr, Dayton, OH 45414, United States","RR34+84 Dayton, Ohio, USA",https://electriciandaytonohio.com/,+1 937-765-4210,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMa5ytbpLrIMZnLCQeWz_oGxjylHZJx7tg6--8=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:52.406Z,,
https://www.google.com/maps/place/Mr.+Electric+of+Dayton/data=!4m7!3m6!1s0x8840857071041759:0x308791adf542dade!8m2!3d39.679591!4d-84.1346763!16s%2Fg%2F1v3h_nnh!19sChIJWRcEcXCFQIgR3tpC9a2RhzA,Mr. Electric of Dayton,4.8,469,Electrician,,"4517 Gateway Cir, Kettering, OH 45440, United States","MVH8+R4 Kettering, Ohio, USA",https://mrelectric.com/dayton/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 937-608-9462,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMwpFd5nEHFD4PGRem5o_nCyXCE1zdq-8THUHPw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:24:57.560Z,Identifies as women-owned,
https://www.google.com/maps/place/Felty+Electric+Co+Inc./data=!4m7!3m6!1s0x884083fad1e0e45f:0x8562e0383fd81720!8m2!3d39.7631439!4d-84.1771827!16s%2Fg%2F1tmbwt0m!19sChIJX-Tg0fqDQIgRIBfYPzjgYoU,Felty Electric Co Inc.,3.7,35,Electrical installation service,,"902 E 2nd St, Dayton, OH 45402, United States","QR7F+74 Dayton, Ohio, USA",,+1 937-293-9999,Open · Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oXi8otkJjQmc915z3K8-Ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.41515&pitch=0&thumbfov=100,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:25:02.359Z,,
https://www.google.com/maps/place/Rolo+Electric/data=!4m7!3m6!1s0xa95d8d65a031c685:0xcad46c649eb402da!8m2!3d39.6863592!4d-84.2062642!16s%2Fg%2F11t9wrzykp!19sChIJhcYxoGWNXakR2gK0nmRs1Mo,Rolo Electric,5.0,321,Electrician,,"4520 Cordell Dr, Dayton, OH 45439, United States","MQPV+GF Dayton, Ohio, USA",https://rolo-electric.com/,+1 937-479-0617,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNBZrMOFkpCO8ZLvVAytm2AnWiZMu5krEi0K434=w791-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-01-10T21:25:07.321Z,,
