placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89e3a46674605be1:0x7940692b2c4cb6d3!8m2!3d42.6441422!4d-71.3086365!16s%2Fg%2F11cls6g345!19sChIJ4VtgdGak44kR07ZMLCtpQHk,Roto-Rooter Plumbing & Water Cleanup,4.8,1123,Plumber,"97 Central St Suite 400, Lowell, MA 01852, United States","JMVR+MG Lowell, Massachusetts, USA",https://www.rotorooter.com/lowellma/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 978-250-1119,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMp6oOSXeuUAiYEiYHw7NXysjyc9c6UXU4iWzkN=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:26:43.969Z,,
https://www.google.com/maps/place/Armory+Plumbing+Inc./data=!4m7!3m6!1s0xa3e76619072ae7e5:0xe0417a88b6cf38ad!8m2!3d42.6248568!4d-71.3526593!16s%2Fg%2F11w9y01_81!19sChIJ5ecqBxlm56MRrTjPtoh6QeA,Armory Plumbing Inc.,4.9,60,Plumber,"181 Stedman St Unit 10, Lowell, MA 01851, United States","JJFW+WW Lowell, Massachusetts, USA",https://www.armoryplumbinginc.com/,+1 978-815-0895,,,https://lh3.googleusercontent.com/p/AF1QipMcbFPu-EMhUwp66cMywJ4FCgJ53K6wOTjE_-Kc=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:26:50.979Z,,
https://www.google.com/maps/place/Dees+Plumbing+and+Heating/data=!4m7!3m6!1s0x84a31a5cacb7c443:0x3272f0a71b2c24b4!8m2!3d42.6593466!4d-71.2793587!16s%2Fg%2F11pf5jc7r7!19sChIJQ8S3rFwao4QRtCQsG6fwcjI,Dees Plumbing and Heating,5.0,111,Plumber,"10 Washington Ave, Dracut, MA 01826, United States","MP5C+P7 Dracut, Massachusetts, USA",http://deesplumbingandheating.com/?utm_source=google&utm_medium=local&utm_campaign=seo,+1 978-429-5576,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN96tOIt0mRe4wFzHSQyXNqXlhaFhiTCkbrrn2V=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:26:56.281Z,,
"https://www.google.com/maps/place/MillTown+Plumbing,+Heating,+Cooling+and+Electrical/data=!4m7!3m6!1s0x89e3a365c67daa99:0x648457bd6fdc2039!8m2!3d42.6213793!4d-71.3506481!16s%2Fg%2F1tffvz0y!19sChIJmap9xmWj44kROSDcb71XhGQ","MillTown Plumbing, Heating, Cooling and Electrical",4.8,2717,Heating contractor,"131 Stedman St #6, Chelmsford, MA 01824, United States","JJCX+HP Chelmsford, Massachusetts, USA",https://milltownplumbing.com/?utm_source=google&utm_medium=gbp-che,+1 978-547-4790,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMdXBklrprd8pcBKuV3XF2Q5Gp6x6yE9Yl8aw9Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:01.886Z,,
https://www.google.com/maps/place/Welch+Brothers+Co+Inc/data=!4m7!3m6!1s0x89e3a473ed20a5f9:0x955c4def1eec68de!8m2!3d42.6287954!4d-71.3155851!16s%2Fg%2F1tj53m5r!19sChIJ-aUg7XOk44kR3mjsHu9NXJU,Welch Brothers Co Inc,4.6,13,HVAC contractor,"148A Tanner St, Lowell, MA 01852, United States","JMHM+GQ Lowell, Massachusetts, USA",https://www.welchbrothersplumbing.com/,+1 978-453-2100,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DsJ0JndO3SLQP9ZFwjnqSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.9032&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:07.514Z,,
"https://www.google.com/maps/place/David+M+Murphy+Plumbing,+Heating+and+Gas+Fitting,+Inc./data=!4m7!3m6!1s0x89e3a412824039ab:0xa275690f42e326a7!8m2!3d42.6373058!4d-71.3007377!16s%2Fg%2F1vspshvt!19sChIJqzlAghKk44kRpybjQg9pdaI","David M Murphy Plumbing, Heating and Gas Fitting, Inc.",4.4,65,Heating contractor,"159 Perry St, Lowell, MA 01852, United States","JMPX+WP Lowell, Massachusetts, USA",http://www.murphyplumbinginc.com/,+1 978-458-0481,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPWo1kROg1QPPZuYV9foKuWWSFo4pGzQjuJVac=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:13.331Z,,
https://www.google.com/maps/place/New+Era+Plumbing+%26+HVAC/data=!4m7!3m6!1s0x89e3a5dadfe4f4b5:0x6239f18255ca568f!8m2!3d42.6698066!4d-71.3271435!16s%2Fg%2F11jp29x4xk!19sChIJtfTk39ql44kRj1bKVYLxOWI,New Era Plumbing & HVAC,4.9,945,HVAC contractor,"1278 Lakeview Ave, Dracut, MA 01826, United States","MM9F+W4 Dracut, Massachusetts, USA",https://callnewera.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=gbp,+1 978-958-9727,Closed ⋅ Opens 7 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMZGi5CegJWl9CmS9IljyLXLB1JtOqmiZz8Khoe=w408-h408-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:18.436Z,,
https://www.google.com/maps/place/Eric+C.+Foster+Plumbing+Heating+%26+Cooling+Inc./data=!4m7!3m6!1s0x89e3a365c02f30ff:0x31cd89b9145e037f!8m2!3d42.6221246!4d-71.3510348!16s%2Fg%2F1tv254lc!19sChIJ_zAvwGWj44kRfwNeFLmJzTE,Eric C. Foster Plumbing Heating & Cooling Inc.,4.9,560,Plumber,"145 Stedman St, Chelmsford, MA 01824, United States","JJCX+RH Chelmsford, Massachusetts, USA",http://www.ecfplumber.com/,+1 978-256-5976,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO8PW6jct8Ke48SkYqmhfpoeIqh3sRyS_O57_SF=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:23.788Z,,
https://www.google.com/maps/place/Top+Plumbing+Services+Lowell+MA/data=!4m7!3m6!1s0x89e3a469ee5afe9d:0xec8bc39fe88e6a45!8m2!3d42.6421303!4d-71.3180079!16s%2Fg%2F11clv8c2f6!19sChIJnf5a7mmk44kRRWqO6J_Di-w,Top Plumbing Services Lowell MA,3.7,3,Plumber,"9 Adams St, Lowell, MA 01854, United States","JMRJ+VQ Lowell, Massachusetts, USA",,+1 351-239-1121,Closed ⋅ Opens 7 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zb2q17240sO-2m-PfskViA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.842155&pitch=0&thumbfov=100,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:28.578Z,,
https://www.google.com/maps/place/A.+Fagundes+Plumbing+%26+Heating+Inc./data=!4m7!3m6!1s0x89e397d5c3cc81fd:0x44c87420fe0a485d!8m2!3d42.6647527!4d-71.4002194!16s%2Fg%2F1pp2vjq0p!19sChIJ_YHMw9WX44kRXUgK_iB0yEQ,A. Fagundes Plumbing & Heating Inc.,4.8,1572,Plumber,"116 Pawtucket Blvd, Tyngsborough, MA 01879, United States","MH7X+WW Tyngsborough, Massachusetts, USA",https://www.afphpro.com/,+1 978-350-5522,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUUYgx4evVTawC4ZydMilrDuDppJ2gDraF7DidyZAi0zoKgdI3y3eOAoLyQs4EWwA1XiTkU9ychW4I17s17UW3yTBMFQ1u1CSWXt9YocJKPuKYiBP4S_Fb5Lzt7NRT2-GTigzA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-11-11T04:27:33.913Z,,
