placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Family+Functional+Medicine/data=!4m7!3m6!1s0x88531eb2fced4f23:0x72bd8b15372d791a!8m2!3d36.1223358!4d-79.7943104!16s%2Fg%2F11fm3vpv51!19sChIJI0_t_LIeU4gRGnktNxWLvXI,Family Functional Medicine,4.8,23,Holistic medicine practitioner,"7c Corporate Center Ct, Greensboro, NC 27408, United States","46C4+W7 Greensboro, North Carolina, USA",https://www.familyfunctionalmed.com/,+1 336-365-6010,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1qhZmanjRh41CI3Tc--6CA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.21536&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:02.500Z,,,,
"https://www.google.com/maps/place/Greensboro+Rejuvenation+The+Center+for+Integrative+Health+%26+Wellness,+PA/data=!4m7!3m6!1s0x885319f03f2551f1:0xc37c0703ecd7b645!8m2!3d36.0669336!4d-79.8644648!16s%2Fg%2F11fmd9mmvf!19sChIJ8VElP_AZU4gRRbbX7AMHfMM","Greensboro Rejuvenation The Center for Integrative Health & Wellness, PA",4.8,25,Holistic medicine practitioner,"302 Pomona Dr Suite LM, Greensboro, NC 27407, United States","348P+Q6 Greensboro, North Carolina, USA",http://gsorejuvenation.com/,+1 336-501-3796,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipM2KCqoNtYcmXtwBHUVCOd7us1v8bOwHHeAUt4N=w408-h408-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:08.190Z,Identifies as women-owned,true,,
https://www.google.com/maps/place/Triad+Health+Center/data=!4m7!3m6!1s0x88531ea1a2368563:0xa4e4efb557d0c026!8m2!3d36.131588!4d-79.7942184!16s%2Fg%2F1hhhc0gl4!19sChIJY4U2oqEeU4gRJsDQV7Xv5KQ,Triad Health Center,5.0,247,Chiropractor,"301 Pisgah Church Rd H, Greensboro, NC 27455, United States","46J4+J8 Greensboro, North Carolina, USA",https://triadhealthcenter.com/,+1 336-288-4677,Open · Closes 1 pm · Reopens 3 pm,https://lh3.googleusercontent.com/p/AF1QipOJisiXlZqQiMg3jpX-ZlTA2mKGJr1AGxBet-44=w408-h271-k-no,true,"9 am–1 pm, 3–6 pm",9 am–1 pm,3–6 pm,9 am–1 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:12.747Z,,,,
"https://www.google.com/maps/place/The+Natural+Path+with+Jill+Clarey,+Classical+Naturopath/data=!4m7!3m6!1s0x8853192b2e2539ab:0xabe0e5ff2fd15918!8m2!3d36.072606!4d-79.847232!16s%2Fg%2F1td6h5d0!19sChIJqzklLisZU4gRGFnRL__l4Ks","The Natural Path with Jill Clarey, Classical Naturopath",5.0,7,Holistic medicine practitioner,"3723 W Market St STE B, Greensboro, NC 27403, United States","35F3+24 Greensboro, North Carolina, USA",https://jillsnaturalpath.com/,+1 336-456-4743,Open · Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipNTD_PhFMocIFMRITrsSJdnmxLfFbqMydFxbCkW=w426-h240-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:17.188Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Direct+Functional+Medicine+-+Greensboro/data=!4m7!3m6!1s0x88531fc207f0793f:0x11a3976739ddd6cf!8m2!3d36.0911382!4d-79.815852!16s%2Fg%2F11wtpmdf6c!19sChIJP3nwB8IfU4gRz9bdOWeXoxE,Direct Functional Medicine - Greensboro,,,Medical clinic,"806 Green Valley Rd Suite 200, Greensboro, NC 27408, United States","35RM+FM Greensboro, North Carolina, USA",https://www.directfunctionalmed.com/,+1 919-568-0499,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7RQz7Opi9oUtUm54U4Ye3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.40094&pitch=0&thumbfov=100,true,Closed,Closed,9 am–4 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:21.501Z,,,,
https://www.google.com/maps/place/Blue+Sky+MD+Greensboro/data=!4m7!3m6!1s0x88531e5798283fff:0x3b17208d1647f9c7!8m2!3d36.0695015!4d-79.8535299!16s%2Fg%2F11c13zw11y!19sChIJ_z8omFceU4gRx_lHFo0gFzs,Blue Sky MD Greensboro,4.7,595,Weight loss service,"3922 W Market St, Greensboro, NC 27407, United States","349W+RH Greensboro, North Carolina, USA",https://blueskymd.com/greensboro/,+1 336-252-3993,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMHLGUFc9WVNPEaNhfoWU36D1CsKMBcSyhuSb65=w427-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:25.930Z,,,,
https://www.google.com/maps/place/Piedmont+Wellness+Center+Holistic+Health/data=!4m7!3m6!1s0x88531c30ad9528ff:0xa1728ff011f747ed!8m2!3d36.1248995!4d-79.8003539!16s%2Fg%2F1pzrwsdm1!19sChIJ_yiVrTAcU4gR7Uf3EfCPcqE,Piedmont Wellness Center Holistic Health,4.4,5,Holistic medicine practitioner,"6 N Pointe Ct, Greensboro, NC 27408, United States","45FX+XV Greensboro, North Carolina, USA",,+1 336-632-9944,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipPJsTmrueWEst5lCbuElcM-O9uTVGtA-oWoy8DM=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:30.834Z,,,,
https://www.google.com/maps/place/Healing+Ways+Holistic+Health/data=!4m7!3m6!1s0x88530fe8552de497:0x1f12836783d0f6f!8m2!3d35.993678!4d-79.933241!16s%2Fg%2F1td0z537!19sChIJl-QtVegPU4gRbw89eDYo8QE,Healing Ways Holistic Health,5.0,2,Health counselor,"207 Oakdale Rd, Jamestown, NC 27282, United States","X3V8+FP Jamestown, North Carolina, USA",https://www.healingwaysholistichealth.com/,+1 336-885-2948,Closed · Opens 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ztne6tz5WmEZR34cA_ZA5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.461357&pitch=0&thumbfov=100,true,3–6 pm,11 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:36.034Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Atrium+Health+Wake+Forest+Baptist+Family+Medicine+-+Adams+Farm/data=!4m7!3m6!1s0x88531aa26838ede5:0x7e651a37097b89a2!8m2!3d36.0166153!4d-79.8962433!16s%2Fg%2F1tjfhk4s!19sChIJ5e04aKIaU4gRool7CTcaZX4,Atrium Health Wake Forest Baptist Family Medicine - Adams Farm,3.7,116,Family practice physician,"5710 W Gate City Blvd I, Greensboro, NC 27407, United States","2483+JG Greensboro, North Carolina, USA",https://www.wakehealth.edu/locations/clinics/f/family-medicine-adams-farm?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,+1 336-781-4300,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxdOc3gjXgCk29rmAaFI2KYiwGlXk-YHvkihZwt4zDfmt3xUvHnZZvlueksWsSZXGZjLcwb9G8bIf0mHsWqzpi3unhVjaoWolDh4er4zM4IPxdgn5LO35uHBCwlt0ja-3bR2mbHQ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:41.344Z,,,,
https://www.google.com/maps/place/Greensboro+Holistic+Acupuncture+with+Hu+%26+Chau/data=!4m7!3m6!1s0x88531bde005cf599:0x88d0616f8bf0da8c!8m2!3d36.05016!4d-79.83944!16s%2Fg%2F11rpdf416j!19sChIJmfVcAN4bU4gRjNrwi29h0Ig,Greensboro Holistic Acupuncture with Hu & Chau,4.8,40,Acupuncture clinic,"Rockingham Building, 1 Centerview Dr #112, Greensboro, NC 27407, United States","3526+36 Greensboro, North Carolina, USA",https://www.holisticacupuncture.com/,+1 800-218-1405,Open · Closes 5:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipMNwExwf2UYi-Np8ejiekNm-rkrdFVnRGWecl-N=w408-h270-k-no,true,9 am–5:30 am,9 am–5:30 pm,9:30 am–1 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-02-23T16:51:47.146Z,Identifies as women-owned,,,
