placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Goldstein+Tax+Advisors/data=!4m7!3m6!1s0x8834edf8f688ccb9:0x35efb0ffb20c9b67!8m2!3d40.444641!4d-79.917167!16s%2Fg%2F1td2b_c3!19sChIJucyI9vjtNIgRZ5sMsv-w7zU,Goldstein Tax Advisors,4.9,187,Certified public accountant,"6507 Wilkins Ave # 202, Pittsburgh, PA 15217, United States","C3VM+V4 Pittsburgh, Pennsylvania, USA",https://www.goldsteintaxadvisors.com/,+1 412-362-9040,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN8g7fYeF9rIryG-QTu80kq6ttHOeyB9WTkJ9bI=w425-h240-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:17.235Z,,
"https://www.google.com/maps/place/Roczko+%26+Associates,+LLC/data=!4m7!3m6!1s0x8834c19d48f13457:0x2d32585ba1f5d760!8m2!3d40.438201!4d-79.9184508!16s%2Fg%2F1pv0y5q0v!19sChIJVzTxSJ3BNIgRYNf1oVtYMi0","Roczko & Associates, LLC",5.0,6,Certified public accountant,"6315 Forbes Ave L126, Pittsburgh, PA 15217, United States","C3QJ+7J Pittsburgh, Pennsylvania, USA",http://www.roczkocpa.com/,+1 724-588-4988,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8GL8BOZcB-ZSCx2RQMThkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.39627&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:23.113Z,,
https://www.google.com/maps/place/Rosenberg+Accountancy+LLC/data=!4m7!3m6!1s0x8834f1fc9aac4193:0xaaa5cb9e699ed2ad!8m2!3d40.4568841!4d-79.917149!16s%2Fg%2F11bt_89flx!19sChIJk0GsmvzxNIgRrdKeaZ7Lpao,Rosenberg Accountancy LLC,4.8,25,Accountant,"6425 Living Pl Suite 200, Pittsburgh, PA 15206, United States","F34M+Q4 Pittsburgh, Pennsylvania, USA",https://rosenbergaccountancy.com/,+1 412-689-9470,"Closed ⋅ Opens 9 am Mon

Updated by phone call 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipPgubczCfopEVPVYx9ct7aTeYEGWehBLWN6IoXl=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:28.209Z,,
"https://www.google.com/maps/place/Kabeyia+%26+Kompany,+LLC/data=!4m7!3m6!1s0x8834f136cbfd8871:0x70692a8e78139ebb!8m2!3d40.4287255!4d-79.9239942!16s%2Fg%2F11h196v02x!19sChIJcYj9yzbxNIgRu54TeI4qaXA","Kabeyia & Kompany, LLC",4.5,15,Tax preparation service,"2701 Murray Ave, Pittsburgh, PA 15217, United States","C3HG+FC Pittsburgh, Pennsylvania, USA",http://kabeyia.com/,+1 412-621-9100,,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_HR82ufqH3ab07nbe6B_tw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.18294&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:31.170Z,true,
https://www.google.com/maps/place/Maizlech+Jeffrey+H+CPA/data=!4m7!3m6!1s0x8834edffeb56fe4f:0x55a4558c4876364a!8m2!3d40.436178!4d-79.92315!16s%2Fg%2F1tf7650n!19sChIJT_5W6__tNIgRSjZ2SIxVpFU,Maizlech Jeffrey H CPA,5.0,1,Accountant,"1824 Murray Ave #200, Pittsburgh, PA 15217, United States","C3PG+FP Pittsburgh, Pennsylvania, USA",https://www.jeffreymaizlechcpa.com/,+1 412-421-6060,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8yGsiPBdkjVPzuozVgqbrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.92847&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:35.946Z,,
"https://www.google.com/maps/place/Lange+Financial+Group,+LLC/data=!4m7!3m6!1s0x8834f1fc23d3e1a1:0xa523fada836bec76!8m2!3d40.4322207!4d-79.9233157!16s%2Fg%2F1td33q21!19sChIJoeHTI_zxNIgRduxrg9r6I6U","Lange Financial Group, LLC",5.0,1,Financial planner,"2200 Murray Ave, Pittsburgh, PA 15217, United States","C3JG+VM Pittsburgh, Pennsylvania, USA",http://www.paytaxeslater.com/,+1 412-521-2732,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPgmJOw5XolWGiNUnjDTk_wcPuUi08GXJk6fOIm=w512-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:41.091Z,,
"https://www.google.com/maps/place/Brook+Bay+Consulting+PC,+CPA/data=!4m7!3m6!1s0x8834f180363d77c1:0xadb469bcfee59689!8m2!3d40.43461!4d-80.0249384!16s%2Fg%2F11gmc4g3q8!19sChIJwXc9NoDxNIgRiZbl_rxptK0","Brook Bay Consulting PC, CPA",5.0,34,Certified public accountant,,,http://www.brookbayconsulting.com/,,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNyxZezLcqZfGzQeZ5Er8PuzS55IHqPdrADgSVg=w408-h252-k-no,true,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:45.898Z,,
https://www.google.com/maps/place/Crawford+Ellenbogen+LLC/data=!4m7!3m6!1s0x8834ee7404539045:0x15a3a1fe10e14f1f!8m2!3d40.4302692!4d-79.8917783!16s%2Fg%2F1tff87_l!19sChIJRZBTBHTuNIgRH0_hEP6hoxU,Crawford Ellenbogen LLC,4.3,4,Certified public accountant,"640 Allenby Ave, Swissvale, PA 15218, United States","C4J5+47 Swissvale, Pennsylvania, USA",http://www.ce-cpa.com/,+1 412-731-1500,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_akzslf4kQLoM5BEGrfeSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.1107&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:50.835Z,,
https://www.google.com/maps/place/Benjie+Hadburg+Financial+Services/data=!4m7!3m6!1s0x8834f1ff72aaff2d:0xff32ad0cb79cb4f1!8m2!3d40.4362787!4d-79.9226722!16s%2Fg%2F1tf71ld7!19sChIJLf-qcv_xNIgR8bSctwytMv8,Benjie Hadburg Financial Services,4.4,7,Financial planner,"1831 Murray Ave # 209, Pittsburgh, PA 15217, United States","C3PG+GW Pittsburgh, Pennsylvania, USA",https://www.hadburgaccounting.com/,+1 412-521-3020,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9ZXjbdrA1Qfl-ZIT1r-_Uvslz12ywij2zlb5S96O7sQnF-3kJiS_Tl70FyN2Uq91ffjMYZ1cxsdVERAJIvThSCqDg0F0imb4NOorAzfCpgIYyvzWTeaW0qwI8-ilXUo9Obxdt=w408-h544-k-no,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:05:55.677Z,,
"https://www.google.com/maps/place/Peter+M+Habib+%26+Associates+Inc/@40.425562,-79.963416,17z/data=!3m1!4b1!4m6!3m5!1s0x8834f19e05d8f091:0x62e100bd70fa3a32!8m2!3d40.425562!4d-79.963416!16s%2Fg%2F1tvdkfzw",Peter M Habib & Associates Inc,4.1,9,Accountant,"5 Hot Metal St #202, Pittsburgh, PA 15203, United States","C2GP+6J Pittsburgh, Pennsylvania, USA",http://www.pmhacpas.com/,+1 412-432-1120,,,,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2025-10-19T17:06:00.477Z,,
