placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/JDR+Electrical+Services+LLC/data=!4m7!3m6!1s0x47c152eb931a9199:0x5b1a4e45a32242ef!8m2!3d29.8509335!4d-97.9632981!16s%2Fg%2F11y2fp9gnd!19sChIJmZEak-tSwUcR70Iio0VOGls,JDR Electrical Services LLC,5.0,47,Electrician,"350 Barnes Dr Suite 101-117, San Marcos, TX 78666, United States","V22P+9M San Marcos, Texas, USA",https://jdrelectricalservices.com/,+1 512-522-6418,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMfzxSyz2rpoYXOoCi6jmUsszUBmgyW-8VUkSxr=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:00.779Z,,,
https://www.google.com/maps/place/Texas+Strong+Electric/data=!4m7!3m6!1s0x865b5e0c7ec4cf49:0x3e21081f6a513c3c!8m2!3d29.8247578!4d-97.9433269!16s%2Fg%2F11fk0bms26!19sChIJSc_EfgxeW4YRPDxRah8IIT4,Texas Strong Electric,4.7,12,Electrician,"3700 TX-123 Suite A, San Marcos, TX 78666, United States","R3F4+WM San Marcos, Texas, USA",http://texasstrongelectric.com/,+1 512-842-1213,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNxRYgO81LKzgeE2EYpGNZq2F0XTGp8SeMEUp18=w408-h272-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:06.013Z,,,
https://www.google.com/maps/place/Waterloo+Power/data=!4m7!3m6!1s0x8644ab3b81d980f3:0x166eb99704d8078a!8m2!3d30.012111!4d-97.7622231!16s%2Fg%2F11g192rswh!19sChIJ84DZgTurRIYRigfYBJe5bhY,Waterloo Power,4.6,12,Electric generator shop,"1409B Graef Rd, Kyle, TX 78640, United States","266Q+R4 Kyle, Texas, USA",https://www.waterloopower.com/,+1 512-763-5994,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpJZAAwM50-SIV-WatdFncc2van0IvWhTBMq7sM6SN9zLGzB_L4kuPyWBYfcjfxfJjP5NCDu8DebHIAJQh2m85fAmPsrCXQ5TkS0iXKSDo6ymfs56zXNabYgYK08FGABYvxhqmPA=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:10.875Z,,,
https://www.google.com/maps/place/Divided+Sky+Roofing+%26+Solar/data=!4m7!3m6!1s0x865ca74e1e16643f:0xced29a7f0c0bedf0!8m2!3d29.8816838!4d-97.9433057!16s%2Fg%2F11g201_g10!19sChIJP2QWHk6nXIYR8O0LDH-a0s4,Divided Sky Roofing & Solar,4.9,178,Roofing contractor,"215 W San Antonio St, San Marcos, TX 78666, United States","V3J4+MM San Marcos, Texas, USA",https://mydividedsky.com/,+1 512-995-7663,Closes soon · 5 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNretO3Y4BnwyGnGTdqAiQmvYpPB9SX4mNAaboG=w408-h408-k-no,true,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:16.373Z,,,
https://www.google.com/maps/place/Cross+Texas+Electric/data=!4m7!3m6!1s0x865b54054c0bcfe1:0x6fa66f5022d2c934!8m2!3d30.073117!4d-97.762967!16s%2Fg%2F11cmwz2tys!19sChIJ4c8LTAVUW4YRNMnSIlBvpm8,Cross Texas Electric,4.9,24,Electrician,,,http://www.crosstxelectric.com/,+1 512-393-9253,Closes soon · 5 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNv9R9BPofm35SJTBrNpNjDoSyIDD-iYd2DQ5qd=w408-h544-k-no,true,10 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:21.371Z,Identifies as women-owned,,
https://www.google.com/maps/place/Fisher+Electric/data=!4m7!3m6!1s0x865b61883fad43eb:0x65e2fd87c7840c3e!8m2!3d29.9332326!4d-98.1481536!16s%2Fg%2F11h11jctsp!19sChIJ60OtP4hhW4YRPgyEx4f94mU,Fisher Electric,5.0,8,Electrician,"3409 Farm to Market 32, San Marcos, TX 78666, United States","WVM2+7P San Marcos, Texas, USA",,+1 512-787-4252,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsWySjRxFR92kMzSAhrr239tdYlkzDBr0_JHmV=w408-h306-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:26.255Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+San+Marcos/data=!4m7!3m6!1s0x8644cda4eb55f513:0x22f4e05933b8fc27!8m2!3d29.8834193!4d-97.9662903!16s%2Fg%2F11ghp54k8v!19sChIJE_VV66TNRIYRJ_y4M1ng9CI,Mr. Electric of San Marcos,4.7,57,Electrician,"1409 N Bishop St Suite A-2, San Marcos, TX 78666, United States","V2MM+9F San Marcos, Texas, USA",https://mrelectric.com/san-marcos?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 512-518-6580,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPwKnrbtSn5o76_SNJKTng4tbdiNeQbY_F8VP3-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-01-10T22:23:31.229Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Nomic+Power+Solutions/data=!4m7!3m6!1s0x8644cb83f2b8434d:0x834f8fe97e821739!8m2!3d30.3492729!4d-97.7048489!16s%2Fg%2F11vdfmb38v!19sChIJTUO48oPLRIYROReCfumPT4M,Nomic Power Solutions,5.0,185,Electric generator shop,"404 W Powell Ln Ste 203, Austin, TX 78753, United States","87XW+P3 Austin, Texas, USA",https://nomicpower.com/?utm_campaign=gmb,+1 512-851-0650,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQnFm_cbGAOqUCFqA6IYWhfOCqjUlJCnIqRcC9pEn5nJW1HJBTK_Ax4H-SV4Vk6cDnI-D2bceqBy5IiP4lSYAYPT2Fz2r-C-yc3lwvPAtOsrXzcvRBl7z4b-hXTLyPVtGkUyZq=w408-h544-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2026-01-10T22:23:54.273Z,,· Delivery,
https://www.google.com/maps/place/DC+Electric/data=!4m7!3m6!1s0x80016756d24857eb:0xe7bfbfccff4939e1!8m2!3d30.3067591!4d-97.7424884!16s%2Fg%2F11kjdrgzxv!19sChIJ61dI0lZnAYAR4TlJ_8y_v-c,DC Electric,5.0,303,Electrician,"3906 N Lamar Blvd #204AB, Austin, TX 78756, United States","8745+P2 Austin, Texas, USA",https://www.calldcelectrical.com/,+1 512-954-4782,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP4tZh0csDIbVKgDmhQn7ZjskvG1INQENRQzt_9=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2026-01-10T22:23:59.266Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Austin+Generator+Service/data=!4m7!3m6!1s0x8644ce8e55d03b3d:0x8b33283b6f1ccf84!8m2!3d30.431121!4d-97.6841966!16s%2Fg%2F1tddsl97!19sChIJPTvQVY7ORIYRhM8cbzsoM4s,Austin Generator Service,3.9,24,General contractor,"2004 W Howard Ln, Austin, TX 78728, United States","C8J8+C8 Austin, Texas, USA",https://austingenerator.com/,+1 512-645-2586,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsqdg3xjB5DyHElZrB885Fd-YxuoRnddPFrtjr=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2026-01-10T22:24:04.234Z,,,
