placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
"https://www.google.com/maps/place/Bloomington+Landscape+Construction,+LLC/data=!4m7!3m6!1s0xa9c13f12d00a84e1:0xbc76feaad2d7ed7f!8m2!3d39.1794092!4d-86.5425293!16s%2Fg%2F11rycskrqz!19sChIJ4YQK0BI_wakRf-3X0qr-drw","Bloomington Landscape Construction, LLC",5.0,10,Landscape architect,"820 W 17th St #5, Bloomington, IN 47404, United States","5FH4+QX Bloomington, Indiana, USA",http://www.landscapebloomington.com/,+1 812-322-5500,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeVTY3kh4uf7QfKE7nGflMcY1DTN_vM7UvOzvxGhtWElzXZbBoQSfLgkN0I8IZQ78SoLdXN1aOt2GJELOgbE3thXD8Hki36XYTUY1UDjcZK29pV3MFHYuq_2jgptYeF00c0UFd=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:13.939Z,,,
https://www.google.com/maps/place/Wilder+Things+Landscaping/data=!4m7!3m6!1s0x886c6701258d6943:0xc9e13accfc3c6a3d!8m2!3d39.1658107!4d-86.5420201!16s%2Fg%2F11fs3nsvqp!19sChIJQ2mNJQFnbIgRPWo8_Mw64ck,Wilder Things Landscaping,4.9,35,Landscaper,"722 W 4th St, Bloomington, IN 47404, United States","5F85+85 Bloomington, Indiana, USA",https://wilderthingslandscaping.com/,+1 812-727-0141,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH772GsWQnYRQV8mWVyPlOyVe-VZKige_rFKH3aFGKVY5f07OsPa_v9HTdOocRPddrSMxR5fna1Faq91kiQBYZhfbqRw_xqwIZH1yIFdG0rxQTAtziwQkzCi9UW1V5RJCxS--5I=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:19.993Z,,,
"https://www.google.com/maps/place/Integrity+Lawns,+Landscaping,+and+Tree+Removal/data=!4m7!3m6!1s0x886c655696025ee5:0x49e2ce750683ac72!8m2!3d39.159992!4d-86.4851451!16s%2Fg%2F11jmz2ptwt!19sChIJ5V4CllZlbIgRcqyDBnXO4kk","Integrity Lawns, Landscaping, and Tree Removal",4.9,193,Landscape designer,"603 S Ravencrest Ave, Bloomington, IN 47401, United States","5G57+XW Bloomington, Indiana, USA",https://integritylawnsandlandscaping.com/,+1 812-322-8091,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEWdybxTBFJ8cwNiUDFIrPgtaZiyuMZguA5-Y2jZFi83QdGdkbW9MLwymwtLlWvBmclNyTfYRICPS8drwkMo4zunFnJW1uxKEswtIDe3GH92e1KXvaKC18z8jwM_J2jPotMqNM=w408-h275-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:24.798Z,,,
"https://www.google.com/maps/place/C%26H+Lawn+and+Landscaping,+Inc./data=!4m7!3m6!1s0x886c5d3c1874ffd5:0x120b956ca354e38d!8m2!3d39.1800779!4d-86.5909494!16s%2Fg%2F11hdvr675b!19sChIJ1f90GDxdbIgRjeNUo2yVCxI","C&H Lawn and Landscaping, Inc.",4.4,57,Landscape designer,"4388 W Vernal Pike, Bloomington, IN 47404, United States","5CJ5+2J Bloomington, Indiana, USA",http://www.chlawnlandscaping.com/,+1 812-320-2447,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIoUjD--4nLkXHrjuS75ijgjOvq0Wtoy_xrJ8BFu68a3PPH5OKsxYUpEeLJZ47_OWYV_UUaUoXaAu4snNVssXya9sH6ycp4Bk49alPIhCbzoQyFgzPOYhUBRVU4e84U6zH0zWWQA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:29.611Z,,,
https://www.google.com/maps/place/Deep+Roots+Landscape+Design/data=!4m7!3m6!1s0x886c642284db6ed9:0x94014c2b6b9b218e!8m2!3d39.1713595!4d-86.5315165!16s%2Fg%2F11c75kyp57!19sChIJ2W7bhCJkbIgRjiGbaytMAZQ,Deep Roots Landscape Design,4.9,12,Landscape designer,,,http://www.deeprootsgc.com/,+1 317-590-0239,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH65T2IeHbnVUKYQAaWhYO3RdMOOfQP99-cpSMnNSPkQ7s-iH0A6ScCHUylb3tkLM6cTv9SRBo6hJ4zyhIpd_pzXNx1ah3_ts_ZD_N0SlAZuk8NsTXSQsVX-bD663x5PwL98avG=w448-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:34.201Z,,,
https://www.google.com/maps/place/Murphy+Hardscape+and+Construction+-+Landscaper+In+Bloomington/data=!4m7!3m6!1s0x4b74a2b23f8f9dcb:0xd336d95bf7dca6ae!8m2!3d39.1678298!4d-86.5389583!16s%2Fg%2F11pyc0l4h8!19sChIJy52PP7KidEsRrqbc91vZNtM,Murphy Hardscape and Construction - Landscaper In Bloomington,5.0,5,Construction company,"502 W 6th St, Bloomington, IN 47404, United States","5F96+4C Bloomington, Indiana, USA",http://www.murphyhardscapeandconstruction.com/,+1 812-219-3613,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOfJrcjmuXT5XlagMylpTI-XHCh5qlZFfhaSSRFAsgH4ITxoebqrVqeMf2U2kbkGvEJvDJaucLJViRFPV8P52QO5hkvjkNXjqBnA9zsVacWFlWf2Gsw1kWLkZPOvJGbJn_TCHy=w427-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:38.919Z,,,
https://www.google.com/maps/place/Big+Red+Lawn+%26+Landscape/data=!4m7!3m6!1s0x886c650ce9e3b891:0x799161cde4658d16!8m2!3d39.1776594!4d-86.5592005!16s%2Fg%2F11g2w4hf0y!19sChIJkbjj6QxlbIgRFo1l5M1hkXk,Big Red Lawn & Landscape,4.9,19,Lawn care service,"2424 Fountain Dr, Bloomington, IN 47404, United States","5CHR+38 Bloomington, Indiana, USA",http://www.bigredlawns.com/,+1 812-606-8408,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K1Qge63hyze5kS3OAfziCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.349142&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:41.909Z,,,
https://www.google.com/maps/place/Executive+Lawn+Care+%26+Landscaping/data=!4m7!3m6!1s0x62d029ae1dcb6f67:0x5838be2955eb3989!8m2!3d39.1392021!4d-86.5108491!16s%2Fg%2F11y6gg5ky0!19sChIJZ2_LHa4p0GIRiTnrVSm-OFg,Executive Lawn Care & Landscaping,5.0,48,Lawn care service,"1915 E Cheyanne Ln, Bloomington, IN 47401, United States","4FQQ+MM Bloomington, Indiana, USA",https://executive-lawn.com/,+1 812-219-2507,"Open · Closes 5 pm

Updated by this business 5 days ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYBMS9CxB8nyPayF59Faa7EGs4OeklfL5Oj3gaYb5awBDvrUKycoXt9tGtoEM7zdAqSmR5SBFZt-RIdQpFVAgRPPpNML3xRDiFv1qW73au9wl0e6dqqnv9s5sBoK6GTM4H2Lc7OzRPH95s=w408-h375-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:46.674Z,,,
https://www.google.com/maps/place/Anthony%27s+Lawn+Care+and+Landscaping/data=!4m7!3m6!1s0x886c6413375025ef:0xffa55f379832a348!8m2!3d39.1089821!4d-86.5408219!16s%2Fg%2F11rctnx_h!19sChIJ7yVQNxNkbIgRSKMymDdfpf8,Anthony's Lawn Care and Landscaping,4.9,318,Landscaper,"5100 S Rogers St, Bloomington, IN 47403, United States","4F55+HM Bloomington, Indiana, USA",https://bloomingtonlandscape.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 812-345-5694,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5Qzey5T2F5OQwQnb1fnGBx9ZBGLi8iBaFpYtaGQJMR4R-iMJApcFLyoI48HGBSk7GfLa-AgJwGX5-IKP6VfrXD4Ya1oflGTQ9rYvuEUJGHP_Vo5Bx1a7Swx_NIqNiZFFzEQl3LQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:51.536Z,,,
https://www.google.com/maps/place/IU+Landscape+Services/data=!4m7!3m6!1s0x886c67b12203fb4d:0x45e0170069d59af1!8m2!3d39.1711216!4d-86.5059093!16s%2Fg%2F11s2lf4k3k!19sChIJTfsDIrFnbIgR8ZrVaQAX4EU,IU Landscape Services,5.0,1,Landscaper,"2222 E 10th St, Bloomington, IN 47408, United States","5FCV+CJ Bloomington, Indiana, USA",https://facilityoperations.indiana.edu/services/landscaping.html,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bog6NEKyi76vzK6qdpb7cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.817154&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:54.056Z,,,
https://www.google.com/maps/place/Mother+Nature+Landscaping/data=!4m7!3m6!1s0x886c6625d0dd9913:0x20144392ef8a1ff3!8m2!3d39.1087611!4d-86.5275739!16s%2Fg%2F1tyyxw46!19sChIJE5nd0CVmbIgR8x-K75JDFCA,Mother Nature Landscaping,4.2,24,Landscaper,"4848 S Walnut Street Pike, Bloomington, IN 47401, United States","4F5C+GX Bloomington, Indiana, USA",https://mothernaturebtown.com/,+1 812-339-5296,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF394RkJcM-NLU2Rr30rUvfhgczjw1sekHvu4IkkwT_sG8YY95W9rt77l0O_nzM6wMSv7sBtIWAviuZItHyZXyYjJfNxBLnuUSPVt7jjmmb14EOstq9hl9G2ihiY7ZiBMqjsd0=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:49:58.793Z,,,
https://www.google.com/maps/place/Sowders+Landscaping/data=!4m7!3m6!1s0x886c5d8031fea745:0x412d1e386fca54e2!8m2!3d39.1737131!4d-86.5722998!16s%2Fg%2F1tgvfcm2!19sChIJRaf-MYBdbIgR4lTKbzgeLUE,Sowders Landscaping,3.0,8,Landscaper,"2121 W Industrial Park Dr, Bloomington, IN 47404, United States","5CFH+F3 Bloomington, Indiana, USA",,+1 812-327-0048,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCCwNJs4RaR6s_s91VKvK5LBpY6Na5XoHd4VWWlSDRzyN5M_0SUmNnwpTz7RdJGYGSG68h34CzAjk-9Nc08ysDqpkxtkTXnad3GSFhsK3uoGABxbn1b53_v5nM1mBJFLZ14exy8g=w411-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:50:01.421Z,,,
https://www.google.com/maps/place/Wells+Lawn+Care+%26+Landscaping/data=!4m7!3m6!1s0x886c5e4098fd2a65:0xdc1e336526cdc846!8m2!3d39.2783545!4d-86.5241732!16s%2Fg%2F1pty505qs!19sChIJZSr9mEBebIgRRsjNJmUzHtw,Wells Lawn Care & Landscaping,4.9,324,Lawn care service,"575 W Simpson Chapel Rd, Bloomington, IN 47404, United States","7FHG+88 Bloomington, Indiana, USA",http://www.wellslawn.com/,+1 812-272-9336,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkKSiA4Fqdjj_38BJq0SA1l_aGVFqhGQJFdu1mtKbKqEmXOAv_6GchcFNKnzXcZ60IGPcOovh9hvoz0DyfithMi3czyVM3w-V6bhfDhC9vfZzkW7QdwZgRHhNmG09tK99wROJiW1DsJ85z=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:50:06.433Z,,,
"https://www.google.com/maps/place/Studio+Z+Landscapes/@39.76652,-86.4412135,7z/data=!3m1!4b1!4m6!3m5!1s0x886c6426ffb8bdb1:0xc33146dca031796c!8m2!3d39.76652!4d-86.4412135!16s%2Fg%2F11cm5wbfdh",Studio Z Landscapes,,,Landscape designer,,,http://www.studiozlandscapes.com/,+1 812-821-0218,Open · Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-04-29T18:50:12.995Z,,,
