placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,error
"https://www.google.com/maps/place/Places+%26+Spaces+Property+Management,+Inc./data=!4m7!3m6!1s0x54d2ecc22d7969f7:0x173def26006c1689!8m2!3d40.4508839!4d-122.2929447!16s%2Fg%2F12625mw7l!19sChIJ92l5LcLs0lQRiRZsACbvPRc","Places & Spaces Property Management, Inc.",4.3,31,Property management company,"2326 Balls Ferry Rd, Anderson, CA 96007, United States","FP24+9R Anderson, California, USA",http://www.placesandspaces.net/,+1 530-226-5300,Open ⋅ Closes 4 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipO1lWV65pZ7jlLKVsKIuTB1d8Ra9mR3Xbs7hJj1=w408-h306-k-no,true,9:30 am–4 pm,9:30 am–12 pm,Closed,Closed,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:30:37.424Z,,
https://www.google.com/maps/place/Associa+Northern+California/data=!4m7!3m6!1s0x54d2ecc86c95d5c7:0x396be0be90862c2e!8m2!3d40.5725108!4d-122.3645753!16s%2Fg%2F1tsr2yjq!19sChIJx9WVbMjs0lQRLiyGkL7gazk,Associa Northern California,4.3,108,Property management company,"415 Knollcrest Dr Suite 130, Redding, CA 96002, United States","HJFP+25 Redding, California, USA",https://www.associanortherncalifornia.com/?utm_source=gmb&utm_medium=Yext&y_source=1_Mjc2NjU4NzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 530-226-5413,Closed ⋅ Opens 1:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y_heet0RQLIr2QVKpXpXWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.51674&pitch=0&thumbfov=100,true,"9 am–12:30 pm, 1:30–4 pm","9 am–12:30 pm, 1:30–4 pm",Closed,Closed,"9 am–12:30 pm, 1:30–4 pm","9 am–12:30 pm, 1:30–4 pm","9 am–12:30 pm, 1:30–4 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:30:43.599Z,,
https://www.google.com/maps/place/Authority+Property+Management/data=!4m7!3m6!1s0x54d2ed1cde304f53:0x84a3d5ace47e1c74!8m2!3d40.5687966!4d-122.3389053!16s%2Fg%2F11b7g0lxnw!19sChIJU08w3hzt0lQRdBx-5KzVo4Q,Authority Property Management,4.6,676,Property management company,"2663 Victor Ave, Redding, CA 96002, United States","HM96+GC Redding, California, USA",https://www.authoritypm.com/,+1 530-410-6085,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipN1qKCp5A2OyS0VHVAK4KRBs1nfOLBhN4eXgCPb=w408-h306-k-no,true,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:30:48.536Z,,
https://www.google.com/maps/place/Pine+Property+Management/data=!4m7!3m6!1s0x54d2ec9d63d063cd:0xe7b181fc6173a400!8m2!3d40.5639316!4d-122.3438264!16s%2Fg%2F1vgx0gxp!19sChIJzWPQY53s0lQRAKRzYfyBsec,Pine Property Management,3.2,33,Property management company,"1484 Hartnell Ave b, Redding, CA 96002, United States","HM74+HF Redding, California, USA",http://www.pinepropertymanagement.com/,+1 530-223-4408,Open ⋅ Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jyqnRSN--M70kV8M9oS-nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.5441&pitch=0&thumbfov=100,false,8:30 am–4:30 pm,Closed,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:30:53.594Z,,
https://www.google.com/maps/place/Ardent+Security/data=!4m7!3m6!1s0x54d2c1b56549159f:0xc99193624bf50ad2!8m2!3d40.4499035!4d-122.2992566!16s%2Fg%2F11qyj8_91h!19sChIJnxVJZbXB0lQR0gr1S2KTkck,Ardent Security,4.9,46,Security guard service,"2921 E Center St, Anderson, CA 96007, United States","CPX2+X7 Anderson, California, USA",http://www.ardentsecurity.com/,+1 530-510-4598,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gmjD7Sz1lJaVUE4aKfTYlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.987082&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:30:58.584Z,,
https://www.google.com/maps/place/Skyview+Estates/data=!4m7!3m6!1s0x54d2c12984f6981f:0x656cd78c3974fe12!8m2!3d40.4269395!4d-122.2973177!16s%2Fg%2F11ghkqmxlp!19sChIJH5j2hCnB0lQREv50OYzXbGU,Skyview Estates,5.0,4,Real estate developer,"4686 Pleasant Hills Dr, Anderson, CA 96007, United States","CPG3+Q3 Anderson, California, USA",http://skyviewestates.com/,+1 530-759-8439,Open ⋅ Closes 3 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ntLFx4-vCkRq1Xz6WGVnkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.48242&pitch=0&thumbfov=100,false,12–3 pm,12–3 pm,12–3 pm,12–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:03.666Z,,
https://www.google.com/maps/place/Invest+Property+Management/data=!4m7!3m6!1s0x54d2ecede14515a5:0x74a670f0c400f765!8m2!3d40.5635667!4d-122.355621!16s%2Fg%2F11h11rgmv!19sChIJpRVF4e3s0lQRZfcAxPBwpnQ,Invest Property Management,4.3,43,Property management company,"841 Hartnell Ave, Redding, CA 96002, United States","HJ7V+CQ Redding, California, USA",http://www.rentwithinvest.com/,+1 530-244-0595,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0I_lwZEbZwVCWUDanDhG_htZcxLpEwrpOtPnaXvAXv1YX07hS2jFZ4Rb-w-zwrgZ4Se3wDsIudtuUnl_GQa3PtXvM2okGeLVFa6fMgCVBLDFnupXz2xjDcE2DY7Ejkbdzhp3h=w408-h378-k-no,true,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:08.653Z,,
"https://www.google.com/maps/place/Real+Property+Management,+Inc./data=!4m7!3m6!1s0x54d29299cb5e8bbb:0x61cab57aee451f59!8m2!3d40.6219452!4d-122.3649074!16s%2Fg%2F1tdxvrky!19sChIJu4tey5mS0lQRWR9F7nq1ymE","Real Property Management, Inc.",4.4,574,Property management company,"5520 Mountain View Dr, Redding, CA 96003, United States","JJCP+Q2 Redding, California, USA",https://www.rpmredding.com/,+1 530-244-2444,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMstmz0pk5Nz5_EkwzgWb6l0ZHQOPGV5oqovpJ9=w426-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:14.409Z,,
https://www.google.com/maps/place/The+Hignell+Companies/data=!4m7!3m6!1s0x54d2eceade0e16d9:0x5f5fbff5a4f9ebfd!8m2!3d40.5734519!4d-122.3742752!16s%2Fg%2F11fxzjg804!19sChIJ2RYO3urs0lQR_ev5pPW_X18,The Hignell Companies,3.7,176,Property management company,"2858 Park Marina Dr, Redding, CA 96001, United States","HJFG+97 Redding, California, USA",http://www.hignell.com/,+1 530-241-3500,Opens soon ⋅ 1 pm,,https://lh3.googleusercontent.com/p/AF1QipN3lHLp9Byjb_4njDflVC_LqBTP2W-mqH8gSChA=w408-h255-k-no,true,"9:30 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:19.451Z,,
https://www.google.com/maps/place/Gold+Star+Realty+%26+Property+Management/data=!4m7!3m6!1s0x54d2ebedf12b2b9d:0x9fbb17537038fefe!8m2!3d40.5565226!4d-122.3629351!16s%2Fg%2F11hpcf4j3r!19sChIJnSsr8e3r0lQR_v44cFMXu58,Gold Star Realty & Property Management,5.0,11,Property management company,"3468 Bechelli Ln suite g, Redding, CA 96002, United States","HJ4P+JR Redding, California, USA",https://www.goldstarrealtypm.com/,+1 530-605-4002,Open ⋅ Closes 4:30 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOnTH8-hIvg1PE1z7e1yT7llv3nzo1eGWbNqwah=w425-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:24.572Z,,
https://www.google.com/maps/place/Rivergardens+Apartments/data=!4m7!3m6!1s0x54d2c1a084eb5d39:0xf469e5c3b2cb9d!8m2!3d40.4676728!4d-122.2939687!16s%2Fg%2F1tqt9ddb!19sChIJOV3rhKDB0lQRncuyw-Vp9AA,Rivergardens Apartments,3.6,16,Apartment complex,"3195 Briarwood Dr, Anderson, CA 96007, United States","FP94+3C Anderson, California, USA",,+1 530-365-4771,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rwsKM3lr5AIuuixWbTDkHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.91603&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:27.463Z,,
https://www.google.com/maps/place/Hubbub+Properties+-+Redding+Property+Management/data=!4m7!3m6!1s0x54d2ece301595ac7:0x3de531c14578b824!8m2!3d40.563535!4d-122.3556358!16s%2Fg%2F1hc4rlk32!19sChIJx1pZAePs0lQRJLh4RcEx5T0,Hubbub Properties - Redding Property Management,3.4,113,Property management company,"841 Hartnell Ave STE C, Redding, CA 96002, United States","HJ7V+CP Redding, California, USA",https://www.hubbubproperties.com/,+1 530-229-1800,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i9MmxHsHXkOklIrogHNT5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.35328&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:32.392Z,,
"https://www.google.com/maps/place/Redding+REI,+Inc./@40.5384568,-122.3552082,17z/data=!3m1!4b1!4m6!3m5!1s0x54d2eb753ff4db15:0x19f1ea4ec8844428!8m2!3d40.5384568!4d-122.3552082!16s%2Fg%2F11r99sc0jq","Redding REI, Inc.",5.0,5,Property management company,"5000 Bechelli Ln STE 203, Redding, CA 96002, United States","GJQV+9W Redding, California, USA",http://www.reddingrei.com/,+1 530-247-0345,Open ⋅ Closes 5 pm,Identifies as women-owned,,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-25T19:31:39.178Z,,
