placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info,isBlackOwned
https://www.google.com/maps/place/Naples+Florida+Vein+Experts/data=!4m7!3m6!1s0x88db1f6271a84499:0x1f87feb0abff9151!8m2!3d26.2717369!4d-81.7885884!16s%2Fg%2F11y496dhvp!19sChIJmUSocWIf24gRUZH_q7D-hx8,Naples Florida Vein Experts,5.0,111,Medical clinic,"1514 Immokalee Rd Unit 111, Naples, FL 34110, United States","76C6+MH Naples, Florida, USA",https://www.fortvein.com/locations/naples/?utm_campaign=gmb,+1 239-990-8378,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipM8ojd1mB-qNiHQ9OeIoL0hXQJErDxPfQOb-9c9=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-12-16T22:35:09.309Z,,,
"https://www.google.com/maps/place/Vascular+Center+of+Naples:+Russell+W.+Becker,+DO+and+Ariel+Prieto+Valdes,+MD/data=!4m7!3m6!1s0x88db1d4f7446ffff:0x355cf99379df1ae9!8m2!3d26.2697753!4d-81.7827682!16s%2Fg%2F11ghtw_g7w!19sChIJ__9GdE8d24gR6RrfeZP5XDU","Vascular Center of Naples: Russell W. Becker, DO and Ariel Prieto Valdes, MD",4.9,604,Vascular surgeon,"1875 Veterans Park Dr Suite 2203, Naples, FL 34109, United States","7698+WV Naples, Florida, USA",https://www.vascularcenternaples.com/?utm_source=gmb_auth,+1 239-431-5884,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN6gqJRUZ-ZotnvjtNuygMxS4ArYDRb9I2NxUTg=w408-h368-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-12-16T22:35:14.588Z,,,
https://www.google.com/maps/place/Vanish+Vein+%26+Laser+Center/data=!4m7!3m6!1s0x88db1ec0b54d4207:0x3d7cc242b57c4277!8m2!3d26.2717999!4d-81.785777!16s%2Fg%2F11b6q3r9cg!19sChIJB0JNtcAe24gRd0J8tULCfD0,Vanish Vein & Laser Center,5.0,48,Surgical center,"1713 SW Health Pkwy #3, Naples, FL 34109, United States","76C7+PM Naples, Florida, USA",http://www.vanishvein.com/,+1 239-473-5433,Closed · Opens 7 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sZwm1McV7JwJceK4xetUtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.17148&pitch=0&thumbfov=100,true,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-12-16T22:35:19.931Z,,,
"https://www.google.com/maps/place/The+Vein+Center/@26.213832,-81.7325884,17z/data=!3m1!4b1!4m6!3m5!1s0x88db1d0968531743:0xc9d95100763e4ef!8m2!3d26.213832!4d-81.7325884!16s%2Fg%2F1hc55s2kr",The Vein Center,3.0,2,Hospital department,"6101 Pine Ridge Rd, Naples, FL 34119, United States","6778+GX Naples, Florida, USA",,+1 239-304-4900,Closed · Opens 9 am Wed,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-12-16T22:35:26.811Z,,,
https://www.google.com/maps/place/Vein+Care+Specialists+of+South+FL:+Marzano+Mark+J+MD/data=!4m7!3m6!1s0x88dae1eb1e2ba52b:0x99ed8d91d20abf3e!8m2!3d26.163595!4d-81.7979541!16s%2Fg%2F1tj2ct86!19sChIJK6UrHuvh2ogRPr8K0pGN7Zk,Vein Care Specialists of South FL: Marzano Mark J MD,4.3,6,Medical diagnostic imaging center,"1350 Tamiami Trl N # 204, Naples, FL 34102, United States","5672+CR Naples, Florida, USA",,+1 239-430-8346,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5CSEKri65dbc7tFIBGLBYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.05221&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-12-16T22:35:31.688Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-12-16T22:35:47.398Z,No new results found,,
https://www.google.com/maps/place/Naples+Vascular+Specialists/data=!4m7!3m6!1s0x88dae199f245a9b9:0xd6a9d42dd65d696!8m2!3d26.1488252!4d-81.7952997!16s%2Fg%2F11byl32pcs!19sChIJualF8pnh2ogRltZl3UKdag0,Naples Vascular Specialists,4.5,20,,"130 9th St N #120, Naples, FL 34102, United States","46X3+GV Naples, Florida, USA",https://naplesvascular.com/,+1 239-649-0550,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipMEQScmGxMCsFjP9KKwJDY4GQe5iNPZ5jlXgKHI=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Amalfi+Naples+FL/@40.6338303,14.6027661,14z",2025-12-16T22:36:06.942Z,,,
https://www.google.com/maps/place/MD+Health+Spa/data=!4m7!3m6!1s0x88dae1380c53cbb1:0x8e9c811f60d1ef2d!8m2!3d26.154329!4d-81.7968661!16s%2Fg%2F11vf13rx9h!19sChIJsctTDDjh2ogRLe_RYB-BnI4,MD Health Spa,5.0,146,Medical spa,"625 9th St N Unit 304, Naples, FL 34102, United States","5633+P7 Naples, Florida, USA",https://ymdhealthspa.com/,+1 239-963-6022,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOEG_sMMASSBhke7RUegWI3ir-XjXTdMXzJNDpn=w408-h611-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:27.192Z,,,
"https://www.google.com/maps/place/Argyrios+Tzilinis,+MD/data=!4m7!3m6!1s0x88db176d8b741f97:0x7130421d6604275b!8m2!3d26.2107344!4d-81.732094!16s%2Fg%2F1tgwt1v4!19sChIJlx90i20X24gRWycEZh1CMHE","Argyrios Tzilinis, MD",4.8,392,Vascular surgeon,"6376 Pine Ridge Rd, Naples, FL 34119, United States","6769+75 Naples, Florida, USA",https://www.physiciansregionalmedicalgroup.com/doctors-providers/tzilinis-argyrios-md-8327?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,+1 239-963-2645,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNyMc0ddP6pDABEVf344kxR9DMQzZTCMA6bQNzN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:32.198Z,,,
https://www.google.com/maps/place/John+P.+Landi/data=!4m7!3m6!1s0x88db1ec0b54fb025:0x550c162bbb72bd07!8m2!3d26.2717999!4d-81.785777!16s%2Fg%2F11b6jbhdrr!19sChIJJbBPtcAe24gRB71yuysWDFU,John P. Landi,4.6,23,Vascular surgeon,"1713 SW Health Pkwy #3, Naples, FL 34109, United States","76C7+PM Naples, Florida, USA",https://vanishvein.com/,+1 239-473-5433,Closed · Opens 7 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sZwm1McV7JwJceK4xetUtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.17148&pitch=0&thumbfov=100,true,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:37.004Z,,,
https://www.google.com/maps/place/The+Vascular+Group+of+Naples/data=!4m7!3m6!1s0x88dae1e5284713c7:0xb5ccf2e0c6ce0f64!8m2!3d26.2424723!4d-81.7717364!16s%2Fg%2F1pp2tkm0t!19sChIJxxNHKOXh2ogRZA_OxuDyzLU,The Vascular Group of Naples,4.5,49,Surgical center,"2350 Vanderbilt Beach Rd STE 303, Naples, FL 34109, United States","66RH+X8 Naples, Florida, USA",https://www.tvgnaples.com/,,"Closed · Opens 8:30 am Wed

Updated by this business 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PTFsVvlgZn_H56kH5nvPVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.32036&pitch=0&thumbfov=100,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:41.841Z,,,
