placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Acadiana+Psych+Associates,+LLC/@30.234733,-92.093428,17z/data=!3m1!4b1!4m6!3m5!1s0x862499332a94380b:0x4e077698497db02!8m2!3d30.234733!4d-92.093428!16s%2Fg%2F11c20098vf","Acadiana Psych Associates, LLC",3.8,13,Mental health clinic,"913 Alfred St, Scott, LA 70583, United States","6WM4+VJ Scott, Louisiana, USA",https://www.acadianapsych.com/contact,+1 337-504-3697,Closed · Opens 9 am Tue,,true,9 am–3 pm,9 am–3 pm,Closed,9 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:18:55.986Z,,,
https://www.google.com/maps/place/The+Kite+Clinic/data=!4m7!3m6!1s0x86249d85fd0aa8d3:0xdbe352f9415064e9!8m2!3d30.2102884!4d-92.0895624!16s%2Fg%2F11rpdhfbl6!19sChIJ06gK_YWdJIYR6WRQQflS49s,The Kite Clinic,4.9,148,Mental health clinic,"1921 Dulles Dr, Lafayette, LA 70506, United States","6W66+45 Lafayette, Louisiana, USA",https://thekiteclinic.com/,+1 337-579-5777,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vjK5-JPxqfc7V3-HDCalWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.75099&pitch=0&thumbfov=100,true,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:02.247Z,,,
https://www.google.com/maps/place/Mayers+Scott+MD/data=!4m7!3m6!1s0x86249c9548f633ff:0x718d282394b22729!8m2!3d30.2193595!4d-92.0252248!16s%2Fg%2F1w6_p5cp!19sChIJ_zP2SJWcJIYRKSeylCMojXE,Mayers Scott MD,5.0,1,Psychiatrist,"216 St Landry St, Lafayette, LA 70506, United States","6X9F+PW Lafayette, Louisiana, USA",http://www.mayersmentalhealth.com/,+1 337-453-3050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K37TO-G5dCgjlmV6Sfo-hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.81808&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:04.856Z,,,
https://www.google.com/maps/place/Mayers+Mental+Health/data=!4m7!3m6!1s0x86249c899b916007:0x141c319852fc974c!8m2!3d30.2193212!4d-92.0252435!16s%2Fg%2F11c1vh_228!19sChIJB2CRm4mcJIYRTJf8UpgxHBQ,Mayers Mental Health,5.0,6,Mental health clinic,"216 St Landry St, Lafayette, LA 70506, United States","6X9F+PW Lafayette, Louisiana, USA",http://mayersmentalhealth.com/,+1 337-453-3050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ddqgsZ-qTZYAi36dm5a1Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.23163&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:07.795Z,,,
https://www.google.com/maps/place/deClouet+Mental+Health+Solutions/data=!4m7!3m6!1s0x86249ce1c929d387:0xbce9aedb07870fff!8m2!3d30.1940314!4d-92.0096627!16s%2Fg%2F11g8nysh0q!19sChIJh9MpyeGcJIYR_w-HB9uu6bw,deClouet Mental Health Solutions,4.3,34,Psychiatrist,"302 La Rue France #202, Lafayette, LA 70508, United States","5XVR+J4 Lafayette, Louisiana, USA",http://www.facebook.com/declouetmhs,+1 337-534-0971,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMEfjftnAl2Xajp7uDjNSlr-ZvppLDlUek8Hwv3=w408-h326-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:12.913Z,,,
https://www.google.com/maps/place/Lafayette+Behavioral+Health+Unit/data=!4m7!3m6!1s0x86249c1a7044623f:0x412ffcb311d77acb!8m2!3d30.219968!4d-92.0572524!16s%2Fg%2F11c6d_vpjt!19sChIJP2JEcBqcJIYRy3rXEbP8L0E,Lafayette Behavioral Health Unit,3.3,21,Psychiatric hospital,"302 Dulles Dr, Lafayette, LA 70506, United States",,https://www.ochsner.org/locations/ochsner-lafayette-behavioral-health-unit?y_source=1_OTc0MTE5NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 337-571-1400,"Open 24 hours

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxegQip-xQlXniBXgtx51T-MUBV1a28lLAC8KmrVifsgdDOE_n82wOFXU5ttRSGSP-wJ6itJ4NpulalylVC19I_P94lThwsgViWReuEsqVvHkYSYAaEUoXDYCgIvRmd4UkmSTAr7SZyfOvE=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:18.693Z,,,
https://www.google.com/maps/place/Pivotal+Moments+LLC/data=!4m7!3m6!1s0x8624992feb74a7e3:0xe0c95084eb52005c!8m2!3d30.244937!4d-92.097035!16s%2Fg%2F11c581l3dk!19sChIJ46d06y-ZJIYRXABS64RQyeA,Pivotal Moments LLC,3.7,3,Mental health clinic,"124 Abigayles Row, Scott, LA 70583, United States","6WV3+X5 Scott, Louisiana, USA",http://dhh.louisiana.gov/index.cfm/directory/detail/9923/catid/325,+1 337-504-2655,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Apvx-OAiSQ5dBfGGRFgP5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.71294&pitch=0&thumbfov=100,true,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:23.664Z,,,
https://www.google.com/maps/place/Therapy+Center+of+Acadiana/data=!4m7!3m6!1s0x8624992f5155c295:0xbf5f0bf4e4a3ac80!8m2!3d30.2455992!4d-92.1004817!16s%2Fg%2F1vljgpmv!19sChIJlcJVUS-ZJIYRgKyj5PQLX78,Therapy Center of Acadiana,3.9,7,Mental health service,"300 Park W Dr, Scott, LA 70583, United States","6VWX+6R Scott, Louisiana, USA",https://www.tcacadiana.com/,+1 337-233-1167,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0Gsjh9KFh5mTeePhABj-WQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.68856&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:28.487Z,,,
https://www.google.com/maps/place/Path+Behavioral+Healthcare/data=!4m7!3m6!1s0x86249ceb89e68765:0x936602bbc05d77c9!8m2!3d30.1984359!4d-92.0157644!16s%2Fg%2F11bc8wk0x8!19sChIJZYfmieucJIYRyXddwLsCZpM,Path Behavioral Healthcare,4.3,17,Mental health clinic,"1405 W Pinhook Rd Suite 107, Lafayette, LA 70501, United States","5XXM+9M Lafayette, Louisiana, USA",https://pathihc.com/our-locations/louisiana/lafayette/,+1 337-232-9457,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFuvBcpxIRnE-RPGHOm_-eI3e6E5zQwP7gWY9trm-JVGJpkHOLhVwWS-ZM17jIUbHttUDM46ZRmp4YFqjIIbUwrAZgkgEVEi5DDZAeyoEldkp-urL2wZT-4uhOk1O612W5QDD1=w408-h504-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:33.376Z,,,
https://www.google.com/maps/place/Comprehensive+Behavioral+Health+Center/data=!4m7!3m6!1s0x86249d7825681997:0xd5f01032b764a67c!8m2!3d30.1939168!4d-92.0165295!16s%2Fg%2F11g0ht7tsp!19sChIJlxloJXidJIYRfKZktzIQ8NU,Comprehensive Behavioral Health Center,4.9,58,Psychologist,"1602 W Pinhook Rd # 303, Lafayette, LA 70508, United States","5XVM+H9 Lafayette, Louisiana, USA",http://www.comprehensivebehavioral.com/,+1 337-534-4214,Closed · Opens 7:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6AuvelgjV2IkGmxj9P5Hog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.45355&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-12-16T01:19:38.408Z,,,
