placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Apex+Tree+Experts+-+Tacoma/data=!4m7!3m6!1s0x549054ef3bd21d21:0x7e76007f55a62c4e!8m2!3d47.2708717!4d-122.4891749!16s%2Fg%2F11ddzktj0p!19sChIJIR3SO-9UkFQRTiymVX8Adn4,Apex Tree Experts - Tacoma,4.9,347,Tree service,"2522 N Proctor St, Tacoma, WA 98406, United States","7GC6+88 Tacoma, Washington, USA",https://apextreeexperts.com/,+1 253-227-9775,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcZwjDNe8x_THsS57UtuAhhqseh6CWpDCIc-JCNPikVSSf3mVRMX3BRXV91z8vCsVjMvJqBZzc_ZUs9lWSy5ns7AG5mrUCMMtHorxMTSzwXkcaEp0lGa4tdh8xSM7fVFdyeoqZBMEnHSQ4=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:17:39.980Z,,,
https://www.google.com/maps/place/Bob%27s+Property+Solutions/data=!4m7!3m6!1s0x5490fddd42fffa49:0xd00e3fd3c061d92!8m2!3d47.1364071!4d-122.3773806!16s%2Fg%2F1td9q72r!19sChIJSfr_Qt39kFQRkh0GPP3jAA0,Bob's Property Solutions,4.9,85,Tree service,,,https://bobspropertysolutions.com/,+1 253-651-7494,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeI5BNvIPdfnMpeLSyodd9gkkfrYAsqTpTgGm4vM1a9Zyk0hjGukLuAEdCK0pMvvneQWYemwo4qnh-mD37fW6PCjpmvizZi2RRFYOse6OAY0SHnYKudQPzWQIuQMSKVnDhvruwsA=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,11:30 am–8 pm,12:30–5 pm,7 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:17:46.113Z,,,
https://www.google.com/maps/place/The+Guys+at+allTree+Services/data=!4m7!3m6!1s0x5490ffe1c0d2bb11:0x5ba2f0fd32984439!8m2!3d47.213801!4d-122.3860754!16s%2Fg%2F11t2y8hdmg!19sChIJEbvSwOH_kFQROUSYMv3wols,The Guys at allTree Services,4.9,169,Tree service,"4717 Waller Rd E, Tacoma, WA 98443, United States","6J77+GH Tacoma, Washington, USA",https://www.theguysatalltreeservicez.com/,+1 253-944-1688,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqJ_LUqKlyy13wiFdoZL61auSk8CIYlIqyc4QlbQb4KmguPy18y7-qMmFS9nhYYj4RL5iGZjitMNLU-abIfycXo0mU8GcyMsaqPoCptsJ2y5FMEH2biJFSEi1N1-P2vCBVmyiU=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,9 am–5 pm,8 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:17:50.889Z,,,
https://www.google.com/maps/place/Tidy+Trees+Service+Tacoma/data=!4m7!3m6!1s0x5490ff144eb50641:0xc38afe34c50e696e!8m2!3d47.2300129!4d-122.402313!16s%2Fg%2F11s2nhn39y!19sChIJQQa1ThT_kFQRbmkOxTT-isM,Tidy Trees Service Tacoma,4.5,2,Tree service,"2010 E Harrison St, Tacoma, WA 98404, United States","6HJX+23 Tacoma, Washington, USA",https://tidy-trees.com/tree-service-tacoma/,+1 253-246-5484,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3Nhb6QqkA7U0eTuM4chz-JYX-jyWAEA2nKxRK6IYUaXtBHta9Ra-uCHoKJtHYI3m_J-PBWL7V8aWxyrTmgEjB0PxErx239PpAiHdjCSELWEbTpLiGZes9LYL1GM-iF2CYaGxdDw=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:17:55.637Z,,,
https://www.google.com/maps/place/Urban+Roots+Landscaping+Tacoma+LLC/data=!4m7!3m6!1s0x549055f88b6b624b:0x821e2dcba3d0562!8m2!3d47.2629587!4d-122.4863557!16s%2Fg%2F11mvzkkn1n!19sChIJS2Jri_hVkFQRYgU9utziIQg,Urban Roots Landscaping Tacoma LLC,4.8,135,Lawn care service,"3711 N 14th St, Tacoma, WA 98406, United States","7G77+5F Tacoma, Washington, USA",http://urbanrootslandscaping.com/,+1 253-292-3839,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIH9fZc_vt_JO8mJFeigg1NFzy6rCtWQ9Xyegf5fMYSxsMlAwYJy2LdQwRRVBbRAPFBHEKoZFkmfyIX7u0yfTQdnevtMLcoSJgfLLe4vqt8nl_LNeqwWTyASF0LFHPHXHmCfqy=w408-h408-k-no,true,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm,9 am–9 pm,7:30 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:00.570Z,LGBTQ+ friendly,true,
https://www.google.com/maps/place/Ismael+Tree+Service/data=!4m7!3m6!1s0x5491abbab40a3ce1:0x1495148f50fa5db8!8m2!3d47.176016!4d-122.4084356!16s%2Fg%2F11fky_9gqg!19sChIJ4TwKtLqrkVQRuF36UI8UlRQ,Ismael Tree Service,4.8,81,Tree service,"1515 90th St E, Tacoma, WA 98445, United States","5HGR+CJ Tacoma, Washington, USA",https://ismaeltreeservices.com/index.php,+1 253-590-8194,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAVUQ5EyuOrms9xIfNQphJYn-kIwb3MQvhCqVhnBMEBqg8cC3zQgQyJGFUpfTWEf9wDp83LB-hBppAcOW9X9hkCW6IvWadJlVp4QNO3NGZnOjp5-VU7iVc4Nx1_AOMrVV0Aqm9=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:05.506Z,,,
https://www.google.com/maps/place/All+Around+Tree+Care/data=!4m7!3m6!1s0x54905b66e9764615:0xbb6aa0f8c8e5a29f!8m2!3d47.2255204!4d-122.4364034!16s%2Fg%2F11f72_hmdk!19sChIJFUZ26WZbkFQRn6LlyPigars,All Around Tree Care,4.2,15,Tree service,"3620 S D St, Tacoma, WA 98418, United States","6HG7+6C Tacoma, Washington, USA",,+1 253-363-3656,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8fdtk7OypfAcAeULOXuTMugEhWqvuSrk0xnLsYGM1u_C1ZjBs6_39LuIOZwoPmrbPgL3YT-49vzDP7lxV6VYE277aMu3YRvEXAmyFfWYueYF4wkGb4uuKVw4PvmhEMkQsYS0o=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:10.501Z,Identifies as veteran-owned,,
"https://www.google.com/maps/place/Tacoma+Tree+Service/@47.2428335,-122.4550048,12z/data=!3m1!4b1!4m6!3m5!1s0x549055bf80a605d5:0x627a483101b71fe7!8m2!3d47.2428335!4d-122.4550048!16s%2Fg%2F11rdb7p9_s",Tacoma Tree Service,5.0,46,Tree service,,,https://www.tacomatreepros.com/,+1 253-303-6400,Closed · Opens 8 am Wed,,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:17.247Z,,,
https://www.google.com/maps/place/Royal+Landscaping+%26+Hauling/data=!4m7!3m6!1s0x549055bcaa9fbfc9:0x6eebc48a9c94a4ae!8m2!3d47.2559529!4d-122.4768673!16s%2Fg%2F11q4bhhfqz!19sChIJyb-fqrxVkFQRrqSUnIrE624,Royal Landscaping & Hauling,5.0,105,Landscaper,"3110 N 7th St, Tacoma, WA 98406, United States","7G4F+97 Tacoma, Washington, USA",https://royal-junk-removal.com/contact/,+1 253-509-1272,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwhJ4wUlPp_xm-AtzCX3MN_17Q0W9qfG0b7TnxAKSYq-i8NqpfWxSE250ZgypOkkJPw18-7px7gubGUwyFxUbwPnyhL4pKUasTBV5O_TKpNdafmOem7CNWiHluKNDgLPtBlbOODUrUC5Hi=w408-h479-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:22.116Z,,,
https://www.google.com/maps/place/All+Seasons+Pro+Tree+Care+LLC/data=!4m7!3m6!1s0x40bcf1893bed46cd:0xd3f155e48992198d!8m2!3d47.0660405!4d-122.1135166!16s%2Fg%2F11y6q4sp11!19sChIJzUbtO4nxvEARjRmSieRV8dM,All Seasons Pro Tree Care LLC,5.0,1,Tree service,,,https://allseasonsprotreecarellc.co.site/,+1 253-954-7995,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKxfrnklWxJlVrwRkLSPdwZrg4rdBWAjts72NAPkmzdxDgufzFSGzCfnhtxEUEGjYPvKPKXR2cwc3dRdRxTWcUq22ypatwsTaaekkFvPtenLNzzpu1USh6ceXbg2IxZwQqqbvb_IySfY0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T05:18:26.888Z,,,
