placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Pleasure+Pools+%26+Spas/data=!4m7!3m6!1s0x87e2350c2f5e592b:0x68ad940f485d4276!8m2!3d41.562555!4d-90.568677!16s%2Fg%2F1tcwrpn0!19sChIJK1leLww14ocRdkJdSA-UrWg,Pleasure Pools & Spas,4.7,530,Hot tub store,· In-store pick-up · Delivery,"4114 N Brady St, Davenport, IA 52806, United States","HC7J+2G Davenport, Iowa, USA",https://www.pleasurepoolsandspas.com/,+1 563-391-6612,"Open ⋅ Closes 5 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuAYirKJb1gG2RaQEPYy6n19G6nf3IfqYE2fCCUu8osWPgmKg8V5lRTiiQ22U-DfNsficxcV7zJEQgWLnsZ_07IMys3JHg2u56QSRMjp5xIyUD5ckGwgNCIihtm8LKXoLoVNbs=w408-h611-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,10 am–2 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-10-27T18:10:23.376Z,,,
https://www.google.com/maps/place/Absolute+Pool+Services/data=!4m7!3m6!1s0x88dd7a5e2323ffff:0xbaed31c2513d91d0!8m2!3d41.5237386!4d-90.5776577!16s%2Fg%2F11f63y3cpg!19sChIJ__8jI1563YgR0JE9UcIx7bo,Absolute Pool Services,5.0,1,Cleaning service,,"767 Balmoral Drive, Davenport, IA 52801, United States","GCFC+FW Davenport, Iowa, USA",,+1 863-221-2226,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TfPwCETv14uFJTfUszL7rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.547119&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-10-27T18:10:32.439Z,,,
https://www.google.com/maps/place/QCA+Pools+%26+Spas/data=!4m7!3m6!1s0x87e236add682a517:0xf09a5cbe2b998755!8m2!3d41.524605!4d-90.5184069!16s%2Fg%2F1w4vkh1p!19sChIJF6WC1q024ocRVYeZK75cmvA,QCA Pools & Spas,4.2,84,Swimming pool contractor,,"1021 State St, Bettendorf, IA 52722, United States","GFFJ+RJ Bettendorf, Iowa, USA",http://www.qcapoolsandspas.com/,+1 563-359-3558,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipML4FNjG391jFwxBi_pi7gxvlOzdTF_QHSFyphh=w408-h408-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-10-27T18:10:37.521Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Dolphin+Pools+and+Spas/data=!4m7!3m6!1s0x87e3b58c9cebe437:0x39cf61dc99f1a8b4!8m2!3d41.6039717!4d-90.6280766!16s%2Fg%2F11m63p7bhr!19sChIJN-TrnIy144cRtKjxmdxhzzk,Dolphin Pools and Spas,5.0,2,Swimming pool contractor,,"3690 W 83rd St suite 103, Davenport, IA 52806, United States","J93C+HQ Davenport, Iowa, USA",https://dolphinpoolsandspasqc.com/,+1 563-296-9555,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMQxijzA8NEs7hIwbOOMgmiZeGezooTR8kUkJd1=w546-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-10-27T18:10:42.498Z,,,
"https://www.google.com/maps/place/Professional+Pool+%26+Spa/@42.4963416,-96.4049408,14z/data=!4m6!3m5!1s0x878e07f1eda87a11:0x97260e547ca49436!8m2!3d42.5145344!4d-96.4178668!16s%2Fg%2F1tg5vk6j",Professional Pool & Spa,4.4,53,Swimming pool contractor,,"325 W 23rd St, Sioux City, IA 51104, United States","GH7J+RV Sioux City, Iowa, USA",http://www.propoolsspas.com/,+1 712-258-1909,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPT6DUiyV_MSBVL6uyCZU79ouU7M7vH5qXHtmxV=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-10-27T18:10:52.574Z,,,
https://www.google.com/maps/place/Blue+Lagoon+Pool+%26+Spa/data=!4m7!3m6!1s0x87e443e526556f67:0x8feb17082531da4d!8m2!3d41.6782272!4d-91.5873449!16s%2Fg%2F1tcxvsw_!19sChIJZ29VJuVD5IcRTdoxJQgX648,Blue Lagoon Pool & Spa,4.6,35,Hot tub store,· In-store shopping,"1719 2nd St, Coralville, IA 52241, United States","MCH7+73 Coralville, Iowa, USA",http://www.bluelagoonic.com/,+1 319-351-3828,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUxs_FKMgFC5B6YkPVHaFGz2hP_eKsUhZ0EZTqiZ6OZIMhmKZWUKWTIfMtZKtap795Bgh25XBulLH_6k5tclK-hCDmBHw2OEhwyAwSUdyGuL6eH-vygnWeDyIh3Tj099A56YLxNA=w408-h272-k-no,true,10 am–6 pm,10 am–5 pm,10 am–5 pm,10 am–6 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-10-27T18:11:08.766Z,Identifies as women-owned,,
https://www.google.com/maps/place/Aqua-Struction+Pools/data=!4m7!3m6!1s0x87e441ef76cfc72f:0x7f2b29a1c3287515!8m2!3d41.676743!4d-91.620076!16s%2Fg%2F11cn4hk14c!19sChIJL8fPdu9B5IcRFXUow6EpK38,Aqua-Struction Pools,5.0,7,Swimming pool contractor,,,,http://aquastructionpools.com/,+1 319-541-2828,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMFXsSTE_k9y2-Uw5B2fDzb5nMwFlQyJv6Cd-Ad=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-10-27T18:11:14.022Z,,,
https://www.google.com/maps/place/McIntosh+Pools/data=!4m7!3m6!1s0x87e46886379d83cd:0x813edb805ce310e4!8m2!3d41.7428379!4d-91.4757393!16s%2Fg%2F11cnd86w6z!19sChIJzYOdN4Zo5IcR5BDjXIDbPoE,McIntosh Pools,4.7,6,Swimming pool contractor,,"2613 Newport Rd NE #9684, Solon, IA 52333, United States","PGVF+4P Solon, Iowa, USA",http://mcintoshpools.com/,+1 319-936-1404,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxocx_xr65PXqSEd0R1-oqOmh5_-RXzjw-seAGRb_e36ZWMvjZGugdYGRI6lkvKiuzwIMizVv9KokvlZQ4b59yWVb8OLFFv178b276wEvA6QFVwnicTGSJzdDa5yRGo7Ha8BI0VIw=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-10-27T18:11:18.965Z,,,
https://www.google.com/maps/place/Pool+Time/data=!4m7!3m6!1s0x87e4436331a6d0b9:0x4d41f6f7b08616a!8m2!3d41.7202371!4d-91.5591216!16s%2Fg%2F11xl6nrlck!19sChIJudCmMWND5IcRamEIe28f1AQ,Pool Time,,,Swimming pool contractor,,"2915 Dubuque St NE, Iowa City, IA 52240, United States","PCCR+39 Iowa City, Iowa, USA",https://pooltimeia.com/,+1 319-631-3149,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMsBR1K8BiGYNa842t51NZFSoqlJd51FPXDK5QX=w492-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-10-27T18:11:23.812Z,,,
https://www.google.com/maps/place/Sustainable+Landscape+Solutions/data=!4m7!3m6!1s0x87e43e4a8eceb753:0x5d8c54da2c470112!8m2!3d41.6500766!4d-91.5357436!16s%2Fg%2F11g8cyjzzn!19sChIJU7fOjko-5IcREgFHLNpUjF0,Sustainable Landscape Solutions,4.9,64,Landscaper,,"17 E Benton St, Iowa City, IA 52240, United States","MF27+2P Iowa City, Iowa, USA",http://www.sustainablelandscapesolutions.org/,+1 319-359-0200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNl7EV4rxLnggIymEn4DKULVoCBWZ26BkYcvu1d=w630-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-10-27T18:11:29.133Z,Identifies as women-owned,,
