placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Roto-Rooter/data=!4m7!3m6!1s0x87e2355dd16809a9:0xd2c47a116102bb68!8m2!3d41.5252631!4d-90.4960635!16s%2Fg%2F1vzqstbp!19sChIJqQlo0V014ocRaLsCYRF6xNI,Roto-Rooter,4.9,1155,Plumber,"2611 State St, Bettendorf, IA 52722, United States","GGG3+4H Bettendorf, Iowa, USA",https://www.rotorooterqc.com/,+1 563-388-9900,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJVqZagOngyDlULMN_wAJaEG3QKyrUOT83iCn7=w505-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:03.303Z,,,,
https://www.google.com/maps/place/Lenny%27s+Plumbing+and+Drain+Cleaning/data=!4m7!3m6!1s0x87e23527ebae598f:0x5d8973f74e410daa!8m2!3d41.5254871!4d-90.5821476!16s%2Fg%2F11c58q45_5!19sChIJj1mu6yc14ocRqg1BTvdziV0,Lenny's Plumbing and Drain Cleaning,4.4,99,Plumber,"613 W 6th St Apt 3, Davenport, IA 52803, United States","GCG9+54 Davenport, Iowa, USA",,+1 563-391-3300,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipNlXUApUPr9wF3LPYKZErX_xqT2-7UZ2CHQpVSB=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7–11 am,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:08.126Z,,,,
"https://www.google.com/maps/place/TMI+-+Total+Maintenance,+Inc.+Heating,+Air+Conditioning,+Plumbing/data=!4m7!3m6!1s0x87e236ac2c7d2771:0xd4edc31e367222ca!8m2!3d41.524603!4d-90.518787!16s%2Fg%2F1td6n65_!19sChIJcSd9LKw24ocRyiJyNh7D7dQ","TMI - Total Maintenance, Inc. Heating, Air Conditioning, Plumbing",4.8,2396,HVAC contractor,"1017 State St, Bettendorf, IA 52722, United States","GFFJ+RF Bettendorf, Iowa, USA",https://tmiservices.net/?category=gmb,+1 563-748-1040,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOTob5EdBV9Sd2BZPwrPLAQwwBl96WI0cvkwJVt=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:12.959Z,,,,
https://www.google.com/maps/place/Element+Plumbing+LLC/data=!4m7!3m6!1s0x87e235ccd1f692f9:0xe3a11f052d1df701!8m2!3d41.5577934!4d-90.6010668!16s%2Fg%2F11k6z9_c86!19sChIJ-ZL20cw14ocRAfcdLQUfoeM,Element Plumbing LLC,4.6,39,Plumber,"3718 N Division St, Davenport, IA 52806, United States","H95X+4H Davenport, Iowa, USA",http://element-plumbing.com/,+1 563-459-9888,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPXdkhRkq9qTyH048SPlPZVfDkXa8hN47pmU2D8=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:17.427Z,,,,
"https://www.google.com/maps/place/Northwest+Plumbing,+Heating+%26+AC/data=!4m7!3m6!1s0x87e2359f449b7a6f:0x6ee26e0323789beb!8m2!3d41.580403!4d-90.559987!16s%2Fg%2F1tj589r7!19sChIJb3qbRJ814ocR65t4IwNu4m4","Northwest Plumbing, Heating & AC",4.8,1200,HVAC contractor,"5885 Tremont Ave, Davenport, IA 52807, United States","HCJR+52 Davenport, Iowa, USA",https://www.callnw.com/,+1 563-391-1344,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNjghPt9HrDAR-TUyJTztmtH_SP9wBHYD8xkDg-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:21.944Z,,,,
https://www.google.com/maps/place/Active+Plumbing+LLC/data=!4m7!3m6!1s0x87e23466aaaaaaab:0x94215fe2ff060cbb!8m2!3d41.5340334!4d-90.6546864!16s%2Fg%2F1tgfx58z!19sChIJq6qqqmY04ocRuwwG_-JfIZQ,Active Plumbing LLC,4.4,5,Plumber,"1422 Racine Ct, Davenport, IA 52804, United States","G8MW+J4 Davenport, Iowa, USA",,+1 563-529-1167,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR5FSwGjvm1sg05cqXOWgtP_r9vl0tYk6zJ5vWcYIr3_RULQZ9K86Vov5SQElQhbgLPynKXhRBOfz98QursPQRsI28VmvO2vR1bF2yawypXhQHvsapWK9N3nTPnvJdxldXt4Iq=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:26.529Z,,,,
https://www.google.com/maps/place/Always+Plumbing/data=!4m7!3m6!1s0x87e23534f68e80a5:0xf714232b625cae2a!8m2!3d41.5384862!4d-90.5743837!16s%2Fg%2F11h2fqngz5!19sChIJpYCO9jQ14ocRKq5cYisjFPc,Always Plumbing,3.6,17,Plumber,"1902 N Brady St, Davenport, IA 52803, United States","GCQG+96 Davenport, Iowa, USA",,+1 563-271-4604,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipN14NnfRU0mkgTGKJrtKCY-rZk28Z8p3EnpNcsX=w427-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:31.065Z,,,,
https://www.google.com/maps/place/Right+On+Time+Plumbing+Sewer+%26+Drain+Cleaning+-+Plumbing+Repairs/data=!4m7!3m6!1s0x87e3c51047697eab:0x12eb31587d566554!8m2!3d41.5685639!4d-90.6030489!16s%2Fg%2F11bzx4smh6!19sChIJq35pRxDF44cRVGVWfVgx6xI,Right On Time Plumbing Sewer & Drain Cleaning - Plumbing Repairs,4.7,122,Plumber,"1823 W 48th St, Davenport, IA 52804, United States","H99W+CQ Davenport, Iowa, USA",https://rightontime-plumbing.com/,+1 309-737-6753,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNn3TsgnxUWUkck73Zk8NGH-Xtj9yJzAv5Pn3ZI=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:35.762Z,,,,
https://www.google.com/maps/place/Petersen+Plumbing+%26+Heating/data=!4m7!3m6!1s0x87e234a12af61ebd:0xcbd1eb0951f4a0d4!8m2!3d41.6115582!4d-90.6364003!16s%2Fg%2F1tfyf3f7!19sChIJvR72KqE04ocR1KD0UQnr0cs,Petersen Plumbing & Heating,4.8,936,Plumber,"9003 Northwest Blvd, Davenport, IA 52806, United States","J967+JC Davenport, Iowa, USA",,+1 563-326-1658,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7D3EuKXDe5UbgewzIGS3-yAj1TFKnqip5LpEZppWH06wV0BBIZQghWEKX8ghO1crGcRKN9oZcJVKccTpIVXh2uCPFBVknDqoC4lmeTVZZGY7eOrB2GyPmebP3_fmPAY4MT0jw21ZJ2Sx3=w408-h541-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:40.342Z,,,,
https://www.google.com/maps/place/Lynch+Heating+%26+Plumbing/data=!4m7!3m6!1s0x87e234a57157f309:0xd80622932c4683dd!8m2!3d41.5696708!4d-90.5671381!16s%2Fg%2F11cr_fzv7c!19sChIJCfNXcaU04ocR3YNGLJMiBtg,Lynch Heating & Plumbing,4.6,297,HVAC contractor,"4711 N Brady St # 14A, Davenport, IA 52806, United States","HC9M+V4 Davenport, Iowa, USA",https://lynchheatingandplumbing.com/,+1 563-209-0039,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPjVfqWX36iEZWOxrdJT94k_S7HUdQOxfAdD1LD=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-11T03:52:44.694Z,,,,
